,RNLS (55328)
ACH-000004,-0.003545149677532675
ACH-000005,0.008026774164661148
ACH-000007,-0.17725371899213854
ACH-000009,-0.13158718172588346
ACH-000011,-0.006458608979985309
ACH-000012,0.01909775214573437
ACH-000013,0.07594665710905542
ACH-000014,-0.043073797452614915
ACH-000015,-0.008937000626818205
ACH-000017,0.045122328390174035
ACH-000018,-0.10870051924913243
ACH-000019,0.05629720946739331
ACH-000021,0.06211937651921365
ACH-000022,0.07531110322064337
ACH-000025,-0.014762092969321182
ACH-000028,0.030700552535604612
ACH-000030,-0.06173519376034115
ACH-000035,0.030745506108460812
ACH-000036,-0.15947356348482108
ACH-000037,0.031016431441710974
ACH-000039,0.02066467985135117
ACH-000040,-0.04241362007432351
ACH-000041,-0.042156803564895935
ACH-000042,-0.02101148361947545
ACH-000045,0.1609992188257979
ACH-000047,-0.04086517528367213
ACH-000052,-0.07004154706759426
ACH-000053,-0.05280630459197859
ACH-000054,-0.0310953534373177
ACH-000055,-0.11675266434333965
ACH-000060,0.04649275931833631
ACH-000067,-0.19780876071462647
ACH-000070,-0.004840185943613278
ACH-000075,0.01205779365598478
ACH-000078,0.06627716151575024
ACH-000082,0.06233334416849987
ACH-000085,0.3751004270754497
ACH-000086,-0.08041607919653042
ACH-000087,-0.06422802280995113
ACH-000092,0.0020928158034996627
ACH-000095,0.05126775208406848
ACH-000097,0.10065343057407047
ACH-000098,-0.09396743756071653
ACH-000099,-0.03084185983339388
ACH-000108,0.10318145432742844
ACH-000113,0.046350520248055284
ACH-000116,0.05900539491865085
ACH-000118,0.0998121969097818
ACH-000120,0.09816930908535848
ACH-000123,-0.06383018633327091
ACH-000127,0.021313324533122343
ACH-000128,0.026104984922496962
ACH-000132,-0.004697465374906347
ACH-000133,-0.09847013008111287
ACH-000137,-0.06697038727850725
ACH-000138,0.07434834567866677
ACH-000142,0.05574965136391096
ACH-000143,0.04530790912146405
ACH-000146,-0.015748480400173306
ACH-000148,-0.02800492504720448
ACH-000150,-0.05051299772986882
ACH-000152,-0.048456907270087925
ACH-000153,0.11861856299444308
ACH-000159,-0.054649094757826894
ACH-000160,0.02664550223290293
ACH-000163,-0.081787387226144
ACH-000167,-0.04106820958091267
ACH-000168,-0.05734087412640562
ACH-000169,-0.06445105822006597
ACH-000178,0.0494845294795474
ACH-000183,-0.011125628457732684
ACH-000188,0.08243305250044218
ACH-000189,-0.08878531954371842
ACH-000190,0.1130894603433618
ACH-000198,0.08749177991867163
ACH-000203,0.23385518490734575
ACH-000204,-0.033400562202016884
ACH-000206,-0.03580982235627021
ACH-000207,-0.18023564979553014
ACH-000208,0.18286742129589934
ACH-000210,0.21447690834188649
ACH-000211,-0.022703995201260714
ACH-000215,0.032257934791311726
ACH-000221,0.10409677247723673
ACH-000222,0.1933785521373748
ACH-000223,-0.06903854221133625
ACH-000226,-0.06401454496483562
ACH-000227,-0.035708604393392344
ACH-000228,-0.12906035488638873
ACH-000231,-0.05030990966127008
ACH-000232,-0.043943780429717895
ACH-000233,-0.07629356360835167
ACH-000234,-0.05503286588441675
ACH-000235,0.015073649024150915
ACH-000237,0.02356998079534594
ACH-000238,-0.06878190312729551
ACH-000242,0.05651361151792186
ACH-000243,0.031173699517986368
ACH-000244,-0.09850760049604547
ACH-000246,0.04385247400443454
ACH-000248,-0.18146424224865704
ACH-000250,0.02514159336173809
ACH-000251,-0.2756453535728723
ACH-000252,-0.10070375220818416
ACH-000253,-0.025391800617123927
ACH-000255,0.09834460490717356
ACH-000256,0.045068810473147584
ACH-000257,-0.08803886464373625
ACH-000258,0.1252621583846175
ACH-000259,-0.03781238457498836
ACH-000260,-0.023975550458742872
ACH-000261,0.01741965285155998
ACH-000262,-0.09595517764009008
ACH-000263,-0.13046522672498034
ACH-000264,-0.04996728808063716
ACH-000265,-0.022927517036097127
ACH-000266,0.11078284582761964
ACH-000272,0.070424644240753
ACH-000274,0.06687432583756202
ACH-000277,0.010677434492016531
ACH-000278,0.032597811282068366
ACH-000279,0.009553219080234016
ACH-000280,0.028680076473926067
ACH-000281,-0.013924772844401105
ACH-000288,-0.011936679802415476
ACH-000291,0.004414027066730478
ACH-000293,-0.004029596537504445
ACH-000294,-0.08322174702887424
ACH-000295,0.13854261477831584
ACH-000296,-0.03130944993169632
ACH-000302,0.059675350464789126
ACH-000304,-0.12225445622955801
ACH-000307,-0.047153349288426606
ACH-000308,0.024921515243780303
ACH-000310,0.013272286905595598
ACH-000311,0.0755707401433393
ACH-000312,0.08769405033201147
ACH-000315,0.056303815245432286
ACH-000316,-0.0626378386955501
ACH-000317,-0.0792862122188749
ACH-000318,0.02695312874635664
ACH-000319,-0.04542411011083134
ACH-000320,-0.026891790272610003
ACH-000322,0.07701854275346504
ACH-000323,-0.23291835199665126
ACH-000324,-0.06387921766334838
ACH-000329,-0.06108400385739035
ACH-000330,0.02785357729991124
ACH-000331,-0.0786740898840482
ACH-000332,0.04183194677905792
ACH-000334,0.07104208039557293
ACH-000335,-0.02058480870217494
ACH-000336,-0.16103986260893244
ACH-000337,-0.15185364358908052
ACH-000338,-0.16427677029334875
ACH-000339,-0.005088648831305073
ACH-000341,-0.02453115867578692
ACH-000348,0.04024516034219475
ACH-000350,0.009738055581093344
ACH-000352,0.08313022841536341
ACH-000356,0.017983250989646076
ACH-000361,-0.029926709982333925
ACH-000362,-0.05639529143762904
ACH-000363,0.00952276101120922
