,REC114 (283677)
ACH-000004,0.05422124413924748
ACH-000005,0.0025454108644861408
ACH-000007,0.020226430463569083
ACH-000009,-0.08825907472669209
ACH-000011,-0.011555222632550127
ACH-000012,0.09119835588708396
ACH-000013,0.012702470286614002
ACH-000014,-0.13782123771749347
ACH-000015,0.037909899407244464
ACH-000017,-0.22321714288403408
ACH-000018,0.18247129445370705
ACH-000019,-0.02032481553200659
ACH-000021,0.18579000445911356
ACH-000022,-0.06884982031161901
ACH-000025,-0.10662056487615283
ACH-000028,0.027201880000558232
ACH-000030,0.05488392529694259
ACH-000035,0.09769434738677048
ACH-000036,-0.024817150448934417
ACH-000037,-0.19079570678693025
ACH-000039,-0.12628131533519615
ACH-000040,0.001939825643879728
ACH-000041,-0.017097378803664243
ACH-000042,-0.023837876481527926
ACH-000045,0.010776599856693282
ACH-000047,-0.1370858239203426
ACH-000052,-0.03674267654673994
ACH-000053,-0.01602851950815585
ACH-000054,-0.16049493557296374
ACH-000055,-0.08506272929712437
ACH-000060,0.0032125157976150747
ACH-000067,0.02668200314907401
ACH-000070,-0.04739689700564265
ACH-000075,-0.3526313879010626
ACH-000078,-0.04481754977653245
ACH-000082,-0.016796349883028968
ACH-000085,-0.23838773546886266
ACH-000086,0.019234565774219458
ACH-000087,0.011186397409851905
ACH-000092,-0.004543141773049421
ACH-000095,-0.10500381974523204
ACH-000097,-0.04006643948745397
ACH-000098,0.02948867705106685
ACH-000099,-0.02766740920256193
ACH-000108,0.03879049002282173
ACH-000113,0.12336245036352085
ACH-000116,-0.1315000024444754
ACH-000118,0.1755159122281406
ACH-000120,-0.20265528161727905
ACH-000123,0.08700269867480258
ACH-000127,0.004699394582553293
ACH-000128,-0.042645898728868786
ACH-000132,-0.019929322856978644
ACH-000133,0.12628596600474706
ACH-000137,-0.13056896775087054
ACH-000138,0.03332638381070988
ACH-000142,0.06421531909451872
ACH-000143,-0.06704163574211018
ACH-000146,-0.09464911129173853
ACH-000148,-0.02480252140285551
ACH-000150,0.04461179435115663
ACH-000152,-0.09156020658466273
ACH-000153,-0.17305792961610167
ACH-000159,0.005471818194326913
ACH-000160,0.0782074550083407
ACH-000163,-0.027713302122279126
ACH-000167,0.2048194762014795
ACH-000168,-0.10678757569266337
ACH-000169,-0.08555122146783681
ACH-000178,-0.21590293239105704
ACH-000183,-0.09781952229801827
ACH-000188,0.026327884638995054
ACH-000189,0.08387477928974048
ACH-000190,-0.028763010997762663
ACH-000198,-0.04895415106915101
ACH-000203,-0.11092872044590116
ACH-000204,-0.26749391015325386
ACH-000206,-0.15487872515978385
ACH-000207,0.1360185159378542
ACH-000208,0.1050002981572594
ACH-000210,0.2475714722422404
ACH-000211,-0.01589856675697136
ACH-000215,-0.006434082943397381
ACH-000221,0.1368048633846714
ACH-000222,-0.06778848677463724
ACH-000223,-0.1100814406042502
ACH-000226,-0.1253091046368408
ACH-000227,-0.006425762145731185
ACH-000228,0.062427358126210676
ACH-000231,0.0072767051733426315
ACH-000232,0.032115973957440584
ACH-000233,0.003139797599960645
ACH-000234,-0.07838284716367777
ACH-000235,0.0009488777724397088
ACH-000237,-0.08378305739480932
ACH-000238,-0.1550183135500824
ACH-000242,0.04993113522564188
ACH-000243,0.00656349316251531
ACH-000244,-0.2300744992036511
ACH-000246,0.042272847546632936
ACH-000248,-0.03895269741913286
ACH-000250,-0.10091377940720554
ACH-000251,0.15043397346824966
ACH-000252,0.14755984471864073
ACH-000253,-0.0408983593581384
ACH-000255,-0.010713628263570404
ACH-000256,-0.09630665951492504
ACH-000257,-0.18003200750856796
ACH-000258,-0.037802130275033916
ACH-000259,-0.09186034703571364
ACH-000260,0.016508360619028297
ACH-000261,-0.10204473975144844
ACH-000262,0.4312129143302221
ACH-000263,-0.08084083159712499
ACH-000264,-0.09319897044183167
ACH-000265,-0.18123087533006013
ACH-000266,-0.07797163625792078
ACH-000272,-0.005735605026428786
ACH-000274,-0.12982650622171707
ACH-000277,-0.08471591464796907
ACH-000278,-0.0987956509863676
ACH-000279,0.11041171926835204
ACH-000280,0.08512384801600642
ACH-000281,-0.06246683261680159
ACH-000288,0.03135992099523223
ACH-000291,0.039654380197087655
ACH-000293,-0.06274019253925396
ACH-000294,0.09677762227709134
ACH-000295,0.3053366186793695
ACH-000296,0.08149463681839729
ACH-000302,0.03224567691978688
ACH-000304,-0.09749715046820674
ACH-000307,-0.07512194695159369
ACH-000308,-0.08097429931273586
ACH-000310,-0.2562165490804119
ACH-000311,-0.14549403218973686
ACH-000312,-0.08583860786662928
ACH-000315,0.16649650310869749
ACH-000316,-0.026454412107525308
