,CHRNA4 (1137)
ACH-000004,-0.011892234646514156
ACH-000005,-0.1402742363892495
ACH-000007,-0.1282800921766405
ACH-000009,-0.1676185803563226
ACH-000011,-0.37263086297209097
ACH-000012,-0.10366815850822288
ACH-000013,-0.18551816644670271
ACH-000014,-0.37735164680359023
ACH-000015,-0.06515042818982318
ACH-000017,-0.10203572023203128
ACH-000018,-0.26574211362137284
ACH-000019,-0.13836852478972708
ACH-000021,-0.2636507766487811
ACH-000022,-0.1304184558957171
ACH-000025,-0.18949739888308564
ACH-000028,-0.2076551389702276
ACH-000030,-0.10998304515638453
ACH-000035,-0.08802447824407322
ACH-000036,-0.23491939204279544
ACH-000037,-0.11031971888112373
ACH-000039,0.047278336492150505
ACH-000040,-0.251667102088371
ACH-000041,-0.11128268397117293
ACH-000042,-0.2381147723930505
ACH-000045,-0.12927280678117709
ACH-000047,-0.21169254332058296
ACH-000052,-0.11085181174271504
ACH-000053,-0.1837010446193668
ACH-000054,-0.21502447208627287
ACH-000055,-0.16580554112036336
ACH-000060,-0.15764308379856734
ACH-000067,-0.10384628289642628
ACH-000070,-0.15800281964723722
ACH-000075,-0.07889236731204663
ACH-000078,-0.3145132947498949
ACH-000082,-0.08740001302761594
ACH-000085,-0.3721917043913938
ACH-000086,-0.1383022640501581
ACH-000087,-0.4138822392135064
ACH-000092,-0.1757333433479273
ACH-000095,-0.09874667902053104
ACH-000097,-0.21575737935076825
ACH-000098,-0.06341878483799951
ACH-000099,-0.2372443194643095
ACH-000108,-0.27763797890604996
ACH-000113,-0.21752936494301175
ACH-000116,-0.1668895753531013
ACH-000118,0.010929729140086645
ACH-000120,-0.07503008217385539
ACH-000123,-0.17117581044628946
ACH-000127,-0.12895496087673036
ACH-000128,-0.3492537291784165
ACH-000132,-0.050167908865794406
ACH-000133,-0.1819563340666892
ACH-000137,-0.30673319297899465
ACH-000138,-0.15314878572157115
ACH-000142,-0.18104194008466787
ACH-000143,-0.2103212864978024
ACH-000146,0.07242437151775508
ACH-000148,-0.1619593537534194
ACH-000150,-0.10081147295876526
ACH-000152,-0.07313194433264934
ACH-000153,0.07746317644890427
ACH-000159,-0.127061527191853
ACH-000160,-0.10934028881961508
ACH-000163,-0.037352033786672165
ACH-000167,-0.034976569066267636
ACH-000168,-0.12719029817826594
ACH-000169,-0.24359087552804634
ACH-000178,-0.1436506458864316
ACH-000183,-0.0941196373657998
ACH-000188,-0.1477229278055225
ACH-000189,-0.11168077174186
ACH-000190,-0.03245934920045816
ACH-000198,-0.12788930610584426
ACH-000203,-0.06092703193518264
ACH-000204,0.020268157139067898
ACH-000206,-0.1460753254523121
ACH-000207,-0.12189363259604775
ACH-000208,-0.15159450452603385
ACH-000210,-0.07702806507486648
ACH-000211,-0.18869300215031315
ACH-000215,-0.13274758071464535
ACH-000221,-0.3207984012523672
ACH-000222,-0.1823846235316183
ACH-000223,-0.06993816337335063
ACH-000226,-0.0636554578475992
ACH-000227,-0.2562621334077895
ACH-000228,-0.09193180392041944
ACH-000231,-0.24737573634377616
ACH-000232,-0.18184495678637694
ACH-000233,-0.2270182424575882
ACH-000234,-0.1858473130604263
ACH-000235,-0.19106017512229093
ACH-000237,-0.1800978695536226
ACH-000238,-0.14496448399925768
ACH-000242,-0.0016926875141074398
ACH-000243,-0.018585015351395697
ACH-000244,-0.308714130813032
ACH-000246,-0.26796297567585303
ACH-000248,-0.19175911889648933
ACH-000250,-0.2090424315746115
ACH-000251,-0.14854966458522492
ACH-000252,-0.1215194028864985
ACH-000253,-0.11885940932840415
ACH-000255,-0.2263653172240316
ACH-000256,-0.3370695384252126
ACH-000257,-0.1878964377219914
ACH-000258,-0.17346141906513654
ACH-000259,-0.19581600782644146
ACH-000260,-0.15839893169895986
ACH-000261,-0.13688869680707605
ACH-000262,-0.14776273654647956
ACH-000263,-0.2108869997972902
ACH-000264,-0.11743178882568585
ACH-000265,-0.11626922961234593
