,PDE4A (5141)
ACH-000004,-0.22407477269755327
ACH-000005,-0.398526449606084
ACH-000007,-0.15268290962324002
ACH-000009,0.03261909028545658
ACH-000011,-0.05302724503381795
ACH-000012,-0.20411986516972888
ACH-000013,-0.17571215785375574
ACH-000014,-0.01977553404866823
ACH-000015,-0.18487619088413315
ACH-000017,-0.2295985192581228
ACH-000018,-0.23896219721088574
ACH-000019,-0.21951096324662184
ACH-000021,-0.2510248739665013
ACH-000022,-0.21686396127024934
ACH-000025,-0.17002821879002628
ACH-000028,-0.2292354302046109
ACH-000030,-0.2403498363727791
ACH-000035,-0.08936677903248333
ACH-000036,-0.07010645721081374
ACH-000037,-0.11134342920463328
ACH-000039,-0.2056517135501143
ACH-000040,-0.2207872620864784
ACH-000041,-0.09728501924571796
ACH-000042,-0.08447817341724954
ACH-000045,-0.2676557851417804
ACH-000047,-0.17368751286498665
ACH-000052,-0.2473124016820024
ACH-000053,-0.10816954907987376
ACH-000054,-0.24161591075234706
ACH-000055,-0.083168376054598
ACH-000060,0.06442389526712901
ACH-000067,-0.122311369448454
ACH-000070,0.12702211571826558
ACH-000075,0.02039773117691276
ACH-000078,-0.10319370990129327
ACH-000082,-0.060650417091695524
ACH-000085,-0.17716599366200614
ACH-000086,-0.19187842956406745
ACH-000087,-0.04803130805374945
ACH-000092,-0.12405155759548953
ACH-000095,-0.25834867973824505
ACH-000097,-0.18449925613340407
ACH-000098,-0.2399964206753825
ACH-000099,-0.198543444235888
ACH-000108,-0.2925777671967054
ACH-000113,-0.17280131525713846
ACH-000116,-0.28792670219695754
ACH-000118,-0.24428410457906374
ACH-000120,-0.20204098895743136
ACH-000123,-0.16198310367226862
ACH-000127,-0.16095911883998562
ACH-000128,-0.12926139174958232
ACH-000132,-0.15223151162057194
ACH-000133,-0.1127679369196646
ACH-000137,-0.074801742056655
ACH-000138,-0.26670860092560955
ACH-000142,-0.21664470486199172
ACH-000143,-0.26711186721169056
ACH-000146,-0.15598681217427926
ACH-000148,-0.0774849381698218
ACH-000150,-0.291815872335622
ACH-000152,-0.07132627287510689
ACH-000153,-0.3796365998267162
ACH-000159,-0.10376338176905696
ACH-000160,-0.1212414659717006
ACH-000163,-0.16776831462045444
ACH-000167,0.3049457432417734
ACH-000168,-0.35845379157965795
ACH-000169,-0.08420979604713244
ACH-000178,-0.07951097632136546
ACH-000183,-0.30087940946224784
ACH-000188,-0.307669954760218
ACH-000189,-0.29571711306402343
ACH-000190,-0.07251459281208644
ACH-000198,-0.2289745570532571
ACH-000203,-0.3377055828167331
ACH-000204,-0.29997540443746684
ACH-000206,0.043869477914103984
ACH-000207,-0.12299998933383804
ACH-000208,-0.4545229440616247
ACH-000210,-0.061444252078734676
ACH-000211,-0.2848560400473512
ACH-000215,-0.16823411776654468
ACH-000221,-0.13427808730120755
ACH-000222,-0.04508136104177373
ACH-000223,-0.08884965946600655
ACH-000226,-0.0640404355181001
ACH-000227,0.04970701006081337
ACH-000228,-0.22272391659243365
ACH-000231,-0.04448629731066008
ACH-000232,-0.035876220964313935
ACH-000233,-0.14596039165834065
ACH-000234,-0.1924888030602974
ACH-000235,-0.16065624036360748
ACH-000237,-0.1332678345032954
ACH-000238,-0.05317900368905023
ACH-000242,0.019955557349319364
ACH-000243,-0.19973397279589675
ACH-000244,-0.21710667526636768
ACH-000246,-0.124448055593559
ACH-000248,-0.2383761249378321
ACH-000250,-0.12926070916742693
ACH-000251,-0.12514357012027033
ACH-000252,-0.03561931676601174
ACH-000253,-0.1579646490793846
ACH-000255,-0.21171815394590413
ACH-000256,-0.2188098674984089
ACH-000257,-0.1618989075915075
ACH-000258,-0.20082804514041347
ACH-000259,-0.0974776519257684
ACH-000260,-0.2890385958428237
ACH-000261,-0.1939129183643985
ACH-000262,0.041958397503204535
ACH-000263,-0.1800182819846223
ACH-000264,-0.04582023165233179
ACH-000265,-0.1537137949340881
ACH-000266,-0.0948276898408305
ACH-000272,-0.1269916928376702
ACH-000274,-0.09721405285868542
ACH-000277,-0.05284693371428403
ACH-000278,-0.10010273818624148
ACH-000279,-0.06914782961304132
ACH-000280,-0.06278012409495581
ACH-000281,-0.10017759663369097
ACH-000288,0.0023457786171349297
ACH-000291,-0.2908437939494408
ACH-000293,-0.3844555212111259
ACH-000294,-0.3071469473956861
ACH-000295,0.04095475623309318
ACH-000296,-0.28704928410556085
ACH-000302,-0.13352370023195698
ACH-000304,0.025925684848907258
ACH-000307,-0.19922535512711614
ACH-000308,-0.08848595819425366
ACH-000310,-0.16304607452280984
ACH-000311,-0.23284272546096124
ACH-000312,-0.2080908280486436
ACH-000315,-0.16477794505108434
ACH-000316,-0.08306186380434408
ACH-000317,-0.19573909271427975
ACH-000318,-0.3298520660024288
ACH-000319,-0.23939876501589616
ACH-000320,-0.10485281318487184
ACH-000322,-0.04937687814365745
ACH-000323,-0.13964385765826745
ACH-000324,-0.036140416460650485
ACH-000329,-0.0830950003321359
ACH-000330,-0.07813389480986059
ACH-000331,-0.11402578317619333
ACH-000332,-0.1142589749018316
ACH-000334,-0.32064471831741465
ACH-000335,-0.06438818510076719
ACH-000336,-0.04189586848992815
ACH-000337,-0.29034511564984056
ACH-000338,-0.5366202334122621
ACH-000339,-0.20940566400018734
ACH-000341,-0.3242655359387447
ACH-000348,-0.030495218964028462
ACH-000350,-0.2338635999315917
ACH-000352,-0.2029130811865703
ACH-000356,-0.21066597431268028
ACH-000361,-0.1484112211038342
ACH-000362,-0.1786291091298876
ACH-000363,-0.1381827780719004
ACH-000364,-0.08167988076047328
ACH-000365,-0.15736295542724107
ACH-000366,-0.19536470987127869
ACH-000368,-0.19265241633754904
ACH-000374,-0.21178318058296394
ACH-000375,-0.2480861943767234
ACH-000376,-0.04936901686657578
ACH-000381,-0.19275543604448775
ACH-000383,-0.1278185835028117
ACH-000387,-0.17021991386972332
ACH-000389,-0.3788910615742345
ACH-000390,-0.21371319790558907
ACH-000393,-0.20961680501685406
ACH-000395,-0.4670390252623309
ACH-000396,-0.4632945438486081
ACH-000397,-0.08008720916787301
ACH-000401,-0.1370790221878702
ACH-000402,-0.16780829636116934
ACH-000403,-0.13829424298258924
ACH-000404,-0.06080470297158664
ACH-000406,-0.022862381228541017
ACH-000407,-0.10037031791120904
ACH-000408,-0.16232260396173284
ACH-000410,-0.15204528472325707
ACH-000411,-0.12621482077866902
ACH-000414,-0.06976033003616917
ACH-000415,-0.2483590849794437
ACH-000416,-0.15960948627592794
ACH-000420,-0.11416135329274844
ACH-000421,-0.13577379418224314
ACH-000424,0.0345273471539631
ACH-000425,-0.04501741700079903
ACH-000426,-0.2869377493743284
ACH-000427,-0.14358273705308391
ACH-000433,-0.2812605100746301
ACH-000435,0.29684108996018393
ACH-000436,-0.21477465318460887
ACH-000444,-0.19920719587398247
ACH-000445,-0.3482992535774083
ACH-000448,-0.14041123209085996
ACH-000450,0.003158734270265168
ACH-000452,-0.18101163865717254
ACH-000454,-0.25633732815546395
ACH-000458,-0.1674292787967978
ACH-000459,-0.09808180054014244
ACH-000460,-0.014901802218222276
ACH-000461,-0.1853753896232272
ACH-000463,-0.1326798691715764
ACH-000464,-0.011886895753191457
ACH-000466,-0.13245851548121176
ACH-000467,-0.23581941068222345
ACH-000468,-0.28343414387379234
ACH-000469,-0.05438191640905272
ACH-000470,-0.13277352945025428
ACH-000471,-0.1574575373370263
ACH-000472,-0.20591568044920264
ACH-000473,-0.18314651416129413
ACH-000475,-0.10195733836894344
ACH-000476,-0.18877423434068105
ACH-000477,-0.12260118822009973
ACH-000479,-0.2120889320624911
ACH-000480,-0.1767594746862219
ACH-000481,-0.1828012855359634
ACH-000483,-0.038216586976312764
ACH-000484,-0.02987619343076676
ACH-000485,-0.0854982612529121
ACH-000486,-0.11498955869228185
ACH-000487,-0.030915073441784794
ACH-000488,-0.13348983939172984
ACH-000490,-0.01538094652800015
ACH-000491,-0.18439910873896287
ACH-000495,-0.05452552678273625
ACH-000496,-0.05760712016004795
ACH-000499,-0.21770513024558588
ACH-000500,0.1416401559990026
ACH-000502,-0.21693088635143576
ACH-000503,-0.14544267907529496
ACH-000505,-0.1335985651528451
ACH-000507,-0.16994898269558956
ACH-000510,-0.1438625035427062
ACH-000511,-0.08571049976988991
ACH-000512,0.14841467089019664
ACH-000516,-0.018722507205710632
ACH-000517,-0.20573694500047424
ACH-000518,-0.18747066029174525
ACH-000520,-0.1785904832225546
ACH-000521,-0.07141781111184538
ACH-000522,-0.11655889460686475
ACH-000524,-0.12614543498605835
ACH-000527,-0.18646677846537812
ACH-000528,-0.0898848142341423
ACH-000537,-0.16167175923001026
ACH-000541,-0.2355558944902129
ACH-000542,-0.08398723398122074
ACH-000544,-0.11837544537964012
ACH-000545,-0.12335554467249556
ACH-000547,-0.2596538679165498
ACH-000548,-0.30251653566243936
ACH-000549,-0.17978451953685948
ACH-000550,-0.12050872926209888
ACH-000552,-0.12110292431611305
ACH-000556,-0.21030791547896224
ACH-000557,-0.1736331407486683
ACH-000569,-0.2798307637978219
ACH-000570,-0.01680895434541435
ACH-000571,-0.13855834149283947
ACH-000573,-0.09020390155742918
ACH-000576,-0.12052409949920086
ACH-000579,0.1268783651168538
ACH-000580,-0.3100003234713157
ACH-000584,-0.18748037966402006
ACH-000585,-0.20885498524904286
ACH-000588,-0.01782137897038399
ACH-000589,-0.3030138498752201
ACH-000591,-0.1802553737992799
ACH-000593,0.007451182674974872
ACH-000600,-0.16151803715402574
ACH-000601,-0.10891075262107627
ACH-000605,-0.0066008839230396405
ACH-000606,-0.21862330554658133
ACH-000608,-0.29871859901099324
ACH-000614,-0.2811453454806737
ACH-000616,-0.11950445705746734
ACH-000618,-0.14574121375610008
ACH-000619,-0.2228772216182456
ACH-000620,-0.2553542180693434
ACH-000621,-0.26601456322788736
ACH-000622,0.05650895205908112
ACH-000623,-0.20638514135845265
ACH-000624,-0.207971461615038
ACH-000627,-0.28734001180878554
ACH-000630,-0.1393232328895912
ACH-000631,0.12761159340008818
ACH-000632,-0.0961140198268844
ACH-000633,-0.30552047490088463
ACH-000637,-0.221386905024736
ACH-000638,-0.2791908487913657
ACH-000646,-0.22143976947790667
ACH-000647,-0.13823908169459398
ACH-000648,-0.10328675492072632
ACH-000649,-0.0858221829938105
ACH-000651,-0.022106968429456447
ACH-000652,-0.12595780441006554
ACH-000653,-0.16394296172616332
ACH-000657,-0.1705631689108485
ACH-000658,-0.12127779386201505
ACH-000661,-0.18525624252442605
ACH-000662,-0.18394128863258816
ACH-000663,-0.11717750695181273
ACH-000665,-0.2323263289729724
ACH-000671,-0.14206231403646305
ACH-000672,-0.1556695037633498
ACH-000673,-0.06332435572321621
ACH-000676,-0.2389226630710768
ACH-000677,-0.12089651579654755
ACH-000681,-0.10575051275809197
ACH-000683,-0.13989677608602
ACH-000684,-0.0641805720154229
ACH-000688,-0.10024114600004204
ACH-000693,-0.21973949485330352
ACH-000694,-0.047168679426540405
ACH-000695,0.09684261861736916
ACH-000696,-0.21413935420317112
ACH-000697,-0.22399026085325136
ACH-000699,-0.12727865053363174
ACH-000701,-0.14604341901976808
ACH-000706,-0.09103820926863443
ACH-000711,-0.12417859030888664
ACH-000713,-0.1679835726437299
ACH-000714,-0.2677479476963326
ACH-000718,-0.033090676492671896
ACH-000720,-0.19126923397450526
ACH-000721,-0.14192435881015866
ACH-000724,-0.08831482803281054
ACH-000725,-0.2937830823147725
ACH-000732,-0.30502194040470754
ACH-000734,-0.4133512117451516
ACH-000735,-0.1201539356863122
ACH-000736,0.01110898872835487
ACH-000738,-0.11805878681400045
ACH-000746,-0.2694394061634036
ACH-000747,-0.1502602574579643
ACH-000748,-0.2553075109806787
ACH-000753,0.02796450129919356
ACH-000756,-0.3102311165988185
ACH-000757,-0.08572344445441699
ACH-000758,-0.2506996732048484
ACH-000760,-0.09593894473326073
ACH-000762,-0.25332026306424
ACH-000763,-0.12508220360243974
