,HOMER3 (9454)
ACH-000004,-0.07911557191561458
ACH-000005,0.2599551082521264
ACH-000007,-0.28477864427511485
ACH-000009,-0.2520363220894738
ACH-000011,-0.10898711750124314
ACH-000012,-0.3079033059262612
ACH-000013,-0.3072915852326856
ACH-000014,-0.12194766479197995
ACH-000015,-0.3936388427977047
ACH-000017,-0.22486192856450596
ACH-000018,-0.3830933738098601
ACH-000019,-0.3698775454185763
ACH-000021,-0.3634968470224792
ACH-000022,-0.3684743453841275
ACH-000025,-0.4187499707449907
ACH-000028,-0.5092115715087463
ACH-000030,-0.28353925115278383
ACH-000035,-0.1502562018684521
ACH-000036,-0.4434656534588988
ACH-000037,-0.12382565778155954
ACH-000039,-0.347609894771659
ACH-000040,-0.2423197358490549
ACH-000041,-0.19317334417413332
ACH-000042,-0.24868941686292095
ACH-000045,-0.1533428850861061
ACH-000047,-0.39052907237588136
ACH-000052,-0.6633376672425666
ACH-000053,-0.34567823637198364
ACH-000054,-0.3750153713392389
ACH-000055,-0.4015906522459385
ACH-000060,-0.20986394321449767
ACH-000067,-0.5064818999660129
ACH-000070,-0.3242352465323686
ACH-000075,-0.1856694835019324
ACH-000078,-0.2913012666157495
ACH-000082,-0.2508205837822535
ACH-000085,-0.166623355578138
ACH-000086,-0.3855243690022626
ACH-000087,-0.28599466737932344
ACH-000092,-0.34985652798795586
ACH-000095,-0.22827030597558154
ACH-000097,-0.3049312382444531
ACH-000098,-0.5291646786962356
ACH-000099,-0.28570275193485034
ACH-000108,-0.5206553326965351
ACH-000113,-0.31504587385236443
ACH-000116,-0.33124398067958216
ACH-000118,-0.2178870208977341
ACH-000120,-0.4170468539275321
ACH-000123,-0.3364994444312826
ACH-000127,-0.2222029556571308
ACH-000128,-0.4097263771853837
ACH-000132,-0.3569086782974488
ACH-000133,-0.11091541158325692
ACH-000137,-0.5468171801863577
ACH-000138,-0.20729485967153236
ACH-000142,-0.5079959543110186
ACH-000143,-0.3996873775979506
ACH-000146,-0.2776066582301266
ACH-000148,-0.2528739874491082
ACH-000150,-0.280359460897945
ACH-000152,-0.2966855711186157
ACH-000153,-0.04714862972767799
ACH-000159,-0.294155684594965
ACH-000160,-0.3003603044342195
ACH-000163,-0.2320795572142663
