,CYB5D2 (124936)
ACH-000004,-0.15953787349186374
ACH-000005,-0.1027489818354199
ACH-000007,-0.05845064034585549
ACH-000009,-0.14838153041115396
ACH-000011,-0.1903000200146561
ACH-000012,-0.17789697918093653
ACH-000013,-0.16916944356273306
ACH-000014,-0.15106898320360354
ACH-000015,-0.1250045253637092
ACH-000017,-0.15415411431604434
ACH-000018,-0.0981151962673192
ACH-000019,-0.052868152601938063
ACH-000021,-0.03818060096732731
ACH-000022,-0.09407068750942407
ACH-000025,-0.2939663461475536
ACH-000028,-0.08300567412682186
ACH-000030,-0.13981786616779954
ACH-000035,-0.0483551858427029
ACH-000036,-0.11067116161700956
ACH-000037,-0.048780449218788685
ACH-000039,-0.14602590342396193
ACH-000040,-0.17191866845902964
ACH-000041,-0.205271346302008
ACH-000042,-0.12721305311404785
ACH-000045,-0.10943332590377368
ACH-000047,-0.11671022973141873
ACH-000052,0.04397424781661647
ACH-000053,-0.1190482737747496
ACH-000054,0.049281403696174036
ACH-000055,-0.09667805143502707
ACH-000060,-0.2064526831220297
ACH-000067,-0.1687176265070085
ACH-000070,-0.15491778459255667
ACH-000075,-0.21261958165442454
ACH-000078,-0.2844042885975221
ACH-000082,-0.1735133417260067
ACH-000085,-0.06827188586390988
ACH-000086,0.013238249427489622
ACH-000087,-0.06322293209536542
ACH-000092,-0.14142215541271907
ACH-000095,-0.08725887342104865
ACH-000097,-0.08795056145386912
ACH-000098,-0.16055549988566464
ACH-000099,-0.18007040145105066
ACH-000108,-0.08053550209531088
ACH-000113,0.003227788945159432
ACH-000116,-0.09100823143610166
ACH-000118,-0.042818798938697916
ACH-000120,-0.1690077930140929
ACH-000123,-0.19731870800220264
ACH-000127,-0.0969359189960176
ACH-000128,-0.10430965214590143
ACH-000132,-0.02864606787132584
ACH-000133,-0.04002659185773545
ACH-000137,-0.12233915081757298
ACH-000138,-0.10142131635062752
ACH-000142,-0.24035353768819154
ACH-000143,-0.02123098715932765
ACH-000146,-0.1241956332518346
ACH-000148,-0.1046436715907595
ACH-000150,-0.19699614815414007
ACH-000152,-0.14188709451085746
ACH-000153,-0.1946433329784185
ACH-000159,0.02496902466150541
ACH-000160,0.007786961841233519
ACH-000163,-0.011565383647728274
ACH-000167,0.2511166025331132
ACH-000168,-0.07730966765070492
ACH-000169,0.035761518362238044
ACH-000178,-0.16402047473443762
ACH-000183,-0.04873182692721167
ACH-000188,-0.3296919305872676
ACH-000189,0.016737143697392796
ACH-000190,-0.05765237901670003
ACH-000198,-0.020730909439612186
ACH-000203,-0.25369454652603035
ACH-000204,-0.14570790263305233
ACH-000206,-0.2578266375448328
ACH-000207,-0.189722438422654
ACH-000208,-0.10075972188431452
ACH-000210,0.01680751830937516
ACH-000211,-0.015091085646037753
ACH-000215,-0.19152392116924385
ACH-000221,-0.06271526146204369
ACH-000222,-0.11186907456673836
ACH-000223,-0.11467955701838008
ACH-000226,-0.2068879118828872
ACH-000227,-0.2854077834157659
ACH-000228,-0.06410095934628708
ACH-000231,-0.1051007947098202
ACH-000232,-0.07108797220371957
ACH-000233,0.022510190785299464
ACH-000234,-0.0869914511911748
ACH-000235,-0.11353628357772687
ACH-000237,-0.0831917007062214
ACH-000238,-0.2908886496261554
ACH-000242,0.044927586027327625
ACH-000243,0.01686006094037442
ACH-000244,-0.10322538404281144
ACH-000246,-0.0498949816290024
ACH-000248,-0.016566131474873066
ACH-000250,-0.11733949316840595
ACH-000251,-0.131528953663941
ACH-000252,-0.10177483046420203
ACH-000253,-0.05449775506587433
ACH-000255,-0.046991111566264565
ACH-000256,-0.06695675791614235
ACH-000257,-0.15391413063318413
ACH-000258,-0.18700849084549728
ACH-000259,-0.07666046055437442
ACH-000260,-0.10417365127754724
ACH-000261,-0.09963104852738773
ACH-000262,-0.14191491367173986
ACH-000263,-0.11090422935215707
ACH-000264,-0.0940767237423588
ACH-000265,0.13147758156078473
ACH-000266,-0.08546363140192645
ACH-000272,-0.13381064804634327
ACH-000274,-0.16480931229698872
ACH-000277,-0.08701437254616286
ACH-000278,-0.1024784706702256
ACH-000279,-0.12490239843557888
ACH-000280,-0.011795841346579815
ACH-000281,-0.05436350957756159
ACH-000288,-0.20299431154494527
ACH-000291,-0.0700656897284219
ACH-000293,-0.18217688518854824
ACH-000294,-0.27577727411419184
ACH-000295,0.0569452069091284
ACH-000296,-0.07870074777474033
ACH-000302,-0.0403985927077618
ACH-000304,-0.0357244490622352
ACH-000307,-0.04479113476007299
ACH-000308,-0.14648103350581249
ACH-000310,-0.12450907012214853
ACH-000311,-0.15572693101842633
ACH-000312,-0.13084220216795533
ACH-000315,0.1024567072574778
ACH-000316,-0.13075453149202776
ACH-000317,0.12039145451399612
ACH-000318,-0.09654273989090896
ACH-000319,-0.13820631800667438
ACH-000320,0.1355301499955035
ACH-000322,-0.08728342913721568
ACH-000323,-0.18464748174830972
ACH-000324,-0.1284922750937331
ACH-000329,-0.14158171818237686
ACH-000330,-0.15729505879128938
ACH-000331,-0.1617544396426829
ACH-000332,-0.13735040363848328
ACH-000334,-0.012355926718102369
ACH-000335,-0.24195210883216395
ACH-000336,-0.04688902204850681
ACH-000337,-0.19467954595467865
ACH-000338,0.2561066153740317
ACH-000339,-0.13068213511434326
ACH-000341,-0.11359802620374612
ACH-000348,-0.15216928895876095
ACH-000350,-0.21805821751439916
ACH-000352,-0.05344274154969711
ACH-000356,-0.2336399619244037
ACH-000361,-0.08567731443353012
ACH-000362,-0.06430788508397353
ACH-000363,-0.03585166703078837
ACH-000364,-0.03430418298819896
ACH-000365,-0.12980569407836628
ACH-000366,-0.10736137938261743
ACH-000368,-0.07309470014906551
ACH-000374,0.0299144724225622
ACH-000375,-0.3948872993613029
ACH-000376,-0.0771631606942523
ACH-000381,-0.1352116867620956
ACH-000383,-0.16864089735972318
ACH-000387,-0.2981579705077688
ACH-000389,0.08740380140675948
ACH-000390,-0.1483158879585348
ACH-000393,-0.06722489795921432
ACH-000395,-0.2347952635573125
ACH-000396,-0.07328747492910548
ACH-000397,-0.05563271732237832
ACH-000401,-0.058541643910350966
ACH-000402,0.22154831000615013
ACH-000403,-0.15498100785296098
ACH-000404,-0.1999523672335456
ACH-000406,-0.07816841908772035
ACH-000407,-0.14593686544238746
ACH-000408,-0.12534448499307446
ACH-000410,-0.04374347141525608
ACH-000411,-0.1390662272601686
ACH-000414,-0.18323488636856605
ACH-000415,-0.21396986835704926
ACH-000416,-0.018784506237999637
ACH-000420,-0.10511886833016383
ACH-000421,-0.17803074437463054
ACH-000424,-0.4121592541381442
ACH-000425,-0.04107668925327975
ACH-000426,0.06240917274857314
ACH-000427,-0.17011776366607792
ACH-000433,-0.1515628984317172
ACH-000435,0.10874744398484112
ACH-000436,-0.09398803253034413
ACH-000444,-0.10308486927486522
ACH-000445,-0.21355131035523667
ACH-000448,-0.1222349161507451
ACH-000450,0.025685357719527763
ACH-000452,-0.13108962270494282
ACH-000454,-0.004153571275162794
ACH-000458,-0.10524850073030777
ACH-000459,-0.10597633651414394
ACH-000460,-0.01988408754364269
ACH-000461,-0.08753527346497886
ACH-000463,-0.03027940586451465
ACH-000464,-0.15931959312573127
ACH-000466,0.07519302782067074
ACH-000467,-0.1897643966375188
ACH-000468,-0.10406398326180537
ACH-000469,-0.2276301091628572
ACH-000470,-0.3063735243548873
ACH-000471,-0.21197097941686727
ACH-000472,-0.05142692569006136
ACH-000473,-0.038390277306413784
ACH-000475,-0.11827356584269302
ACH-000476,-0.15078626723355487
ACH-000477,0.052540574295106585
ACH-000479,0.1726336029102567
ACH-000480,-0.08917851609228931
ACH-000481,-0.09714933081859048
ACH-000483,-0.14873612372296496
ACH-000484,0.04610493848427799
ACH-000485,-0.19381340870196706
ACH-000486,-0.08627543996429829
ACH-000487,-0.11462662801975465
ACH-000488,-0.21551599042966746
ACH-000490,-0.18826846046652285
ACH-000491,-0.23486748146350456
ACH-000495,-0.041712442913875714
ACH-000496,-0.1033303806706454
ACH-000499,-0.1461687013627857
ACH-000500,-0.025460008046063205
ACH-000502,-0.16198544518038135
ACH-000503,-0.1837167364530399
ACH-000505,-0.1376216722182236
ACH-000507,-0.14270515652949706
ACH-000510,-0.10888199746620947
ACH-000511,-0.13475219486339599
ACH-000512,-0.19446356673435505
ACH-000516,-0.13166340694395073
ACH-000517,-0.1671260261859467
ACH-000518,-0.19432207393479373
ACH-000520,0.014792972183600591
ACH-000521,-0.09244680490477653
ACH-000522,-0.029125324117055627
ACH-000524,-0.16813003469435694
ACH-000527,-0.058041571002379465
ACH-000528,-0.07142591437395668
ACH-000537,-0.039116930724926814
ACH-000541,-0.3038088956886356
ACH-000542,-0.06242975025441527
ACH-000544,-0.11213301964469632
ACH-000545,-0.2186536988334348
ACH-000547,-0.22251252972113025
ACH-000548,-0.15576163708739346
ACH-000549,-0.022644983355256918
ACH-000550,-0.2954653157479937
ACH-000552,-0.1786264443328299
ACH-000556,-0.14068700063521206
ACH-000557,-0.20410278119861328
ACH-000569,-0.002969990821550475
ACH-000570,-0.21387882993386914
ACH-000571,-0.1447584501887171
ACH-000573,-0.08437086919484407
ACH-000576,-0.25848910061833075
ACH-000579,-0.07785823560481406
ACH-000580,-0.3300738719234069
ACH-000584,-0.0333217352429477
ACH-000585,-0.13984245073675716
ACH-000588,-0.11431698895741912
ACH-000589,0.010438086162494484
ACH-000591,-0.16238806152825402
ACH-000593,-0.2368672170762088
ACH-000600,-0.1625801637558612
ACH-000601,-0.15584011086791993
ACH-000605,-0.08563875061502572
ACH-000606,-0.1324659418963011
ACH-000608,-0.16087293549778095
ACH-000614,-0.11813459113390765
ACH-000616,-0.06953620882551395
ACH-000618,0.07064252461021149
ACH-000619,0.011255558599237304
ACH-000620,-0.1857827219448327
ACH-000621,-0.2333247629215843
ACH-000622,-0.17092189179023842
ACH-000623,-0.18115097844304864
