,ACIN1 (22985)
ACH-000246,-0.535035582032248
ACH-000248,-0.6756921678382467
ACH-000250,-0.8830282170671566
ACH-000251,-0.1894560013200028
ACH-000252,-0.8552966234406809
ACH-000253,-0.3673259113308764
ACH-000255,-0.2772005479840009
ACH-000256,-0.4960968804083526
ACH-000257,-0.4617331796952781
ACH-000258,-0.7644444489070291
ACH-000259,-0.7246895708525326
ACH-000260,-0.7238669717021019
ACH-000261,-0.7008267541415919
ACH-000262,-0.5528308034753695
ACH-000263,-0.5251166159083039
ACH-000264,-0.7783406073367697
ACH-000265,-0.5370900157702373
ACH-000266,-0.5113579212745555
ACH-000272,-0.4872164261182496
ACH-000274,-0.5970869594421379
ACH-000277,-0.9452570434241064
ACH-000278,-0.6917619949438447
ACH-000279,-0.473852524571898
ACH-000280,-0.5277228406621634
ACH-000281,-0.5572911593065856
ACH-000288,-0.6934712607433972
ACH-000291,-0.7209249005564077
ACH-000293,-0.4167732109481398
ACH-000294,-0.4565166373553962
ACH-000295,-0.9488946404328584
ACH-000296,-0.2803863349816157
ACH-000302,-0.4719086043508675
ACH-000304,-0.32781882547686936
ACH-000307,-0.7387692735622646
ACH-000308,-0.5536628815024568
ACH-000310,-0.5161369380539209
ACH-000311,-0.5601663669769223
ACH-000312,-0.6688975336313219
ACH-000315,-0.7613755137777288
ACH-000316,-0.8398284599946093
ACH-000317,-0.7493301437450749
ACH-000318,-0.5477671844391869
ACH-000319,-0.6865842234410193
ACH-000320,-0.7602456490998091
ACH-000322,-0.5712579771937879
ACH-000323,-0.5823958482353989
ACH-000324,-0.5870794754087848
ACH-000329,-0.4984079311136062
ACH-000330,-0.7704973864622972
ACH-000331,-0.8330622450696686
ACH-000332,-0.6397359626220623
ACH-000334,-0.99300582388292
ACH-000335,-0.4574821722607481
ACH-000336,-0.4366439141641098
ACH-000337,-0.7353331155164365
ACH-000338,-1.2159473924038566
ACH-000339,-0.44157398443968815
ACH-000341,-0.8417904810889251
ACH-000348,-0.7043669754932447
ACH-000350,-0.7399389962087278
ACH-000352,-0.6643128144734476
ACH-000356,-0.7321748385942058
ACH-000361,-0.8191543971187086
ACH-000362,-0.7249282124333449
ACH-000363,-0.7957302398612669
ACH-000364,-0.8666055756502509
ACH-000365,-0.8170640827381617
ACH-000366,-0.6729117743477709
ACH-000368,-0.7935293440272218
ACH-000374,-0.5870516753812105
ACH-000375,-0.8794451860573868
ACH-000376,-0.8851887592856278
ACH-000381,-0.6630146991093101
ACH-000383,-0.521642802511158
ACH-000387,-0.7899463179769551
ACH-000389,-0.4569369156990386
ACH-000390,-0.6428318303903899
ACH-000393,-0.4907282267453708
ACH-000395,-0.5947367586412369
ACH-000396,-0.4946314771176879
ACH-000397,-0.5236187711369757
ACH-000401,-0.7227309212960096
ACH-000402,-1.1815036923296487
ACH-000403,-0.9100603320270144
ACH-000404,-0.6809128001595304
ACH-000406,-0.8462247539386933
ACH-000407,-0.6866474169892179
ACH-000408,-0.4244856739238528
ACH-000410,-0.5668360771367276
ACH-000411,-0.8643461503184686
ACH-000414,-0.5299379048839807
ACH-000415,-0.5208175595986473
ACH-000416,-0.5769852072953935
ACH-000420,-0.5914813368048878
ACH-000421,-0.5863591057268693
ACH-000424,-0.5443931032262389
ACH-000425,-0.39406617922014026
ACH-000426,-0.7455172970947537
ACH-000427,-0.7790937927042719
ACH-000433,-0.6882484773715466
ACH-000435,-0.3007686274678944
ACH-000436,-0.5411460591763674
ACH-000444,-0.9081979276686398
ACH-000445,-0.9485263331005992
ACH-000448,-0.6634979082589946
ACH-000450,-0.6825099984801868
ACH-000452,-0.7114827661855727
ACH-000454,-0.5370559058920374
ACH-000458,-0.5273483015206989
ACH-000459,-0.590411304063563
ACH-000460,-0.7522128554740052
ACH-000461,-0.4025121197701981
ACH-000463,-0.5026572561860562
ACH-000464,-0.7153988754864812
ACH-000466,-0.6194137367501688
ACH-000467,-0.6137975480449323
ACH-000468,-0.5446548860381003
ACH-000469,-0.7313833001684658
ACH-000470,-0.20273918814245284
ACH-000471,-0.7573954775649793
ACH-000472,-0.5437459831372214
ACH-000473,-0.6882771832997534
ACH-000475,-0.846715722224465
ACH-000476,-0.5327016750199877
ACH-000477,-0.4292184598271441
ACH-000479,-0.457971486744308
ACH-000480,-0.7382043191599281
ACH-000481,-0.8252290142242537
ACH-000483,-0.554282520008539
ACH-000484,-0.4828288906316378
ACH-000485,-0.1870720445032506
ACH-000486,-0.8207946514272362
ACH-000487,-0.7586502504389655
ACH-000488,-0.4705648872933924
ACH-000490,-0.6213260576687062
ACH-000491,-0.7053905263057246
ACH-000495,-1.1123096204527756
ACH-000496,-0.7600341087574268
ACH-000499,-0.7706684690513617
ACH-000500,-0.5413640722310771
ACH-000502,-0.7642973456659243
ACH-000503,-0.8041358766525357
ACH-000505,-0.5323784052161936
ACH-000507,-0.5939115662724945
ACH-000510,-0.3716844052198131
ACH-000511,-0.5054059223715127
ACH-000512,-1.0612375234611982
ACH-000516,-0.5745478184130536
ACH-000517,-0.5859082762665007
ACH-000518,-0.5379031210913804
ACH-000520,-0.4356507090573592
ACH-000521,-0.4203238033977618
ACH-000522,-0.548579806457116
ACH-000524,-0.5246870018349644
ACH-000527,-0.4778036252121279
ACH-000528,-0.5471011371201056
ACH-000537,-0.3670462480503082
ACH-000541,-0.7042310017471711
ACH-000542,-0.4514117587263986
ACH-000544,-0.7297945431258646
ACH-000545,-0.5617100439105428
ACH-000547,-0.4623273872610837
ACH-000548,-0.5575501938131254
ACH-000549,-0.4509720328234693
ACH-000550,-0.3806726002328093
ACH-000552,-0.8536660818431961
ACH-000556,-0.7100792276764567
ACH-000557,-0.6214222282047501
ACH-000569,-0.5889202435598963
ACH-000570,-0.8067732923992245
ACH-000571,-0.7824332443215375
ACH-000573,-0.6467113156585295
ACH-000576,-0.6493250582271569
ACH-000579,-0.6705297188993263
ACH-000580,-0.6661240336493985
ACH-000584,-0.6684006253143712
ACH-000585,-0.7175451649520332
ACH-000588,-0.7430651073675597
ACH-000589,-0.7775118421562555
ACH-000591,-0.3381137247489021
ACH-000593,-0.4690152479945641
ACH-000600,-0.5324350522787976
ACH-000601,-0.6376005449336666
ACH-000605,-0.443129078689539
ACH-000606,-0.4924175576608128
ACH-000608,-0.8473739088081608
ACH-000614,-0.504291942020249
ACH-000616,-0.6485459297662071
ACH-000618,-0.7676302428823194
ACH-000619,-0.5961618870455464
ACH-000620,-0.6473895313196144
ACH-000621,-0.8007699195995998
ACH-000622,-0.7056486205142676
ACH-000623,-1.0839555206687297
ACH-000624,-0.7909380785977999
ACH-000627,-0.7391152000428614
ACH-000630,-0.4653062268627031
ACH-000631,-0.7754569086866366
ACH-000632,-0.6263473925571603
ACH-000633,-0.6834060183252997
ACH-000637,-0.5231645095451951
ACH-000638,-0.6514435866557968
ACH-000646,-0.8849405656333613
ACH-000647,-0.7575223273321094
ACH-000648,-0.8234928416512886
ACH-000649,-0.4491597937754788
ACH-000651,-0.714892860951643
ACH-000652,-0.5263441826345486
ACH-000653,-0.7267413518089866
ACH-000657,-0.6133492458414682
ACH-000658,-0.6786329869968765
ACH-000661,-0.4623440397176988
ACH-000662,-0.8634707732321304
ACH-000663,-0.4365429046909283
ACH-000665,-0.7697105280487283
ACH-000671,-0.6205610705690641
ACH-000672,-0.6615326989603947
ACH-000673,-0.6124287742399458
ACH-000676,-0.6417679220036238
ACH-000677,-0.5202594429412305
ACH-000681,-0.7494594876455125
ACH-000683,-0.5565708103372397
ACH-000684,-0.8820167548216201
ACH-000688,-0.8893268087962226
ACH-000693,-0.4908006237794058
ACH-000694,-0.3860064001130474
ACH-000695,-0.4393703332994875
ACH-000696,-0.6015676100061176
ACH-000697,-0.7001905083007902
ACH-000699,-0.4955044158876396
ACH-000701,-0.3827934562485975
ACH-000706,-0.5303387280071575
ACH-000711,-0.7849080441100283
ACH-000713,-0.5201718482617277
ACH-000714,-0.9414117685947696
ACH-000718,-0.5590782169638663
ACH-000720,-0.45231013330341296
ACH-000721,-0.6937969797823238
ACH-000724,-1.0086638263547678
ACH-000725,-0.6213082801724168
ACH-000732,-0.6252099642647994
ACH-000734,-0.5319190464171426
ACH-000735,-0.5123695998890002
ACH-000736,-0.5520895466692906
ACH-000738,-0.5187393286174252
ACH-000746,-0.5477868973513618
ACH-000747,-0.6219524855069144
ACH-000748,-0.8337322309771497
ACH-000753,-0.6814589487509908
ACH-000756,-0.668817790464659
ACH-000757,-0.7559114026418488
ACH-000758,-0.2788793031185358
ACH-000760,-0.9143231778928224
ACH-000762,-0.5502010744650185
ACH-000763,-0.7990961672258936
ACH-000764,-0.4763265286674411
ACH-000765,-0.6566493005120527
ACH-000766,-0.7058851890990346
ACH-000767,-0.5538461503742765
ACH-000768,-0.6790021902715724
ACH-000769,-0.6312201482658747
ACH-000770,-0.6588722598484361
ACH-000771,-0.5540453675147312
ACH-000773,-0.6240821281582186
ACH-000776,-0.32646838174685244
ACH-000777,-0.6634291156188736
ACH-000778,-0.41273691331010937
ACH-000781,-0.5738777501154078
ACH-000782,-0.5524452818141644
ACH-000783,-0.6989761288375677
ACH-000784,-0.8585411989246837
ACH-000785,-0.6693793303544535
ACH-000787,-0.5537256394979271
ACH-000788,-0.7551449519524611
ACH-000791,-0.6757480570679263
ACH-000792,-0.5660326180341173
ACH-000794,-0.7539908235409742
ACH-000796,-0.5519687748653146
ACH-000798,-0.5551452537488191
ACH-000799,-0.7271581491840999
ACH-000800,-0.7485086822170566
ACH-000802,-0.5803660338906951
ACH-000804,-0.3835160160532437
ACH-000805,-0.7353115844780913
ACH-000809,-0.6449265721518003
ACH-000810,-0.4967562775125538
ACH-000811,-0.3929959263036039
ACH-000817,-0.8897077311317402
ACH-000819,-0.4514061033890104
ACH-000820,-1.0040491751401353
ACH-000821,-1.017334177800869
ACH-000822,-0.7968617623032647
ACH-000823,-0.4520473585454333
ACH-000824,-0.7021129957113585
ACH-000827,-0.7392020951757661
ACH-000829,-0.7192499847010305
ACH-000831,-0.7170647146252781
ACH-000832,-0.7821683031697442
ACH-000833,-0.4282502521322611
ACH-000834,-0.5142007932825093
ACH-000835,-0.8452263920416335
ACH-000836,-0.604823317189119
ACH-000837,-0.3720703974081219
ACH-000838,-0.7648332660585008
ACH-000839,-0.7253835208383705
ACH-000840,-0.6465634625572273
ACH-000841,-0.3812386902985511
ACH-000843,-0.9295619968895656
ACH-000846,-0.6119634157486363
ACH-000847,-0.4584428227990986
ACH-000848,-0.7250031022481379
ACH-000849,-0.42247687620644586
ACH-000851,-0.6953336006423754
ACH-000855,-0.5787209542962359
ACH-000856,-0.8146282007728961
ACH-000858,-0.6421476000747667
ACH-000859,-0.7652165720658135
ACH-000861,-0.4795949965647126
ACH-000862,-0.6147576669596275
ACH-000865,-0.5766886727105839
ACH-000866,-0.3602863990418259
ACH-000867,-0.6729421086928751
ACH-000869,-0.8391857668327474
ACH-000872,-0.5890262730272824
ACH-000873,-0.6008761642798034
ACH-000876,-0.5532161485352018
ACH-000878,-0.5890308996264213
ACH-000880,-0.87205829459129
ACH-000881,-0.7162726220920255
ACH-000882,-0.6097901353877914
ACH-000884,-0.6486358182395932
ACH-000885,-0.6745929744178178
ACH-000887,-0.5747389532636166
ACH-000889,-0.8282188720979516
ACH-000896,-0.7197862876769837
ACH-000898,-0.6277278260959585
ACH-000900,-0.7425015029344245
ACH-000901,-0.3816243718405769
ACH-000905,-0.8206394840318183
ACH-000906,-0.4772646152569712
ACH-000907,-0.8879027365480301
ACH-000910,-0.40428302030197455
ACH-000911,-0.6428407232210723
ACH-000912,-0.4189948237284101
ACH-000913,-0.5670655211948129
ACH-000915,-0.8255074380961003
ACH-000916,-0.5414178956719045
ACH-000917,-0.6363906740726593
ACH-000920,-0.8128226172307182
ACH-000921,-0.8004995361983822
ACH-000924,-0.3566495488876606
ACH-000926,-0.6610977600702646
ACH-000928,-0.6789549793043729
ACH-000929,-0.6596125166568813
ACH-000932,-0.8080281671789241
ACH-000935,-0.21046372604043231
ACH-000936,-0.4039471217591175
ACH-000937,-0.4260671558479263
ACH-000938,-0.5326551047089243
ACH-000939,-0.6143307153366344
ACH-000941,-1.0638393319183947
ACH-000943,-0.6048567920821416
ACH-000946,-0.7462292891541353
ACH-000947,-0.7536436282675464
ACH-000948,-0.5440125674635585
ACH-000950,-0.4435199255307447
ACH-000953,-0.7077754192413694
ACH-000954,-1.1016823982643382
ACH-000957,-0.4982250440177266
ACH-000958,-0.6503850855609317
ACH-000960,-0.4990458692147106
ACH-000963,-0.6164212264106536
ACH-000968,-0.9386675512564006
ACH-000969,-0.6309059263806162
ACH-000972,-0.6397087301612249
ACH-000973,-0.42780560953828495
ACH-000974,-0.4972479764400758
ACH-000978,-0.7256661029673694
ACH-000984,-0.8199764961751438
ACH-000986,-0.6755356166479008
ACH-000988,-0.6124218960572969
ACH-000993,-0.6779341269073282
ACH-000994,-0.5906213594251405
ACH-000996,-0.8833888638808591
ACH-001001,-0.4579990603379149
ACH-001020,-0.6587675935541748
ACH-001028,-0.5885841265618311
ACH-001031,-0.6882857987483406
ACH-001038,-0.6877599569121279
ACH-001048,-0.7178248073204734
ACH-001050,-0.6948436902465972
ACH-001053,-0.8921228697717569
ACH-001054,-0.6917839182423771
ACH-001061,-0.6776463892289215
ACH-001067,-0.5886626277147642
ACH-001075,-0.6735345600478672
ACH-001096,-0.6822009298612611
ACH-001111,-0.6612503754803176
ACH-001119,-0.8463905998410541
ACH-001128,-0.5217104407769091
ACH-001134,-0.7967900771087625
ACH-001151,-0.3120638183672913
ACH-001163,-0.3207877597687891
ACH-001164,-1.084956587435878
ACH-001183,-0.6036991047847129
ACH-001192,-0.7599265659577961
ACH-001193,-0.5731933588079464
ACH-001196,-0.9452902337793624
ACH-001197,-0.6515041216370036
ACH-001205,-0.7151407202462129
ACH-001211,-0.5828341986021338
ACH-001212,-0.5195491732934572
ACH-001228,-0.5962583151476094
ACH-001232,-0.5124565456039867
ACH-001239,-0.5712415359238547
ACH-001270,-0.7954138211821481
ACH-001274,-0.51757246838394
ACH-001275,-0.5875811881477312
ACH-001277,-0.2961707884388602
ACH-001278,-0.6920656886536474
ACH-001280,-0.534766512018302
ACH-001283,-0.9485752235809524
ACH-001289,-0.8157099526520211
ACH-001300,-0.6137057085815032
ACH-001301,-0.6041568061284304
ACH-001302,-0.5044630803748205
ACH-001306,-0.464214561781981
ACH-001318,-0.5792251454575688
ACH-001322,-0.9401098973484132
ACH-001328,-0.5851228597312951
ACH-001332,-0.7329400852140021
ACH-001336,-0.7925518900638382
ACH-001346,-0.6403202591327388
ACH-001353,-0.6125153944381547
ACH-001354,-0.7628539947485014
ACH-001367,-0.8390042507704931
ACH-001368,-0.6381541183436488
ACH-001374,-0.7435744082349033
ACH-001377,-0.6398521919800151
ACH-001380,-0.8003409906662993
ACH-001391,-0.3248187179677898
ACH-001408,-0.6184643207872256
ACH-001430,-0.6283189180247696
ACH-001431,-0.724762861653189
ACH-001450,-0.6942168534012558
ACH-001496,-0.7035334751659821
ACH-001500,-0.4832478527347026
ACH-001523,-0.5066037101452548
ACH-001532,-0.35680054669143835
ACH-001550,-0.5373093118580899
ACH-001552,-0.8098572785694746
ACH-001554,-0.6718320008667443
ACH-001654,-0.8382147011477876
ACH-001735,-0.7688488368062032
ACH-001736,-0.6426088583657937
ACH-001737,-0.4105559974745056
ACH-001740,-0.5366622367029427
ACH-001745,-0.5757967447066074
ACH-001765,-0.5928012822072368
