,DEK (7913)
ACH-000004,0.1351820119565312
ACH-000005,0.14783199839579134
ACH-000007,0.2713711441227492
ACH-000009,0.13891156991259795
ACH-000011,0.07218327732846777
ACH-000012,0.2422159234442869
ACH-000013,0.0763361405341959
ACH-000014,0.07540593035284579
ACH-000015,0.1941984913275098
ACH-000017,0.11738287999725508
ACH-000018,0.20269194985211256
ACH-000019,0.3137625092240597
ACH-000021,0.07124011320309144
ACH-000022,0.29993227634283626
ACH-000025,0.22760399443843546
ACH-000028,0.28944566588282594
ACH-000030,0.02714645346312957
ACH-000035,0.1470450891441192
ACH-000036,0.1801963534751725
ACH-000037,0.24469421630146665
ACH-000039,0.2984312700878061
ACH-000040,-0.03607930471731487
ACH-000041,0.1312762510513641
ACH-000042,0.2739450846574541
ACH-000045,-0.06358583006513116
ACH-000047,0.2534915020674648
ACH-000052,0.02027289979917215
ACH-000053,0.17854912752102875
ACH-000054,0.18431358473516127
ACH-000055,0.2927330320155126
ACH-000060,0.2366698310239428
ACH-000067,0.14487681057627005
ACH-000070,0.2719556619072865
ACH-000075,0.13784243083536532
ACH-000078,0.1838404308143755
ACH-000082,0.08460332080446788
ACH-000085,0.21247838470844027
ACH-000086,0.03763898657789906
ACH-000087,-0.047229309209425266
ACH-000092,0.1423357329624008
ACH-000095,0.08587570701453888
ACH-000097,0.3159823789684036
ACH-000098,0.1526610288070193
ACH-000099,0.27727776561765194
ACH-000108,0.2135233662676541
ACH-000113,0.13890684456712235
ACH-000116,0.03097423347163838
ACH-000118,0.05294520863205111
ACH-000120,0.34019248753531395
ACH-000123,0.08711294926918599
ACH-000127,0.046994963917160536
ACH-000128,0.13598469256354392
ACH-000132,0.16318144879306204
ACH-000133,0.2252553221406815
ACH-000137,0.19001507739340867
ACH-000138,0.2066635720156009
ACH-000142,0.1631629507730188
ACH-000143,-0.030196464419670208
ACH-000146,0.20725480987037556
ACH-000148,0.2917111625592285
ACH-000150,0.13190782585192876
ACH-000152,0.2025733395423864
ACH-000153,0.30197694709163464
ACH-000159,0.10523299207851898
ACH-000160,0.2383235812225653
ACH-000163,0.03387724535841265
ACH-000167,0.15838724924823308
ACH-000168,0.2358504588547843
ACH-000169,0.2311359982886171
ACH-000178,0.12755603340657373
ACH-000183,0.2342858557927293
ACH-000188,0.25324591835400645
ACH-000189,0.03083020933943551
ACH-000190,0.3193330181167708
ACH-000198,0.20896709736502636
ACH-000203,0.003142025467677925
ACH-000204,0.18290225388713566
ACH-000206,0.18301313124895335
ACH-000207,0.054818743759523364
ACH-000208,0.21076342138747992
ACH-000210,0.3745171792812028
ACH-000211,0.198586168348784
ACH-000215,0.14781511473454514
ACH-000221,0.1321549644957966
ACH-000222,0.38127984549616617
ACH-000223,0.1173601993295837
ACH-000226,0.07966252872837465
ACH-000227,0.09563374318375584
ACH-000228,0.18064401428850468
ACH-000231,0.08765931987693712
ACH-000232,0.07037458443759881
ACH-000233,0.2569104316451064
ACH-000234,0.3012018327901414
