,VRK1 (7443)
ACH-000004,-0.34354706284102443
ACH-000005,-0.3646648730929304
ACH-000007,-0.7875818617401739
ACH-000009,-0.2649944210677881
ACH-000011,-0.8256382721802725
ACH-000012,-0.3166801736932801
ACH-000013,-0.12043320251763635
ACH-000014,-0.5585545061330467
ACH-000015,0.014292042056998487
ACH-000017,-0.2946237106498684
ACH-000018,-0.7478139215725313
ACH-000019,-0.3468076749246414
ACH-000021,-0.4182077605141108
ACH-000022,-0.17937715621598546
ACH-000025,-0.7938696909860341
ACH-000028,-0.3427759990653337
ACH-000030,-0.16553754265141934
ACH-000035,-0.7326195369154643
ACH-000036,-0.8981991724461047
ACH-000037,-0.4180358453297424
ACH-000039,-0.6054525080306898
ACH-000040,-1.034580882182633
ACH-000041,-0.9397428967198078
ACH-000042,-0.5531255195740726
ACH-000045,-0.0532327956695185
ACH-000047,-0.7890102514529215
ACH-000052,-0.8206096385698962
ACH-000053,-0.05870638066663575
ACH-000054,-0.5192270506749358
ACH-000055,-0.8070491622082404
ACH-000060,-0.7808281703750034
ACH-000067,-0.9307419813224742
ACH-000070,-0.4548566584122588
ACH-000075,-0.6643529605313606
ACH-000078,-0.8702626821690156
ACH-000082,-0.6130333837538791
ACH-000085,-0.6433651570659971
ACH-000086,-0.8054810280618124
ACH-000087,-0.6478087680197298
ACH-000092,-0.7469776377288345
ACH-000095,-0.404685130231118
ACH-000097,-0.6683562895197032
ACH-000098,-0.4057254957481331
ACH-000099,-0.7942774567823884
ACH-000108,-0.5039567665911174
ACH-000113,-0.4423587238929003
ACH-000116,-0.4538734514934772
ACH-000118,-0.5804684413010857
ACH-000120,-0.8975880065273815
ACH-000123,-0.18093182649818115
ACH-000127,-0.6449294042948531
ACH-000128,-0.5398622874866753
ACH-000132,-0.598510052225715
ACH-000133,-0.8835251013551323
ACH-000137,-0.8936016106383949
ACH-000138,-0.6729987789676892
ACH-000142,-0.6160284701527513
ACH-000143,-0.017687693281208876
ACH-000146,-0.03498868445855584
ACH-000148,-0.4007280328715166
ACH-000150,-0.9201596923848854
ACH-000152,-0.722159024860137
ACH-000153,-0.5841853447701073
ACH-000159,-0.5023342080552464
ACH-000160,-0.15138231695317542
ACH-000163,-0.5358932054515722
ACH-000167,0.13934898002260251
ACH-000168,-0.3159396623556032
ACH-000169,-0.5680700281403053
ACH-000178,-0.7845562678491639
ACH-000183,-0.3544829397510305
ACH-000188,-0.6573898849035831
ACH-000189,-0.6274941869597774
ACH-000190,-0.3545019114822773
ACH-000198,-0.4927199296236149
ACH-000203,-0.6073041871016895
ACH-000204,-0.5980309282728041
ACH-000206,-0.44373853439682215
ACH-000207,-0.6482450734937242
ACH-000208,-0.5761526012462379
ACH-000210,-0.4631787180046867
ACH-000211,-0.4567099748143804
ACH-000215,-0.7533789465142644
ACH-000221,-0.08740586311976754
ACH-000222,-0.35214056356064943
ACH-000223,-0.7362860499687486
ACH-000226,-0.15441539817854352
ACH-000227,-0.7425374594515165
ACH-000228,-0.393704009670434
ACH-000231,-0.9313091375741456
ACH-000232,-0.9290753447028164
ACH-000233,-0.3962088099508984
ACH-000234,-0.31760672742975393
ACH-000235,-0.4499318896681653
ACH-000237,-0.7145786516890982
ACH-000238,-0.4657894327976965
ACH-000242,-0.246191286255371
ACH-000243,-0.6852471143955666
ACH-000244,-0.5855560406869526
ACH-000246,-0.7261855023853009
ACH-000248,-0.42924391572382736
ACH-000250,-0.6376735458011928
ACH-000251,-0.5952757440202792
ACH-000252,-0.4682487385268936
ACH-000253,-0.4265071210414469
ACH-000255,-0.7526951849235619
ACH-000256,-0.1820484703136777
ACH-000257,-0.5169715065304464
ACH-000258,-0.26872743895946405
ACH-000259,-0.7312412801528128
ACH-000260,-0.677259991558272
ACH-000261,-0.9594760411745622
ACH-000262,-0.5263029757879989
ACH-000263,-0.17282937761495293
ACH-000264,-0.3725961352687404
ACH-000265,-0.6559827538072369
ACH-000266,-0.17841987830396744
ACH-000272,-0.5126173700208689
ACH-000274,-0.04816421089920017
ACH-000277,-0.4261682480601058
ACH-000278,-0.8066948509519287
ACH-000279,-0.8365897296547933
ACH-000280,-0.4513100735996886
ACH-000281,-0.4377846765992046
ACH-000288,-1.0385971029842995
ACH-000291,-0.3159635885691461
ACH-000293,-0.23703330727407554
ACH-000294,-0.4956783623592172
ACH-000295,-0.2897005419318429
ACH-000296,-0.17595270372129618
ACH-000302,-0.520958237090749
ACH-000304,-0.6018323116574497
ACH-000307,-0.4090187916242804
ACH-000308,-0.6043390714409824
ACH-000310,-0.5729623844088658
ACH-000311,-0.5062512767901391
ACH-000312,-0.6900831553468622
ACH-000315,-0.2271739188504003
ACH-000316,-0.3774032496359127
ACH-000317,-0.5602350692749554
ACH-000318,-0.4018419120091611
ACH-000319,-0.13242760120451616
ACH-000320,-0.2974901447433995
ACH-000322,-0.4385488960784296
ACH-000323,-0.9464132422253604
ACH-000324,-0.676874444157287
ACH-000329,-0.8458788486295304
ACH-000330,-0.500164047658311
ACH-000331,-0.7128011195448523
ACH-000332,-0.8130766134591393
ACH-000334,-0.2344160236923748
ACH-000335,-0.6935180129090576
ACH-000336,-0.3847796599484188
ACH-000337,-0.6663192355208981
ACH-000338,0.1078004004245572
ACH-000339,-0.3890476827273473
ACH-000341,-0.6570051639154297
ACH-000348,-0.4701104622996015
ACH-000350,-0.27976840247308915
ACH-000352,-0.6734205226816541
ACH-000356,-0.3901871045768893
ACH-000361,-0.6150817383477065
ACH-000362,-0.14228410630200305
ACH-000363,0.1335497860242274
ACH-000364,-0.07079121294450523
ACH-000365,-0.027033535360046625
ACH-000366,-1.0872987415511226
ACH-000368,-0.8324723938660319
ACH-000374,-0.8705264141698296
ACH-000375,-0.5170397532306723
ACH-000376,-0.92514728265193
ACH-000381,-0.2773552831688091
ACH-000383,-0.09294377289593356
ACH-000387,-0.21166555144405846
ACH-000389,-0.6736966224831165
ACH-000390,-0.2991033585845694
ACH-000393,-0.5008809077417031
ACH-000395,-0.3151848579300015
ACH-000396,-0.6885057777238415
ACH-000397,-0.7945104025458058
ACH-000401,-0.5823379681192326
ACH-000402,0.12557957543782272
ACH-000403,-0.4002458379020883
ACH-000404,-0.7804228295817721
ACH-000406,-0.07839270469628756
ACH-000407,-0.6226652982729994
ACH-000408,-0.6709461900425923
ACH-000410,-0.4364343843855033
ACH-000411,-0.6932195057155567
ACH-000414,-0.2983038092039186
ACH-000415,-0.28807405168263217
ACH-000416,-0.9677904337950688
ACH-000420,-0.2280357143495458
ACH-000421,-0.5477865599616113
ACH-000424,-0.6344636496362502
ACH-000425,-0.6752738091588079
ACH-000426,-0.20091649228948452
ACH-000427,-0.33636715862562483
ACH-000433,-0.6308728223845925
ACH-000435,-0.5498191225276232
ACH-000436,-0.4296774792249249
ACH-000444,-0.4612477731207867
ACH-000445,-0.7095126506367597
ACH-000448,-0.7392850304364134
ACH-000450,-0.5065007575568188
ACH-000452,-0.24608010730926044
ACH-000454,-0.3702282173197343
ACH-000458,-0.5534211482200536
ACH-000459,0.037085180835932784
ACH-000460,-0.2530546226309316
ACH-000461,-0.3700341175489056
ACH-000463,-0.4838809238256884
ACH-000464,-0.6524268214578235
ACH-000466,-0.2656236674517028
ACH-000467,-0.42658390720760025
ACH-000468,-0.8232162111006561
ACH-000469,-0.8029775029694224
ACH-000470,-0.4019923122518543
ACH-000471,-0.15426390879026716
ACH-000472,-0.5285380664980315
ACH-000473,-0.49349991658876596
ACH-000475,-0.5364422639662827
ACH-000476,-0.28840496668132515
ACH-000477,-0.3781997848889413
ACH-000479,-0.8217644923823391
ACH-000480,-0.30184966634203314
ACH-000481,-0.5269793666542353
ACH-000483,-0.2420030934110224
ACH-000484,-0.5665188450473776
ACH-000485,-0.20262181851177466
ACH-000486,-0.5284631882470494
ACH-000487,0.06660006915346449
ACH-000488,-0.6474530456735644
ACH-000490,-0.4915173728584548
ACH-000491,-0.05295465548395408
ACH-000495,-0.7031024366255054
ACH-000496,-0.23773849468687494
ACH-000499,-0.9441901430510584
ACH-000500,-0.5836892769416328
ACH-000502,-0.7397545410724354
ACH-000503,-0.4530661809080824
ACH-000505,-0.38573463264485824
ACH-000507,-0.4829115591553781
ACH-000510,-0.7464418407334109
ACH-000511,-0.6414533808425098
ACH-000512,-0.26074872960567713
ACH-000516,-0.264298734990846
ACH-000517,-0.1851515264746721
ACH-000518,-0.5708592740840587
ACH-000520,-0.6271522108022051
ACH-000521,-0.6034646323995351
ACH-000522,-0.6432488125538464
ACH-000524,-0.44140996409350425
ACH-000527,-0.6020141655026114
ACH-000528,-0.32621734483913584
ACH-000537,-0.3362956478551956
ACH-000541,-0.03689551132100539
ACH-000542,-0.929792811293936
ACH-000544,-0.8003270672894301
ACH-000545,-0.40132221563884507
ACH-000547,-0.16012682690764138
ACH-000548,-0.6249326624459293
ACH-000549,-0.34823544808984097
ACH-000550,-0.5292280347575546
ACH-000552,-0.9025651070790872
ACH-000556,-0.049217688468009765
ACH-000557,0.28964618282004656
ACH-000569,-0.5853238609071351
ACH-000570,-0.3507854088357613
ACH-000571,-0.4571165400071842
ACH-000573,-0.7707991193955714
ACH-000576,-0.06472808062554501
ACH-000579,-0.43314838683738827
ACH-000580,-0.7382744876287007
ACH-000584,-0.41285999976492505
ACH-000585,-0.1771306765724066
ACH-000588,-0.5213880409295605
ACH-000589,-0.18683516699889735
ACH-000591,-0.31932538170753244
ACH-000593,-0.7091600044414043
ACH-000600,-0.14860323109568982
ACH-000601,-0.7303196046051597
ACH-000605,-0.1148809812976611
ACH-000606,-0.8386878538300748
ACH-000608,-0.19346153267056904
ACH-000614,-0.6663060524366637
ACH-000616,-0.7101572565834805
ACH-000618,-0.4689420767914335
ACH-000619,-0.6311512997471652
ACH-000620,-0.010509666977254176
ACH-000621,-0.2302291025897704
ACH-000622,-0.8187002658757818
ACH-000623,-0.7486723852990695
ACH-000624,-0.614921208999901
ACH-000627,-0.7730889390194151
ACH-000630,-0.7305106253719912
ACH-000631,-0.36826400749066396
ACH-000632,-0.5002222214187072
ACH-000633,-0.1563941920908061
ACH-000637,-0.33382940004792383
ACH-000638,-0.6021644450835507
ACH-000646,-0.3854165642496864
ACH-000647,0.06569977596838797
ACH-000648,-0.2558413699006541
ACH-000649,-0.5697634447838756
ACH-000651,-0.457238199907877
ACH-000652,-0.7577670896137098
ACH-000653,-0.11242869762190798
ACH-000657,-0.18659550506419864
ACH-000658,-0.049829212011982836
ACH-000661,-0.4878919231816786
ACH-000662,-0.4426882857042891
ACH-000663,-0.399614196803786
ACH-000665,0.05803353489572944
ACH-000671,-0.036620864082441036
ACH-000672,-0.29664860703358353
ACH-000673,-1.0141526882700609
ACH-000676,-0.7695389750449204
ACH-000677,-0.10694464693830756
ACH-000681,-0.3379926308682611
ACH-000683,-0.11155795347576906
ACH-000684,-0.9706203363648758
ACH-000688,-0.5346602465919873
ACH-000693,-0.6130468092075482
ACH-000694,-0.4989025739012861
ACH-000695,-0.35741607717124035
ACH-000696,-0.720060096025234
ACH-000697,-0.2720821486502781
ACH-000699,-0.6017383340783077
ACH-000701,-0.3555371865925634
ACH-000706,-0.5002767197256224
ACH-000711,-0.8697705926025411
ACH-000713,-0.5614161978301391
ACH-000714,0.08134748290171936
ACH-000718,-0.2136047187459448
ACH-000720,-0.5528042876650853
ACH-000721,-0.9308663089413101
ACH-000724,-0.13822040970177896
ACH-000725,-0.1199711444015707
