,PARVA (55742)
ACH-000004,0.053849252551678786
ACH-000005,-0.11539325947292288
ACH-000007,-0.45149008569973104
ACH-000009,-0.004504945199973206
ACH-000011,0.0012675456321651491
ACH-000012,0.04159175826514955
ACH-000013,0.012862472802653872
ACH-000014,-0.14026498479014327
ACH-000015,-0.021815156972778797
ACH-000017,-0.2757206833515304
ACH-000018,-0.2374430892167113
ACH-000019,0.005776416883562834
ACH-000021,-0.5913573833092155
ACH-000022,-0.18551840378260076
ACH-000025,-0.15779855056247102
ACH-000028,0.03094780386117247
ACH-000030,-0.1065594564627377
ACH-000035,-0.19798501217256512
ACH-000036,-0.465967577873925
ACH-000037,-0.05633821225876452
ACH-000039,-0.18714507450999515
ACH-000040,-0.06335731782144713
ACH-000041,-0.18352178269103608
ACH-000042,-0.07756654736586073
ACH-000045,0.055753020305921136
ACH-000047,-0.024231088246789184
ACH-000052,-0.1508874860219752
ACH-000053,0.037295053629719216
ACH-000054,-0.2742237883861531
ACH-000055,-0.01373484817976928
ACH-000060,-0.15022419934154738
ACH-000067,-0.1793041790943963
ACH-000070,0.062233067034455775
ACH-000075,0.013546084169948128
ACH-000078,-0.09831629648243367
ACH-000082,-0.012413894026371488
ACH-000085,0.2621001727090149
ACH-000086,-0.0074046649984532455
ACH-000087,-0.07007210988421374
ACH-000092,0.10497976978321637
ACH-000095,0.017044113595030587
ACH-000097,-0.02797804036632311
ACH-000098,-0.2230001582105779
ACH-000099,-0.07402822661426722
ACH-000108,-0.1809494840613386
ACH-000113,0.003304083198539625
ACH-000116,-0.08024580354226936
ACH-000118,-0.12909014087847553
ACH-000120,0.038734363935213484
ACH-000123,0.1278244883417955
ACH-000127,-0.10632992775437387
ACH-000128,-0.002491278780924721
ACH-000132,-0.1658473468564103
ACH-000133,-0.4139372516634758
ACH-000137,-0.07463550667383465
ACH-000138,-0.4114914573795965
ACH-000142,-0.3435750808912461
ACH-000143,-0.003225286157092061
ACH-000146,0.06522510889948065
ACH-000148,-0.07613796213136549
ACH-000150,-0.5113089423893908
ACH-000152,-0.07199282610763942
ACH-000153,0.08572416030466196
ACH-000159,-0.2285926013300384
ACH-000160,0.06727406911628937
ACH-000163,0.0683873476942025
ACH-000167,-0.05155092617112572
ACH-000168,-0.15144194582347764
ACH-000169,0.10415700105616292
ACH-000178,-0.01666208078852749
ACH-000183,-0.06128384701789124
ACH-000188,-0.09702419796490216
ACH-000189,0.10394768177682012
ACH-000190,0.07582943423638376
ACH-000198,0.01790612198500801
ACH-000203,-0.25773216554731554
ACH-000204,0.16088532629530014
ACH-000206,0.12288090430300627
ACH-000207,0.006643445203064599
ACH-000208,-0.21514048848635392
ACH-000210,0.30238690932893786
ACH-000211,0.1260374383154137
ACH-000215,-0.4849807784395946
ACH-000221,-0.00337187574830974
ACH-000222,-0.0994439767994369
ACH-000223,0.06419752749421617
ACH-000226,-0.019985559932056637
ACH-000227,0.09905236412642178
ACH-000228,0.030041716753198586
ACH-000231,-0.07147218552659013
ACH-000232,-0.48624359766288
ACH-000233,0.05108130704066724
ACH-000234,-0.12911488786984612
ACH-000235,0.01109410058517891
ACH-000237,-0.3424591449273821
ACH-000238,0.04313294023263752
ACH-000242,-0.2572270308586728
ACH-000243,0.022398251755337592
ACH-000244,0.02125612138406925
ACH-000246,-0.12624239211859062
ACH-000248,0.04776090958530619
ACH-000250,-0.18658140198741685
ACH-000251,0.028721837196704694
ACH-000252,-0.4648511406547533
ACH-000253,0.027734227931114103
ACH-000255,-0.059704506630364515
ACH-000256,-0.16525224474071232
ACH-000257,0.12572993217663
ACH-000258,0.044975336675953166
ACH-000259,-0.3285046665802275
ACH-000260,-0.017179845211438668
ACH-000261,-0.03894682530722096
ACH-000262,-0.18980242829136576
ACH-000263,-0.1311459087529448
ACH-000264,0.010445764139097407
ACH-000265,-0.056423609636226925
ACH-000266,-0.14467962149317695
ACH-000272,-0.028204282510259655
ACH-000274,-0.00754981614225257
ACH-000277,0.013930936668493463
ACH-000278,-0.12823482082228604
ACH-000279,-0.1264436181167324
ACH-000280,-0.22940653136291095
ACH-000281,-0.4443969325588281
ACH-000288,-0.09886683846766348
ACH-000291,-0.4197549591197153
ACH-000293,-0.05131155501560966
ACH-000294,0.08077828514144261
ACH-000295,-0.18023778488083406
ACH-000296,-0.22638001098791805
ACH-000302,0.0036248020971703532
ACH-000304,-0.06883423685199044
ACH-000307,-0.5280435458384273
ACH-000308,-0.09665330045418652
ACH-000310,-0.056898598030810224
ACH-000311,0.10142447797967497
ACH-000312,-0.10707926447619984
ACH-000315,0.11809452167877195
ACH-000316,-0.004432862862782457
ACH-000317,0.05883500195948312
ACH-000318,-0.0755317674205847
ACH-000319,-0.22158442957122326
ACH-000320,-0.05124300174259064
ACH-000322,0.11869950616001056
ACH-000323,0.09185959560836926
ACH-000324,-0.1025024373700978
ACH-000329,0.00015220697243285538
ACH-000330,-0.12604462781565198
ACH-000331,-0.006141914275521752
ACH-000332,-0.10592452765457458
ACH-000334,0.2257795574007537
ACH-000335,-0.08594017712606453
ACH-000336,-0.37186288270175744
ACH-000337,-0.17105860703058598
ACH-000338,0.2041259243302384
ACH-000339,-0.5928176818469069
ACH-000341,-0.011914134013570842
ACH-000348,-0.10480230313570828
ACH-000350,-0.07084020272767673
ACH-000352,0.02702204085710602
ACH-000356,-0.08422247751672114
ACH-000361,-0.08964797031685758
ACH-000362,0.015819473863797083
ACH-000363,0.024584556958790846
ACH-000364,-0.15943738528364398
ACH-000365,-0.03388618229485215
ACH-000366,0.014479135840941963
ACH-000368,-0.3965282314400012
ACH-000374,-0.14754656146946174
ACH-000375,-0.042710908817162434
ACH-000376,-0.2263190861551397
ACH-000381,0.24290781440186315
ACH-000383,0.0090110669797542
ACH-000387,0.15972254494617708
ACH-000389,0.07439691202111649
ACH-000390,0.03100285379849648
ACH-000393,-0.4545944628697747
ACH-000395,-0.7537635280152392
ACH-000396,-0.4607608166507523
ACH-000397,-0.42582322892359975
ACH-000401,0.02574576107722069
ACH-000402,0.12078412699815615
ACH-000403,-0.03032103171740015
ACH-000404,0.12959514435902486
ACH-000406,0.0319278052969065
ACH-000407,-0.1737399146703177
ACH-000408,0.1503505260046699
ACH-000410,0.033501490533006245
ACH-000411,-0.007043003710108694
ACH-000414,0.002341324664518961
ACH-000415,-0.03254166357346321
ACH-000416,0.002490732425562081
ACH-000420,-0.6249928062962826
ACH-000421,-0.05067486894915396
ACH-000424,0.09601815933745378
ACH-000425,0.08159298693499968
ACH-000426,-0.09619034972773162
ACH-000427,0.14919115777778666
ACH-000433,0.14311274732269771
ACH-000435,0.2486751022508133
ACH-000436,0.18153766824085524
ACH-000444,-0.007258961593977019
ACH-000445,-0.00031512294340935485
ACH-000448,-0.018093438161813705
