,CBY3 (646019)
ACH-000004,0.010987311579832959
ACH-000005,0.12172344426549342
ACH-000007,-0.12552710885493126
ACH-000009,-0.18028675827851576
ACH-000011,-0.11914492825798115
ACH-000012,0.013176806539909129
ACH-000013,0.0028426914621311025
ACH-000014,-0.0694958199092818
ACH-000015,-0.07798294283739013
ACH-000017,-0.07257993897204168
ACH-000018,-0.008404755490805695
ACH-000019,0.03892409820414459
ACH-000021,-0.07261237112585077
ACH-000022,-0.10554956760613572
ACH-000025,-0.06183552898706434
ACH-000028,-0.06291381704886223
ACH-000030,-0.04214765770882757
ACH-000035,-0.12311140416738225
ACH-000036,-0.02480940058182916
ACH-000037,-0.1066429746531206
ACH-000039,-0.1883106483736903
ACH-000040,-0.06944424155615783
ACH-000041,0.0010822730729458717
ACH-000042,-0.1713364632632995
ACH-000045,-0.16463036688295754
ACH-000047,-0.09215376568380457
ACH-000052,-0.0748010560746398
ACH-000053,-0.09103009015745528
ACH-000054,-0.03727290453550537
ACH-000055,-0.11615720511368954
ACH-000060,-0.17945372891170056
ACH-000067,-0.14821261967362565
ACH-000070,-0.14490230490919842
ACH-000075,-0.06342138212253771
ACH-000078,-0.07407219883502979
ACH-000082,-0.08510215931312211
ACH-000085,-0.19233890823465813
ACH-000086,-0.11002119403134186
ACH-000087,-0.12706023819386394
ACH-000092,-0.127686842053821
ACH-000095,-0.13409290937143512
ACH-000097,-0.10999832239893836
ACH-000098,-0.0666274781056299
ACH-000099,-0.11269869285225377
ACH-000108,-0.14759787423459836
ACH-000113,-0.08167929264274189
ACH-000116,-0.030731598080554232
ACH-000118,-0.08098707520779701
ACH-000120,-0.03018821540510925
ACH-000123,-0.10948233257559617
ACH-000127,-0.012485339534935507
ACH-000128,-0.06822985971089901
ACH-000132,-0.13617590839005275
ACH-000133,-0.00539949113388558
ACH-000137,-0.02006097111240169
ACH-000138,-0.12157672707741632
ACH-000142,-0.07043545576676162
ACH-000143,-0.036304982755695984
ACH-000146,-0.10513088334584578
ACH-000148,-0.10563212271147797
ACH-000150,-0.29256794544013004
ACH-000152,-0.1228926182149033
ACH-000153,-0.06684822699797054
ACH-000159,-0.030065486069345556
ACH-000160,0.006216617338552811
ACH-000163,-0.06595836590992554
ACH-000167,0.0866434077118826
ACH-000168,-0.3767800207401476
ACH-000169,-0.04524836577156808
ACH-000178,-0.1437448432369932
ACH-000183,-0.1390107490342258
ACH-000188,-0.024126971072628504
ACH-000189,-0.13242883181255918
ACH-000190,-0.14416536019396664
ACH-000198,-0.12901675165695548
ACH-000203,-0.20214581010747001
ACH-000204,-0.06665121007152827
ACH-000206,-0.11908851171041047
ACH-000207,-0.036145793974322535
ACH-000208,-0.02909670511027805
ACH-000210,-0.15978287712260675
ACH-000211,-0.0827559070020004
ACH-000215,-0.07764267816128435
ACH-000221,-0.03851502057375111
ACH-000222,-0.018833756911983385
ACH-000223,-0.17112234820854394
ACH-000226,0.021893285977178597
ACH-000227,-0.03525030042120108
ACH-000228,-0.11936728227426074
ACH-000231,-0.10825934917993707
ACH-000232,-0.2576115308471605
ACH-000233,-0.2439672361338912
ACH-000234,-0.13449140097468806
ACH-000235,-0.036900087421806164
ACH-000237,-0.07891533804962854
ACH-000238,-0.0912362331772787
ACH-000242,0.2646537880830937
ACH-000243,0.04182998514206774
ACH-000244,-0.07620229747088125
ACH-000246,-0.06381815714707012
ACH-000248,-0.15490538241522087
ACH-000250,-0.10895956963623253
ACH-000251,-0.2485233610256689
ACH-000252,0.17948443797396538
ACH-000253,-0.0937397566356566
ACH-000255,-0.21395933108327952
ACH-000256,0.022733462400481862
ACH-000257,-0.14763667857095614
ACH-000258,-0.1942341917126988
ACH-000259,-0.12175400805390732
ACH-000260,-0.013533638949920802
ACH-000261,-0.140190415282611
ACH-000262,0.008131321718526574
ACH-000263,-0.18266371931182265
ACH-000264,-0.09483628097307732
ACH-000265,-0.023326745252667043
ACH-000266,-0.17442734739411422
ACH-000272,-0.10084748534118278
ACH-000274,-0.04306653169277375
ACH-000277,-0.15755717738138936
ACH-000278,0.030603177114675188
ACH-000279,-0.11082554299459196
ACH-000280,-0.02330129048786404
ACH-000281,-0.21753217117829676
ACH-000288,-0.1028180596358849
ACH-000291,0.0005311856722851289
ACH-000293,0.03776918722831764
ACH-000294,-0.10559835584656664
ACH-000295,-0.1188545013100316
ACH-000296,0.005746353983642107
ACH-000302,-0.06091162455448695
ACH-000304,-0.3650729007074156
ACH-000307,0.04035749692802283
ACH-000308,-0.09616223318364846
ACH-000310,-0.07271479913238946
ACH-000311,-0.044556298897606726
ACH-000312,-0.02908240151197544
ACH-000315,-0.1636816323730814
ACH-000316,-0.10594849052021424
ACH-000317,0.0012894887561981311
ACH-000318,0.04422595611621768
ACH-000319,-0.004187612910896252
ACH-000320,-0.10432606736466037
ACH-000322,0.03023401503264462
ACH-000323,-0.0549485654557869
ACH-000324,-0.13955331078932506
ACH-000329,-0.06671853860765345
ACH-000330,0.09969611847839124
ACH-000331,-0.022333519809387224
ACH-000332,-0.2186892858698986
ACH-000334,-0.08348205523411402
ACH-000335,0.20082801990219495
ACH-000336,-0.336533258216733
ACH-000337,-0.20150611037214133
ACH-000338,0.15588375451577496
ACH-000339,-0.13620413471903808
ACH-000341,-0.18636080668594726
ACH-000348,-0.1124937887954218
ACH-000350,-0.1606286188478748
ACH-000352,-0.10060106125030867
ACH-000356,0.11838823359699442
ACH-000361,-0.1999854651917494
ACH-000362,-0.23781492745433766
ACH-000363,-0.11586104064207255
ACH-000364,0.08799741868879864
ACH-000365,-0.12590445636752154
ACH-000366,-0.12540158223533032
ACH-000368,-0.21362949446663845
ACH-000374,-0.016016803231802098
ACH-000375,-0.06914725208298057
ACH-000376,-0.2012564891396444
ACH-000381,-0.12563554560380824
ACH-000383,-0.06754803405179932
ACH-000387,-0.13970145422537128
ACH-000389,-0.2238411628187054
ACH-000390,-0.062623351671196
ACH-000393,-0.12583364857007126
ACH-000395,-0.2589893324876292
ACH-000396,-0.09897320947245672
ACH-000397,-0.18248009987203287
ACH-000401,-0.07001756031966977
ACH-000402,-0.06278715734952353
ACH-000403,-0.10701006317552528
ACH-000404,-0.10699251503321353
ACH-000406,-0.06262501555860196
ACH-000407,0.04497075264358626
ACH-000408,-0.0003295141444466837
ACH-000410,-0.07021698233989357
ACH-000411,-0.11798245280244918
ACH-000414,-0.00322402781428814
ACH-000415,0.11607703599948865
ACH-000416,-0.08192224899438669
ACH-000420,-0.12714321467345904
ACH-000421,-0.09544019531637384
ACH-000424,-0.09472880847168416
ACH-000425,-0.12974450357989228
ACH-000426,-0.14857616452266975
ACH-000427,-0.0860747138224511
ACH-000433,-0.14681045257203612
ACH-000435,0.007590521162090139
ACH-000436,-0.06810834052107981
ACH-000444,-0.0324725455552917
ACH-000445,-0.13215608743481916
ACH-000448,-0.2298818179335628
ACH-000450,-0.10329504684701807
ACH-000452,0.013801231940948457
ACH-000454,-0.11852538096469142
ACH-000458,0.022769659508120644
ACH-000459,0.08819629422636173
ACH-000460,-0.2015195838984098
ACH-000461,-0.020823858668510838
ACH-000463,-0.15276707748432794
ACH-000464,-0.10419504011374127
ACH-000466,-0.236907620163435
ACH-000467,-0.05466844050021949
ACH-000468,-0.018268928870092845
ACH-000469,-0.0353949996390283
ACH-000470,-0.1830533048663109
ACH-000471,-0.09829532251709057
ACH-000472,-0.07104646557981997
ACH-000473,-0.08117517379691122
ACH-000475,-0.15068293947791975
ACH-000476,-0.09387879718899787
ACH-000477,-0.04459727033411984
ACH-000479,0.02901941278593906
ACH-000480,0.03240552832330286
ACH-000481,-0.06897248117932715
ACH-000483,-0.0177068037404548
ACH-000484,-0.04697050515482682
ACH-000485,0.021429667174165945
ACH-000486,-0.033203371798110094
ACH-000487,-0.13436612046608626
ACH-000488,-0.016611774642515138
ACH-000490,-0.12231912855233402
ACH-000491,-0.2218642983280906
ACH-000495,-0.12146254225480202
ACH-000496,-0.003488694226010345
ACH-000499,0.02711966722674597
ACH-000500,-0.1602929732097117
ACH-000502,-0.0013667018020411086
ACH-000503,0.01851772913006796
ACH-000505,-0.08905084615978727
ACH-000507,-0.020321100162289336
ACH-000510,-0.06805050915505202
ACH-000511,-0.1794793351172152
ACH-000512,-0.15061034702127146
ACH-000516,-0.025279405884002647
ACH-000517,-0.14844120906531874
ACH-000518,-0.06958084420351096
ACH-000520,-0.02271619161401668
ACH-000521,-0.061412715046634724
ACH-000522,-0.13544066696305532
ACH-000524,-0.08345340895192717
ACH-000527,-0.10644697531199626
ACH-000528,-0.01128474117969985
ACH-000537,-0.013479006481190905
ACH-000541,-0.06589922308688646
ACH-000542,-0.09446209289038268
ACH-000544,-0.026272426290717858
ACH-000545,-0.01958866001125025
ACH-000547,0.12605718282164516
ACH-000548,-0.06834917637775663
ACH-000549,-0.016326356374441412
ACH-000550,-0.3067326236869998
ACH-000552,-0.059850390333039925
ACH-000556,0.0417102295417234
ACH-000557,-0.0567546415348828
ACH-000569,-0.21345443499912264
ACH-000570,0.006998436204169272
ACH-000571,-0.10820691985876577
ACH-000573,-0.10565736661041103
ACH-000576,-0.1135925585544373
ACH-000579,-0.16377215953311478
ACH-000580,-0.06189646378693855
ACH-000584,-0.15495500265261342
ACH-000585,-0.123241548006321
ACH-000588,-0.05878145778655713
ACH-000589,-0.06491760505841772
ACH-000591,-0.19544696076479487
ACH-000593,-0.03508272785897239
ACH-000600,-0.02909649840323665
ACH-000601,-0.129227212785399
ACH-000605,-0.08771866239799314
ACH-000606,0.11505151148395558
ACH-000608,-0.14093095283523158
