,TASP1 (55617)
ACH-000505,-0.2198914718501536
ACH-000507,-0.15738007059169676
ACH-000510,-0.14767771007728794
ACH-000511,0.07377351057436025
ACH-000512,-0.16731904946514253
ACH-000516,-0.08086475736403817
ACH-000517,-0.1346457485315257
ACH-000518,0.0721186134746728
ACH-000520,-0.2017136032964056
ACH-000521,-0.21682063791265585
ACH-000522,-0.21294236726972665
ACH-000524,-0.10719783676219743
ACH-000527,-0.1558916878263712
ACH-000528,-0.0973120192285306
ACH-000537,-0.09954366240210608
ACH-000541,-0.1283843817381435
ACH-000542,-0.13473046964676602
ACH-000544,-0.17384344775561875
ACH-000545,-0.08939821411354887
ACH-000547,-0.2146836675384564
ACH-000548,-0.1300549037671574
ACH-000549,-0.10997410469665587
ACH-000550,-0.2800572677093011
ACH-000552,-0.12137278742214287
ACH-000556,-0.13442589974147146
ACH-000557,-0.27853172992565384
ACH-000569,-0.20522691855418465
ACH-000570,-0.046406514439302736
ACH-000571,-0.22500993052145254
ACH-000573,-0.1506968313798848
ACH-000576,-0.3574983410920013
ACH-000579,-0.09095557060802786
ACH-000580,-0.06578669109974608
ACH-000584,-0.11262309815075272
ACH-000585,-0.07674121628848672
ACH-000588,-0.09981279517925508
ACH-000589,-0.13064097028587046
ACH-000591,-0.29603411593126644
ACH-000593,-0.15401931773845534
ACH-000600,-0.10214242822525188
ACH-000601,-0.05305716990739106
ACH-000605,-0.15758630395745266
ACH-000606,-0.014122190003583631
ACH-000608,-0.23914917861946414
ACH-000614,0.04771704362679043
ACH-000616,-0.07123879677785025
ACH-000618,-0.1190368773733202
ACH-000619,0.07830808988954642
ACH-000620,-0.1210504259813306
ACH-000621,-0.0924780937084451
ACH-000622,-0.3669560722386738
ACH-000623,-0.20269586087290295
ACH-000624,-0.04322592107070205
ACH-000627,-0.09760296334020632
ACH-000630,-0.13181537260586226
ACH-000631,0.005741748307754511
ACH-000632,-0.17735836863785062
ACH-000633,-0.055767648427618007
ACH-000637,0.12294129564642482
ACH-000638,-0.09936005892903077
ACH-000646,-0.18027611169434626
ACH-000647,-0.11371754535287308
ACH-000648,-0.21946246171797776
ACH-000649,-0.15924008834298176
ACH-000651,-0.04573978170610711
ACH-000652,-0.10918655114905672
ACH-000653,-0.1535815850901201
ACH-000657,-0.1999776262686768
ACH-000658,-0.13570982996841482
ACH-000661,-0.08527112804433469
ACH-000662,-0.06492015261241924
ACH-000663,-0.11758416556377865
ACH-000665,-0.1199663340229138
ACH-000671,-0.09664796749444564
ACH-000672,0.04926428729166071
ACH-000673,-0.1379190651876312
ACH-000676,-0.035527274412002346
ACH-000677,-0.27916858519412224
ACH-000681,-0.08128143285389526
ACH-000683,-0.03051754193841805
ACH-000684,-0.2549876806434752
ACH-000688,-0.16090315368993766
ACH-000693,-0.18923282317409865
ACH-000694,-0.024663705453526603
ACH-000695,-0.1323853245057122
ACH-000696,-0.1596875641453417
ACH-000697,-0.08445688330986001
ACH-000699,-0.1650318494122505
ACH-000701,-0.06289442063288249
ACH-000706,-0.04975784818211472
ACH-000711,-0.12363900010144348
ACH-000713,-0.2889711252762541
ACH-000714,-0.3303465464914685
ACH-000718,-0.2770160854525333
ACH-000720,-0.13215538295563198
ACH-000721,-0.3166165876792301
ACH-000724,-0.13755465481557722
ACH-000725,-0.24800260874327915
ACH-000732,-0.1170800464780411
ACH-000734,-0.12142030045350265
ACH-000735,-0.1337706101071442
ACH-000736,-0.03653458735392888
ACH-000738,-0.15717222730286692
ACH-000746,-0.07638356423257647
ACH-000747,-0.10689210911714966
ACH-000748,-0.06505732103754197
ACH-000753,-0.18926492121563496
ACH-000756,-0.06106483573287491
ACH-000757,-0.1509027112235934
ACH-000758,0.011404481675951664
ACH-000760,-0.22818932001516065
ACH-000762,-0.44263328769905386
ACH-000763,-0.2548588953981035
ACH-000764,0.05031788505892226
ACH-000765,-0.023299236155570738
ACH-000766,-0.2289453396180465
ACH-000767,-0.12920968232379107
ACH-000768,-0.17199529542814368
ACH-000769,-0.16075583010762154
ACH-000770,-0.18083834049926892
ACH-000771,-0.06815577383288758
ACH-000773,-0.13334418897040407
ACH-000776,-0.014717705441323881
ACH-000777,-0.07851198464654482
ACH-000778,-0.10974716431294128
ACH-000781,-0.19407627535925606
ACH-000782,-0.11547248689333753
ACH-000783,0.012829977013792628
ACH-000784,-0.16917262398597735
ACH-000785,-0.031889278534176425
ACH-000787,-0.21721980837022573
ACH-000788,-0.18198843119505748
ACH-000791,-0.15412755837297076
ACH-000792,-0.12481161775994183
ACH-000794,-0.1319496397412858
ACH-000796,-0.1927202049786441
ACH-000798,-0.12817637240227814
ACH-000799,-0.047563495717646884
ACH-000800,-0.033671371635988316
ACH-000802,-0.1868716485150969
ACH-000804,-0.19695309198816016
ACH-000805,0.025538121605713587
ACH-000809,-0.1406859317832113
ACH-000810,-0.40931237635669
ACH-000811,-0.19945764448424
ACH-000817,-0.23673370357662474
ACH-000819,-0.30080191949465457
ACH-000820,-0.026331982155388744
ACH-000821,-0.1815342643841308
ACH-000822,-0.14951204717631392
ACH-000823,-0.21393155113236872
ACH-000824,-0.07346501659492548
ACH-000827,0.007300167757936059
ACH-000829,-0.2562198458535882
ACH-000831,-0.1497312685372322
ACH-000832,-0.170433182020672
ACH-000833,-0.11242364974721457
ACH-000834,-0.19813669447904653
ACH-000835,-0.01869485765293536
ACH-000836,-0.17600748701651
ACH-000837,-0.10873172749721104
ACH-000838,-0.108825411533648
ACH-000839,-0.21812885585994785
ACH-000840,0.03536167778535131
ACH-000841,-0.03044520251273272
ACH-000843,-0.22230870942395653
ACH-000846,-0.0960578102928862
ACH-000847,-0.14172457480393785
ACH-000848,0.10535176883213863
ACH-000849,-0.258157150921719
ACH-000851,-0.07323544061461874
ACH-000855,-0.1855811222942983
ACH-000856,-0.2920516358486285
ACH-000858,-0.033325698794295616
ACH-000859,-0.10090924984407522
ACH-000861,-0.02419432881978782
ACH-000862,-0.2096671536389064
ACH-000865,-0.0859575526283898
ACH-000866,-0.17324203768384544
ACH-000867,-0.2345523677182071
ACH-000869,-0.17347360375576984
ACH-000872,0.01159017013725523
ACH-000873,-0.19486963291745987
ACH-000876,-0.2284909689277909
ACH-000878,-0.2399107011302967
ACH-000880,-0.07981399852268402
ACH-000881,-0.08006214693756472
ACH-000882,-0.15123672802338078
ACH-000884,-0.06248470823373245
ACH-000885,-0.14958171647020108
ACH-000887,-0.06356042112746234
ACH-000889,0.07748572985863449
ACH-000896,-0.000630997175289605
ACH-000898,-0.14562773451010547
ACH-000900,-0.10483884652699448
ACH-000901,-0.09391217049869134
ACH-000905,-0.20954173380989874
ACH-000906,-0.1659057641897545
ACH-000907,0.023579057506752155
ACH-000910,0.029361252257519482
ACH-000911,-0.10365661229616664
ACH-000912,0.027699978519504075
ACH-000913,-0.20367227723689849
ACH-000915,-0.18359444474260608
ACH-000916,0.12124427310608485
ACH-000917,-0.04876209373745947
ACH-000920,0.014940264542581847
ACH-000921,-0.17749154007285875
ACH-000924,-0.09942186919030754
ACH-000926,-0.08581572871345616
ACH-000928,-0.3403473238902356
ACH-000929,-0.05677615956404335
ACH-000932,-0.14911219604271927
ACH-000935,-0.03204429822489372
ACH-000936,-0.09630690172507
ACH-000937,-0.25219531745742074
ACH-000938,-0.07286592952492073
ACH-000939,-0.27279517968753186
ACH-000941,-0.18838851518855526
ACH-000943,-0.04266274873417
ACH-000946,-0.2470190957872074
ACH-000947,-0.09120841809144854
ACH-000948,-0.046037275826487714
ACH-000950,-0.14732879620718206
ACH-000953,-0.1984093916836792
ACH-000954,0.09982525294001957
ACH-000957,-0.41240770452355857
ACH-000958,-0.3140312487710336
ACH-000960,-0.09077495715447777
ACH-000963,-0.07424837202985357
ACH-000968,-0.1342473436593265
ACH-000969,-0.14148377721108668
ACH-000972,0.07321327007319711
ACH-000973,-0.16627645852765371
ACH-000974,-0.21737148618287253
ACH-000978,-0.17731274938070876
ACH-000984,-0.23588033481382298
ACH-000986,-0.12215073465117128
ACH-000988,-0.22211849353587607
ACH-000993,-0.09334064760552499
ACH-000994,-0.29380805368023794
ACH-000996,-0.16808779689673164
ACH-001001,-0.11901532927080392
ACH-001020,-0.252164979534624
ACH-001028,-0.14453515758700258
ACH-001031,-0.2776743467943665
ACH-001038,-0.1599344824337356
ACH-001048,-0.06857631706304919
ACH-001050,-0.14852033558758046
ACH-001053,-0.5094220533023304
ACH-001054,-0.048814568289145405
ACH-001061,-0.0956364867110778
ACH-001067,-0.1692373120466355
ACH-001075,-0.16350086915224954
ACH-001096,-0.10340128182104323
ACH-001111,0.028568231580622987
ACH-001119,-0.0921345603547854
ACH-001128,-0.11550763739337355
ACH-001134,-0.2707161578557383
ACH-001151,-0.14952889720611182
ACH-001163,-0.23839934974887034
ACH-001164,-0.4013871358738701
ACH-001183,-0.18022909164542006
ACH-001192,0.10507936984300173
ACH-001193,-0.14273147219105745
ACH-001196,-0.136970740376848
ACH-001197,-0.1322330083167094
ACH-001205,-0.1907723177031642
ACH-001211,-0.20164106738097626
ACH-001212,0.04311314628633736
ACH-001228,-0.14313799198395752
ACH-001232,-0.12910431671548114
ACH-001239,-0.059141561083331025
ACH-001270,-0.17086758412062408
ACH-001274,-0.02310844555189849
ACH-001275,-0.25711362872383986
ACH-001277,-0.05322785921553407
ACH-001278,-0.19234259582361649
ACH-001280,-0.024115001869933574
ACH-001283,-0.18385494825284893
ACH-001289,-0.08253093920956928
ACH-001300,-0.2203357097261371
ACH-001301,-0.2431556596950029
ACH-001302,-0.020331959639179647
ACH-001306,-0.08610529902050222
ACH-001318,-0.2462748629668437
ACH-001322,-0.2641191815789411
ACH-001328,-0.0655793343382889
ACH-001332,0.027655980628404103
ACH-001336,0.010211732062679986
ACH-001346,0.014826764238602446
ACH-001353,-0.13179789368334124
ACH-001354,0.05042354803713946
ACH-001367,-0.08495143837985689
ACH-001368,-0.12227793343058654
ACH-001374,-0.16373475432661974
ACH-001377,-0.13883194159325926
ACH-001380,-0.10145429899997
ACH-001391,-0.2623375699655635
ACH-001408,-0.072497298867613
ACH-001430,-0.354491168984528
ACH-001431,-0.26924930554386906
ACH-001450,-0.46311651975408896
ACH-001496,-0.11292479158107573
ACH-001500,-0.06797847783069308
ACH-001523,-0.04157282878269095
ACH-001532,-0.2691024982873725
ACH-001550,-0.06914253773017187
ACH-001552,-0.10140147200283413
ACH-001554,-0.08074770550394618
ACH-001654,-0.07397317203880685
ACH-001735,-0.03992407403587165
ACH-001736,-0.061744143512555374
ACH-001737,-0.185750417043671
ACH-001740,-0.06052632122478702
ACH-001745,-0.1931197610806401
ACH-001765,-0.13345544680422045
