,RAP2B (5912)
ACH-000004,0.05261679505454412
ACH-000005,0.017115552611082996
ACH-000007,-0.07322777369748795
ACH-000009,0.0006987819338490541
ACH-000011,0.16381606703410545
ACH-000012,-0.16781170008616594
ACH-000013,0.09941355266518302
ACH-000014,-0.05244561694702432
ACH-000015,0.02674677700211739
ACH-000017,-0.06882983439049882
ACH-000018,0.20719518967437695
ACH-000019,-0.10756281894127152
ACH-000021,0.024975698268792857
ACH-000022,0.186564646165724
ACH-000025,0.16444962957123885
ACH-000028,0.09022749793646972
ACH-000030,0.28383058846109105
ACH-000035,0.06896405959146154
ACH-000036,0.1919045641324161
ACH-000037,0.010717429718548485
ACH-000039,-0.18728713919495252
ACH-000040,0.2104505823328896
ACH-000041,-0.10466674529565406
ACH-000042,0.33773830207693345
ACH-000045,0.1740176167958645
ACH-000047,0.16494127261959507
ACH-000052,-0.20627856018131024
ACH-000053,0.014508962932553719
ACH-000054,0.39816455186280014
ACH-000055,0.029114881951333167
ACH-000060,0.1345624474818339
ACH-000067,0.04365937988743033
ACH-000070,0.10741332392055697
ACH-000075,-0.08660290440311337
ACH-000078,0.1334659940756619
ACH-000082,-0.07038181734645972
ACH-000085,0.093916486109771
ACH-000086,0.21517857880902636
ACH-000087,0.07909398997742685
ACH-000092,0.25982793676971205
ACH-000095,0.02746269299583234
ACH-000097,0.023960963964110446
ACH-000098,0.18222570728382712
ACH-000099,-0.0035757872100289968
ACH-000108,0.11477391623566545
ACH-000113,-0.14920587483198072
ACH-000116,-0.06860704807451426
ACH-000118,0.15759644336379924
ACH-000120,0.0323643844562769
ACH-000123,-0.016731853115401846
ACH-000127,0.14576530157854847
ACH-000128,-0.008112105607713723
ACH-000132,0.062102067183421525
ACH-000133,0.12227225559004815
ACH-000137,0.15546814335949222
ACH-000138,0.4776315466122832
ACH-000142,0.14282179557977473
ACH-000143,-0.1946772199718711
ACH-000146,-0.00586433443047969
ACH-000148,0.1234349122015516
ACH-000150,0.049347279390501785
ACH-000152,0.05649301701134553
ACH-000153,0.16124039964340986
ACH-000159,-0.06299954639181936
ACH-000160,-0.059282204668723436
ACH-000163,-0.09786769182600953
ACH-000167,0.6323385971395705
ACH-000168,-0.2884692199479621
ACH-000169,0.028650801770231618
ACH-000178,0.0329051874706059
ACH-000183,-0.1344886258184505
ACH-000188,0.14542560018668632
ACH-000189,-0.11668785929259573
ACH-000190,-0.056941504598097464
ACH-000198,-0.01331392985543467
ACH-000203,0.1557142738964919
ACH-000204,-0.2811022273573688
ACH-000206,0.1305542686309887
ACH-000207,0.2270984932311537
ACH-000208,0.009135286949551735
ACH-000210,0.20399239881164888
ACH-000211,0.12690870368783094
ACH-000215,0.10940412763125193
ACH-000221,0.15226345776625874
ACH-000222,0.14351425041917762
ACH-000223,0.02217315622509869
ACH-000226,0.04288326008935322
ACH-000227,0.17184636197838796
ACH-000228,0.11486453695356373
ACH-000231,0.025647790447209492
ACH-000232,0.1100996780388523
ACH-000233,-0.005426274440230989
ACH-000234,0.3075819296767149
ACH-000235,0.0997081728090059
ACH-000237,0.07968740617579781
ACH-000238,-0.03416613673597886
ACH-000242,0.13628107970369244
ACH-000243,0.2454521869253571
ACH-000244,0.30539059219177483
ACH-000246,0.2313774759687385
ACH-000248,-0.0070668481687422985
ACH-000250,0.01591484235429129
ACH-000251,0.403529203408672
ACH-000252,-0.14323429803840754
ACH-000253,0.158454595884149
ACH-000255,0.12227589534829472
ACH-000256,0.005726355201611085
ACH-000257,0.01823164857573457
ACH-000258,0.07411556898875676
ACH-000259,0.13880054420655052
ACH-000260,0.01636838665292496
ACH-000261,-0.07415805318753166
ACH-000262,-0.0977202074073066
ACH-000263,-0.19640344443157126
ACH-000264,-0.12998954483492628
ACH-000265,-0.008880349565366628
ACH-000266,0.4187915711532149
ACH-000272,-0.028275955220186975
ACH-000274,0.08533647332941402
ACH-000277,0.10958871197642374
ACH-000278,0.1031762151569063
ACH-000279,0.042600259847053804
ACH-000280,0.2063240848452059
ACH-000281,0.2688384465453432
ACH-000288,0.1065114771913188
ACH-000291,-0.03221945279524239
ACH-000293,0.17840986067034434
ACH-000294,-0.17677434634856676
ACH-000295,-0.2050659830510216
ACH-000296,0.10976155555929272
ACH-000302,0.17892606806649028
ACH-000304,0.0320892581586449
ACH-000307,0.022401482758120792
ACH-000308,0.08864827239827765
ACH-000310,0.028343201545493427
ACH-000311,0.2725095620350839
ACH-000312,0.1613376949543169
ACH-000315,-0.023993632487321274
ACH-000316,0.1849853933665924
ACH-000317,0.2439899965471317
ACH-000318,0.05031196482668394
ACH-000319,0.05410984310005208
ACH-000320,0.3791386335959279
ACH-000322,0.2784042662367622
ACH-000323,-0.2755201736763762
ACH-000324,0.02518839862245431
ACH-000329,0.038535588755907325
ACH-000330,-0.08017978143461246
ACH-000331,0.06996074310449787
ACH-000332,0.10265463357712183
ACH-000334,0.022389215742761898
ACH-000335,0.12294729614939735
ACH-000336,-0.18650523491099666
ACH-000337,0.10375810907896248
ACH-000338,-0.3601735602627916
ACH-000339,0.023358428094986068
ACH-000341,-0.08943286891266275
ACH-000348,-0.14182342120939334
ACH-000350,0.057850362642392815
ACH-000352,0.012271948528928498
ACH-000356,0.2121357455710103
ACH-000361,0.1734603091547527
ACH-000362,0.008632667163492197
ACH-000363,0.053621274559977866
ACH-000364,0.0744405392274867
ACH-000365,-0.045161938386775416
ACH-000366,0.06891493801595525
ACH-000368,0.22794028708637304
ACH-000374,0.06758009064699537
ACH-000375,0.1477650665730936
ACH-000376,0.15897605793275352
ACH-000381,-0.07204231804729015
ACH-000383,-0.09969026490807192
ACH-000387,0.011431534630732676
ACH-000389,0.31523997140927795
ACH-000390,-0.021555907528392884
ACH-000393,-0.020566760797057836
ACH-000395,0.5155446701508587
ACH-000396,0.16623725884769205
ACH-000397,0.2683175158610754
ACH-000401,0.14297201889047895
ACH-000402,0.1980878768691328
ACH-000403,0.1153747538120168
ACH-000404,-0.0622480380529364
ACH-000406,0.09968452468124056
ACH-000407,0.1700270783704797
ACH-000408,-0.12858335772729235
ACH-000410,0.06759217290799209
ACH-000411,0.1259063040957688
ACH-000414,-0.009253034599143416
ACH-000415,0.03876943220702074
ACH-000416,0.12083443054110272
ACH-000420,0.048774446065850206
ACH-000421,0.04718750090059146
ACH-000424,-0.121535796736238
ACH-000425,0.2932556759740256
ACH-000426,0.020587204547797718
ACH-000427,0.09791548911346412
ACH-000433,0.3543002797075992
ACH-000435,0.19196868479657972
ACH-000436,-0.05683887826510981
ACH-000444,0.2143335413683906
ACH-000445,0.2122527743085128
ACH-000448,-0.07335069134729978
ACH-000450,0.21594008423820346
ACH-000452,0.21194384269889333
ACH-000454,-0.02609526176185306
ACH-000458,0.17163749237825765
ACH-000459,0.3066994360584551
ACH-000460,-0.0901943948945856
ACH-000461,-0.15448992174326098
ACH-000463,-0.047703659307560466
ACH-000464,-0.20172132824448388
ACH-000466,0.05922493367701345
ACH-000467,0.14109911336394698
ACH-000468,0.2947003669747815
ACH-000469,0.2173531621148247
ACH-000470,-0.10975286434702347
ACH-000471,0.13576901608016775
ACH-000472,-0.005143893453140566
ACH-000473,0.11788390858815034
ACH-000475,0.11342625999795294
ACH-000476,0.15581513014700454
ACH-000477,0.3318094957365837
ACH-000479,0.2873709242228263
ACH-000480,0.09111336074523352
ACH-000481,-0.10386513420129756
ACH-000483,0.09471266561943303
ACH-000484,-0.04561573222648122
ACH-000485,-0.004063311905859188
ACH-000486,0.1795366282459645
ACH-000487,0.2587110163611057
ACH-000488,-0.010355004761898993
ACH-000490,-0.12422398039794025
ACH-000491,-0.03690514190774099
ACH-000495,0.015534251783396541
ACH-000496,0.17931328758034332
ACH-000499,0.3475914979265509
ACH-000500,0.06528667938740869
ACH-000502,0.18376252090396406
ACH-000503,-0.0936875481178811
ACH-000505,0.12462543403660205
ACH-000507,-0.0486479509594032
ACH-000510,0.027233420859228887
ACH-000511,0.03013242252784216
ACH-000512,-0.032680108735861566
ACH-000516,0.013439483687048136
ACH-000517,0.2125068673500896
ACH-000518,0.0063179689109487645
ACH-000520,-0.07536486203776338
ACH-000521,0.10682310346936938
ACH-000522,0.07839089472468692
ACH-000524,0.0366859259620168
ACH-000527,0.18347554515552955
ACH-000528,0.02609234539246929
ACH-000537,0.07802908523043002
ACH-000541,0.08424714643964364
ACH-000542,0.14419386889203334
ACH-000544,0.08692200119052099
ACH-000545,0.031236038674507444
ACH-000547,0.27849731136703537
ACH-000548,0.21089207023959955
ACH-000549,0.012892089005323569
ACH-000550,0.37515175360474057
ACH-000552,0.0603894855988287
ACH-000556,0.057797679043352576
ACH-000557,-0.2128985452681811
ACH-000569,0.21009409121158648
ACH-000570,0.2251297880096152
ACH-000571,-0.03269868155145486
ACH-000573,0.1319414367186946
ACH-000576,-0.0071085270383676735
ACH-000579,0.12666210238906578
