,KXD1 (79036)
ACH-000323,-0.3931502394562763
ACH-000324,-0.20625716524142632
ACH-000329,-0.21561922411375212
ACH-000330,-0.2915372887524817
ACH-000331,-0.3522567440684988
ACH-000332,-0.2789934026718596
ACH-000334,-0.3038510605805296
ACH-000335,-0.23584554739735505
ACH-000336,-0.2793344256673997
ACH-000337,-0.24187459202694025
ACH-000338,0.16251625849478993
ACH-000339,-0.3254784808514383
ACH-000341,-0.3712923434115793
ACH-000348,-0.31678765418904903
ACH-000350,-0.1917025253597324
ACH-000352,-0.3808987262382481
ACH-000356,-0.4096486632005856
ACH-000361,-0.28002463177972825
ACH-000362,-0.4746783090923258
ACH-000363,-0.28610109716546583
ACH-000364,-0.3452006924951519
ACH-000365,-0.22431729922493335
ACH-000366,-0.4173548134973129
ACH-000368,-0.20378529001717152
ACH-000374,-0.5189888447116506
ACH-000375,-0.2543163937142657
ACH-000376,-0.19708157177512814
ACH-000381,-0.18715850100037865
ACH-000383,-0.2964226220388411
ACH-000387,-0.3749211850249794
ACH-000389,-0.2815368726304301
ACH-000390,-0.4516837035813093
ACH-000393,-0.3993173364264494
ACH-000395,-0.2378156520496333
ACH-000396,-0.13202450711403074
ACH-000397,-0.3869248474313115
ACH-000401,-0.5451401778126008
ACH-000402,-0.2351389551699471
ACH-000403,-0.3503623459103852
ACH-000404,-0.5920697335166435
ACH-000406,-0.3185038056167267
ACH-000407,-0.3109074261656541
ACH-000408,-0.3041948396806167
ACH-000410,-0.4029057920159209
ACH-000411,-0.2687295283825177
ACH-000414,-0.28088568170620914
ACH-000415,-0.3019456650373569
ACH-000416,-0.3295510874894424
ACH-000420,-0.4713399271768205
ACH-000421,-0.3157162409334164
ACH-000424,-0.3954692608923698
ACH-000425,-0.2730133744145543
ACH-000426,-0.22904805775347375
ACH-000427,-0.2530978844081768
ACH-000433,-0.4591888728644165
ACH-000435,-0.5417661223311326
ACH-000436,-0.6532356553707226
ACH-000444,-0.2780065905864723
ACH-000445,-0.4708258754122009
ACH-000448,-0.3178425708622282
ACH-000450,-0.6299780281892169
ACH-000452,-0.2890374722667701
ACH-000454,-0.7016161339388444
ACH-000458,-0.19429403488180227
ACH-000459,-0.2724252219390064
ACH-000460,-0.35532457259643524
ACH-000461,-0.35526744738012483
ACH-000463,-0.4319401620953697
ACH-000464,-0.2613259551779569
ACH-000466,-0.29341989952041203
ACH-000467,-0.16492947695688726
ACH-000468,-0.3111235845420347
ACH-000469,-0.4195980941262182
ACH-000470,-0.4376734515481051
ACH-000471,-0.34005540820471564
ACH-000472,-0.3265523016071695
ACH-000473,-0.3809530512177124
ACH-000475,-0.3401111526508569
ACH-000476,-0.35881585253666
ACH-000477,-0.39252221998114656
ACH-000479,-0.2522524159645673
ACH-000480,-0.3801724976732752
ACH-000481,-0.3160952789642251
ACH-000483,-0.2362804476353781
ACH-000484,-0.2803648406066852
ACH-000485,-0.362475860696663
ACH-000486,-0.19988335566954354
ACH-000487,-0.4029395104843773
ACH-000488,-0.16844552274803753
ACH-000490,-0.4749819616323493
ACH-000491,-0.2792367026959926
ACH-000495,-0.2402593104235331
ACH-000496,-0.5634865702313179
ACH-000499,-0.4801558227283749
ACH-000500,-0.5349845271377023
ACH-000502,-0.2863990170721093
ACH-000503,-0.22853734901738965
ACH-000505,-0.3539160398324155
ACH-000507,-0.4011375089674378
ACH-000510,-0.22570693070854295
ACH-000511,-0.2902316794240077
ACH-000512,-0.5546295510113639
ACH-000516,-0.21054799721259698
ACH-000517,-0.2918080392448682
ACH-000518,-0.504339474027936
ACH-000520,-0.3954064417308964
ACH-000521,-0.3257149753589628
ACH-000522,-0.3664273162767333
ACH-000524,-0.26686972522992336
ACH-000527,-0.3644123535132836
ACH-000528,-0.18301053654958585
ACH-000537,-0.3863468282405673
ACH-000541,-0.4784928315811113
ACH-000542,-0.28812581035104906
ACH-000544,-0.4324032737117495
ACH-000545,-0.3273994185844315
ACH-000547,-0.03272295408067001
ACH-000548,-0.48256874809160905
ACH-000549,-0.24389094633089825
ACH-000550,-0.2377715394775187
ACH-000552,-0.2149289073423852
ACH-000556,-0.2456473503959689
ACH-000557,-0.34371076253068256
ACH-000569,-0.8300904654006717
ACH-000570,-0.1725065873719376
ACH-000571,-0.3486539461163813
ACH-000573,-0.2320333322018459
ACH-000576,-0.20372043166363887
ACH-000579,-0.03604999190300199
ACH-000580,-0.47802397700029
ACH-000584,-0.2519842018632144
ACH-000585,-0.4526316421468761
ACH-000588,-0.27129292019331164
ACH-000589,-0.2648614127452497
ACH-000591,-0.3535439587668043
ACH-000593,-0.5180640220140694
ACH-000600,-0.28699959053242946
ACH-000601,-0.2787035180764301
ACH-000605,-0.4070176105025201
ACH-000606,-0.2182240020750974
ACH-000608,-0.34327832241539724
ACH-000614,-0.2141068844380752
ACH-000616,-0.2103657854712402
ACH-000618,-0.4465805717860615
ACH-000619,-0.2370336107589177
ACH-000620,-0.3463097286518617
ACH-000621,-0.43127277589837376
ACH-000622,-0.3498160403954982
ACH-000623,-0.28497892637325184
ACH-000624,-0.1870826100399375
ACH-000627,-0.2533033054509034
ACH-000630,-0.5628575172714826
ACH-000631,-0.4715896799711841
ACH-000632,-0.22363124827116196
ACH-000633,-0.3452452266967213
ACH-000637,-0.2983719512579843
ACH-000638,-0.3417289258351465
ACH-000646,-0.4319260255533248
ACH-000647,-0.2254166599799247
ACH-000648,-0.4939210318951484
ACH-000649,-0.4563813216346217
ACH-000651,-0.4084831716406562
ACH-000652,-0.3688214546692856
ACH-000653,-0.31680347714422896
ACH-000657,-0.40040548116155533
ACH-000658,-0.3902640750842503
ACH-000661,-0.4254048328993875
ACH-000662,-0.4364472951596681
ACH-000663,-0.34251778723696497
ACH-000665,-0.3417322438740042
ACH-000671,-0.4251168698499784
ACH-000672,-0.31604053739753946
ACH-000673,-0.18470697462459468
ACH-000676,-0.2541402605344861
ACH-000677,-0.3553728377308893
ACH-000681,-0.4784237461035133
ACH-000683,-0.3211703758479089
ACH-000684,-0.288180337099654
ACH-000688,-0.3610174863653057
ACH-000693,-0.33210105686412544
ACH-000694,-0.4689085016087831
ACH-000695,-0.2478829527917261
ACH-000696,-0.3065758054721752
ACH-000697,-0.30006391487428435
ACH-000699,-0.1792052438460119
ACH-000701,-0.3507887818028373
ACH-000706,-0.4760801078717901
ACH-000711,-0.2603627607870119
ACH-000713,-0.4463819463485483
ACH-000714,-0.02245080971526649
ACH-000718,-0.09787145493229928
ACH-000720,-0.3129974089432194
ACH-000721,-0.3680519132288185
ACH-000724,-0.473490096822435
ACH-000725,-0.5155436457124251
ACH-000732,-0.5214273908696395
ACH-000734,-0.2950217661493144
ACH-000735,-0.2060383412219856
ACH-000736,-0.3221358950627329
ACH-000738,-0.2019618820244823
ACH-000746,-0.3756770022642975
ACH-000747,-0.4318667818947366
ACH-000748,-0.3580347689393568
ACH-000753,-0.39747445320216457
ACH-000756,-0.20989107951434416
ACH-000757,-0.3684440241315911
ACH-000758,-0.25781820903802954
ACH-000760,-0.15559169699766076
ACH-000762,-0.27060821017427994
ACH-000763,-0.2619929256179301
ACH-000764,-0.4442808827534816
ACH-000765,-0.4995654062966485
ACH-000766,-0.4225967844013988
ACH-000767,-0.3720483024372032
ACH-000768,-0.3343748002575311
ACH-000769,-0.18452779961901847
ACH-000770,-0.2593271069013971
ACH-000771,-0.012754410093265844
ACH-000773,-0.13986910340675401
ACH-000776,-0.3390334726712907
ACH-000777,-0.18166113975555795
ACH-000778,-0.47144967590811604
ACH-000781,-0.28140983887416204
ACH-000782,-0.1808848962215857
ACH-000783,-0.15492127183958154
ACH-000784,-0.2793638909750377
ACH-000785,-0.33359300137104203
ACH-000787,-0.3003598088741174
ACH-000788,-0.3386837408217144
ACH-000791,-0.33333436861170485
ACH-000792,-0.3963320599306982
ACH-000794,-0.31442466351652953
ACH-000796,-0.44339973496472607
ACH-000798,-0.16766562550718248
ACH-000799,-0.3097813358963927
ACH-000800,-0.3675732992463236
ACH-000802,-0.3675356737456628
ACH-000804,-0.3145424553605018
ACH-000805,-0.7357823424557611
ACH-000809,-0.2948530230264307
ACH-000810,-0.3194677463661834
ACH-000811,-0.29069157139421337
ACH-000817,-0.4457738617664347
ACH-000819,-0.36786638994936427
ACH-000820,-0.2825635424090781
ACH-000821,-0.1943390146683692
ACH-000822,-0.3657440801085934
ACH-000823,-0.5596829695895519
ACH-000824,-0.21194158667920654
ACH-000827,-0.2723709616632952
ACH-000829,-0.4582295365483897
ACH-000831,-0.3573636790556291
ACH-000832,-0.3376280688999481
ACH-000833,-0.4907012278494194
ACH-000834,-0.4490568584241636
ACH-000835,-0.21336625996464406
ACH-000836,-0.5175757897540028
ACH-000837,-0.3123843339952113
ACH-000838,-0.4934680411931356
ACH-000839,-0.20411914582400487
ACH-000840,-0.3951229707330949
ACH-000841,-0.3475784290729512
ACH-000843,-0.5950897182552288
ACH-000846,-0.27445631289137745
ACH-000847,-0.2613697900240058
ACH-000848,-0.4784603946764202
ACH-000849,-0.3086819964786162
ACH-000851,-0.4496773094287966
ACH-000855,-0.21932438352964034
ACH-000856,-0.25838057561011674
ACH-000858,-0.2602403487861497
ACH-000859,-0.413741370862536
ACH-000861,-0.33944199690424603
ACH-000862,-0.1969671099775553
ACH-000865,-0.3986080277236968
ACH-000866,-0.19725496028685027
ACH-000867,-0.3634337515059845
ACH-000869,-0.5329917615583415
ACH-000872,-0.3752362275246516
ACH-000873,-0.21660839084193848
ACH-000876,-0.3681174980087028
ACH-000878,-0.475015442029049
ACH-000880,-0.31034209495716664
ACH-000881,-0.2096684827248277
ACH-000882,-0.45694980049957
ACH-000884,-0.10302695449697216
ACH-000885,-0.2904895469717467
ACH-000887,-0.4466045773717802
ACH-000889,-0.295047165422994
ACH-000896,-0.3680816149103128
ACH-000898,-0.23224447807461535
ACH-000900,-0.2945488930856213
ACH-000901,-0.2439090583576812
ACH-000905,-0.2503543879935489
ACH-000906,-0.2512237237348911
ACH-000907,-0.1849507970392261
ACH-000910,-0.1607200308214866
ACH-000911,-0.3250668601616634
ACH-000912,-0.2069059867318804
ACH-000913,-0.3464752549725473
ACH-000915,-0.3446252061099942
ACH-000916,-0.10110048319407593
ACH-000917,-0.7531428326396009
ACH-000920,-0.5272318419665298
ACH-000921,-0.2920005469021916
ACH-000924,-0.35128488135685754
ACH-000926,-0.17129728318636273
ACH-000928,-0.2583973494783546
ACH-000929,-0.26792983929760583
ACH-000932,-0.15553395549491994
ACH-000935,-0.3060965817330753
ACH-000936,-0.2398205101719363
ACH-000937,-0.1969966446162332
ACH-000938,-0.422672167419573
ACH-000939,-0.3765251597656136
ACH-000941,-0.5036574599251203
ACH-000943,-0.34834537823219913
ACH-000946,-0.3231403993515954
ACH-000947,-0.3015369861344289
ACH-000948,-0.3688629861025017
ACH-000950,-0.499495323558453
ACH-000953,-0.2725452155663576
ACH-000954,-0.2285405854125851
ACH-000957,-0.17624803062465974
ACH-000958,-0.5617149364693486
ACH-000960,-0.28354507287689257
ACH-000963,-0.1409757095180785
ACH-000968,-0.4070108756302114
ACH-000969,-0.3672038956634713
ACH-000972,-0.4466402238414309
ACH-000973,-0.121798045405506
ACH-000974,-0.2061112018114336
ACH-000978,-0.17890653488400518
ACH-000984,-0.3504217432701331
ACH-000986,-0.19092594557006687
ACH-000988,-0.21658252080354445
ACH-000993,-0.4340956388447226
ACH-000994,-0.17454983036951266
ACH-000996,-0.3587333335924825
ACH-001001,-0.37176907450727575
ACH-001020,-0.13291661550752973
ACH-001028,-0.37025341440752696
ACH-001031,-0.2756340083592003
ACH-001038,-0.2842003843969935
ACH-001048,-0.4407674457761513
ACH-001050,-0.523426941299894
ACH-001053,-0.397650024695778
ACH-001054,-0.29795327069285776
ACH-001061,-0.2762099445258712
ACH-001067,-0.5044550118725705
ACH-001075,-0.3919592560829044
ACH-001096,-0.3200620943326791
ACH-001111,-0.4885958122276328
ACH-001119,-0.3465109979041526
ACH-001128,-0.15794386780029554
ACH-001134,-0.3434231113253609
ACH-001151,-0.34390544269792545
ACH-001163,-0.20888317242109816
ACH-001164,-0.06309589941569227
ACH-001183,-0.21831628486752225
ACH-001192,-0.35038507162269394
ACH-001193,-0.004679433401074278
ACH-001196,-0.2838906507157887
ACH-001197,-0.4996398375227698
ACH-001205,-0.4197467644383879
ACH-001211,-0.29693299924635885
ACH-001212,-0.16669238141204284
ACH-001228,-0.26179867328793177
ACH-001232,-0.15252604519189436
ACH-001239,-0.17199646821300588
ACH-001270,-0.1853296757113515
ACH-001274,-0.39324331744826335
ACH-001275,-0.2948651586054987
ACH-001277,-0.1856803671359948
ACH-001278,-0.3634843159782969
ACH-001280,-0.2627014115985643
ACH-001283,-0.34505729436971205
ACH-001289,-0.16263731917289084
ACH-001300,-0.2225983872540804
ACH-001301,-0.4307107388677571
ACH-001302,-0.3033927074597809
ACH-001306,-0.4209502584299425
ACH-001318,-0.2943030257864964
ACH-001322,-0.2567912875206971
ACH-001328,-0.403309742798481
ACH-001332,-0.3271561541112015
ACH-001336,-0.25738958431898223
ACH-001346,-0.2195971645007904
ACH-001353,-0.3095348305775313
ACH-001354,-0.3404302794406885
ACH-001367,-0.7286664755101626
ACH-001368,-0.2880807763825181
ACH-001374,-0.4843646544503796
ACH-001377,-0.2548932020308995
ACH-001380,-0.4503023806700849
ACH-001391,-0.2901310432440572
ACH-001408,-0.3979096056628063
ACH-001430,-0.16854195821481294
ACH-001431,-0.4639105168190106
ACH-001450,-0.2784893829349802
ACH-001496,-0.8263680748346076
ACH-001500,-0.5185041881663465
ACH-001523,-0.2529877329472979
ACH-001532,-0.3046562959486546
ACH-001550,-0.4079619538857249
ACH-001552,-0.3805299730802316
ACH-001554,-0.6311101172861873
ACH-001654,-0.17277385730867062
ACH-001735,-0.3915717169029668
ACH-001736,-0.4087335098030479
ACH-001737,-0.025258123722953472
ACH-001740,-0.40551921534331137
ACH-001745,-0.32722640410175513
ACH-001765,-0.3539944761224161
