,APEH (327)
ACH-000004,-0.2159567545280926
ACH-000005,-0.01333862791711757
ACH-000007,-0.15346276131334785
ACH-000009,-0.002032921814075016
ACH-000011,-0.1539152857597644
ACH-000012,-0.2095708289511556
ACH-000013,-0.0683236719156916
ACH-000014,-0.08692726118862819
ACH-000015,-0.09261952030336977
ACH-000017,-0.03451546444677588
ACH-000018,-0.1926039617230649
ACH-000019,-0.19082660897569184
ACH-000021,-0.08762153302703173
ACH-000022,-0.054811408036403685
ACH-000025,-0.07425995171679353
ACH-000028,-0.1125082994782282
ACH-000030,-0.1646996035542404
ACH-000035,0.03596223060882413
ACH-000036,-0.2130119962252705
ACH-000037,-0.08604304500344959
ACH-000039,-0.11242620202254083
ACH-000040,-0.1146905938051683
ACH-000041,0.0076419451015178625
ACH-000042,-0.1837142078212852
ACH-000045,-0.12533167562423694
ACH-000047,-0.08117870298889822
ACH-000052,0.08035063685000604
ACH-000053,-0.18912465339176351
ACH-000054,-0.2700939951825489
ACH-000055,-0.13026780374297245
ACH-000060,-0.1914514007180562
ACH-000067,-0.1231496969588519
ACH-000070,-0.09374380447582976
ACH-000075,-0.18193824613974588
ACH-000078,-0.0984830720431624
ACH-000082,-0.07890560378857614
ACH-000085,-0.0348330875688198
ACH-000086,-0.16172815580304592
ACH-000087,-0.11008392863973344
ACH-000092,-0.18377172654756355
ACH-000095,-0.14828947146054747
ACH-000097,-0.1847732989928913
ACH-000098,-0.16693076907771556
ACH-000099,-0.07172462523080034
ACH-000108,-0.04996497347172341
ACH-000113,-0.098286565516142
ACH-000116,-0.19111036116351995
ACH-000118,-0.2767144165566726
ACH-000120,-0.16254103500282996
ACH-000123,-0.15280376022756606
ACH-000127,-0.16680759446987506
ACH-000128,-0.15474459852091138
ACH-000132,-0.04397350961039332
ACH-000133,-0.13756800826737967
ACH-000137,-0.08956956272497565
ACH-000138,-0.2301985114379929
ACH-000142,-0.16495220939369518
ACH-000143,-0.0006355594326415402
ACH-000146,-0.2283538088142056
