,CHMP4B (128866)
ACH-000004,-0.9783387194861176
ACH-000005,-1.0649725121996687
ACH-000007,-0.7315600077748261
ACH-000009,-0.243284757059332
ACH-000011,-1.0352451631251935
ACH-000012,-0.6326960774980083
ACH-000013,-0.9748467408836956
ACH-000014,-0.9587780683665436
ACH-000015,-1.0217588438586618
ACH-000017,-0.22883910259354565
ACH-000018,-0.6503192081236917
ACH-000019,-0.3886703305100112
ACH-000021,-0.4606008450717417
ACH-000022,-0.5484212173209997
ACH-000025,-0.986965582902046
ACH-000028,-0.4967609000430429
ACH-000030,-0.6847433222938095
ACH-000035,-0.7275056547730833
ACH-000036,-0.8228826292334177
ACH-000037,-0.27263176224498625
ACH-000039,-1.0437844709493924
ACH-000040,-0.8862526040443541
ACH-000041,-1.3453814843520349
ACH-000042,-0.8039716463655007
ACH-000045,-0.8097130459620527
ACH-000047,-0.6586584627682863
ACH-000052,-1.0017903819410598
ACH-000053,-0.9652040813268986
ACH-000054,-1.1355354560501398
ACH-000055,-0.9607416663758892
ACH-000060,-0.763060940356624
ACH-000067,-1.2023338411347608
ACH-000070,-0.7750870139456519
ACH-000075,-1.0575519023185318
ACH-000078,-1.1595150219787282
ACH-000082,-1.2909575151084136
ACH-000085,-0.6394696925970963
ACH-000086,-0.9948327437496888
ACH-000087,-1.0053893176369058
ACH-000092,-1.0662554783255915
ACH-000095,-1.0890596019622851
ACH-000097,-1.0528229769673467
ACH-000098,-0.6211829670136064
ACH-000099,-1.1395720611841007
ACH-000108,-1.0477133003081966
ACH-000113,-0.8774630718003865
ACH-000116,-0.338269547257494
ACH-000118,-0.6284774035893814
ACH-000120,-1.051556818033652
ACH-000123,-0.8905749673176337
ACH-000127,-0.9735232516085628
ACH-000128,-0.6476842205741283
ACH-000132,-1.0664054000173808
ACH-000133,-0.8028582625067221
ACH-000137,-1.0227609869552392
ACH-000138,-0.6933607214670506
ACH-000142,-0.5170738278955687
ACH-000143,-1.0025210230071422
ACH-000146,-1.1239326361374051
ACH-000148,-0.8868740029950491
ACH-000150,-1.077306321249227
ACH-000152,-1.0604029964234571
ACH-000153,-1.2880707850574522
ACH-000159,-0.6577694596435455
ACH-000160,-0.5180717701010606
ACH-000163,-0.9570640588270551
ACH-000167,-0.659202644377734
ACH-000168,-1.2061409998061732
ACH-000169,-1.119109867556562
ACH-000178,-0.7494406895506359
ACH-000183,-1.0060869611272334
ACH-000188,-0.9647324692786354
ACH-000189,-0.6905090978080194
ACH-000190,-0.8322899464638116
ACH-000198,-0.8540384749429304
ACH-000203,-1.1857312808881024
ACH-000204,-0.8681474159325279
ACH-000206,-0.4409747074712135
ACH-000207,-0.6745685059035045
ACH-000208,-0.4749880227766548
ACH-000210,-0.5757698115953159
ACH-000211,-0.9363303251475132
ACH-000215,-0.9696285485732088
ACH-000221,-0.9822838379671588
ACH-000222,-0.3328759583708251
ACH-000223,-0.5206634190646331
ACH-000226,-0.7877289781438077
ACH-000227,-1.6379958095710805
ACH-000228,-0.5535555177380698
