,CCKBR (887)
ACH-000004,0.08449943726712493
ACH-000005,0.3100970689356945
ACH-000007,-0.16638614250107026
ACH-000009,0.01435967317778509
ACH-000011,-0.08350461310466797
ACH-000012,0.041712715221007564
ACH-000013,0.004495215469495767
ACH-000014,-0.16075593748321784
ACH-000015,0.06303933345514419
ACH-000017,-0.06646408987713036
ACH-000018,-0.18942567442684152
ACH-000019,-0.032043069936048066
ACH-000021,-0.05893159143630927
ACH-000022,-0.19617965776965715
ACH-000025,-0.04588291305523385
ACH-000028,-0.19303970337583776
ACH-000030,-0.0843288638531843
ACH-000035,-0.05784123337269425
ACH-000036,0.10056657923829022
ACH-000037,-0.12918593109305915
ACH-000039,-0.10714239584024993
ACH-000040,-0.04224083497183839
ACH-000041,-0.09409045387474993
ACH-000042,-0.17983055013348812
ACH-000045,0.02558225042732315
ACH-000047,-0.025507947321888637
ACH-000052,-0.07190412910254393
ACH-000053,-0.08766061980090308
ACH-000054,0.007406977312107377
ACH-000055,-0.00645265366505916
ACH-000060,0.10493948377196598
ACH-000067,-0.02662124884243721
ACH-000070,-0.2016793473476099
ACH-000075,-0.06599733912806025
ACH-000078,0.01905099331190689
ACH-000082,0.03387644153914825
ACH-000085,-0.17893696515220334
ACH-000086,0.016527594597346866
ACH-000087,-0.08939739481514937
ACH-000092,0.041916945743531706
ACH-000095,0.00107071699150155
ACH-000097,-0.0914058471425643
ACH-000098,-0.032157745540001975
ACH-000099,-0.03496385229408645
ACH-000108,-0.13643302649967548
ACH-000113,0.10774172527237244
ACH-000116,0.008700384613069587
ACH-000118,-0.10915761619608899
ACH-000120,-0.02896508110758518
ACH-000123,-0.004842634648621579
ACH-000127,-0.017573599185459556
ACH-000128,0.02020949249392315
ACH-000132,0.06380890528398421
ACH-000133,-0.011204795206808095
ACH-000137,-0.09874527980732907
ACH-000138,-0.0753592086892189
ACH-000142,-0.03890675904742251
ACH-000143,-0.28914163462365017
ACH-000146,0.05060629831636086
ACH-000148,-0.027286592453347462
ACH-000150,-0.0637401605691829
ACH-000152,-0.07185153701331254
ACH-000153,0.02347182269881595
ACH-000159,0.01919127688291554
ACH-000160,-0.1442585480188296
ACH-000163,-0.03796894265695881
ACH-000167,-0.11937727943991296
ACH-000168,0.01775263253349185
ACH-000169,-0.226995261907788
ACH-000178,-0.05574369653038225
ACH-000183,0.039382324979812616
ACH-000188,-0.02900525726118935
ACH-000189,-0.24505774216872184
ACH-000190,0.051254691289454465
ACH-000198,0.06753459601377469
ACH-000203,0.4122766047669394
ACH-000204,-0.14842448408430298
ACH-000206,-0.033200917412556166
ACH-000207,0.07122625475239525
ACH-000208,-0.3243688921396589
ACH-000210,-0.0502423170845596
ACH-000211,-0.08536547816021592
ACH-000215,-0.0208395643278771
ACH-000221,0.001982881362232554
ACH-000222,-0.10658527340793728
ACH-000223,-0.0844291396972817
ACH-000226,-0.01697995841413779
ACH-000227,-0.05705347627029673
ACH-000228,-0.007419483327256975
ACH-000231,0.06410347434609744
ACH-000232,-0.07517169705686272
ACH-000233,-0.02384599135968869
ACH-000234,-0.04784465170414202
ACH-000235,0.029928603432199174
ACH-000237,-0.12228800012331845
ACH-000238,-0.1926116647924822
ACH-000242,0.02847419636430925
ACH-000243,-0.11531596772442675
ACH-000244,0.2548630744703547
ACH-000246,-0.08098347729377448
ACH-000248,0.07060456776611082
ACH-000250,-0.04617349117012992
ACH-000251,0.1534467809151947
ACH-000252,-0.1992578953945197
ACH-000253,-0.007034100090402552
ACH-000255,0.06045255781918541
ACH-000256,-0.1477890938454334
ACH-000257,-0.014872445683800426
ACH-000258,-0.05598584108643969
ACH-000259,-0.06228439429696823
ACH-000260,-0.05576095924328229
ACH-000261,-0.12970423369509826
ACH-000262,-0.05926503207984861
ACH-000263,0.13882144682057654
ACH-000264,0.043700851066519435
ACH-000265,-0.024791961312404843
ACH-000266,-0.031036776146188137
ACH-000272,-0.023060692619207467
ACH-000274,0.06574000047527616
ACH-000277,-0.043152961051916634
ACH-000278,-0.107062328701149
ACH-000279,-0.024011090984467083
ACH-000280,-0.0754477831092963
ACH-000281,-0.2018816539482596
ACH-000288,0.025937234111947902
ACH-000291,-0.05283471933681677
ACH-000293,0.014523876384041541
ACH-000294,0.1974874594809964
ACH-000295,0.04547274594527306
ACH-000296,-0.1929338070349805
ACH-000302,0.006633547064373216
ACH-000304,0.3035827031393177
ACH-000307,-0.1407312434897723
ACH-000308,-0.08677923204306293
ACH-000310,-0.0018562060157085454
ACH-000311,-0.12652057350738266
ACH-000312,-0.15782394730180796
ACH-000315,-0.04925493311719531
ACH-000316,0.05929450071340366
ACH-000317,0.05580620044924775
ACH-000318,-0.19030513559663886
ACH-000319,-0.12412738893758443
ACH-000320,-0.04199742225548524
ACH-000322,-0.1903595164696122
ACH-000323,-0.31849913555857035
ACH-000324,-0.013694147705404962
ACH-000329,-0.03575625949495796
ACH-000330,0.11698068677820787
ACH-000331,-0.06602952210582967
ACH-000332,-0.029455185090580774
ACH-000334,0.0458992401367553
ACH-000335,-0.09640344888006358
ACH-000336,-0.12687576355497454
ACH-000337,0.04650494750193169
ACH-000338,-0.23241265069810196
ACH-000339,-0.05126667184282392
ACH-000341,-0.01734081020124058
ACH-000348,-0.04514307203297695
ACH-000350,-0.014088794180851568
ACH-000352,-0.2065357997222864
ACH-000356,-0.2019353001369781
ACH-000361,-0.03805315035661518
ACH-000362,0.14113130378512312
ACH-000363,-0.05327589803639942
ACH-000364,-0.15625309265804666
ACH-000365,-0.13341213630024654
ACH-000366,-0.04421564579554624
ACH-000368,-0.06369879437171022
ACH-000374,-0.0888153417991441
ACH-000375,-0.2262902345198031
ACH-000376,0.10529633665797826
ACH-000381,-0.06663716194528835
ACH-000383,-0.01981791636009605
ACH-000387,0.0721646247968171
ACH-000389,-0.03465535313475303
ACH-000390,-0.04232458736165882
ACH-000393,-0.19577745171434616
ACH-000395,0.1277965176044033
ACH-000396,-0.0905118707830288
ACH-000397,-0.08111994688749638
ACH-000401,-0.024231516199543102
ACH-000402,0.3732240280832652
ACH-000403,-0.0396376924050224
ACH-000404,-0.23504813046248604
ACH-000406,-0.043464052041757184
ACH-000407,0.044798715337746535
ACH-000408,-0.19470607628246192
ACH-000410,-0.10831250230055572
ACH-000411,0.010906816577252
ACH-000414,-0.11778533109959065
ACH-000415,0.08126311708946607
ACH-000416,-0.04777466888277942
ACH-000420,-0.14654382788589462
ACH-000421,-0.10752123226591026
ACH-000424,0.040213055290799965
ACH-000425,-0.051090303130934704
ACH-000426,-0.16436682653009166
ACH-000427,-0.11081795800314752
