,MYEOV2 (150678)
ACH-000004,-0.29041747808844115
ACH-000005,-0.5687059788746934
ACH-000007,-0.32546743685922697
ACH-000009,-0.3769278402804456
ACH-000011,-0.4120802061151525
ACH-000012,-0.3833925772701607
ACH-000013,-0.20960584934192286
ACH-000014,-0.3373473707141602
ACH-000015,-0.35593601520538903
ACH-000017,-0.5329864092589918
ACH-000018,-0.1954481003693636
ACH-000019,-0.20320175433453164
ACH-000021,-0.3469346307083028
ACH-000022,-0.4069475642868668
ACH-000025,-0.15718819678624654
ACH-000028,-0.0868654642501768
ACH-000030,-0.1806420329479419
ACH-000035,-0.1098842043290382
ACH-000036,-0.6151491741650978
ACH-000037,-0.3790566066854513
ACH-000039,-0.11234696380185692
ACH-000040,-0.390675869881466
ACH-000041,-0.499329099046386
ACH-000042,-0.33983077842497483
ACH-000045,-0.4216870892908512
ACH-000047,-0.3394122157124962
ACH-000052,-0.664987833415006
ACH-000053,-0.3310629977793901
ACH-000054,-0.2778148108459513
ACH-000055,-0.4614972435550432
ACH-000060,-0.27386219582979204
ACH-000067,-0.5514903179833508
ACH-000070,-0.2655861244557617
ACH-000075,-0.5245067525286862
ACH-000078,-0.3913762666532985
ACH-000082,-0.33094500800444304
ACH-000085,-0.2509662265775336
ACH-000086,-0.3778248261858758
ACH-000087,-0.2851719026279293
ACH-000092,-0.4509112609455435
ACH-000095,-0.26122242042410465
ACH-000097,-0.4767876515494086
ACH-000098,-0.3263535317431876
ACH-000099,-0.5908043180336368
ACH-000108,-0.19487752193451427
ACH-000113,-0.16549693744103752
ACH-000116,-0.3961300821545559
ACH-000118,-0.22573310561798726
ACH-000120,-0.21925156175981544
ACH-000123,-0.2550908836869555
ACH-000127,-0.26725376065676243
ACH-000128,-0.13279232089962847
ACH-000132,-0.3074991191015961
ACH-000133,-0.5431429694170375
ACH-000137,-0.08423640372200653
ACH-000138,-0.34346213349961496
ACH-000142,-0.3890797576478721
ACH-000143,-0.2868571941248781
ACH-000146,-0.3255740801413189
ACH-000148,-0.2304781463180337
ACH-000150,-0.3909230477539923
ACH-000152,-0.25687987281684904
ACH-000153,-0.36535386068313547
ACH-000159,-0.3687570507413332
ACH-000160,-0.3311290636833572
ACH-000163,-0.29209866707389825
ACH-000167,-0.7456994952960189
ACH-000168,-0.5622979123750652
ACH-000169,-0.4104110339926651
ACH-000178,-0.3099887896486253
ACH-000183,-0.0821884334410877
ACH-000188,-0.330641909603522
ACH-000189,-0.4507746553870414
ACH-000190,-0.46259330197751597
ACH-000198,0.05626507119218118
ACH-000203,-0.3207344451950687
ACH-000204,-0.13043470792278558
ACH-000206,-0.4072081322908488
ACH-000207,0.02308669866161441
ACH-000208,-0.22454579855014126
ACH-000210,-0.060933327472311914
ACH-000211,-0.2874062514552812
ACH-000215,-0.2970440696549026
ACH-000221,-0.1805086677107967
ACH-000222,-0.03826099792958287
ACH-000223,-0.4716354968905989
ACH-000226,-0.1821781276749471
ACH-000227,-0.316177775179288
ACH-000228,-0.2730840806240335
ACH-000231,-0.3814943380716346
ACH-000232,-0.2747336601415545
ACH-000233,-0.4515827234900235
ACH-000234,-0.5514777368365337
ACH-000235,-0.2058454075295083
ACH-000237,-0.428049229539141
ACH-000238,-0.05067227689104526
ACH-000242,-0.2360275765999212
ACH-000243,-0.2413853463315373
ACH-000244,-0.4188014467899133
ACH-000246,-0.22013263808660227
ACH-000248,-0.30749379298179275
ACH-000250,-0.5156384926655417
ACH-000251,-0.3749968206379467
ACH-000252,-0.35669868398417937
ACH-000253,-0.1927776990134871
ACH-000255,-0.21717875930572594
ACH-000256,-0.2727796524713346
ACH-000257,-0.20652147675201016
ACH-000258,-0.3936612992505825
ACH-000259,-0.5147227780942606
ACH-000260,-0.2778215718805926
ACH-000261,-0.3754473487494853
ACH-000262,-0.4771512543265242
ACH-000263,-0.16909542509661912
ACH-000264,-0.25745104728786977
ACH-000265,-0.37023555141599335
ACH-000266,-0.24500034941867455
ACH-000272,-0.17990787424692434
ACH-000274,-0.4005594948720589
ACH-000277,-0.5015439476644182
ACH-000278,-0.4101768253662413
ACH-000279,-0.19143093269599454
ACH-000280,-0.044686405446567865
ACH-000281,-0.4099890616332533
ACH-000288,-0.4097806505566165
ACH-000291,-0.34725975388995617
ACH-000293,-0.3482612978182952
ACH-000294,-0.4159119684249936
ACH-000295,-0.13101625066484962
ACH-000296,-0.2970359462392447
ACH-000302,-0.39793849246833
ACH-000304,-0.35573885570527475
ACH-000307,-0.20362810786145816
ACH-000308,-0.4093130374557256
ACH-000310,-0.4071455332110525
ACH-000311,-0.34740193327397023
ACH-000312,-0.3153132435532669
ACH-000315,-0.17972513531615367
ACH-000316,-0.4688245326214336
ACH-000317,-0.4607943829924422
ACH-000318,-0.16929846690101374
ACH-000319,-0.2554110615846681
ACH-000320,-0.050517536919871465
ACH-000322,-0.2912321712819388
ACH-000323,-0.3046569472861165
ACH-000324,-0.3314935245080829
ACH-000329,-0.3051092318915417
ACH-000330,-0.19971396452798784
ACH-000331,-0.3116421026738899
ACH-000332,-0.2601643129956387
ACH-000334,-0.2228782684214837
ACH-000335,-0.1623140039308232
ACH-000336,-0.4192120870273993
ACH-000337,-0.3603975346020184
ACH-000338,0.3776501845619325
ACH-000339,-0.2879429443227754
ACH-000341,-0.4104872944598241
ACH-000348,-0.4222997585376068
ACH-000350,-0.5201344155890103
ACH-000352,-0.319224086533639
ACH-000356,-0.4148540565629665
ACH-000361,-0.3917445138763439
ACH-000362,-0.3745152168998877
ACH-000363,-0.2958956672923785
ACH-000364,-0.16467795085945713
ACH-000365,-0.2325904959413205
ACH-000366,-0.246640463218725
ACH-000368,-0.29901657218488703
ACH-000374,-0.23646686310044165
ACH-000375,-0.5579912172516994
ACH-000376,-0.3940212165587981
ACH-000381,-0.3948376150645871
ACH-000383,-0.3532246211245152
ACH-000387,-0.12584847421571235
ACH-000389,-0.22517970669107207
ACH-000390,-0.5041521820154267
ACH-000393,-0.2582327249300115
ACH-000395,-0.1736694338696181
ACH-000396,-0.0702780955669959
ACH-000397,-0.4128143150965479
ACH-000401,-0.22769678835400425
ACH-000402,0.048881634106634236
ACH-000403,-0.3538646282700009
ACH-000404,-0.5104861939921184
ACH-000406,-0.14824082463098798
ACH-000407,-0.3737814719924215
ACH-000408,-0.2770168160473143
ACH-000410,-0.4425352547846257
ACH-000411,-0.2151773212550712
ACH-000414,-0.4376002484435673
ACH-000415,-0.3706293037917127
ACH-000416,-0.30204786617479845
ACH-000420,-0.35608068584028
ACH-000421,-0.32643928087872204
ACH-000424,-0.524389111230947
ACH-000425,-0.2764178028094127
ACH-000426,0.22338002140886384
ACH-000427,-0.5437866983715794
ACH-000433,-0.08705605944428031
ACH-000435,-0.13045613360989827
ACH-000436,-0.3388401314254497
ACH-000444,-0.1864829158215128
ACH-000445,-0.22347475246821302
ACH-000448,-0.3402289040102117
ACH-000450,-0.2738577443355998
ACH-000452,-0.20478704891167407
ACH-000454,-0.5182187856464382
ACH-000458,-0.3185382051677471
ACH-000459,-0.4049263925419156
ACH-000460,-0.18466284437462255
ACH-000461,-0.4310092208005352
ACH-000463,-0.31037394636518456
ACH-000464,-0.34701311085090825
ACH-000466,-0.2811947572803314
ACH-000467,-0.4671605344673731
ACH-000468,-0.2775092713094105
ACH-000469,-0.3111636586999163
ACH-000470,-0.45709182288561
ACH-000471,-0.2656842208468507
ACH-000472,-0.17387278393451258
ACH-000473,-0.24577070248372135
ACH-000475,-0.4306218538583152
ACH-000476,-0.3519661990434186
ACH-000477,-0.1337827034266723
ACH-000479,-0.5268527889320165
ACH-000480,-0.11694811632385277
ACH-000481,-0.474199938202132
ACH-000483,-0.7025988534676809
ACH-000484,-0.3607360619289288
ACH-000485,-0.27492132753650594
ACH-000486,-0.2645434566717672
ACH-000487,-0.26992215005054193
ACH-000488,-0.4458603686347746
ACH-000490,-0.16162064246136038
ACH-000491,-0.2429337106263991
ACH-000495,-0.4077867420960485
ACH-000496,-0.38557680990425214
ACH-000499,-0.3817452826738936
ACH-000500,-0.05694284413586177
ACH-000502,-0.268232869337074
ACH-000503,-0.15320813151614715
ACH-000505,-0.29513052981023874
ACH-000507,-0.4821334382318387
ACH-000510,-0.3558038139400338
ACH-000511,-0.2562798933962174
ACH-000512,-0.3366063256748471
ACH-000516,-0.10519739249271576
ACH-000517,-0.4045970625123724
ACH-000518,-0.2955892515428879
ACH-000520,-0.2716654376043619
ACH-000521,-0.4255109250136737
ACH-000522,-0.3138075611086624
ACH-000524,-0.3927309940877954
ACH-000527,-0.15151757671584118
ACH-000528,-0.2443291142443435
ACH-000537,-0.032553318247055554
ACH-000541,-0.02433366622279769
ACH-000542,-0.20017467522956844
ACH-000544,-0.2042157244971525
ACH-000545,-0.17024382277037145
ACH-000547,-0.4929740601627441
ACH-000548,-0.2918121661367041
ACH-000549,-0.2562841513576443
ACH-000550,-0.2840936470103388
ACH-000552,-0.4204205811508735
ACH-000556,-0.3778068983048104
ACH-000557,-0.3166512376935671
ACH-000569,-0.15670619868693791
ACH-000570,-0.2233724043232318
ACH-000571,-0.30607428924909397
ACH-000573,-0.26446892562312163
ACH-000576,-0.2076560724234599
ACH-000579,-0.25531259550843644
ACH-000580,-0.2939895278576083
ACH-000584,-0.36637242497849626
ACH-000585,-0.3809346830751648
ACH-000588,-0.16489985864016546
ACH-000589,-0.2895222998180648
ACH-000591,-0.2275635422342608
ACH-000593,-0.3821101558445914
ACH-000600,-0.15450123745052066
ACH-000601,-0.3105058530098199
ACH-000605,-0.2260088939489201
ACH-000606,-0.4796644004709317
ACH-000608,-0.35235974828394523
ACH-000614,-0.3082097362086733
ACH-000616,-0.4682461148565757
ACH-000618,-0.2033200697467784
ACH-000619,-0.31851587511955515
ACH-000620,-0.0791448008229457
ACH-000621,-0.2835879357933737
ACH-000622,-0.486394105929622
ACH-000623,-0.4048542763014093
ACH-000624,-0.4863222778622439
ACH-000627,-0.3717410315899196
ACH-000630,-0.1761927363262268
ACH-000631,-0.024982715763682446
ACH-000632,-0.20978088811350604
ACH-000633,-0.3002532093497757
ACH-000637,-0.5420271958463838
ACH-000638,-0.31144194712591544
ACH-000646,-0.03474196122334868
ACH-000647,-0.3799001374123668
ACH-000648,-0.4580536095533506
ACH-000649,-0.21874362896480729
ACH-000651,-0.2689355572691089
ACH-000652,-0.15648236864181184
ACH-000653,-0.3670984986956747
ACH-000657,-0.31785173737950106
ACH-000658,-0.14203287824762648
ACH-000661,-0.14240198986018082
ACH-000662,-0.4838046965741446
ACH-000663,-0.20063059476783504
ACH-000665,-0.30881461622857936
ACH-000671,-0.41187134485449306
ACH-000672,-0.38502621781554175
ACH-000673,-0.2839812430401845
ACH-000676,-0.3273609476745448
ACH-000677,-0.3851746697169431
ACH-000681,-0.3751179971348933
ACH-000683,-0.3792074849400593
ACH-000684,-0.2452505271530145
ACH-000688,-0.1934414678336624
ACH-000693,-0.3139865057229754
ACH-000694,-0.2761528340321473
ACH-000695,-0.22883816440947485
ACH-000696,-0.2542102696773564
ACH-000697,-0.2040875468342896
ACH-000699,-0.386182460941611
ACH-000701,-0.3095373969168622
ACH-000706,-0.15882004588763882
ACH-000711,-0.4029497810779034
ACH-000713,-0.23799554947679555
ACH-000714,-0.42092704679196413
ACH-000718,-0.35874212873483113
ACH-000720,-0.3573746356300132
ACH-000721,-0.29244108821056475
ACH-000724,-0.17209056242634754
ACH-000725,-0.33251576411926864
ACH-000732,-0.4931524169193235
ACH-000734,-0.3714990207131764
ACH-000735,-0.1964551465964421
ACH-000736,-0.31864461419258266
ACH-000738,-0.2387933672204181
ACH-000746,-0.5200903778901428
ACH-000747,-0.19967695999309887
ACH-000748,-0.29254179759300103
ACH-000753,-0.429523621964288
ACH-000756,-0.3929837506247698
ACH-000757,-0.2370702753854813
ACH-000758,-0.3389931878625801
ACH-000760,-0.38245386152346
ACH-000762,0.0014448831986358115
ACH-000763,-0.3627396658410821
ACH-000764,-0.4413848237226979
ACH-000765,-0.3821964443521563
ACH-000766,-0.35157115567315866
ACH-000767,-0.5564649047617254
ACH-000768,-0.09646302094688028
ACH-000769,-0.2186088410176667
ACH-000770,-0.3225591954824685
ACH-000771,-0.4543563772285644
ACH-000773,-0.6071843811387352
ACH-000776,-0.488610360642082
ACH-000777,-0.0441699426354346
ACH-000778,-0.2038333578886164
ACH-000781,-0.3851290789220548
ACH-000782,-0.18818128060184436
ACH-000783,-0.261037668493228
ACH-000784,-0.2951285184154165
ACH-000785,-0.2875401824287548
ACH-000787,-0.549357278182358
ACH-000788,-0.2547884976534905
ACH-000791,-0.3041498828571312
ACH-000792,-0.26036526460895104
ACH-000794,-0.14181280510531555
ACH-000796,-0.3580009675187873
ACH-000798,-0.12644887331015178
ACH-000799,-0.25845062264639
ACH-000800,-0.6070940809506159
ACH-000802,-0.3313645516852097
ACH-000804,-0.7035399967045076
ACH-000805,-0.09317392407257373
ACH-000809,-0.3469268690167309
ACH-000810,-0.1125305009582186
ACH-000811,-0.4141063927585941
ACH-000817,-0.14040413747715544
ACH-000819,-0.01888644067084737
ACH-000820,-0.2699616519758804
ACH-000821,-0.046034312876607794
ACH-000822,-0.3912393502965016
ACH-000823,-0.22384120136310515
ACH-000824,-0.35554927326392183
ACH-000827,-0.4608245154732278
ACH-000829,-0.27558347028408753
ACH-000831,-0.27928461273971866
ACH-000832,-0.2506487134616328
ACH-000833,-0.5246697932697129
ACH-000834,-0.1667747233408956
ACH-000835,-0.2699465891068529
ACH-000836,-0.4161663847002831
ACH-000837,-0.2510141798556397
ACH-000838,-0.27932602812077906
ACH-000839,-0.2963226447673989
ACH-000840,-0.456001947525286
ACH-000841,-0.2269525692879205
ACH-000843,-0.3385391625458261
ACH-000846,-0.2107736611543282
ACH-000847,-0.3685034152335788
ACH-000848,-0.1719365266751229
ACH-000849,-0.3588722339328266
ACH-000851,-0.3639870391120105
ACH-000855,-0.3782463995752014
ACH-000856,-0.06548410118193221
ACH-000858,-0.3969015503561437
ACH-000859,-0.4498468224492853
ACH-000861,-0.1870709487151312
ACH-000862,-0.25723244451211275
ACH-000865,-0.4162093727717181
ACH-000866,-0.2392464123804353
ACH-000867,-0.3733778985795632
ACH-000869,-0.2766842978090365
ACH-000872,-0.3293911338535054
ACH-000873,0.03627796385063903
ACH-000876,-0.27169021042660024
ACH-000878,-0.4194236982324004
ACH-000880,-0.2601036313426586
ACH-000881,-0.3629494367624774
ACH-000882,-0.4049377330834669
ACH-000884,-0.25274674616287124
ACH-000885,-0.19260548483169732
ACH-000887,-0.3994788594408051
ACH-000889,-0.3482926198302909
ACH-000896,-0.1714987870484067
ACH-000898,-0.21736631923999786
ACH-000900,-0.1651626247947304
ACH-000901,-0.2701402194055293
ACH-000905,-0.2719741540648252
ACH-000906,-0.3291093804598709
ACH-000907,-0.4948438532505364
ACH-000910,-0.2230449855861008
ACH-000911,-0.23328459932120596
ACH-000912,-0.3910516710787153
ACH-000913,-0.4438886524237192
ACH-000915,-0.2919219287639572
ACH-000916,-0.35913112276412945
ACH-000917,-0.3598197810920715
ACH-000920,-0.4162888835125708
ACH-000921,-0.3958174191727879
ACH-000924,-0.3481522640745488
ACH-000926,-0.273278951912087
ACH-000928,-0.4150024773150865
ACH-000929,-0.6651894349361704
ACH-000932,-0.0854142666996615
ACH-000935,-0.40406132009808654
ACH-000936,-0.1581215400999573
ACH-000937,-0.25287085558102834
ACH-000938,-0.34745303684743384
ACH-000939,-0.21531839432974026
ACH-000941,-0.3000973663813773
ACH-000943,-0.20552357185302106
ACH-000946,-0.2451431984167209
ACH-000947,-0.3135839600291009
ACH-000948,-0.2758187095525905
ACH-000950,-0.4435867921873323
ACH-000953,-0.357191621629114
ACH-000954,-0.3358027456058097
ACH-000957,-0.3398345790280121
ACH-000958,-0.12141090292401342
ACH-000960,-0.2681678217220537
ACH-000963,-0.37644825119458
ACH-000968,-0.461843953229445
ACH-000969,-0.2819723486486914
ACH-000972,-0.14628545542101842
ACH-000973,-0.27944101138273353
ACH-000974,-0.3911134629771271
ACH-000978,-0.3903946323441222
ACH-000984,-0.3586551249006694
ACH-000986,-0.358353659867016
ACH-000988,-0.10729027715371366
ACH-000993,-0.20050431644765776
ACH-000994,-0.35529485353109586
ACH-000996,-0.37932215119157536
ACH-001001,-0.3584193451160049
ACH-001020,-0.0025768935864164053
ACH-001028,-0.2239250073664577
ACH-001031,-0.5521883701344547
ACH-001038,-0.29827583613385944
ACH-001048,-0.27721364073651195
ACH-001050,-0.18500471431446924
ACH-001053,-0.2075193358450453
ACH-001054,-0.2930701265927545
ACH-001061,-0.16125435081669956
ACH-001067,-0.3676544939953705
ACH-001075,-0.23436614897238345
ACH-001096,-0.5309346286104394
ACH-001111,-0.5715890760221124
