,EID2B (126272)
ACH-000004,-0.23304697919014736
ACH-000005,-0.0871933935234153
ACH-000007,-0.06091703640345221
ACH-000009,-0.2644633926538821
ACH-000011,-0.06757630522313703
ACH-000012,-0.37008107688692304
ACH-000013,-0.647185930120166
ACH-000014,-0.30643597311340626
ACH-000015,-0.2780385707959658
ACH-000017,-0.05635059935036092
ACH-000018,-0.07184250199447212
ACH-000019,-0.07922602501310066
ACH-000021,-0.25767649365927353
ACH-000022,-0.2459457607521217
ACH-000025,0.05501250166533238
ACH-000028,-0.1648050578392498
ACH-000030,-0.19665424591389533
ACH-000035,-0.2443627579562039
ACH-000036,-0.29342137148863096
ACH-000037,-0.12477085062655635
ACH-000039,-0.16936241709395575
ACH-000040,-0.07586149678416752
ACH-000041,-0.1747260212788876
ACH-000042,-0.13698027085623787
ACH-000045,-0.21616151007994214
ACH-000047,-0.2405763499079161
ACH-000052,-0.09793404453339526
ACH-000053,-0.25895845842763043
ACH-000054,-0.17688318767055586
ACH-000055,-0.2116238067367358
ACH-000060,0.02883166963216308
ACH-000067,-0.17090181279256444
ACH-000070,-0.1433375892471337
ACH-000075,-0.4620269996577396
ACH-000078,-0.17134025844091644
ACH-000082,-0.15532427014820535
ACH-000085,-0.004020429106784021
ACH-000086,-0.13972934691267194
ACH-000087,-0.14577055080650195
ACH-000092,-0.16582339090773449
ACH-000095,-0.17784273766663738
ACH-000097,-0.16679275608879018
ACH-000098,-0.3521888579062657
ACH-000099,-0.2145649407592865
ACH-000108,-0.21224745375975573
ACH-000113,-0.1876334047793232
ACH-000116,-0.1811984603643319
ACH-000118,-0.2747307702533165
ACH-000120,-0.1267274696044913
ACH-000123,-0.1729755763198503
ACH-000127,-0.15895938766287335
ACH-000128,-0.10207439863426446
ACH-000132,-0.15696180426976952
ACH-000133,-0.21410949853933664
ACH-000137,-0.5146184516663024
ACH-000138,-0.2071418516788583
ACH-000142,-0.17523207930711324
ACH-000143,-0.10777868831948148
ACH-000146,-0.23938508336746794
ACH-000148,-0.08173776456600207
ACH-000150,-0.233626627364872
ACH-000152,-0.19868183535983736
ACH-000153,-0.3455699664417132
ACH-000159,-0.08577538797351762
ACH-000160,-0.204953403407192
ACH-000163,-0.08656647361664094
ACH-000167,-0.4223893237530536
ACH-000168,0.03988578763118195
ACH-000169,-0.08800717318725228
ACH-000178,-0.2264389429852334
ACH-000183,-0.2602691555471433
ACH-000188,-0.004648582340909741
ACH-000189,-0.208922215049898
ACH-000190,-0.07738928871232376
ACH-000198,-0.247998472797185
