,HIST1H2BH (8345)
ACH-000004,-0.2372996837157953
ACH-000005,-0.08050176063670318
ACH-000007,-0.17278602182304165
ACH-000009,-0.17309019079879148
ACH-000011,-0.49715175100383
ACH-000012,-0.046167916239475526
ACH-000013,-0.08184834986289738
ACH-000014,-0.20983203427885733
ACH-000015,0.048322481470007284
ACH-000017,-0.0673197062649375
ACH-000018,-0.0788577384319749
ACH-000019,-0.1560348830640744
ACH-000021,-0.04234933456680863
ACH-000022,-0.014274722415599718
ACH-000025,-0.00784727026694864
ACH-000028,-0.2690980003054393
ACH-000030,-0.20698283412875748
ACH-000035,-0.34886717733006073
ACH-000036,-0.18998653533077034
ACH-000037,-0.0466655281853649
ACH-000039,-0.18024416647100652
ACH-000040,-0.1689861296518369
ACH-000041,-0.18169579087378387
ACH-000042,-0.1007026867587459
ACH-000045,-0.3486823871674345
ACH-000047,-0.06300373252571717
ACH-000052,0.04334350431097316
ACH-000053,-0.10007206716270206
ACH-000054,-0.2222522343225688
ACH-000055,-0.003642433113500913
ACH-000060,-0.1537502999172337
ACH-000067,-0.21150946747992005
ACH-000070,-0.15342668894917846
ACH-000075,-0.26502618391919186
ACH-000078,-0.3040036988466117
ACH-000082,-0.2899992462549364
ACH-000085,-0.11228378166015564
ACH-000086,-0.21096745543103626
ACH-000087,-0.17880786826154255
ACH-000092,-0.14472509452288893
ACH-000095,-0.21097471858848665
ACH-000097,-0.11011364993068068
ACH-000098,-0.18743700735909088
ACH-000099,-0.202858256909718
ACH-000108,-0.03194736911931545
ACH-000113,-0.1686372126482584
ACH-000116,-0.16692468870715732
ACH-000118,-0.1518233608038187
ACH-000120,-0.2425129441121313
ACH-000123,-0.1881607025847657
ACH-000127,-0.15424849513671032
ACH-000128,-0.08488852875841324
ACH-000132,-0.11029038648809568
ACH-000133,-0.1350652162137369
ACH-000137,-0.01966363310880988
ACH-000138,-0.0748937426210963
ACH-000142,-0.1359444081346907
ACH-000143,-0.057746880551538336
ACH-000146,-0.15426854356586547
ACH-000148,-0.07773863771571539
ACH-000150,-0.17735868453068082
ACH-000152,-0.05198572131974948
ACH-000153,-0.2535219940351013
ACH-000159,-0.10725969967921263
ACH-000160,0.049122466594166685
ACH-000163,-0.09618407880119248
ACH-000167,0.617388506276901
ACH-000168,-0.1927637699202895
ACH-000169,-0.3419901124909115
ACH-000178,-0.1256833487133157
ACH-000183,0.042682523120041116
ACH-000188,-0.2380138926145028
ACH-000189,-0.09718402545420143
ACH-000190,0.14900776975175445
ACH-000198,-0.3236812851517302
ACH-000203,-0.1009010385827765
ACH-000204,-0.2395485554659393
ACH-000206,-0.30276714670236193
ACH-000207,-0.22378288558492004
ACH-000208,-0.09128437640901564
ACH-000210,-0.3761234222877076
ACH-000211,-0.03554171044161186
ACH-000215,-0.1363023107801369
ACH-000221,-0.02695461214142389
ACH-000222,-0.2721567626668435
ACH-000223,-0.2336361978420524
ACH-000226,-0.15544717043852935
ACH-000227,0.027213138334297983
ACH-000228,-0.13346776438205368
ACH-000231,-0.2799132162226003
ACH-000232,-0.17269079816672292
ACH-000233,-0.16418281687927092
ACH-000234,-0.17278002754167365
ACH-000235,-0.09936159764312397
ACH-000237,-0.08933515505353479
ACH-000238,-0.14102714101549174
ACH-000242,-0.6466360881237078
ACH-000243,-0.04331439832437016
ACH-000244,-0.23999579859826786
ACH-000246,-0.16963437415829088
ACH-000248,-0.33526441615985114
ACH-000250,-0.20573756889962544
ACH-000251,-0.2486675418108225
ACH-000252,-0.11232947209394838
ACH-000253,-0.19236960074279064
ACH-000255,-0.043150571143706316
ACH-000256,-0.15414149833859758
ACH-000257,0.11132289666488718
ACH-000258,-0.264765907520202
ACH-000259,-0.06363146733970584
ACH-000260,-0.11190637902109797
ACH-000261,-0.07895070218749466
ACH-000262,-0.19438693788153896
ACH-000263,-0.1930654049420528
ACH-000264,-0.1583391533151504
ACH-000265,-0.12633141244943105
ACH-000266,-0.10993358874899338
ACH-000272,-0.14884975056529226
ACH-000274,-0.10461115551015203
ACH-000277,-0.2364539604706126
ACH-000278,-0.0384787509719669
ACH-000279,-0.16727480227508126
ACH-000280,-0.1956644922403092
ACH-000281,-0.20602248660477931
ACH-000288,-0.1180761361943928
ACH-000291,-0.08951206380377423
ACH-000293,0.039607156407133165
ACH-000294,0.011739683287855502
ACH-000295,-0.014017843844397908
ACH-000296,-0.13627188721124073
ACH-000302,-0.12917119146399872
ACH-000304,-0.17008287761504354
ACH-000307,-0.0602161297801598
ACH-000308,-0.16790852259413114
ACH-000310,-0.20786275679046665
ACH-000311,-0.0450239198145776
ACH-000312,0.02593588404105924
ACH-000315,-0.13031490227811546
ACH-000316,0.0035868425414425096
ACH-000317,-0.490089970691789
ACH-000318,-0.14607926139196506
ACH-000319,-0.13295809017991095
ACH-000320,-0.24398778834310755
ACH-000322,-0.18964023388624104
ACH-000323,-0.10920265971090858
ACH-000324,-0.07693680589377007
ACH-000329,-0.284286584405292
ACH-000330,-0.22878057959286816
ACH-000331,-0.22416458477334247
ACH-000332,-0.2074787460298888
ACH-000334,-0.18928676514719914
ACH-000335,-0.10011457813803253
ACH-000336,-0.08891082121636179
ACH-000337,-0.10760901598565983
ACH-000338,-0.19478946127318034
ACH-000339,-0.03120693471564482
ACH-000341,-0.15853675257177516
ACH-000348,-0.12641943065418734
ACH-000350,0.12362074529985205
