,TMCO3 (55002)
ACH-000004,-0.4400054581442721
ACH-000005,-0.08548295072296327
ACH-000007,-0.3411104259989557
ACH-000009,-0.2291711511723057
ACH-000011,-0.09824568851575112
ACH-000012,-0.18412676154645927
ACH-000013,-0.2120322328176389
ACH-000014,-0.3021995414956912
ACH-000015,-0.2570603858294049
ACH-000017,-0.33144859106863844
ACH-000018,-0.3285255451554737
ACH-000019,-0.22399321207459824
ACH-000021,-0.19551405462869198
ACH-000022,-0.1658179155352561
ACH-000025,-0.281731668656481
ACH-000028,-0.17821678652592518
ACH-000030,-0.2934681890597592
ACH-000035,-0.22456250230961808
ACH-000036,-0.3261646003102676
ACH-000037,-0.4725386948842054
ACH-000039,-0.3723547156154162
ACH-000040,-0.19758647775574825
ACH-000041,-0.2992493767807677
ACH-000042,-0.2112747607248244
ACH-000045,-0.0324220679457021
ACH-000047,-0.4176189579876668
ACH-000052,-0.13196161144491306
ACH-000053,-0.18684175494130065
ACH-000054,-0.3975352796794752
ACH-000055,-0.13429352832802244
ACH-000060,-0.327147089298058
ACH-000067,-0.2834135495936217
ACH-000070,-0.171117634152744
ACH-000075,-0.07365393571736249
ACH-000078,-0.4622944658563861
ACH-000082,-0.2356255225244691
ACH-000085,-0.1698512397189178
ACH-000086,-0.2930338876800013
ACH-000087,-0.2037841286657168
ACH-000092,-0.2386030118526082
ACH-000095,-0.2899629699860073
ACH-000097,-0.2696680458106299
ACH-000098,-0.19640373920996212
ACH-000099,-0.2900956202014191
ACH-000108,-0.3463274646083849
ACH-000113,-0.21582892865464665
ACH-000116,-0.1983602423671643
ACH-000118,-0.2585018117553355
ACH-000120,-0.11118550283369028
ACH-000123,-0.29719453553488456
ACH-000127,-0.1906150472770909
ACH-000128,-0.3437652146328469
ACH-000132,-0.277705971552509
ACH-000133,-0.40877467528841743
ACH-000137,-0.23353720732659144
ACH-000138,-0.1921252808333136
ACH-000142,-0.2952256695670359
ACH-000143,-0.2844950020226737
ACH-000146,-0.2753493342040893
ACH-000148,-0.32724209560705103
ACH-000150,-0.29409976339371113
ACH-000152,-0.3682244765592225
ACH-000153,-0.2448623501260839
ACH-000159,-0.3786732301129997
ACH-000160,-0.17637183516115054
ACH-000163,-0.30753689174926835
ACH-000167,-0.3197602593288551
ACH-000168,-0.19081489292740705
ACH-000169,-0.4228234251531505
ACH-000178,-0.27138400497953474
ACH-000183,-0.16509706393777188
ACH-000188,-0.3643938732264412
ACH-000189,-0.33542978659440004
ACH-000190,-0.27750784656343325
ACH-000198,-0.19416970585672064
ACH-000203,-0.2170876248811873
ACH-000204,-0.2377106027073539
ACH-000206,-0.16365693237753556
ACH-000207,-0.40130015010480574
ACH-000208,-0.3686477034199804
ACH-000210,0.007339125049950585
ACH-000211,-0.2573257039374695
ACH-000215,-0.24740544624338745
ACH-000221,-0.03248587476747073
