,ANXA3 (306)
ACH-000004,-0.2568724506576664
ACH-000005,-0.07305138205660429
ACH-000007,0.06297291850507684
ACH-000009,0.09159230520970724
ACH-000011,0.14203662702590228
ACH-000012,0.1105805572106632
ACH-000013,0.17434009695080424
ACH-000014,0.06377430161800694
ACH-000015,-0.0898658880347726
ACH-000017,0.102686975019709
ACH-000018,0.09081438339919387
ACH-000019,0.0047374376585715815
ACH-000021,0.11122957396743544
ACH-000022,0.1253548351568084
ACH-000025,0.12915604450083745
ACH-000028,0.08200344089291
ACH-000030,0.04876071768096045
ACH-000035,0.13915575093019725
ACH-000036,0.10847314162449063
ACH-000037,0.05849355564607829
ACH-000039,0.17659527190358734
ACH-000040,0.0507785787735884
ACH-000041,-0.2072820323055541
ACH-000042,0.08804640093259604
ACH-000045,0.19954698459344503
ACH-000047,0.07688137116411102
ACH-000052,0.08629057793648945
ACH-000053,0.0767525100357593
ACH-000054,0.21861112884972875
ACH-000055,-0.06424687393662608
ACH-000060,0.07006054888518606
ACH-000067,0.061646781009932164
ACH-000070,0.1855789947284372
ACH-000075,-0.031408678190716084
ACH-000078,0.04965426447826327
ACH-000082,0.060936646455666835
ACH-000085,0.26753183935980296
ACH-000086,0.18812706551591446
ACH-000087,0.05034075712937068
ACH-000092,0.1544339166162766
ACH-000095,0.05256819629416367
ACH-000097,0.05085990488961903
ACH-000098,0.007368741798512394
ACH-000099,0.01342209191138673
ACH-000108,0.100067085304046
ACH-000113,0.11442320717130194
ACH-000116,0.06312272302894491
ACH-000118,0.1824479149502779
ACH-000120,0.16814930550901294
ACH-000123,0.05725205641811992
ACH-000127,0.13081388616615314
ACH-000128,0.030739311896908275
ACH-000132,0.15326036083053082
ACH-000133,0.07957862959491092
ACH-000137,0.01975142322958996
ACH-000138,0.1317713477833817
ACH-000142,0.0718877094155531
ACH-000143,0.1027267625838742
ACH-000146,0.04652339644762184
ACH-000148,0.1314423091766282
ACH-000150,-0.0683795026595861
ACH-000152,0.03302879991614866
