,TWIST1 (7291)
ACH-000004,0.2991055077140327
ACH-000005,0.2759265001152846
ACH-000007,0.203355563783985
ACH-000009,0.16738547668101272
ACH-000011,-0.037143843540644
ACH-000012,0.13810934048091988
ACH-000013,0.18065689450357872
ACH-000014,-0.03533099560124543
ACH-000015,0.286135696458621
ACH-000017,0.1356301888418551
ACH-000018,0.256974447897675
ACH-000019,0.04266420133510543
ACH-000021,0.014993768934684522
ACH-000022,0.27920869482568506
ACH-000025,0.018435726213303232
ACH-000028,0.21936715958993824
ACH-000030,0.1655019399715046
ACH-000035,0.06309047116566999
ACH-000036,0.02736297168972273
ACH-000037,0.22455030047433594
ACH-000039,0.07690433646667337
ACH-000040,0.10196133774163532
ACH-000041,0.1284196743726474
ACH-000042,0.028479001083425895
ACH-000045,0.26932434390533844
ACH-000047,0.27934511750162955
ACH-000052,0.01775244593590146
ACH-000053,0.14227408478881262
ACH-000054,0.0151679278977231
ACH-000055,0.09036191689208843
ACH-000060,0.06207625377844984
ACH-000067,0.20999140944960326
ACH-000070,-0.012238694021569834
ACH-000075,-0.02334887672412094
ACH-000078,-0.03822005394986203
ACH-000082,-0.1584257673198032
ACH-000085,-0.08455456543565104
ACH-000086,0.16480118751752434
ACH-000087,-0.2663596553118849
ACH-000092,0.17689556880236132
ACH-000095,-0.04209562324775249
ACH-000097,0.10393570737891004
ACH-000098,0.27217676442177924
ACH-000099,0.06560598371992027
ACH-000108,0.1312092300222149
ACH-000113,0.12778131446306254
ACH-000116,0.12506740030077246
ACH-000118,0.09191081933049784
ACH-000120,0.0432732395451934
ACH-000123,0.06945220156638209
ACH-000127,0.20137258785298104
ACH-000128,0.15034725773828087
ACH-000132,0.2477315119327857
ACH-000133,0.03466253447356934
ACH-000137,-0.002619126972652611
ACH-000138,0.030447881014707176
ACH-000142,0.2378419430048388
ACH-000143,0.30823200803294204
ACH-000146,0.2549315331656292
ACH-000148,0.1300041985753961
ACH-000150,0.12663724596499512
ACH-000152,-0.03205631321170315
ACH-000153,0.2823159261160413
ACH-000159,0.18728486589615487
ACH-000160,0.3650692708088965
ACH-000163,0.16164795198488902
ACH-000167,0.9127277091145736
ACH-000168,0.1221648390799288
ACH-000169,0.15701454377799814
ACH-000178,0.029400611035453588
ACH-000183,0.2140367481886857
ACH-000188,0.018596761194586912
ACH-000189,0.208691595709412
ACH-000190,0.2492247959067325
ACH-000198,0.032765416247904765
ACH-000203,0.515369898488467
ACH-000204,-0.0548370192912668
ACH-000206,0.08877189573818504
ACH-000207,0.2740715400527853
ACH-000208,0.3198176545935416
ACH-000210,0.3746940454598817
ACH-000211,0.04471978391160681
ACH-000215,0.14792082660028394
ACH-000221,-0.14971207129709302
ACH-000222,-0.0041328617712250455
ACH-000223,0.07714547332082153
ACH-000226,-0.0016953764740997555
ACH-000227,-0.08494686898990511
ACH-000228,0.12328590271498607
ACH-000231,0.06508704757289034
ACH-000232,0.17678652284772853
ACH-000233,0.16645727414257516
ACH-000234,0.16148713805855722
ACH-000235,0.0725660197918159
ACH-000237,0.07335555074552555
ACH-000238,0.06306491481644405
ACH-000242,0.4203835476429344
ACH-000243,0.15195633580947632
ACH-000244,0.4197981915311837
ACH-000246,0.1497753456932773
ACH-000248,0.2036226909882745
ACH-000250,0.11996526629019333
ACH-000251,0.09410555457665123
ACH-000252,0.07330911750896188
ACH-000253,0.07719511989070771
ACH-000255,0.04272385445488154
ACH-000256,0.08508840474301348
ACH-000257,0.20944505725950072
ACH-000258,0.44671287589881625
ACH-000259,-0.0792885277186268
ACH-000260,0.2851305392507777
ACH-000261,0.12339602606738835
ACH-000262,-0.16105877045094658
