,BIRC5 (332)
ACH-000004,-1.3116408654814808
ACH-000005,-1.2700680587781306
ACH-000007,-1.0574197871656512
ACH-000009,-1.2580158544764988
ACH-000011,-1.0895528163162629
ACH-000012,-1.2444332858311151
ACH-000013,-0.9977320718215194
ACH-000014,-1.2311217955678952
ACH-000015,-1.047855467032259
ACH-000017,-1.2135071243332438
ACH-000018,-1.1855680110966886
ACH-000019,-1.0084134700240166
ACH-000021,-1.1807324918719495
ACH-000022,-1.2375049076696023
ACH-000025,-1.282663841141534
ACH-000028,-1.2293194985398272
ACH-000030,-1.2409338559886338
ACH-000035,-1.2176981309558628
ACH-000036,-1.0707487149829369
ACH-000037,-1.1543557002710385
ACH-000039,-1.2136452324724578
ACH-000040,-1.1809039485639563
ACH-000041,-1.2824139565856758
ACH-000042,-1.1146023503176654
ACH-000045,-1.210206639073396
ACH-000047,-1.061963419999707
ACH-000052,-1.187322247416736
ACH-000053,-1.2418573680607323
ACH-000054,-1.2420481662943552
ACH-000055,-1.0628710032829576
ACH-000060,-1.2000579163665854
ACH-000067,-1.3228643766564931
ACH-000070,-1.1649997934773288
ACH-000075,-1.0208931118361984
ACH-000078,-1.2070033202414463
ACH-000082,-1.0856051114074918
ACH-000085,-1.4322937365455413
ACH-000086,-1.1963246311781102
ACH-000087,-0.9904657786201644
ACH-000092,-1.4382921030277986
ACH-000095,-1.128261608164479
ACH-000097,-1.1004694182441432
ACH-000098,-1.1982601167106304
ACH-000099,-1.1492239208165222
ACH-000108,-1.2906412321574872
ACH-000113,-1.176465851092862
ACH-000116,-1.153854104702269
ACH-000118,-1.1458477010996406
ACH-000120,-0.9592414854253656
ACH-000123,-1.2571279095530945
ACH-000127,-1.3071259642187743
ACH-000128,-1.0697696830052368
ACH-000132,-1.1161278116137359
ACH-000133,-1.162263963766326
ACH-000137,-1.3975496910000518
ACH-000138,-1.3073385872361445
ACH-000142,-1.2863344759273656
ACH-000143,-1.1688278730823327
ACH-000146,-1.3472944074320017
ACH-000148,-1.3857094389100155
ACH-000150,-1.2136678005173769
ACH-000152,-1.2657116645395572
ACH-000153,-1.205310076487586
ACH-000159,-1.0543557489431648
ACH-000160,-1.320300054957708
ACH-000163,-1.3751248357694097
ACH-000167,-1.722731853002374
ACH-000168,-1.1326139513416145
ACH-000169,-1.2163697681381411
ACH-000178,-1.122683203478428
ACH-000183,-1.212402584668443
ACH-000188,-1.1007100919217652
ACH-000189,-1.3934676774999681
ACH-000190,-1.2677977780727414
ACH-000198,-1.1178921526096677
ACH-000203,-1.2632218372800672
ACH-000204,-1.0364734364030868
ACH-000206,-0.8760987489496602
ACH-000207,-1.0467735760224843
ACH-000208,-1.0146910234321431
ACH-000210,-0.856521000216202
ACH-000211,-1.3078147743473991
ACH-000215,-1.1654701355519448
ACH-000221,-1.182126859356575
ACH-000222,-1.195795318498853
ACH-000223,-1.1321546415530075
ACH-000226,-1.0460266434580168
ACH-000227,-1.6194617071461814
ACH-000228,-1.41333712165448
ACH-000231,-1.2662506754387894
ACH-000232,-1.130417405997134
ACH-000233,-1.2561564164796652
ACH-000234,-1.0905139988166217
ACH-000235,-1.1086502634084314
ACH-000237,-1.138727693873885
ACH-000238,-1.2909845151684267
ACH-000242,-1.248751170832158
ACH-000243,-1.27231984621357
ACH-000244,-0.8498560540875832
ACH-000246,-1.1456472154637716
ACH-000248,-1.2961943073039826
ACH-000250,-1.1526293511530934
ACH-000251,-1.1801077984990676
ACH-000252,-1.2793361026230028
ACH-000253,-1.0109279151713688
ACH-000255,-1.1181188702582363
ACH-000256,-1.3659883138289504
ACH-000257,-1.2602865308244953
ACH-000258,-1.038913543625211
ACH-000259,-1.3073118940036608
ACH-000260,-1.2577726694548903
ACH-000261,-1.140320745724526
ACH-000262,-1.2095925388415782
ACH-000263,-0.9111018864004772
ACH-000264,-1.2844276267946262
ACH-000265,-1.1181949509661124
ACH-000266,-1.2196678258023543
ACH-000272,-1.0222028315080187
ACH-000274,-1.3380136847967972
ACH-000277,-1.1795295435210391
ACH-000278,-1.210090744799624
ACH-000279,-1.1007464757341072
ACH-000280,-1.0751582169983036
ACH-000281,-1.173197453034613
ACH-000288,-1.1925116282577792
ACH-000291,-1.2331749828233003
ACH-000293,-1.4288662040541695
ACH-000294,-1.3362654213692384
ACH-000295,-1.260544784896878
ACH-000296,-1.3927363786762923
ACH-000302,-1.2196990219234884
ACH-000304,-1.2799900052891084
ACH-000307,-1.3285305039434692
ACH-000308,-1.1634328263773763
ACH-000310,-1.1499996988482215
ACH-000311,-1.2644666027226634
ACH-000312,-1.2850096803905813
ACH-000315,-1.2166347200270389
ACH-000316,-1.2533547965204133
ACH-000317,-1.3543416791761145
ACH-000318,-1.0550616182794883
ACH-000319,-1.1104486607245578
ACH-000320,-1.336257282567842
ACH-000322,-1.151679916227947
ACH-000323,-1.1761298007090508
ACH-000324,-1.2044641688932756
ACH-000329,-1.2791752077137388
ACH-000330,-1.0753888068213229
ACH-000331,-1.2300794065095717
ACH-000332,-1.2270721065957588
ACH-000334,-0.930704427855628
ACH-000335,-1.0532106750976011
ACH-000336,-1.3846687170445056
ACH-000337,-1.2313365003891938
ACH-000338,-1.2111334497973425
ACH-000339,-1.1402384926429932
ACH-000341,-1.7317671072206642
ACH-000348,-1.0252267745510442
