,PPAT (5471)
ACH-000580,-0.2878128796995415
ACH-000584,-0.3203045283314809
ACH-000585,-0.3356041084165709
ACH-000588,-0.6509569158138274
ACH-000589,-0.19243355654252925
ACH-000591,-0.31692453439607976
ACH-000593,-0.4949355969106408
ACH-000600,-0.4036447588637771
ACH-000601,-0.7278478672567378
ACH-000605,-0.2943261193906697
ACH-000606,-0.061157499683697526
ACH-000608,-0.6457651489693328
ACH-000614,-0.5159582014176344
ACH-000616,-0.4227960153186728
ACH-000618,-0.8163260613524649
ACH-000619,-0.7050310956436197
ACH-000620,-0.3913467887472485
ACH-000621,-0.4691457841038517
ACH-000622,-0.5436255541907815
ACH-000623,-0.2645493494164312
ACH-000624,-0.8453884326113318
ACH-000627,-0.27547302071129703
ACH-000630,-0.27389903910679514
ACH-000631,-0.26862652289503114
ACH-000632,-0.34410995066783856
ACH-000633,-0.1706364821212495
ACH-000637,-0.30744902896379633
ACH-000638,-0.6515791660818695
ACH-000646,-0.4876869319945104
ACH-000647,-0.7027362928490473
ACH-000648,-0.8125136623902236
ACH-000649,-0.4314954650860371
ACH-000651,-0.5044904614852138
ACH-000652,-0.928031053115997
ACH-000653,-0.5397829322201646
ACH-000657,-0.22448441729138333
ACH-000658,-0.858015122299395
ACH-000661,-0.7787917875261219
ACH-000662,-0.19799467962714207
ACH-000663,-0.5718346313655854
ACH-000665,-0.3563760577986733
ACH-000671,-0.31044415321302393
ACH-000672,-0.7135848845578759
ACH-000673,-0.3395001845118184
ACH-000676,-0.7503649095100892
ACH-000677,-0.4916710804829
ACH-000681,-0.3410112813639941
ACH-000683,-0.4562335535240354
ACH-000684,-0.433605243071656
ACH-000688,-0.20027018094741444
ACH-000693,-0.3649588699097936
ACH-000694,-0.1794656620269087
ACH-000695,-0.8609714841041652
ACH-000696,-0.26661714276823545
ACH-000697,-0.2901851083491334
ACH-000699,-0.3659102197607274
ACH-000701,-0.3558228568664189
ACH-000706,-0.5434192430424375
ACH-000711,-0.7428255939039777
ACH-000713,-0.5907150720745132
ACH-000714,-0.22676702180471944
ACH-000718,-0.15541493755778554
ACH-000720,-0.3271341839778466
ACH-000721,-0.6789665430769426
ACH-000724,-0.3972422332409255
ACH-000725,-0.6714470502774731
ACH-000732,-0.21384773919269634
ACH-000734,-0.5682819889826103
ACH-000735,-0.4978344322552273
ACH-000736,-0.7024552940963567
ACH-000738,-0.23657831242129965
ACH-000746,-0.6994552673249514
ACH-000747,-0.4584069867124202
ACH-000748,-0.22098555079247054
ACH-000753,-0.9843828574402808
ACH-000756,-0.21402870461750595
ACH-000757,-0.2588483695547965
ACH-000758,-0.5406462894787544
ACH-000760,-0.6185622376061546
ACH-000762,-0.24410459674556104
ACH-000763,-0.8741192872562797
ACH-000764,-0.8127450936394196
ACH-000765,-0.5341337197185393
ACH-000766,-0.4402630978290518
ACH-000767,-0.5761970726498378
ACH-000768,-0.8180287418802618
ACH-000769,-0.4343202733851936
ACH-000770,-0.670815747910477
ACH-000771,-0.0913736335613201
ACH-000773,-0.4784261912709975
ACH-000776,-0.4740712939627798
ACH-000777,-0.3583492271166109
ACH-000778,-0.400962116291232
ACH-000781,-0.6020209573305803
ACH-000782,-0.4098481549729101
ACH-000783,-0.09809136100505712
ACH-000784,-0.27531537377688703
ACH-000785,-0.6338529409129933
ACH-000787,-0.223387445030566
ACH-000788,-0.2916907898720911
ACH-000791,-0.6640196116378757
ACH-000792,-0.2147310140883804
ACH-000794,-0.5172572131102227
ACH-000796,-0.18313955345668992
ACH-000798,0.010182862654583059
ACH-000799,-0.3561124210540603
ACH-000800,-0.6386186942871557
ACH-000802,-0.17741076814549875
ACH-000804,-0.748032966185891
ACH-000805,-0.2541482219881655
ACH-000809,-0.7084309630475369
ACH-000810,-0.26501511659595456
ACH-000811,-0.2418028504443997
ACH-000817,-0.4345843533430005
ACH-000819,-0.17330974588631096
ACH-000820,-0.6314580905397227
ACH-000821,-0.7529546431201368
ACH-000822,-0.3593283571193294
ACH-000823,-0.5863821715279891
ACH-000824,-0.2148048888364361
ACH-000827,-0.4009488884299624
ACH-000829,-0.4094266837544112
ACH-000831,-0.6316868699813774
ACH-000832,-0.5787788388104779
ACH-000833,-0.7539476505134712
ACH-000834,-0.0564591687535184
ACH-000835,-0.6499977704087031
ACH-000836,-0.9217005635960691
ACH-000837,-0.8369375495953743
ACH-000838,-0.7831447496811828
ACH-000839,-0.26910140657818216
ACH-000840,-0.3226397590736212
ACH-000841,-0.4374371821049654
ACH-000843,-1.0369794285396554
ACH-000846,-0.4098868977596333
ACH-000847,-0.4460421689566663
ACH-000848,-0.465078666059395
ACH-000849,-0.9525055371060775
ACH-000851,-0.6772375565405065
ACH-000855,-0.3785747658908779
ACH-000856,-0.7430682661974859
ACH-000858,-0.08647048915731327
ACH-000859,-0.4268916600069563
ACH-000861,-0.33468695310342883
ACH-000862,-0.2908404781347125
ACH-000865,-0.2414880900344431
ACH-000866,-0.6761921396556173
ACH-000867,-0.8496406205185016
ACH-000869,-0.5379364496703121
ACH-000872,-0.43124832591758666
ACH-000873,-0.5388258483166318
ACH-000876,-0.6045145145077487
ACH-000878,-0.7411524585869723
ACH-000880,-0.012400095228557536
ACH-000881,-0.3249379769795457
ACH-000882,-0.6813924629702877
ACH-000884,-0.32743106305302033
ACH-000885,-0.4302309017020229
ACH-000887,-0.5029527374858861
ACH-000889,-0.7389401458295133
ACH-000896,-1.0113500640590731
ACH-000898,-0.8030290746422891
ACH-000900,-0.3374570037251037
ACH-000901,-0.3204380104651016
ACH-000905,-0.5033887996988703
ACH-000906,-0.4261783026587167
ACH-000907,-0.32846624390490736
ACH-000910,-0.9031668368941034
ACH-000911,-0.3302628738706655
ACH-000912,-0.25082403219874344
ACH-000913,-0.31681764023117004
ACH-000915,-0.4162850556313645
ACH-000916,-0.466514773456015
ACH-000917,-0.7607358393613122
ACH-000920,-0.7736303958536398
ACH-000921,-0.487664471378803
ACH-000924,-0.5920746707649805
ACH-000926,-0.37804975084719256
ACH-000928,-0.2805956799408349
ACH-000929,-0.5058722004314605
ACH-000932,-0.8660812471383111
ACH-000935,-0.13797729503652714
ACH-000936,-0.5601684250896793
ACH-000937,-0.9269312757690812
ACH-000938,-0.8764136594227474
ACH-000939,-0.2574820206343669
ACH-000941,-0.6075763333618621
ACH-000943,-0.0056367742108565325
ACH-000946,-0.5714188455845443
ACH-000947,-0.2329471799682633
ACH-000948,-0.6465838753233081
ACH-000950,-0.2833069811608921
ACH-000953,-0.8868911191782594
ACH-000954,-0.3596425272773012
ACH-000957,-0.5840069609405082
ACH-000958,-0.5842284052387628
ACH-000960,-1.0895284185030834
ACH-000963,-0.7763515745250589
ACH-000968,0.07082112178242249
ACH-000969,-0.5921052588387189
ACH-000972,-0.17800492074941882
ACH-000973,-0.3726976473994321
ACH-000974,-0.1084194829887408
ACH-000978,-0.3820097385965821
ACH-000984,-0.43485040652327933
ACH-000986,-0.4306014347804985
ACH-000988,-0.4866894685898912
ACH-000993,-0.1475351389884728
ACH-000994,-0.7402693348248057
ACH-000996,-0.6130058345653331
ACH-001001,-0.03053031317236068
ACH-001020,-0.07297926911975927
ACH-001028,-0.4534131578696714
ACH-001031,-0.3614138069570317
ACH-001038,-0.7962985140064662
ACH-001048,-0.6655259598262541
ACH-001050,-0.4589015237463439
ACH-001053,-0.3715781059114476
ACH-001054,-0.4600628339600101
ACH-001061,-0.7311921427074484
ACH-001067,-0.2742281500828868
ACH-001075,-0.3769310516222844
ACH-001096,-0.6191049485467828
ACH-001111,-0.309401733083324
ACH-001119,-0.5104364333055412
ACH-001128,-0.09902350533103092
ACH-001134,-0.6174881062720764
ACH-001151,-0.9528955426056708
ACH-001163,-0.7668077566439221
ACH-001164,-0.24578193606233134
ACH-001183,-0.12658805971447956
ACH-001192,-0.6406948333346332
ACH-001193,-0.2556525247479225
ACH-001196,-0.6253798000988204
ACH-001197,-0.4847872674060548
ACH-001205,-0.4880072906430075
ACH-001211,-0.4124455438767183
ACH-001212,-0.09322206969044533
ACH-001228,-0.1412564609194202
ACH-001232,-0.23992041560673716
ACH-001239,-0.4420634612204184
ACH-001270,-0.5162176223342756
ACH-001274,-0.712925529255611
ACH-001275,-0.3414485278513325
ACH-001277,-0.3161143249558982
ACH-001278,-0.23716097052030985
ACH-001280,-0.16835030859991318
ACH-001283,-0.15652929806698865
ACH-001289,-0.7513632133835916
ACH-001300,-0.38200808413748094
ACH-001301,-0.20512981093028185
ACH-001302,-0.35133229223113444
ACH-001306,-0.3399359847022213
ACH-001318,-0.3792819025997833
ACH-001322,0.060473621020944536
ACH-001328,-0.2531764603769115
ACH-001332,-0.6315180251206993
ACH-001336,-0.23841680421733105
ACH-001346,-0.3322144727609977
ACH-001353,-0.5685362422883288
ACH-001354,-0.6421205272362609
ACH-001367,-0.4542140195824194
ACH-001368,-0.40612372966929616
ACH-001374,-0.2727235634388145
ACH-001377,-0.09954365725002508
ACH-001380,-0.2535295828624277
ACH-001391,-0.26527682269888697
ACH-001408,-0.33875794880300225
ACH-001430,-0.3885612425262256
ACH-001431,-0.5579161701812376
ACH-001450,-0.6878622866691194
ACH-001496,-0.8531280326656899
ACH-001500,-0.4745240064279922
ACH-001523,-0.3936792661574129
ACH-001532,-0.4032727898124558
ACH-001550,-0.3455119494271423
ACH-001552,-0.30648491727746885
ACH-001554,-0.514038795935554
ACH-001654,-0.2661223256704582
ACH-001735,-0.8670071254412498
ACH-001736,-0.9535106460495324
ACH-001737,-0.5819841190592557
ACH-001740,-0.6450197045872745
ACH-001745,-0.5439303716449967
ACH-001765,-0.626245297342544
