,PPAT (5471)
ACH-000004,-0.7112883879252633
ACH-000005,-1.1414164812751608
ACH-000007,-0.5115283019678599
ACH-000009,-0.4195264295034816
ACH-000011,-0.6059593829460023
ACH-000012,-0.2461892310789035
ACH-000013,-0.060056248696696686
ACH-000014,-0.5040923718628478
ACH-000015,-0.3708737477299071
ACH-000017,-0.5765925873605756
ACH-000018,-0.40696768639358266
ACH-000019,-0.6914496129069629
ACH-000021,-0.08628122091199689
ACH-000022,-0.39370490853486223
ACH-000025,-0.6434635846771299
ACH-000028,-0.4608564852685081
ACH-000030,-0.9570652931992036
ACH-000035,-0.24279863725052456
ACH-000036,-0.1666115608184119
ACH-000037,-0.4741542406290601
ACH-000039,-0.3646300300186673
ACH-000040,-0.36671225881802616
ACH-000041,-0.5339351558621142
ACH-000042,-0.4876450836641686
ACH-000045,-0.43205799794257743
ACH-000047,-0.5574577558375899
ACH-000052,-0.22452981577455727
ACH-000053,-0.7600363207562212
ACH-000054,-0.22908212670957745
ACH-000055,-0.1899170594653045
ACH-000060,-0.2511907321417246
ACH-000067,-0.5168829455643458
ACH-000070,-0.9254927181103232
ACH-000075,-0.19788718907620176
ACH-000078,-0.2410256885150837
ACH-000082,-0.28604945916243496
ACH-000085,-0.13688302852160392
ACH-000086,-0.16199825033395066
ACH-000087,-0.4873971154014019
ACH-000092,-0.2452134941624901
ACH-000095,-0.14691717721206585
ACH-000097,-0.6250404604080447
ACH-000098,-0.3548610590045114
ACH-000099,-0.3881180793782214
ACH-000108,-0.8557445149899843
ACH-000113,0.08667955478569167
ACH-000116,-0.22363257542638626
ACH-000118,0.036608109899119536
ACH-000120,-0.0571004142698439
ACH-000123,-0.22361633724357452
ACH-000127,-0.6624829974280861
ACH-000128,-0.5335638027627198
ACH-000132,-0.10869680754028603
ACH-000133,-0.16792557653857276
ACH-000137,-0.2544981900612667
ACH-000138,-0.4919190532719914
ACH-000142,-0.4585447528637716
ACH-000143,-0.4393291849763856
ACH-000146,-0.8433787490748211
ACH-000148,-0.26507437421473096
ACH-000150,-0.14857431990134967
ACH-000152,-0.3720824086484885
ACH-000153,-0.2517313193443751
ACH-000159,-0.7170721959041558
ACH-000160,-0.351996601947324
ACH-000163,-0.5112056596203797
ACH-000167,-0.8377012041179933
ACH-000168,-0.3745949872778945
ACH-000169,-0.14192062787108087
ACH-000178,-0.5896849149781778
ACH-000183,-0.6631801772910066
ACH-000188,-0.2410746906180333
ACH-000189,-0.406776297783249
ACH-000190,-0.10588877213881706
ACH-000198,-0.5666661297869839
ACH-000203,-0.5886441204556819
ACH-000204,-0.31877079646127
ACH-000206,-0.6341609542380524
ACH-000207,-0.4343966285651232
ACH-000208,-0.2927291962737231
ACH-000210,-0.3640153381596543
ACH-000211,-0.263567962356544
ACH-000215,-0.2573915466307978
ACH-000221,-0.22161491549219886
ACH-000222,-0.7929262254466639
ACH-000223,-0.5380809548534684
ACH-000226,-0.7141241800051874
ACH-000227,-0.25337821656680903
ACH-000228,-0.2818651428312166
ACH-000231,-0.2367402967283965
ACH-000232,-0.0980208040039765
ACH-000233,-0.7827145330738753
ACH-000234,-0.6095778346795484
ACH-000235,-0.7388806682504561
ACH-000237,-0.25402162777772097
ACH-000238,-0.18569209432175054
ACH-000242,-0.1478326304938735
ACH-000243,-0.26270256311290624
ACH-000244,-0.3721950206668565
ACH-000246,-0.013260304195464648
ACH-000248,-0.7053658899539922
ACH-000250,-0.2891602221294248
ACH-000251,-0.3913623805843627
ACH-000252,-0.19277479835814929
ACH-000253,-0.7551797035850993
ACH-000255,-0.3103226727993465
ACH-000256,-0.2173463837348795
ACH-000257,-0.5422532159396413
ACH-000258,-0.9998569426092191
ACH-000259,-0.34922005259671196
ACH-000260,-0.19004892584755026
ACH-000261,-0.1810671371999913
ACH-000262,-0.6423450609167575
ACH-000263,-0.4810428444478129
ACH-000264,-0.3698289261691768
ACH-000265,-0.2809086406916586
ACH-000266,-0.4625564323601538
ACH-000272,-0.8000960995279753
ACH-000274,-0.4075493542976077
ACH-000277,-0.7161778420959438
ACH-000278,-0.4522090146147118
ACH-000279,-0.7330225514931802
ACH-000280,-0.4169442749482454
ACH-000281,-0.5415211805241906
ACH-000288,-0.1411677110707597
ACH-000291,-0.10848955953971713
ACH-000293,-0.3273543574269735
ACH-000294,-0.7726869315979201
ACH-000295,-0.4620438536936373
ACH-000296,-0.4783430620647238
ACH-000302,-0.32660124171090993
ACH-000304,-0.4129138083903831
ACH-000307,-0.8541466688975596
ACH-000308,-0.34519817064110714
ACH-000310,-0.20258682223516888
ACH-000311,-0.5720901136081953
ACH-000312,-0.32359271098209685
ACH-000315,-0.4576963367422263
ACH-000316,-0.39805734015531213
ACH-000317,-0.8370567147068942
ACH-000318,-1.0454511291695308
ACH-000319,-0.23759848599922054
ACH-000320,-0.3599076698191808
ACH-000322,-0.555080098796975
ACH-000323,-0.41852088608043225
ACH-000324,-0.3046184515341579
ACH-000329,-0.2845463393545388
ACH-000330,-0.6951011461580024
ACH-000331,-0.21570886618729695
ACH-000332,-0.21793803090280786
ACH-000334,-0.747467977349557
ACH-000335,-0.4952045213560334
ACH-000336,-0.2867602985141917
ACH-000337,-0.9168865167395184
ACH-000338,-0.9553548267536548
ACH-000339,-0.7562257766279501
ACH-000341,-0.4574062622347078
ACH-000348,-0.3459733983813141
ACH-000350,-0.29440447520617297
ACH-000352,-0.8290514920282567
ACH-000356,-0.6847262976280736
ACH-000361,-0.2566308074012609
ACH-000362,-0.6411255048599385
ACH-000363,-0.527566570352656
ACH-000364,-0.3103988203169289
ACH-000365,-0.5945951979431697
ACH-000366,-0.5588126974469251
ACH-000368,-0.3438818371168955
ACH-000374,-0.3060817031607077
ACH-000375,-0.5598929766050184
ACH-000376,-0.15366070446048144
ACH-000381,-0.7066111183054709
ACH-000383,-1.0532939644130654
ACH-000387,-0.9535895043595723
ACH-000389,-0.044183537813438235
ACH-000390,-1.0916976991789595
ACH-000393,-0.4080819480128613
ACH-000395,-0.5857510377173181
ACH-000396,-0.4147392763678673
ACH-000397,-0.39753402326551307
ACH-000401,-1.0339067292523394
ACH-000402,-0.8031555817555743
ACH-000403,-0.3174624618862009
ACH-000404,-0.6901936299730834
ACH-000406,-1.0554269519350272
ACH-000407,-0.416172390479704
ACH-000408,-0.6071863700334516
ACH-000410,-0.25274209788052104
ACH-000411,-0.763075592747021
ACH-000414,-0.37429897596829337
ACH-000415,-0.4401530149820817
ACH-000416,-0.9341005169213292
ACH-000420,-0.291388484398573
ACH-000421,-0.7692889493248967
ACH-000424,-0.530699531903675
ACH-000425,-0.5290381136963452
ACH-000426,-0.30014217889866424
ACH-000427,-0.35565764393191324
ACH-000433,-0.304296157378582
ACH-000435,-1.0539071245783902
ACH-000436,-0.5402237728096628
ACH-000444,-0.3642993676753412
ACH-000445,-0.3466473793343935
ACH-000448,-0.8221870219846059
ACH-000450,-0.2455405774942835
ACH-000452,-0.4682836035310449
ACH-000454,-0.8078193847970874
ACH-000458,-0.04627896590936944
ACH-000459,-0.7695125844793596
ACH-000460,-0.7460874706238133
ACH-000461,-0.4228194531757327
ACH-000463,-0.12332462409426485
ACH-000464,-0.4261836891409356
ACH-000466,-0.4403514578328073
ACH-000467,-0.6168445694302348
ACH-000468,-0.4617435573117477
ACH-000469,-0.1459111621541855
ACH-000470,-0.4540901272292007
ACH-000471,-0.5983307316709332
ACH-000472,-0.3651503280267352
ACH-000473,-0.1955153840207485
ACH-000475,-0.4864535879640648
ACH-000476,-0.3886791520447661
ACH-000477,-0.5995464358828856
ACH-000479,-0.08338391681864167
ACH-000480,-0.2642989902931957
ACH-000481,-0.5336038567257472
ACH-000483,-0.4942846947340629
ACH-000484,-0.24456640275193706
ACH-000485,-0.5938720015357383
ACH-000486,-0.2614912072671067
ACH-000487,-0.4894180929557964
ACH-000488,0.08042908348524151
ACH-000490,-0.16108184095922673
ACH-000491,-0.4886160009159025
ACH-000495,-0.25532902113379913
ACH-000496,-0.4319729859603205
ACH-000499,-0.07574006735021838
ACH-000500,-0.4851240601757478
ACH-000502,-0.8960355244667946
ACH-000503,-0.4156836147725365
ACH-000505,-0.40378462429704
ACH-000507,-0.7043914541589065
ACH-000510,-0.5363009621630228
ACH-000511,-0.23711663991484666
ACH-000512,-0.6008866071863376
ACH-000516,-0.2950569398501266
ACH-000517,-0.5905445341629391
ACH-000518,-0.14932522788033778
ACH-000520,-0.3390791953071732
ACH-000521,-0.4489674499656313
ACH-000522,-0.6022729477475812
ACH-000524,-0.3817953211359623
ACH-000527,-0.2833545688665629
ACH-000528,-0.21010011369594925
ACH-000537,-0.4176847691763332
ACH-000541,-0.8823799811886365
ACH-000542,-0.5613167371255088
ACH-000544,-0.4856320544593607
ACH-000545,-0.34125013870617993
ACH-000547,-0.2958361409731586
ACH-000548,-0.6130752827247077
ACH-000549,-0.36469633414635133
ACH-000550,-0.5327313511452489
ACH-000552,-0.37495042964110653
ACH-000556,-0.6553428765973729
ACH-000557,-1.0774521251258629
ACH-000569,-0.2315774906385116
ACH-000570,-0.2730274874859533
ACH-000571,-0.42922810153912605
ACH-000573,-0.3758640232727097
ACH-000576,-0.6802245989395075
ACH-000579,-0.42581421531839264
