,STYXL1 (51657)
ACH-000004,-0.0752433063066425
ACH-000005,0.012476662144645372
ACH-000007,0.4206374596709663
ACH-000009,0.18881493135184216
ACH-000011,0.11599018975794785
ACH-000012,0.08600442425568464
ACH-000013,0.14343295831596914
ACH-000014,0.23054238696394805
ACH-000015,0.2456922009822452
ACH-000017,0.13682019266971426
ACH-000018,0.3511195538096829
ACH-000019,0.09925770279670293
ACH-000021,0.11276093992821963
ACH-000022,0.11440793471762377
ACH-000025,0.10976618008970604
ACH-000028,0.12892305056378772
ACH-000030,0.15187256596775175
ACH-000035,0.1902927270211524
ACH-000036,0.04112844425378552
ACH-000037,0.017463111864378524
ACH-000039,0.18701924160537575
ACH-000040,0.1429328280747813
ACH-000041,0.012391026497297364
ACH-000042,0.15968752875938824
ACH-000045,0.13651351853431848
ACH-000047,0.06229391857168885
ACH-000052,0.14524880444586702
ACH-000053,0.09782863536738444
ACH-000054,0.16361511574211576
ACH-000055,0.3038810168856784
ACH-000060,-0.0910395913817197
ACH-000067,0.14000264742693827
ACH-000070,0.037455074126229296
ACH-000075,0.1242983812782784
ACH-000078,0.02991023997897763
ACH-000082,0.14756200880549286
ACH-000085,0.2074811848776905
ACH-000086,0.2229838213278008
ACH-000087,0.17921957118070353
ACH-000092,0.1902719165358962
ACH-000095,0.06681460256800295
ACH-000097,0.02417589341648909
ACH-000098,0.11678823562965412
ACH-000099,0.20656993013181096
ACH-000108,0.16123753025200982
ACH-000113,0.11566715016694112
ACH-000116,0.19608676297389446
ACH-000118,0.2690359844009685
ACH-000120,0.2329730394013237
ACH-000123,0.15842593224708112
ACH-000127,0.017829310650199773
ACH-000128,-0.0637924759746217
ACH-000132,0.20312499740301915
ACH-000133,0.1337907891384038
ACH-000137,0.12808501729470315
ACH-000138,0.1575440006703762
ACH-000142,0.06427822713982496
ACH-000143,0.020517100567029302
ACH-000146,0.2493620816198129
ACH-000148,0.04277131115611543
ACH-000150,0.20244629079215246
ACH-000152,0.25462532906526336
ACH-000153,0.29713196074669834
ACH-000159,0.13576174261387994
ACH-000160,0.002327601726188423
ACH-000163,0.04798289744741812
ACH-000167,0.24644176278046076
ACH-000168,-0.008342330312629091
ACH-000169,0.19558110555330924
ACH-000178,0.23103622792847744
ACH-000183,0.21688817526356485
ACH-000188,0.07839168083728536
ACH-000189,0.11577077094127912
ACH-000190,0.23493229942076246
ACH-000198,0.12744929818039802
ACH-000203,0.08950185962315113
ACH-000204,0.3166145901621965
ACH-000206,0.3931313512367661
ACH-000207,0.14653114066057754
ACH-000208,0.1981118769976732
ACH-000210,0.0648295945596321
ACH-000211,0.15373558362364192
ACH-000215,0.13884149830768988
ACH-000221,0.26482811559811903
ACH-000222,0.04131301174684472
ACH-000223,0.175980830637694
ACH-000226,0.25870479338301794
ACH-000227,0.029344602511913412
ACH-000228,0.1768695144454199
ACH-000231,0.15130628126437395
ACH-000232,0.1106578310098731
ACH-000233,0.1890911212967564
ACH-000234,0.15140185992079375
ACH-000235,0.1301645138517208
ACH-000237,0.1316481703001708
ACH-000238,0.033348521597042574
ACH-000242,-0.0352874533787414
ACH-000243,0.18752889737160144
ACH-000244,0.04470977140978752
ACH-000246,0.16806582259507116
