,PTGS1 (5742)
ACH-000004,0.027802324378220764
ACH-000005,0.05772098860181374
ACH-000007,0.2276925682086313
ACH-000009,0.04692587327355996
ACH-000011,0.09422212048215912
ACH-000012,0.0190815346424815
ACH-000013,0.010378008453108677
ACH-000014,0.20775778059604316
ACH-000015,0.025547754988670672
ACH-000017,0.25638792637395696
ACH-000018,0.01866824197382268
ACH-000019,0.1571244000978641
ACH-000021,0.009038709775491855
ACH-000022,0.021429878606821492
ACH-000025,0.12227852777444505
ACH-000028,0.1632197539442362
ACH-000030,0.11577049009374706
ACH-000035,0.12906553348532188
ACH-000036,0.13817735356073996
ACH-000037,0.27636728333167593
ACH-000039,0.047194804338257616
ACH-000040,0.0650770111188991
ACH-000041,-0.0204947863038172
ACH-000042,0.11714793140514113
ACH-000045,0.13540819825651682
ACH-000047,0.01951437363670304
ACH-000052,0.118006870048598
ACH-000053,0.0882108358253166
ACH-000054,0.1415512058822493
ACH-000055,-0.03749987047564125
ACH-000060,0.14428809710404686
ACH-000067,0.16533788842321706
ACH-000070,0.191583499917859
ACH-000075,0.18263034158736485
ACH-000078,0.07236718133867295
ACH-000082,0.03572065333635392
ACH-000085,0.009095482395362146
ACH-000086,0.18057734208207865
ACH-000087,0.09949421735108588
ACH-000092,0.2429454361553663
ACH-000095,0.07884153834451192
ACH-000097,0.053853108672723936
ACH-000098,0.2026892511086813
ACH-000099,0.1480107428956957
ACH-000108,0.07993430103184246
ACH-000113,0.1375732843235616
ACH-000116,0.2157635647719784
ACH-000118,0.05479003767021218
ACH-000120,0.15655208211821242
ACH-000123,0.07237677173989768
ACH-000127,0.035282200388001575
ACH-000128,0.17558331198480506
ACH-000132,0.0673640748788619
ACH-000133,0.11687141627508868
ACH-000137,0.12974204350524912
ACH-000138,0.13397972507891365
ACH-000142,0.10806970151868099
ACH-000143,0.17074400494721725
ACH-000146,0.15282830690495186
ACH-000148,0.1744227276385025
ACH-000150,0.20363216770600373
ACH-000152,0.07528411023659726
ACH-000153,0.08120162582864705
ACH-000159,0.08249584009815666
ACH-000160,0.38775244148882576
ACH-000163,0.11553410028044095
ACH-000167,0.6213688998803
ACH-000168,0.09577669570126257
ACH-000169,0.08093152933492315
ACH-000178,-0.033561980879317894
ACH-000183,0.033338400958008635
ACH-000188,0.1974869280828374
ACH-000189,0.052171751959763764
ACH-000190,0.3369724196837724
ACH-000198,0.08588692052894993
ACH-000203,0.07646932210649796
ACH-000204,0.15557138285164615
ACH-000206,0.07058412287633523
ACH-000207,0.010999819385849471
ACH-000208,0.15495660688627
ACH-000210,-0.18588531741224745
ACH-000211,0.15366434207455024
ACH-000215,0.14036739886277305
ACH-000221,0.13351922205470734
ACH-000222,0.21400214476348373
ACH-000223,0.2324376221437783
ACH-000226,0.06920598510967392
ACH-000227,0.27323336231093104
ACH-000228,0.09813408640193218
ACH-000231,0.1879338520912092
ACH-000232,0.12521037183841385
ACH-000233,0.1445767947892164
ACH-000234,-0.008815639224904723
ACH-000235,0.21060418552384635
ACH-000237,0.06461814332626764
ACH-000238,0.0956768134371039
ACH-000242,0.13552236176618004
ACH-000243,0.18024076884758064
ACH-000244,0.2580805665093417
ACH-000246,0.1664804478538241
ACH-000248,0.02171285765281226
ACH-000250,0.07425947107354543
ACH-000251,0.13202545338121602
ACH-000252,0.1471966362523575
ACH-000253,0.15137640554070506
