,REG3A (5068)
ACH-000004,0.2411371006177296
ACH-000005,-0.037985240951184863
ACH-000007,0.1543534590830721
ACH-000009,0.08743272643329814
ACH-000011,0.1212606470095992
ACH-000012,0.12468185150954188
ACH-000013,0.13650945791111554
ACH-000014,0.05110881897762496
ACH-000015,0.08560451140478831
ACH-000017,0.15377489461913568
ACH-000018,-0.13629274610330974
ACH-000019,0.04323062392859759
ACH-000021,0.01903776609602013
ACH-000022,0.16866351944378108
ACH-000025,0.055772626045549036
ACH-000028,0.046340625994401724
ACH-000030,0.06454298287859468
ACH-000035,0.15266711552131354
ACH-000036,0.09727735053498522
ACH-000037,0.05600618579092514
ACH-000039,0.26990559808633185
ACH-000040,0.11981199308512246
ACH-000041,0.30542946454876124
ACH-000042,0.08164600362493797
ACH-000045,0.2281063249327171
ACH-000047,0.18773074104287785
ACH-000052,-0.12924850308161484
ACH-000053,0.16109648805901775
ACH-000054,0.0831019920283058
ACH-000055,0.1632080929644062
ACH-000060,0.1899568932370911
ACH-000067,-0.004929739983880183
ACH-000070,0.16475575516438973
ACH-000075,0.15778809300236446
ACH-000078,0.13908708300020042
ACH-000082,0.14279331011116814
ACH-000085,0.24806046061283146
ACH-000086,0.012970224154427376
ACH-000087,0.3144512913503104
ACH-000092,0.017931281448087782
ACH-000095,0.09485302844683616
ACH-000097,0.06887174704816655
ACH-000098,0.15775975721946833
ACH-000099,0.1366854244029421
ACH-000108,0.033488036174427624
ACH-000113,0.133394657367003
ACH-000116,0.018658750549387274
ACH-000118,0.009404813390009866
ACH-000120,0.12943428036452534
ACH-000123,-0.06050480265421178
ACH-000127,0.037001389594903636
ACH-000128,0.11810104258067705
ACH-000132,0.023508950329710704
ACH-000133,0.20772918558425732
ACH-000137,0.05043654663780403
ACH-000138,0.13409003687384194
ACH-000142,0.10344299478097092
ACH-000143,0.15554834239706858
ACH-000146,0.1813765371414892
ACH-000148,0.12239803701356107
ACH-000150,0.1668300490977612
ACH-000152,0.023415017702909817
ACH-000153,0.13353725156512306
ACH-000159,0.07488739005502203
ACH-000160,0.05397534194483625
ACH-000163,0.10561482730909533
ACH-000167,0.07848817540301184
ACH-000168,0.2139545949738736
ACH-000169,0.03825297753250734
ACH-000178,0.12453665768547215
ACH-000183,0.10240053632984564
ACH-000188,-0.0054846071279123715
ACH-000189,0.2937693969802372
ACH-000190,-0.10787947801580668
ACH-000198,0.14594428536897475
ACH-000203,-0.3387638097130128
ACH-000204,0.07196247181335043
ACH-000206,0.0998301367573064
ACH-000207,0.11477592050298507
ACH-000208,0.3164332568216576
ACH-000210,0.2668508252606188
ACH-000211,0.09879556328755387
ACH-000215,0.07868803182864123
ACH-000221,0.13133165026363575
ACH-000222,0.24849581249524466
ACH-000223,0.06793013891708709
ACH-000226,0.023764697508139386
ACH-000227,0.09235698698159714
ACH-000228,-0.008053688431201212
ACH-000231,0.10150176921738747
ACH-000232,0.19965137739544464
ACH-000233,0.1663837897838752
ACH-000234,0.18298067700958984
ACH-000235,0.014705569552088025
ACH-000237,0.15736883544272998
ACH-000238,0.0034730297765721146
ACH-000242,-0.2316846352521016
ACH-000243,-0.02367793732867058
ACH-000244,0.1394165904494396
ACH-000246,0.11065921353862193
ACH-000248,0.01653710309500912
ACH-000250,0.0809819858581173
ACH-000251,0.2991532576119723
ACH-000252,0.1782931088022872
ACH-000253,0.07352659385867841
ACH-000255,-0.0072780699396423
ACH-000256,0.07335412308090236
ACH-000257,0.4011682652694738
ACH-000258,0.00023946056118571093
ACH-000259,0.036749374083432665
ACH-000260,-0.018890578081207927
ACH-000261,0.07838684894642392
ACH-000262,-0.08337130801041305
ACH-000263,0.16165038526218944
ACH-000264,0.037221752420001385
ACH-000265,0.11039635557560193
ACH-000266,-0.044107626440913136
ACH-000272,0.07146093152427703
ACH-000274,0.10511722068490703
ACH-000277,0.05110089753054788
ACH-000278,0.01693835265274059
ACH-000279,0.043955001401900576
ACH-000280,0.0822673876148191
ACH-000281,0.06856722415814746
ACH-000288,0.0890019470928621
ACH-000291,0.040787186397403856
ACH-000293,-0.032010564070332946
ACH-000294,0.0939821108921642
ACH-000295,0.3073793996380539
ACH-000296,0.11085564740844724
ACH-000302,0.11237748645844307
ACH-000304,0.0784592500461786
ACH-000307,0.07392782252737504
ACH-000308,0.059430179073433564
ACH-000310,0.2394909749220033
ACH-000311,0.06917801242855423
ACH-000312,-0.016269358031230932
ACH-000315,0.20186459471772605
ACH-000316,0.19689963373590336
ACH-000317,0.10198558278718564
ACH-000318,0.044615545735394516
ACH-000319,0.06527395603344366
ACH-000320,0.13374139412548988
ACH-000322,0.21515084395833595
ACH-000323,0.19570870086998104
ACH-000324,-0.08526848058417105
ACH-000329,0.14153041813040435
ACH-000330,0.003405863273921969
ACH-000331,-0.03816098978045699
