,PTDSS1 (9791)
ACH-000004,-0.3667273485032237
ACH-000005,-0.2520889712505411
ACH-000007,-0.3856427004785005
ACH-000009,-0.16002486225370438
ACH-000011,-0.17239784254543367
ACH-000012,-0.4391513762873603
ACH-000013,-0.19120811251472775
ACH-000014,-0.10378531637598998
ACH-000015,-0.8004509225434442
ACH-000017,-0.1497509684388633
ACH-000018,-0.06496834118661984
ACH-000019,-0.15082316592429884
ACH-000021,-0.4227310809721729
ACH-000022,-0.3790100276090479
ACH-000025,-0.6882676626549141
ACH-000028,-0.2821843331165232
ACH-000030,-0.15626901829967824
ACH-000035,-0.14674668136086938
ACH-000036,-0.169587565202939
ACH-000037,-0.3575925444521951
ACH-000039,-0.14426618042989015
ACH-000040,-0.4218142472327364
ACH-000041,-0.222936237233213
ACH-000042,-0.4613644561458134
ACH-000045,0.3629110032728023
ACH-000047,-0.19627017696266366
ACH-000052,-0.4072801752191044
ACH-000053,-0.2306495498337259
ACH-000054,-0.18153895614856752
ACH-000055,-0.20468780659724697
ACH-000060,-0.3688678776932037
ACH-000067,-0.13134780321766285
ACH-000070,-0.09154785957548923
ACH-000075,-0.07898398896222948
ACH-000078,0.00034883409907478723
ACH-000082,-0.2281843189509381
ACH-000085,-0.12899511746917455
ACH-000086,-0.33037502731936297
ACH-000087,-0.17727119019224133
ACH-000092,-0.6415680179655822
ACH-000095,-0.03278656636830673
ACH-000097,-0.16572745711553602
ACH-000098,-0.5567375145947812
ACH-000099,-0.0007417122599935088
ACH-000108,-0.7426147313789362
ACH-000113,-0.02017224904250355
ACH-000116,-0.2179217666357688
ACH-000118,-0.5979915677957639
ACH-000120,-0.033473209688045034
ACH-000123,-0.02822070753895751
ACH-000127,-0.0914482219317447
ACH-000128,-0.5338408832534264
ACH-000132,-0.15930855476045436
ACH-000133,-0.7972491434485341
ACH-000137,-0.11716072773671705
ACH-000138,-0.634004368847448
ACH-000142,-0.4538441133120568
ACH-000143,-0.14508715266693448
ACH-000146,-0.2601976083460072
ACH-000148,-0.2198074408943254
ACH-000150,-0.4243763057469807
ACH-000152,-0.2116713321667444
ACH-000153,-0.14046105248875995
ACH-000159,-0.2416413018809204
ACH-000160,-0.4152178076997505
ACH-000163,-0.4645462529824826
ACH-000167,-0.8019195522248891
ACH-000168,-0.2386164462481566
ACH-000169,-0.4905901620163113
ACH-000178,-0.2689171790614264
ACH-000183,-0.1262329411223293
ACH-000188,-0.5328922612297906
ACH-000189,-0.2511256658079588
ACH-000190,-0.7991482270440552
ACH-000198,-0.03859656188071865
ACH-000203,-0.26694393916565945
ACH-000204,0.02299579028134566
ACH-000206,-0.6121604518901341
ACH-000207,0.00438105575800056
ACH-000208,-0.198596318443778
ACH-000210,-0.3804005911526676
ACH-000211,-0.12589728660007213
ACH-000215,-0.41816235617340575
ACH-000221,-0.4733652963073269
ACH-000222,-0.5159305112260935
ACH-000223,-0.4340860363356608
ACH-000226,-0.16684812804017818
ACH-000227,-0.2772001711964346
ACH-000228,-0.0922510649081092
ACH-000231,-0.2860163620057737
ACH-000232,-0.7162935088230394
ACH-000233,-0.4227663857191681
ACH-000234,-0.2487052066806221
ACH-000235,-0.2813955514308449
ACH-000237,-0.3733117252179072
ACH-000238,-0.40173278446749616
ACH-000242,-0.566359004041683
ACH-000243,-0.04388600226380369
ACH-000244,-0.1945601616467581
ACH-000246,-0.16583107292615104
ACH-000248,-0.2537940386825909
ACH-000250,-0.23620453006813835
ACH-000251,-0.606081140609834
ACH-000252,-0.23159648703324914
ACH-000253,-0.4445307786624264
ACH-000255,-0.16879856925409176
ACH-000256,-0.3698933194389394
ACH-000257,-0.2065249870578673
ACH-000258,-0.8425827988549071
ACH-000259,-0.044711894289867715
ACH-000260,-0.6135519128125655
ACH-000261,-0.21871459600183216
ACH-000262,-0.4650860739787338
ACH-000263,-0.15282254868838216
ACH-000264,-0.2912031145263291
ACH-000265,-0.8083032621876259
ACH-000266,-0.13693850193611634
ACH-000272,-0.25882418384190325
ACH-000274,-0.1485998471279147
ACH-000277,-0.3594912239633801
ACH-000278,-0.24548057222644645
ACH-000279,-0.3169434397954958
ACH-000280,-0.21452318640315154
ACH-000281,0.01505423221360763
ACH-000288,-0.06653396335358489
ACH-000291,-0.6812171091622619
ACH-000293,-0.3086386134290488
ACH-000294,0.6807327401226625
ACH-000295,0.2360009417811985
ACH-000296,-0.6903435089952388
ACH-000302,-0.16562946025244335
ACH-000304,-0.2339608290797424
ACH-000307,-0.5156033773080868
ACH-000308,-0.2666744184591041
ACH-000310,0.022959148207074655
ACH-000311,-0.3156417579895425
ACH-000312,-0.09640060476649248
ACH-000315,-0.3077946794637049
ACH-000316,-0.3377765301408796
ACH-000317,-0.3794318676918182
ACH-000318,-1.0216927475779778
ACH-000319,-0.3384853450554444
ACH-000320,-0.0010869486189756473
ACH-000322,-0.3213338401645766
ACH-000323,-0.3104669576345857
ACH-000324,0.0017717954404334866
ACH-000329,-0.27764145563321785
ACH-000330,-0.1157808217978171
ACH-000331,-0.2340787559578477
ACH-000332,-0.32264985407232283
ACH-000334,-0.3044056943227238
ACH-000335,-0.05077676797256318
