,MLC1 (23209)
ACH-000004,-0.0422802852060076
ACH-000005,0.1894632749087548
ACH-000007,0.057965015714063324
ACH-000009,-0.08037621197166459
ACH-000011,-0.12529899841640846
ACH-000012,-0.06277575057819264
ACH-000013,0.0038770827857157525
ACH-000014,0.02490539678825986
ACH-000015,-0.12531196028744807
ACH-000017,-0.048468983505856635
ACH-000018,0.15142220562192632
ACH-000019,-0.0252658085057242
ACH-000021,0.02590968395157117
ACH-000022,-0.05140424817797945
ACH-000025,-0.15832979961844965
ACH-000028,-0.06409636809494845
ACH-000030,-0.1236591663742362
ACH-000035,0.0734981097868512
ACH-000036,-0.06330596023398251
ACH-000037,-0.05507741706308098
ACH-000039,0.02352570941310884
ACH-000040,0.0334460321062342
ACH-000041,-0.016680943823053084
ACH-000042,-0.013938309407900177
ACH-000045,0.06457538990591191
ACH-000047,-0.16708314771385507
ACH-000052,-0.061835971040940935
ACH-000053,-0.1177475431698932
ACH-000054,0.019647449604009826
ACH-000055,-0.041788814570423216
ACH-000060,-0.2185036709166868
ACH-000067,-0.0014463078924676323
ACH-000070,-0.07650908906231549
ACH-000075,0.057160445164478414
ACH-000078,-0.14486270121412118
ACH-000082,0.01040892844504288
ACH-000085,-0.04947381003424013
ACH-000086,0.0348387880953021
ACH-000087,-0.3164912681085022
ACH-000092,-0.11778943569711192
ACH-000095,-0.03824866912530138
ACH-000097,0.018661669079870543
ACH-000098,-0.094031068881355
ACH-000099,-0.07651708093067765
ACH-000108,-0.15292539746384348
ACH-000113,0.11176381789505628
ACH-000116,0.059337453660856625
ACH-000118,-0.022222498059034704
ACH-000120,-0.20601514493309386
ACH-000123,-0.02106735300932654
ACH-000127,0.10820464457004383
ACH-000128,-0.02387742347449375
ACH-000132,-0.015666525625596655
ACH-000133,-0.044954369653070286
ACH-000137,-0.09388811545823984
ACH-000138,0.0049134539693627705
ACH-000142,0.19264243130095665
ACH-000143,-0.06303032211760001
ACH-000146,-0.00713411239636504
ACH-000148,0.027649652823394908
ACH-000150,-0.17543123984166029
ACH-000152,0.02739370038077275
ACH-000153,0.00024019932284354722
ACH-000159,0.03828402920440672
ACH-000160,0.05089150675338402
ACH-000163,-0.21155917752225414
ACH-000167,-9.389626512310676e-05
ACH-000168,0.0012032088388753846
ACH-000169,0.11835274400204987
ACH-000178,-0.015423387383707687
ACH-000183,0.03222957667425707
ACH-000188,0.050684809611080385
ACH-000189,-0.12857972616367178
ACH-000190,-0.12447078523572593
ACH-000198,0.04521470796133748
ACH-000203,-0.14649912350286973
ACH-000204,-0.06874179656037999
ACH-000206,0.11452910885755145
ACH-000207,0.058219924334008626
ACH-000208,-0.2615191791314346
ACH-000210,-0.0376485377779469
ACH-000211,-0.0615392902634421
ACH-000215,-0.04644175162102236
ACH-000221,-0.025701211062049246
ACH-000222,0.0060149217186461065
ACH-000223,0.009926587767081515
ACH-000226,-0.06860844498313085
ACH-000227,0.03644303311833847
ACH-000228,-0.14212273639402714
ACH-000231,-0.0659796904764851
ACH-000232,-0.04655100197076464
ACH-000233,0.015905220635744496
ACH-000234,0.09780712600405014
ACH-000235,-0.0006252878974583112
ACH-000237,0.01277968214542797
ACH-000238,-0.0760365949734021
