,ALS2CL (259173)
ACH-000004,-0.14355166411194942
ACH-000005,-0.02615813860800132
ACH-000007,-0.013996857661554705
ACH-000009,-0.12488300379911378
ACH-000011,0.05937470560434991
ACH-000012,-0.046256798682577656
ACH-000013,-0.05838261248228248
ACH-000014,-0.08745276539387374
ACH-000015,-0.08896973275931844
ACH-000017,0.1077287280220694
ACH-000018,0.056288193610198725
ACH-000019,-0.0218310947638258
ACH-000021,-0.04276525862652096
ACH-000022,-0.007651147932373861
ACH-000025,-0.07139085722975752
ACH-000028,-0.045414187568030034
ACH-000030,-0.06099930144866636
ACH-000035,-0.08728505138624372
ACH-000036,-0.0522949220420047
ACH-000037,-0.00036983762618307835
ACH-000039,-0.11756562253695405
ACH-000040,-0.04550020695023786
ACH-000041,0.01769285039094844
ACH-000042,0.014557765255415663
ACH-000045,0.00919694108523374
ACH-000047,-0.015692948172072108
ACH-000052,0.10739886217205002
ACH-000053,0.020667812752052282
ACH-000054,-0.10234512220125046
ACH-000055,0.12847540675759914
ACH-000060,0.012241395733655036
ACH-000067,-0.11347127938420523
ACH-000070,0.0242013159632916
ACH-000075,0.004769884402403593
ACH-000078,0.11766568185347814
ACH-000082,0.02616988862398181
ACH-000085,0.09086584390608607
ACH-000086,-0.07224765139090891
ACH-000087,-0.0570519659543073
ACH-000092,0.06498030967963904
ACH-000095,0.0785478473044702
ACH-000097,-0.024200533302309448
ACH-000098,-0.05920861783054721
ACH-000099,0.07362624094280673
ACH-000108,0.06501805295987519
ACH-000113,-0.03332303349077358
ACH-000116,-0.02293679152992562
ACH-000118,-0.16981747564671454
ACH-000120,0.006946725036268257
ACH-000123,-0.005263285935323446
ACH-000127,0.019350095860207858
ACH-000128,-0.04432908682178442
ACH-000132,0.005757193127954409
ACH-000133,-0.04676332242487067
ACH-000137,-0.03887711094297952
ACH-000138,-0.008133737323883134
ACH-000142,-0.061924795406014026
ACH-000143,-0.03202868959884095
ACH-000146,0.04561655399624587
ACH-000148,-0.05900451396333384
ACH-000150,-0.2173494061150257
ACH-000152,-0.11646522900889032
ACH-000153,0.11345394441909593
ACH-000159,-0.03668075950845668
ACH-000160,0.019309231772820998
ACH-000163,-0.06598958561794017
ACH-000167,-0.3764843616712025
ACH-000168,-0.1793523091455871
ACH-000169,-0.12527455214151811
ACH-000178,-0.04271048511493753
ACH-000183,-0.04734675597282821
ACH-000188,0.005105921541528696
ACH-000189,0.058051069701901985
ACH-000190,-0.15192296765132962
ACH-000198,0.12460542485643072
ACH-000203,-0.4295427712337021
ACH-000204,-0.0474766561212483
ACH-000206,-0.08783830370726739
ACH-000207,-0.0100594757692394
ACH-000208,-0.059810084659881926
ACH-000210,0.05479619561108405
ACH-000211,-0.09317729917332
ACH-000215,-0.07580814447800699
ACH-000221,-0.05649099548410861
ACH-000222,-0.1390586824848238
ACH-000223,-0.10936868853931936
ACH-000226,-0.08302928733911906
ACH-000227,-0.003783656026079115
ACH-000228,-0.1205854666271295
ACH-000231,-0.04833506990844737
ACH-000232,-0.053621041812717714
ACH-000233,-0.11012934505404884
ACH-000234,-0.09582371276197088
ACH-000235,-0.0195392094210267
ACH-000237,-0.018731900134322316
ACH-000238,-0.03840897712552309
ACH-000242,-0.19049948573870465
ACH-000243,0.006606577252948079
ACH-000244,-0.07605592247098628
ACH-000246,-0.043312765369375485
ACH-000248,-0.06702261438587218
ACH-000250,0.010779707667894637
