,OCSTAMP (128506)
ACH-000004,0.16135388238768336
ACH-000005,-0.11740192687131135
ACH-000007,0.07310243907910262
ACH-000009,0.14266780728974046
ACH-000011,0.03944314433578913
ACH-000012,0.16977082802043247
ACH-000013,0.13905057424685727
ACH-000014,0.16844779144285818
ACH-000015,0.13118100831541313
ACH-000017,-0.03655936066259551
ACH-000018,0.17714096548451252
ACH-000019,0.004964779000910515
ACH-000021,0.09393841493752007
ACH-000022,0.14951234883179673
ACH-000025,0.1180759815416494
ACH-000028,0.13742452036442745
ACH-000030,0.05914300120413126
ACH-000035,-0.0048297539326214636
ACH-000036,0.07490310285151923
ACH-000037,0.06821584184599082
ACH-000039,0.08211249736979323
ACH-000040,-0.038679352643173785
ACH-000041,0.23336918340010945
ACH-000042,0.08843606868521485
ACH-000045,0.2506143050001633
ACH-000047,0.10359403436355824
ACH-000052,0.10673897288565537
ACH-000053,0.07012108895216973
ACH-000054,-0.007369581474200073
ACH-000055,0.1932084023263416
ACH-000060,0.032610599967195494
ACH-000067,0.15374128735849493
ACH-000070,0.01953639945793549
ACH-000075,-0.022840500097868182
ACH-000078,0.07978675240774702
ACH-000082,0.041519106788047336
ACH-000085,0.1302986883250135
ACH-000086,-0.008518005217200518
ACH-000087,0.03379367650391429
ACH-000092,0.07420109505260962
ACH-000095,0.18758947019336955
ACH-000097,0.0513722223137484
ACH-000098,0.2088428853180076
ACH-000099,0.12246050017920793
ACH-000108,0.08888134032312113
ACH-000113,0.10850411893888516
ACH-000116,0.07438808376706536
ACH-000118,0.043314084688916274
ACH-000120,0.15052670949093935
ACH-000123,0.10033880135133512
ACH-000127,0.11182334533464876
ACH-000128,0.021920192240790937
ACH-000132,0.1746955446314057
ACH-000133,0.0402991897610942
ACH-000137,0.031743140383278565
ACH-000138,0.10669495907057476
ACH-000142,0.018924422444577642
ACH-000143,0.029858835166906177
ACH-000146,0.047400900806175116
ACH-000148,0.1641052660053206
ACH-000150,0.09234276629330093
ACH-000152,0.07843745512935893
ACH-000153,0.0863665533232654
ACH-000159,0.1043463359986576
ACH-000160,0.08002484443093963
ACH-000163,-0.0020214525913891603
ACH-000167,0.10099603042994656
ACH-000168,0.03058959682154465
ACH-000169,-0.05147999407933872
ACH-000178,0.06875474020625218
ACH-000183,-0.04559439310884612
ACH-000188,0.03393191840243042
ACH-000189,0.1075130300769204
ACH-000190,0.05047281677244906
ACH-000198,0.17181444678661248
ACH-000203,0.2468892226208971
ACH-000204,0.06971682762429039
ACH-000206,0.13642183905048222
ACH-000207,-0.05570306418642386
ACH-000208,0.32513503750653905
ACH-000210,0.01252811599998232
ACH-000211,0.08085798277564686
ACH-000215,0.1121027960952963
ACH-000221,0.015762284107617357
ACH-000222,0.12722418853853085
ACH-000223,0.1759730873615834
ACH-000226,0.15334186907248926
ACH-000227,0.1185622443821292
ACH-000228,-0.025052242121330247
ACH-000231,0.076933607055773
ACH-000232,0.11756346123763732
ACH-000233,0.07443998879915469
ACH-000234,0.03867798812128714
ACH-000235,0.060604952217358676
ACH-000237,0.11832293883315995
ACH-000238,0.016662747131318392
ACH-000242,0.09701692637296123
ACH-000243,0.08514606688409866
ACH-000244,0.1979810027856789
ACH-000246,0.09072411370836403
ACH-000248,0.013722704791575814
ACH-000250,0.1034023999731052
ACH-000251,0.02056718346032104
ACH-000252,-0.0724148881100034
ACH-000253,0.05048601500740303
ACH-000255,0.028513652071744593
ACH-000256,-0.1592823803043029
ACH-000257,0.0373466029211672
ACH-000258,-0.12478185909448405
ACH-000259,0.021389250955827263
ACH-000260,0.04964378329032214
ACH-000261,0.0507127850661212
ACH-000262,0.19119842798233355
ACH-000263,0.05404713493434754
ACH-000264,0.13915037921975326
ACH-000265,0.09440538889778817
ACH-000266,0.11807246584938293
ACH-000272,0.11055065444367132
ACH-000274,-0.004008790149808659
ACH-000277,-0.15487552138541535
ACH-000278,0.023709793457036315
ACH-000279,0.10593004724459266
ACH-000280,0.05189486076469848
ACH-000281,0.019737880454819192
ACH-000288,0.11517609158732416
ACH-000291,0.028982898025910774
ACH-000293,0.2374017379474367
ACH-000294,0.12223043626660668
ACH-000295,0.29341785835752016
ACH-000296,0.04654857040405976
ACH-000302,0.14638533249180066
ACH-000304,0.09731010538187294
ACH-000307,0.09108678625238384
ACH-000308,0.005276945121303864
ACH-000310,0.1655467034015469
ACH-000311,0.03585033594719874
ACH-000312,0.061859394332303426
ACH-000315,0.007030187185379418
ACH-000316,0.22204461197111966
ACH-000317,0.22377429515624736
ACH-000318,0.015273317063560153
ACH-000319,0.2224520174455126
ACH-000320,0.12452642288807395
ACH-000322,0.10718110113360667
ACH-000323,0.04512068364072192
ACH-000324,0.13366154538121122
ACH-000329,0.2015998676880627
ACH-000330,0.10031931859738236
ACH-000331,0.05412321778301386
ACH-000332,0.017289203413415326
ACH-000334,0.12851466803716588
ACH-000335,0.1998431187945352
ACH-000336,0.027356099628660275
ACH-000337,0.009476339432578694
ACH-000338,0.2568883132990528
ACH-000339,0.18046029612594372
ACH-000341,0.04346269046603806
ACH-000348,0.08884178677073458
ACH-000350,0.054570043778263286
ACH-000352,0.0968255912968068
ACH-000356,0.21897977251507772
ACH-000361,0.20394456049681192
ACH-000362,0.050535861588104025
ACH-000363,0.012003511479339523
ACH-000364,0.13262342170435396
ACH-000365,0.044655767974474916
ACH-000366,0.08189743032143132
ACH-000368,-0.010006940943246998
ACH-000374,0.13483115813034424
ACH-000375,0.01388268187455226
ACH-000376,0.03791797134382447
ACH-000381,0.18575235332657675
ACH-000383,0.13356634155998165
ACH-000387,-0.006835277724534875
ACH-000389,0.07362703849184657
ACH-000390,0.11396709005588394
ACH-000393,0.2432725435094227
ACH-000395,0.12085487838855193
ACH-000396,-0.17046140093243908
ACH-000397,0.07523061043996096
ACH-000401,0.0824808794219649
ACH-000402,0.03673261278043208
ACH-000403,0.05188451473311172
ACH-000404,0.0433794146883312
ACH-000406,0.06958351475641011
ACH-000407,0.07584546094079275
ACH-000408,0.2652707717866083
ACH-000410,0.1353216607562089
ACH-000411,0.07395043918986237
ACH-000414,0.09912918939023566
ACH-000415,0.1870574235168161
ACH-000416,0.1623704144426556
ACH-000420,0.08247393630677102
ACH-000421,0.09852857313360652
ACH-000424,0.021350060397994995
ACH-000425,0.07107028711084347
ACH-000426,0.043087877592193714
ACH-000427,0.07946535455481697
ACH-000433,0.09982045251270016
ACH-000435,0.3665809734506907
ACH-000436,0.09027773794210207
ACH-000444,0.13961904296568026
ACH-000445,0.06629514668794799
ACH-000448,0.11273083687588205
ACH-000450,0.004924311769845178
ACH-000452,0.033631840324612305
ACH-000454,0.2673110997108842
ACH-000458,0.1352891345239935
ACH-000459,-0.08585694783496498
ACH-000460,0.12109701569737445
ACH-000461,0.08149626371851765
ACH-000463,0.06492606517415718
ACH-000464,0.17774791566281128
ACH-000466,-0.06339055578758676
ACH-000467,0.07319446380329286
ACH-000468,0.045424789509235466
ACH-000469,0.06743403761116995
ACH-000470,0.19859120685585227
ACH-000471,0.045954603254096164
ACH-000472,0.06465247571390828
ACH-000473,0.11650582882131512
ACH-000475,0.14597973278728096
ACH-000476,0.14327324038073552
ACH-000477,0.1340861470028412
ACH-000479,0.19727565204168185
ACH-000480,0.009472489334976186
ACH-000481,0.0293054777521772
ACH-000483,0.2071835357202095
ACH-000484,0.09094108819106288
ACH-000485,0.10467458569913564
ACH-000486,0.16594526150331146
ACH-000487,-0.002467144828096729
ACH-000488,0.04131830208042941
ACH-000490,0.09398881202250227
ACH-000491,0.08566585167500007
ACH-000495,0.16244214358097686
ACH-000496,0.07038441780576914
ACH-000499,0.004806431367349348
