,TXNL1 (9352)
ACH-000004,-0.10841166497278057
ACH-000005,0.21584058404927875
ACH-000007,-0.15629610402634386
ACH-000009,-0.016212086376908855
ACH-000011,0.00361071733915481
ACH-000012,-0.16415215203942204
ACH-000013,0.058019141107334124
ACH-000014,-0.16326136069741726
ACH-000015,-0.05110958368944291
ACH-000017,-0.17705464803877052
ACH-000018,0.01576269759211576
ACH-000019,-0.3522894720319343
ACH-000021,-0.098298424865376
ACH-000022,-0.0346837568891192
ACH-000025,-0.17136227681704533
ACH-000028,-0.2406092496784352
ACH-000030,-0.1308882492263139
ACH-000035,0.13444297353724075
ACH-000036,-0.11723589053165663
ACH-000037,-0.2929154262193497
ACH-000039,-0.0606016988502865
ACH-000040,-0.1908480276822024
ACH-000041,-0.2152554604172602
ACH-000042,-0.15681325965195228
ACH-000045,-0.25717194707826946
ACH-000047,-0.022016040171584875
ACH-000052,-0.2483585542652205
ACH-000053,-0.10353229809936053
ACH-000054,-0.08776372324870373
ACH-000055,-0.24203694320279664
ACH-000060,-0.15354115022575482
ACH-000067,0.01746191944006219
ACH-000070,-0.362467776275016
ACH-000075,-0.2484184006112386
ACH-000078,-0.07273343428279316
ACH-000082,-0.08368374924333834
ACH-000085,-0.17103036655543102
ACH-000086,-0.10589910875020528
ACH-000087,-0.01678666665139088
ACH-000092,-0.12857941816434376
ACH-000095,-0.08992953576317261
ACH-000097,-0.1970461151817817
ACH-000098,-0.1520110446898165
ACH-000099,-0.06367548867961326
ACH-000108,-0.24632131690989986
ACH-000113,-0.1161950471203706
ACH-000116,-0.19439530147300424
ACH-000118,-0.12364549905056195
ACH-000120,-0.12140373378378815
ACH-000123,-0.01002074768277879
ACH-000127,-0.038421561028615
ACH-000128,-0.03563405792128218
ACH-000132,-0.09289398074206924
ACH-000133,-0.2316254627259909
ACH-000137,-0.13485267973776086
ACH-000138,-0.1646029962925301
ACH-000142,-0.14437292230784785
ACH-000143,0.13759643752453912
ACH-000146,0.053330556580153884
ACH-000148,-0.0917651570083714
ACH-000150,-0.028869659609552963
ACH-000152,-0.07647812437318767
ACH-000153,-1.1276297144990488e-05
ACH-000159,-0.16189500843789922
ACH-000160,-0.29466756325932125
ACH-000163,-0.03282311728754443
ACH-000167,-0.12743678256320065
ACH-000168,-0.34051610004759875
ACH-000169,-0.16328439966080122
ACH-000178,0.0034835132178421624
ACH-000183,-0.2856762973813529
ACH-000188,-0.022442098857620926
ACH-000189,-0.1816234610586633
ACH-000190,-0.4447338605088628
ACH-000198,-0.1437396378431004
ACH-000203,0.024488401352257542
ACH-000204,-0.14125938545113045
ACH-000206,-0.5268344572729993
ACH-000207,0.0017106304013197098
ACH-000208,-0.4870115535726052
ACH-000210,0.1670266686624666
ACH-000211,-0.2332267405089237
ACH-000215,-0.13592329990857085
ACH-000221,-0.028900774039078564
ACH-000222,-0.40263337304456703
ACH-000223,-0.2256870776292761
ACH-000226,-0.06748647480161755
ACH-000227,-0.14752400638417987
ACH-000228,-0.2833879375589194
ACH-000231,-0.09331378527764662
ACH-000232,-0.1706512642691676
ACH-000233,-0.17796980596346146
ACH-000234,-0.048893577266309766
ACH-000235,-0.041785107990640905
ACH-000237,-0.08290039778802825
ACH-000238,-0.2905548074759853
ACH-000242,0.07975609094990976
ACH-000243,-0.14746956464905422
ACH-000244,-0.2531802512474282
ACH-000246,-0.26645958247774715
ACH-000248,-0.15262958403572302
ACH-000250,-0.2114980313542912
ACH-000251,-0.1535104837709229
ACH-000252,-0.2281757296913189
ACH-000253,-0.20720455518844955
ACH-000255,-0.15379914276023945
