,REXO1 (57455)
ACH-000004,-0.0366266295494748
ACH-000005,-0.13722074902679118
ACH-000007,-0.2365593277577822
ACH-000009,-0.020419627094382692
ACH-000011,-0.14216448364648274
ACH-000012,-0.17764645586366198
ACH-000013,-0.10603838844279054
ACH-000014,-0.17233345315592236
ACH-000015,-0.1358324542265166
ACH-000017,-0.1658087634435884
ACH-000018,-0.20140068117500284
ACH-000019,-0.33683234643836923
ACH-000021,-0.2374684047685459
ACH-000022,-0.12737488959524385
ACH-000025,-0.2005813893814871
ACH-000028,-0.25196624748729235
ACH-000030,-0.1569411205082677
ACH-000035,-0.2328763353799785
ACH-000036,-0.0770031229998273
ACH-000037,-0.03156375272127785
ACH-000039,-0.04198355608451535
ACH-000040,-0.1757464965287954
ACH-000041,0.03281648421746533
ACH-000042,-0.15109630115291442
ACH-000045,-0.016899960041875484
ACH-000047,-0.36047841259848906
ACH-000052,-0.17676066436109916
ACH-000053,-0.05996014245701484
ACH-000054,-0.08968091759937323
ACH-000055,-0.12848251803732505
ACH-000060,0.045380602704250345
ACH-000067,-0.05615812542541725
ACH-000070,-0.18224823510019247
ACH-000075,-0.1324047401792198
ACH-000078,-0.08382456415463803
ACH-000082,-0.06028875483549656
ACH-000085,-0.13606057364210788
ACH-000086,-0.2230215507440957
ACH-000087,-0.04645712000887345
ACH-000092,-0.08799878515407608
ACH-000095,-0.15060546458184745
ACH-000097,-0.16540424796951364
ACH-000098,-0.07786426600698455
ACH-000099,-0.1253300164762204
ACH-000108,-0.19653827436223087
ACH-000113,-0.04226226381748645
ACH-000116,-0.16022626084362027
ACH-000118,-0.005141341027927183
ACH-000120,-0.21023668363357415
ACH-000123,-0.08109177394453028
ACH-000127,-0.2745630493046137
ACH-000128,-0.14260244003582076
ACH-000132,-0.1409326668778204
ACH-000133,-0.2135171245002481
ACH-000137,0.08659527214077707
ACH-000138,-0.2365378049256664
ACH-000142,-0.051271025106459166
ACH-000143,-0.13295467223080604
ACH-000146,-0.14470062103657624
ACH-000148,-0.03850388964648202
ACH-000150,-0.3681561303610693
ACH-000152,-0.09431637139000336
ACH-000153,-0.16723626113921916
ACH-000159,-0.06171553224999325
ACH-000160,-0.09227667617226347
ACH-000163,-0.09241455046034458
ACH-000167,0.1592470031088252
ACH-000168,-0.03365520091934385
ACH-000169,-0.09949270530142984
ACH-000178,-0.04417479549083984
ACH-000183,0.02855292329643098
ACH-000188,-0.3879268671973143
ACH-000189,0.09118719344819523
ACH-000190,0.11559811131904685
ACH-000198,-0.023797845861955595
ACH-000203,-0.4527576717019466
ACH-000204,0.028564300389544814
ACH-000206,-0.3898666551280716
ACH-000207,-0.07373091064544894
ACH-000208,0.038825493214544635
ACH-000210,0.14400196956743808
ACH-000211,0.04507414577720148
ACH-000215,-0.040806707350736784
ACH-000221,-0.0072220614732138345
ACH-000222,-0.0369541483084008
ACH-000223,-0.17598192894892456
ACH-000226,0.046470595030338166
ACH-000227,-0.012697317819022244
ACH-000228,-0.03286741741271538
ACH-000231,-0.09452099881568723
ACH-000232,-0.10821564605772158
ACH-000233,-0.13945218018053682
ACH-000234,-0.21903530993621687
ACH-000235,-0.14587423533730715
ACH-000237,-0.14767283092661904
ACH-000238,-0.09135743411353267
ACH-000242,0.029164167795540045
ACH-000243,-0.08144186850158566
ACH-000244,-0.19607845326571527
ACH-000246,-0.1151110594465594
ACH-000248,-0.08722421225918385
ACH-000250,-0.1550107863278679
ACH-000251,-0.32201784506273873
ACH-000252,-0.24709570009892445
ACH-000253,-0.2807496010921494
ACH-000255,0.04027479532502143
ACH-000256,-0.027465928650952424
ACH-000257,0.02655804451298727
ACH-000258,0.031890844901289885
ACH-000259,-0.0038340565804148006
ACH-000260,-0.1505886015731734
ACH-000261,-0.0779560574259974
ACH-000262,-0.2251899293347144
ACH-000263,-0.2253951396510729
ACH-000264,0.005882830290386146
ACH-000265,-0.2179624026123885
ACH-000266,-0.20787597986634945
ACH-000272,-0.11963347761514748
ACH-000274,-0.12152750063265393
ACH-000277,-0.02779670944327198
ACH-000278,-0.21382599232716745
ACH-000279,-0.1201738872176054
ACH-000280,-0.1564985916060706
ACH-000281,-0.0494383302657221
ACH-000288,-0.1090334308427766
ACH-000291,-0.04580311448086148
ACH-000293,-0.1831574397290456
ACH-000294,-0.2338034745760789
ACH-000295,-0.2534819501662196
ACH-000296,-0.05361228501748555
ACH-000302,-0.23557995469048315
ACH-000304,-0.054835701304111084
ACH-000307,-0.1810786190059301
ACH-000308,-0.12314374040353285
ACH-000310,-0.07009607280191384
ACH-000311,-0.1418689243490479
ACH-000312,-0.1506026146980555
ACH-000315,-0.03181487926054655
ACH-000316,-0.04735238770149841
ACH-000317,-0.017452653917337496
ACH-000318,-0.032011014260329006
ACH-000319,-0.32488970548469914
ACH-000320,-0.11617797211685266
ACH-000322,-0.06683039208446619
ACH-000323,-0.05219929637318253
ACH-000324,-0.020883721849582263
ACH-000329,-0.04629512418338773
ACH-000330,-0.09429232486261868
ACH-000331,-0.03215250985421854
ACH-000332,-0.05605070564269835
