,MFF (56947)
ACH-000004,0.016588260092246173
ACH-000005,-0.2383695123637729
ACH-000007,0.2056786023038491
ACH-000009,-0.11159626999992536
ACH-000011,-0.152658397051363
ACH-000012,-0.06872332752279035
ACH-000013,-0.05262306069709169
ACH-000014,0.003624191964493728
ACH-000015,0.029770942154380305
ACH-000017,-0.10311896658384807
ACH-000018,-0.13085243338953828
ACH-000019,0.038193384163363577
ACH-000021,0.024986299411259943
ACH-000022,-0.0862541350734277
ACH-000025,-0.1739798747066831
ACH-000028,-0.3305404775534748
ACH-000030,-0.007333295986611217
ACH-000035,0.2183582117278644
ACH-000036,-0.037638850026343484
ACH-000037,-0.026261518164461442
ACH-000039,-0.05051945542763545
ACH-000040,-0.0615810844040787
ACH-000041,0.15970153801778167
ACH-000042,-0.03681106854943702
ACH-000045,0.1377493975647694
ACH-000047,-0.10334687863169784
ACH-000052,-0.0539732443535575
ACH-000053,-0.0955023554456514
ACH-000054,-0.03410734833858497
ACH-000055,-0.15533185945862285
ACH-000060,-0.028983618425078336
ACH-000067,-0.1303172670705838
ACH-000070,0.14437613813431996
ACH-000075,-0.1346034889725334
ACH-000078,-0.043946055655452586
ACH-000082,-0.019970875053599256
ACH-000085,0.07455052126509827
ACH-000086,-0.06285141855780928
ACH-000087,-0.19690236848300147
ACH-000092,-0.2438355571055472
ACH-000095,-0.044710454943076385
ACH-000097,-0.13265016194356638
ACH-000098,-0.17230018349883114
ACH-000099,-0.16879917192245378
ACH-000108,-0.2838358647975175
ACH-000113,0.038882627023728016
ACH-000116,-0.051766069668773285
ACH-000118,0.1558063501640877
ACH-000120,-0.056495787505771285
ACH-000123,-0.10460801773916452
ACH-000127,-0.08762682828219083
ACH-000128,-0.02125293281893089
ACH-000132,0.12091914365307582
ACH-000133,-0.18392779933617195
ACH-000137,-0.2035547850459707
ACH-000138,-0.007998433129626139
ACH-000142,-0.12608295267730266
ACH-000143,-0.12786544205890216
ACH-000146,0.005916831293940385
ACH-000148,-0.10955901938518324
ACH-000150,-0.3075953987209364
ACH-000152,-0.014086635409854026
ACH-000153,-0.2963860175590657
ACH-000159,-0.1172994297304946
ACH-000160,-0.013892756704633998
ACH-000163,-0.0974612147011274
ACH-000167,-0.520456523656428
ACH-000168,-0.00469043721080201
ACH-000169,0.016105788011828368
ACH-000178,0.007203576952630713
ACH-000183,-0.011805575354816862
ACH-000188,-0.12956361705422664
ACH-000189,-0.1130680372570924
ACH-000190,-0.1218440103061454
ACH-000198,0.0007990924217762018
ACH-000203,-0.031285770265847966
ACH-000204,-0.3593773865587323
ACH-000206,-0.06024536457294944
ACH-000207,-0.21899103015331975
ACH-000208,-0.01152764849038392
ACH-000210,-0.1177968679004545
ACH-000211,-0.08536578988060631
ACH-000215,-0.03051218985669465
ACH-000221,-0.21609640760440504
ACH-000222,0.003615949553773428
ACH-000223,-0.1396417480023717
ACH-000226,-0.2459544656829913
ACH-000227,0.15703452731496145
ACH-000228,-0.016206952615472125
ACH-000231,-0.05965174607920162
ACH-000232,-0.13739595647957709
ACH-000233,0.014720368564840066
ACH-000234,-0.07071708042593937
ACH-000235,0.005998434329114672
ACH-000237,-0.2718648171522141
ACH-000238,0.007988424062849437
ACH-000242,0.02985997008723202
ACH-000243,-0.004840793713408194
ACH-000244,0.1275361372151229
ACH-000246,-0.13231707310803742
ACH-000248,-0.14956984450896907
ACH-000250,-0.09316146001097887
ACH-000251,-0.10852234468284608
ACH-000252,-0.07713126349164287
ACH-000253,0.039114393087483004
ACH-000255,-0.2165908602506858
ACH-000256,-0.20442083829193566
ACH-000257,0.06589935069605099
ACH-000258,0.17794299317969087
ACH-000259,0.06635518794045636
ACH-000260,-0.16683185021402405
ACH-000261,0.0009552487721417004
ACH-000262,-0.26357239012511874
ACH-000263,0.004942319395248486
ACH-000264,0.009400109530819023
ACH-000265,-0.09658684005934733
ACH-000266,-0.018866624579198087
ACH-000272,-0.0668142233407368
ACH-000274,-0.056838927358777276
ACH-000277,-0.04962933673458025
ACH-000278,-0.03205494415882355
ACH-000279,-0.14626024939427446
ACH-000280,0.015509618932409475
