,SUCLG1 (8802)
ACH-000004,-0.13565989796112427
ACH-000005,0.12344887497686716
ACH-000007,-0.06999028860805294
ACH-000009,-0.2550817529644582
ACH-000011,0.045062888182595
ACH-000012,-0.3773697791003479
ACH-000013,-0.19226746825354807
ACH-000014,0.0043952491653704686
ACH-000015,-0.09261269023084444
ACH-000017,-0.3122768350179796
ACH-000018,-0.2517427769119699
ACH-000019,-0.19015521449273
ACH-000021,-0.2360331202858696
ACH-000022,0.10790926636866274
ACH-000025,-0.0841848091627828
ACH-000028,-0.2548222904119192
ACH-000030,-0.20972127932158105
ACH-000035,-0.3016191995096481
ACH-000036,-0.0636547774696146
ACH-000037,-0.21362521177576835
ACH-000039,-0.0917689151405785
ACH-000040,-0.2157874470642589
ACH-000041,-0.11424313148812874
ACH-000042,-0.31230372839495724
ACH-000045,-0.3513334814670776
ACH-000047,-0.4506333881298321
ACH-000052,-0.10273961711856006
ACH-000053,-0.16659933076733113
ACH-000054,-0.13027390745962908
ACH-000055,-0.2681245543113611
ACH-000060,0.02650765540038225
ACH-000067,-0.3030482122614853
ACH-000070,-0.6382740476380202
ACH-000075,-0.1249735710670562
ACH-000078,-0.2818894709835588
ACH-000082,-0.06666034657781053
ACH-000085,-0.07936555225699328
ACH-000086,-0.1464447112226741
ACH-000087,0.03882428239044697
ACH-000092,-0.179219543970227
ACH-000095,-0.15947282020354206
ACH-000097,-0.45808859963294396
ACH-000098,-0.10588927985449156
ACH-000099,-0.40914960414525703
ACH-000108,-0.04589379569047008
ACH-000113,-0.17127119887211695
ACH-000116,-0.04554910268258777
ACH-000118,-0.07362715033293073
ACH-000120,-0.11854310556135612
ACH-000123,-0.32873490935592703
ACH-000127,-0.08043448626042186
ACH-000128,-0.14709032959202262
ACH-000132,-0.29038756697312745
ACH-000133,-0.3071272201106669
ACH-000137,-0.19958177575281089
ACH-000138,-0.24633724375968125
ACH-000142,-0.16610763100841355
ACH-000143,-0.19693520476897694
ACH-000146,-0.23956572659092704
ACH-000148,-0.1133403336993971
ACH-000150,-0.32545911339391104
ACH-000152,-0.2342284539339825
ACH-000153,0.021028230191096384
ACH-000159,-0.1458097688119103
ACH-000160,-0.08972305428765003
ACH-000163,-0.15279392377639384
ACH-000167,-0.02791280411107853
ACH-000168,-0.21454682149934987
ACH-000169,0.0017554612205740244
ACH-000178,-0.11234325196009316
ACH-000183,-0.01803622775560457
ACH-000188,-0.1588818070819502
ACH-000189,-0.3177285842166544
ACH-000190,-0.08378478463698592
ACH-000198,-0.2739020462272291
ACH-000203,-0.04649316397656848
ACH-000204,-0.13173362228073612
ACH-000206,-0.24046205102015525
ACH-000207,-0.222045549355281
ACH-000208,-0.27406359964018195
ACH-000210,-0.0541671799686158
ACH-000211,-0.13643203581165014
ACH-000215,-0.2366762075115584
ACH-000221,-0.31730214014883984
ACH-000222,-0.1804949517103198
ACH-000223,-0.2341614904484325
ACH-000226,-0.22293863049535734
ACH-000227,-0.07606637626146295
ACH-000228,-0.3679687529682815
ACH-000231,-0.14269746913233625
ACH-000232,-0.022479122960806838
ACH-000233,-0.2127094076325473
ACH-000234,-0.06156810345602195
ACH-000235,-0.17251247525649793
ACH-000237,-0.1879927538616828
ACH-000238,-0.2373604059708322
ACH-000242,0.10937931922419893
ACH-000243,-0.2229082215294675
ACH-000244,-0.2529047654426507
ACH-000246,-0.26302729867235064
ACH-000248,-0.20522604927237906
ACH-000250,-0.02400048244801905
ACH-000251,-0.5324758739711409
ACH-000252,-0.21642731582220215
ACH-000253,-0.03758963781843707
ACH-000255,-0.25456613743692097
ACH-000256,-0.01840679685004
ACH-000257,-0.3284122853439685
ACH-000258,-0.09349096821983084
ACH-000259,-0.4362378327364157
ACH-000260,-0.014156192330010245
ACH-000261,-0.08477516438440699
ACH-000262,-0.4931864213907855
ACH-000263,0.1239565347342177
ACH-000264,-0.3347138616416606
ACH-000265,-0.17076549982587227
ACH-000266,-0.1460305858586856
ACH-000272,-0.17317723614825334
ACH-000274,-0.05270552030009189
ACH-000277,-0.1997241473625823
ACH-000278,-0.13822522410103685
ACH-000279,-0.11658404773022503
ACH-000280,-0.038981940682331434
ACH-000281,-0.2287957116591891
ACH-000288,-0.1695526276812179
ACH-000291,-0.14230435742676764
ACH-000293,-0.03737052038382189
ACH-000294,0.19112909657505914
ACH-000295,0.022490087240362788
ACH-000296,-0.1840720256974959
ACH-000302,-0.2998753665332169
ACH-000304,-0.3509251291716701
ACH-000307,-0.14392701841700528
ACH-000308,-0.16435453889974547
ACH-000310,-0.2205850307106591
ACH-000311,-0.07622485122894904
ACH-000312,-0.13296859980553036
ACH-000315,-0.2851555799090453
ACH-000316,-0.05249104798259925
ACH-000317,-0.2858874115410624
ACH-000318,-0.15939832494814787
ACH-000319,-0.20451707103022465
ACH-000320,-0.03191922109262048
ACH-000322,-0.1638172856214454
ACH-000323,-0.2888370780258163
ACH-000324,-0.2543628322000018
ACH-000329,-0.20757871723855867
ACH-000330,-0.21053510728551866
ACH-000331,-0.1763731296246217
ACH-000332,-0.08421305657302272
ACH-000334,-0.18061823603550928
ACH-000335,-0.1264729607032443
ACH-000336,-0.2024294454130354
ACH-000337,0.04939642944608829
ACH-000338,-0.6469294872857978
ACH-000339,-0.21589379032701708
ACH-000341,-0.046563978150441235
ACH-000348,-0.19579794270850714
ACH-000350,-0.2672100472249165
ACH-000352,-0.27395616254881666
ACH-000356,0.012432081793787738
ACH-000361,-0.18188127735994514
ACH-000362,-0.106562476380542
ACH-000363,-0.2268958587982097
ACH-000364,-0.3056080488896566
ACH-000365,-0.6705324307889845
ACH-000366,-0.13745373423898016
ACH-000368,-0.3484799369231498
ACH-000374,-0.1435374238100952
ACH-000375,0.22031222446253715
ACH-000376,-0.05725001469937824
ACH-000381,-0.05511786959721349
ACH-000383,-0.15911266888661754
ACH-000387,-0.11213458810405376
ACH-000389,-0.03947667806866312
ACH-000390,-0.16255853177950946
ACH-000393,-0.08940137619411051
ACH-000395,-0.08178359506472108
ACH-000396,-0.0949286592260709
ACH-000397,-0.011278191793153132
ACH-000401,-0.5930766680924793
ACH-000402,-0.6211535939642454
ACH-000403,-0.13496760865443982
ACH-000404,-0.12127763993645473
ACH-000406,-0.4817189150586328
ACH-000407,-0.21791179587539306
ACH-000408,0.07318030968849784
ACH-000410,-0.23934995537969775
