,OR1Q1 (158131)
ACH-000004,-0.19488037243842304
ACH-000005,0.13520029575102824
ACH-000007,0.004621666663669255
ACH-000009,-0.3374854586283468
ACH-000011,-0.1342998499820609
ACH-000012,-0.15770860411254042
ACH-000013,-0.16731007518489366
ACH-000014,0.09039412798021397
ACH-000015,-0.12947442829257313
ACH-000017,-0.09043469014628844
ACH-000018,-0.238994937860688
ACH-000019,-0.2488887611378375
ACH-000021,-0.09764003697656916
ACH-000022,-0.1969478783118118
ACH-000025,-0.03991665853181532
ACH-000028,0.044678748586465485
ACH-000030,-0.10117369949556634
ACH-000035,-0.0290724871530374
ACH-000036,-0.07096959013627313
ACH-000037,-0.1146568558652778
ACH-000039,-0.10785785765787696
ACH-000040,-0.1397710853962912
ACH-000041,-0.15078862138296548
ACH-000042,-0.13940821085551888
ACH-000045,0.00012046277253214732
ACH-000047,-0.2467075091725175
ACH-000052,-0.09434102758563002
ACH-000053,-0.0931637006241154
ACH-000054,-0.1327071059659485
ACH-000055,-0.25144604616535304
ACH-000060,-0.015692871379812432
ACH-000067,-0.20306007754055536
ACH-000070,0.011765720982434776
ACH-000075,-0.32149210119000904
ACH-000078,-0.08594799668251359
ACH-000082,-0.0924438572144345
ACH-000085,-0.09785487692736383
ACH-000086,-0.10210269302208946
ACH-000087,-0.2023380362519277
ACH-000092,-0.04782205830991888
ACH-000095,-0.04186710937623737
ACH-000097,-0.11279268176869955
ACH-000098,-0.1130157744509825
ACH-000099,-0.0929653807837596
ACH-000108,-0.11718237161193724
ACH-000113,-0.06604375985026653
ACH-000116,-0.10810914872002596
ACH-000118,-0.07559586266224654
ACH-000120,-0.2327608249191861
ACH-000123,-0.16158211426021915
ACH-000127,-0.1444015158997874
ACH-000128,-0.06283939955598544
ACH-000132,-0.08662781579527104
ACH-000133,-0.19105788876113694
ACH-000137,-0.3088065267852481
ACH-000138,-0.10784267782520587
ACH-000142,0.0045958398110244325
ACH-000143,-0.0698381485591365
ACH-000146,-0.15664093088161746
ACH-000148,-0.1718085411563905
ACH-000150,-0.053239581373255206
ACH-000152,-0.07395944356249523
ACH-000153,-0.3121886375989834
ACH-000159,-0.11778618852596623
ACH-000160,-0.12659209990522766
ACH-000163,-0.1330848613701853
ACH-000167,-0.27703969924733424
ACH-000168,0.023123459303004325
ACH-000169,-0.2040256046914206
ACH-000178,-0.1484036523916647
ACH-000183,-0.08584632619608686
ACH-000188,-0.20089734652594846
ACH-000189,-0.025843403138051214
ACH-000190,-0.1406235734934952
ACH-000198,-0.03922611057378729
ACH-000203,-0.08518276957237676
ACH-000204,-0.24102670764471035
ACH-000206,0.035805104708719296
ACH-000207,-0.06840564115350692
ACH-000208,-0.2126585772220686
ACH-000210,-0.13034680674848712
ACH-000211,-0.15943324625601066
ACH-000215,-0.16092908008408832
ACH-000221,-0.10565381147229956
ACH-000222,-0.06758303343346249
ACH-000223,-0.12019843938352932
