,RTN2 (6253)
ACH-000004,-0.15112787104507475
ACH-000005,-0.2574637964845465
ACH-000007,-0.34978394395090995
ACH-000009,-0.3249188457111629
ACH-000011,-0.2412909041358213
ACH-000012,-0.2733428136423176
ACH-000013,-0.3771471622300903
ACH-000014,-0.16861026399266296
ACH-000015,-0.3075191363969531
ACH-000017,-0.20251405799803585
ACH-000018,-0.3160566334699884
ACH-000019,-0.2385531872673286
ACH-000021,-0.2818050257877097
ACH-000022,-0.2894021603421293
ACH-000025,-0.12628309958489492
ACH-000028,-0.250070173797435
ACH-000030,-0.2559148470633193
ACH-000035,-0.3200085326050105
ACH-000036,-0.18625179105787254
ACH-000037,-0.2165288473569419
ACH-000039,-0.4049843431669092
ACH-000040,-0.2032318564978833
ACH-000041,-0.23018259788510664
ACH-000042,-0.13331656322125818
ACH-000045,-0.34557236569721644
ACH-000047,-0.1500287185885289
ACH-000052,-0.15841799328091907
ACH-000053,-0.3855527863736185
ACH-000054,-0.15955749314930665
ACH-000055,-0.3363663878033453
ACH-000060,-0.08059406685748764
ACH-000067,-0.2122772825335404
ACH-000070,-0.1867275931344162
ACH-000075,-0.18814572593074716
ACH-000078,-0.265289351765966
ACH-000082,-0.11740690653279832
ACH-000085,-0.40477909135171575
ACH-000086,-0.21295412476147493
ACH-000087,0.11739983209085628
ACH-000092,-0.3445474372532031
ACH-000095,-0.308014222212792
ACH-000097,-0.2657687734335838
ACH-000098,-0.2820252844344092
ACH-000099,-0.2661991317465733
ACH-000108,-0.32077514262904805
ACH-000113,-0.18262943433475845
ACH-000116,-0.2255070180127071
ACH-000118,-0.1263408481134458
ACH-000120,-0.0912670196424866
ACH-000123,-0.3609279291227325
ACH-000127,-0.16498576451862534
ACH-000128,-0.23239299136202615
ACH-000132,-0.16116315185588087
ACH-000133,-0.2062056575266808
ACH-000137,-0.16165756400504672
ACH-000138,-0.13179822253815288
ACH-000142,-0.3526875129371983
ACH-000143,-0.3164006504606917
ACH-000146,-0.2862850522123893
ACH-000148,-0.18848418765352254
ACH-000150,-0.3070433023882269
ACH-000152,-0.252977799707138
ACH-000153,-0.01085774352019554
ACH-000159,-0.2891622323669705
ACH-000160,-0.2852910212729507
ACH-000163,-0.1559039340343316
ACH-000167,-0.06378253946244238
ACH-000168,-0.2939350704514408
ACH-000169,-0.19431215753273134
ACH-000178,-0.2736029411605351
ACH-000183,-0.13019452704574153
ACH-000188,-0.1774035749317221
ACH-000189,-0.02396381840807501
ACH-000190,-0.33477518113330634
ACH-000198,-0.10661059274972763
ACH-000203,-0.05758007550932285
ACH-000204,-0.11217925404286383
ACH-000206,-0.07498841939464299
ACH-000207,-0.23617330413927495
ACH-000208,-0.01162051943232068
ACH-000210,-0.07503220923452313
ACH-000211,-0.154317899151884
ACH-000215,-0.12177870806772664
ACH-000221,-0.5005554347917787
ACH-000222,-0.1502327738461279
ACH-000223,-0.2095792001424109
ACH-000226,-0.19634781020248804
ACH-000227,-0.036201295103410455
ACH-000228,-0.2918269714166
ACH-000231,-0.07091023781833132
ACH-000232,-0.11908521596092228
ACH-000233,-0.22567064449696145
ACH-000234,-0.20297063100872587
ACH-000235,-0.21697174331897026
ACH-000237,-0.25929857581021315
ACH-000238,-0.1928599217031353
ACH-000242,-0.4391042126268168
ACH-000243,-0.16887982331904947
ACH-000244,-0.2093001375888776
ACH-000246,-0.3148394237530022
ACH-000248,-0.1986783917798438
ACH-000250,-0.27096548595965136
ACH-000251,-0.12537018362454194
ACH-000252,-0.3903841430249601
ACH-000253,-0.254379101845119
ACH-000255,-0.2339472056944867
ACH-000256,-0.3128565894922441
ACH-000257,-0.3117236440594554
ACH-000258,-0.058428989608264134
ACH-000259,-0.20399402645236792
ACH-000260,-0.33268565414795764
ACH-000261,-0.19780975351487828
ACH-000262,-0.1458906251433743
ACH-000263,-0.4604357873266345
ACH-000264,-0.10493696118383576
ACH-000265,-0.18637892219481228
ACH-000266,-0.21421165513208906
ACH-000272,-0.10175799690583487
ACH-000274,-0.1515621035355212
ACH-000277,-0.1322512610403352
ACH-000278,-0.12840816492742196
ACH-000279,-0.1052360014071673
ACH-000280,-0.2109117589112269
ACH-000281,-0.07077532423271435
ACH-000288,-0.12283732283850447
ACH-000291,-0.250938428473392
ACH-000293,-0.3414917530811916
ACH-000294,-0.3327607621063909
ACH-000295,-0.11099341414696497
ACH-000296,-0.1701854790604902
ACH-000302,-0.4153315124127858
ACH-000304,-0.26129435293636205
ACH-000307,-0.13558468334162796
ACH-000308,-0.38263818949012574
ACH-000310,-0.1616195386473867
ACH-000311,-0.22959778092039634
ACH-000312,-0.12975988432648694
ACH-000315,0.014060921003918644
ACH-000316,-0.19008222697805036
ACH-000317,-0.06608920285576744
ACH-000318,-0.23912514459862336
ACH-000319,-0.18895937411690533
ACH-000320,0.029794356141488988
ACH-000322,-0.05902365839354792
ACH-000323,-0.32387100074395336
ACH-000324,-0.3265373513809322
ACH-000329,-0.19699967359608506
ACH-000330,-0.15401148526388242
ACH-000331,-0.14948026708907586
ACH-000332,-0.252907969870934
ACH-000334,-0.19009472154801985
ACH-000335,-0.23477601675522625
ACH-000336,-0.2381661259032825
ACH-000337,-0.4064693329203553
ACH-000338,0.055480544348806914
ACH-000339,-0.2639807904897267
ACH-000341,-0.1937315403336644
ACH-000348,-0.10146891125745276
ACH-000350,-0.2092407032374132
ACH-000352,-0.2250385521132773
ACH-000356,-0.19500239398998603
ACH-000361,-0.02413892443291477
ACH-000362,-0.2888304605008765
ACH-000363,-0.15616116023400695
ACH-000364,-0.12729537904223678
ACH-000365,-0.2680145661190216
ACH-000366,-0.2924608078019513
ACH-000368,-0.29138111799208394
ACH-000374,-0.20381028788802516
ACH-000375,-0.1629947228717625
ACH-000376,-0.16360472529070988
ACH-000381,-0.231321297451644
ACH-000383,-0.3456346264681145
ACH-000387,-0.2977675182673017
ACH-000389,-0.17339140998083935
ACH-000390,-0.21625671366967
ACH-000393,-0.21299205871534024
ACH-000395,-0.3558973518034662
ACH-000396,-0.4411866645677506
ACH-000397,-0.2886435938304087
ACH-000401,-0.1353774440872558
ACH-000402,-0.32269403674638675
ACH-000403,-0.26893796228253125
ACH-000404,-0.3107074385512411
ACH-000406,-0.17693841140684285
ACH-000407,-0.20444377378169928
ACH-000408,-0.3457910322681313
ACH-000410,-0.19358815757595327
ACH-000411,-0.15183100412472805
ACH-000414,-0.04041246792205184
ACH-000415,-0.2840453510314305
ACH-000416,-0.17668792594399016
ACH-000420,-0.1782564820660702
ACH-000421,-0.20798724611841574
ACH-000424,-0.4187866962391957
ACH-000425,-0.22494737119225305
ACH-000426,-0.2519112988159353
ACH-000427,-0.18471883684934265
ACH-000433,-0.3450713816780616
ACH-000435,-0.4838062548071669
ACH-000436,-0.21853391441748185
ACH-000444,-0.13672536545526645
ACH-000445,-0.3062379716256112
ACH-000448,-0.17859843837057493
ACH-000450,-0.16103446524838716
ACH-000452,-0.20655503746133
ACH-000454,-0.20992660021735432
ACH-000458,-0.24694468889638502
ACH-000459,-0.06298476845537095
ACH-000460,-0.34935485370326325
ACH-000461,-0.30541716534779617
ACH-000463,-0.29397148677738705
ACH-000464,-0.16491324995476891
ACH-000466,-0.30095196497025395
ACH-000467,-0.2442096001023759
ACH-000468,-0.3436200131848858
ACH-000469,-0.2460409122749307
ACH-000470,-0.14001482120560055
ACH-000471,-0.2460319690974284
ACH-000472,-0.3219396868292475
ACH-000473,-0.17896679750223518
ACH-000475,-0.1664903167613877
ACH-000476,-0.3073842183107341
ACH-000477,-0.2616526518275041
ACH-000479,-0.2637233378836705
ACH-000480,-0.2243422449714464
ACH-000481,-0.24967107694193166
ACH-000483,-0.1175762189647977
ACH-000484,-0.25650868059406284
ACH-000485,-0.026747018668729382
ACH-000486,-0.25148767896466645
ACH-000487,-0.0029425991649537093
ACH-000488,-0.2924745229606147
ACH-000490,-0.08555117239820427
ACH-000491,-0.2037295566544142
ACH-000495,-0.14240212364185792
ACH-000496,-0.1101680848670352
ACH-000499,-0.029415624639261676
ACH-000500,-0.4373649795570817
ACH-000502,-0.22838167603634374
ACH-000503,-0.3228500030560625
