,KRTAP1-3 (81850)
ACH-000004,-0.1842635120914056
ACH-000005,-0.0845079563934264
ACH-000007,-0.18869566209888236
ACH-000009,-0.23250009403532465
ACH-000011,0.04220310021258774
ACH-000012,-0.2732673014411536
ACH-000013,-0.16023561073186907
ACH-000014,-0.062094171755265715
ACH-000015,-0.09745287324365004
ACH-000017,-0.4111472375504337
ACH-000018,-0.14682881929026415
ACH-000019,-0.15087585603895515
ACH-000021,-0.2503590754843548
ACH-000022,-0.2835146600940679
ACH-000025,-0.11260550938767065
ACH-000028,-0.04360292735466656
ACH-000030,-0.1218321163722693
ACH-000035,-0.19729244627690984
ACH-000036,-0.1221593441087144
ACH-000037,-0.12028324836044968
ACH-000039,0.1113754211442751
ACH-000040,-0.2655133219871096
ACH-000041,-0.06108188752267876
ACH-000042,-0.1231428064706684
ACH-000045,-0.1201763253397242
ACH-000047,-0.03108330626281012
ACH-000052,-0.0048953623857992574
ACH-000053,-0.0847381010106445
ACH-000054,-0.2142560865061564
ACH-000055,-0.09935223653107064
ACH-000060,-0.007055040970986191
ACH-000067,-0.1989802766435257
ACH-000070,-0.15020815943661558
ACH-000075,0.19326277270841224
ACH-000078,-0.14337763519230987
ACH-000082,-0.1964660513454096
ACH-000085,0.037906071629235316
ACH-000086,-0.20594280358533398
ACH-000087,-0.15556444147083331
ACH-000092,-0.2138123523620958
ACH-000095,-0.23645774630416594
ACH-000097,-0.14803187651431027
ACH-000098,-0.15276611856037994
ACH-000099,-0.09371766557052563
ACH-000108,-0.17568289821653532
ACH-000113,-0.10029198514216063
ACH-000116,-0.10224702675632474
ACH-000118,-0.18923486990319388
ACH-000120,-0.13792568209171324
ACH-000123,-0.13277006858150395
ACH-000127,-0.18226021024783132
ACH-000128,-0.08624293169933563
ACH-000132,-0.07201261853804641
ACH-000133,-0.0454309083500574
ACH-000137,-0.03786814264361262
ACH-000138,-0.2899970563201158
ACH-000142,-0.2568517828397931
ACH-000143,-0.21242360061897747
ACH-000146,-0.27358415153430604
ACH-000148,-0.23352007723467816
ACH-000150,-0.2698678249318738
ACH-000152,-0.2574366943709137
ACH-000153,-0.16933431035204236
ACH-000159,-0.16786459742274493
ACH-000160,-0.03328992742950799
ACH-000163,-0.100802982353457
ACH-000167,0.1375918019097104
ACH-000168,-0.2528702846157575
ACH-000169,-0.12106436428067495
ACH-000178,-0.1184893188062884
ACH-000183,-0.13956943916298448
ACH-000188,-0.14387688298319995
ACH-000189,-0.35823104625255925
ACH-000190,-0.14809444422078086
ACH-000198,-0.10784452848301733
ACH-000203,-0.2832447745478999
ACH-000204,-0.053367729630727084
ACH-000206,-0.12416432486880595
ACH-000207,-0.2750326348896969
ACH-000208,-0.08830591274209257
ACH-000210,-0.1596541076740605
ACH-000211,-0.1775203673798896
ACH-000215,-0.13943774667038852
ACH-000221,-0.1300313438340376
ACH-000222,-0.1352319633789809
ACH-000223,-0.10731082213636753
ACH-000226,-0.1494174097169775
ACH-000227,-0.2596474909138628
ACH-000228,-0.33664436294430544
ACH-000231,-0.2277944414378709
ACH-000232,-0.15717849791876334
ACH-000233,-0.11887357249521155
ACH-000234,-0.06601129302351952
ACH-000235,-0.1350181309494475
ACH-000237,-0.1814676576808468
ACH-000238,-0.15225319774077747
ACH-000242,-0.2643235787154998
ACH-000243,-0.2529141142682099
ACH-000244,-0.03143399194474679
ACH-000246,-0.055228085282893
ACH-000248,-0.17350353962432294
ACH-000250,-0.21568665032151327
ACH-000251,-0.24548875249984575
ACH-000252,-0.2967180078616897
ACH-000253,-0.2008253762804333
ACH-000255,-0.2704065243671417
