,GGA3 (23163)
ACH-000004,-0.019847175770833447
ACH-000005,-0.17121307749859152
ACH-000007,0.044806069232792574
ACH-000009,-0.17246389041988766
ACH-000011,-0.19217007966336386
ACH-000012,-0.09269527608756138
ACH-000013,-0.0934333261586924
ACH-000014,-0.045261613340468056
ACH-000015,-0.03720451666172346
ACH-000017,-0.1955673358024232
ACH-000018,-0.14266935457951996
ACH-000019,0.033548943802455274
ACH-000021,-0.096607226146688
ACH-000022,-0.06284216808489976
ACH-000025,-0.18189156344088206
ACH-000028,-0.121718625405261
ACH-000030,-0.08163123106416133
ACH-000035,-0.2115134373517657
ACH-000036,-0.014912596225189263
ACH-000037,-0.09154619424353423
ACH-000039,-0.03184072939835753
ACH-000040,-0.09292853257490784
ACH-000041,0.08795936088417984
ACH-000042,-0.2066749440420471
ACH-000045,0.0035685899291973007
ACH-000047,-0.1750171344397662
ACH-000052,-0.10742339894475858
ACH-000053,-0.04708448375189112
ACH-000054,-0.08068424811805362
ACH-000055,-0.025566924921449408
ACH-000060,-0.08047023519120539
ACH-000067,-0.015786894475186542
ACH-000070,-0.061936336508681175
ACH-000075,-0.2685147848908904
ACH-000078,-0.03651999327955671
ACH-000082,-0.14391893103207182
ACH-000085,-0.07624746306381554
ACH-000086,-0.19833204107905675
ACH-000087,-0.2376655587789132
ACH-000092,-0.07034173045274858
ACH-000095,-0.09437203213492648
ACH-000097,-0.08201612810728959
ACH-000098,-0.05645771008037314
ACH-000099,-0.11110334330499932
ACH-000108,-0.13773470041869645
ACH-000113,-0.03155011416904515
ACH-000116,-0.08539420921965535
ACH-000118,-0.16723079925712614
ACH-000120,-0.2770226578796923
ACH-000123,-0.18048605071944454
ACH-000127,-0.15369420638210893
ACH-000128,-0.21959578225785326
ACH-000132,-0.0846089133944227
ACH-000133,-0.16969341084276285
ACH-000137,0.002990546922582805
ACH-000138,-0.14523354472204622
ACH-000142,-0.340789397240203
ACH-000143,0.0452941537581348
ACH-000146,0.02782456137080956
ACH-000148,-0.03209893104003776
ACH-000150,-0.3822234715270347
ACH-000152,-0.14697381833238388
ACH-000153,0.11097621716648973
ACH-000159,-0.03709159905124994
ACH-000160,-0.0033675918342896817
ACH-000163,0.032098751710714225
ACH-000167,0.04555433638098072
ACH-000168,-0.20106066193213493
ACH-000169,0.15511388833849954
ACH-000178,-0.1167473305037986
ACH-000183,0.2425038976970568
ACH-000188,-0.2063053072474461
ACH-000189,-0.0573243308104032
ACH-000190,-0.020886613102879526
ACH-000198,0.01334818683407822
ACH-000203,-0.19440751090590824
ACH-000204,0.07458636858647462
ACH-000206,0.15082846565126978
ACH-000207,-0.18355219446038476
ACH-000208,0.2432143142129897
ACH-000210,-0.07589455544350998
ACH-000211,-0.046992700204446604
ACH-000215,-0.050052071260312685
ACH-000221,-0.3072482642933209
