,MYOD1 (4654)
ACH-000004,0.04410668278980644
ACH-000005,0.08523438033633206
ACH-000007,-0.22140130470667346
ACH-000009,0.04811753676659642
ACH-000011,-0.01910694722755531
ACH-000012,0.006940216300401003
ACH-000013,-0.08403347895505826
ACH-000014,0.052641687633164916
ACH-000015,0.11308663898074205
ACH-000017,0.06490605968424497
ACH-000018,0.22366928229969665
ACH-000019,-0.04835050720336513
ACH-000021,-0.026911487417851397
ACH-000022,-0.12972818501707614
ACH-000025,-0.06955354648137499
ACH-000028,0.00520932266236894
ACH-000030,-0.024783291959783096
ACH-000035,-0.13344379423785388
ACH-000036,-0.006787701627091216
ACH-000037,0.01712265009217467
ACH-000039,0.1413792670574149
ACH-000040,-0.01422105909587013
ACH-000041,0.01447001213245983
ACH-000042,-0.0017530905725762524
ACH-000045,-0.07454762249035082
ACH-000047,-0.05631700061908738
ACH-000052,-0.3070421320082581
ACH-000053,0.10268569969582456
ACH-000054,0.05275379249040068
ACH-000055,0.17820568848022644
ACH-000060,0.018000364541046074
ACH-000067,0.06582344294784498
ACH-000070,0.032787565710958456
ACH-000075,0.12024860624562328
ACH-000078,0.005905782991017581
ACH-000082,0.04291244504705762
ACH-000085,-0.016073153354273218
ACH-000086,0.022397874812662075
ACH-000087,0.20860982283667606
ACH-000092,-0.021282185190449183
ACH-000095,-0.01334235808692613
ACH-000097,-0.044088938147118686
ACH-000098,0.0948152725190558
ACH-000099,0.09460394153939312
ACH-000108,0.035536616703268284
ACH-000113,0.015363943371055002
ACH-000116,-0.05187189626457939
ACH-000118,0.060073331647563184
ACH-000120,0.03732292225230045
ACH-000123,0.04378817020370655
ACH-000127,0.010047657048436295
ACH-000128,0.09367206603267517
ACH-000132,0.07988384272276013
ACH-000133,0.025656484958948397
ACH-000137,0.06321155487354617
ACH-000138,-0.04448158727069501
ACH-000142,0.02408511995310959
ACH-000143,0.1859217241334602
ACH-000146,0.12340662502358725
ACH-000148,-0.020268806427150586
ACH-000150,-0.005671108110729741
ACH-000152,0.1920873260153114
ACH-000153,0.3012047957676525
ACH-000159,0.03531753944359961
ACH-000160,0.47100712730972105
ACH-000163,0.1505636324435117
ACH-000167,0.7583371771898819
ACH-000168,-0.034181617256857415
ACH-000169,-0.8440506601966578
ACH-000178,-0.03574450561187529
ACH-000183,-0.056740533630844775
ACH-000188,-0.0924105231319394
ACH-000189,-0.2578331760722801
ACH-000190,0.24975076024808646
ACH-000198,0.05937039363254337
ACH-000203,0.15771270226520054
ACH-000204,-0.03350376745004467
ACH-000206,0.02912009583770773
ACH-000207,-0.04496368736980603
ACH-000208,0.14087980796981234
ACH-000210,-0.0437381727766558
ACH-000211,0.039583386479024235
ACH-000215,-0.01878347298963933
ACH-000221,0.08582752062089545
ACH-000222,0.03133432035112303
ACH-000223,-0.01496265656812284
ACH-000226,-0.05285162118734393
ACH-000227,0.036754331014674096
ACH-000228,-0.06219477074826296
ACH-000231,0.08497570119036442
ACH-000232,0.037981267374827564
ACH-000233,-0.0383151670586722
ACH-000234,0.06946758774957316
ACH-000235,0.03231598224465914
ACH-000237,-0.0025254690568161783
ACH-000238,0.04943698608685845
ACH-000242,-0.027404105971483527
ACH-000243,-0.07328706248683134
ACH-000244,-0.2186469439322611
ACH-000246,-0.04181826826824064
ACH-000248,0.010033078531786309
ACH-000250,0.046091895399585074
ACH-000251,-0.05063136630243879
ACH-000252,-0.1803137886670092
ACH-000253,-0.038238233888384
ACH-000255,-0.0976443513871908
ACH-000256,-0.1575097590376342
ACH-000257,-0.14140815565283496
ACH-000258,-0.024824941125519216
ACH-000259,0.08305243953907225
ACH-000260,0.04413462500650777
ACH-000261,0.010025724241615266
ACH-000262,0.12767046016948067
ACH-000263,0.026327185383968558
ACH-000264,0.12410412021952927
ACH-000265,-0.0966667842245574
ACH-000266,-0.012802545940310635
ACH-000272,-0.0036547513676278977
ACH-000274,0.031291499541173946
ACH-000277,0.1305988138145913
ACH-000278,-0.05499834027586918
ACH-000279,-0.0671651979801812
ACH-000280,-0.002445253080897764
ACH-000281,-0.2229534091186643
ACH-000288,0.02949754516280881
ACH-000291,-0.0071831144445330545
ACH-000293,-0.08367062191195004
ACH-000294,0.09202569280186096
ACH-000295,-0.2548715238316408
ACH-000296,-0.1573334707367148
ACH-000302,0.17046804066994484
ACH-000304,-0.1813127039251684
ACH-000307,-0.08683437373651036
ACH-000308,-0.0762424937773114
ACH-000310,-0.010951567997912023
ACH-000311,-0.09832624597627483
ACH-000312,0.0019122564935022087
ACH-000315,-0.01022268502817319
ACH-000316,0.2254295398235717
ACH-000317,0.11505767897329396
ACH-000318,0.09293479019835232
ACH-000319,-0.005694954577435979
ACH-000320,0.263676558022279
ACH-000322,-0.03196238555778884
ACH-000323,0.16180699289506673
ACH-000324,-0.10827783799189106
ACH-000329,0.0408326731422925
ACH-000330,0.05779381952598114
ACH-000331,-0.06429360161420332
ACH-000332,0.05145318334087705
ACH-000334,-0.0828962208486363
ACH-000335,0.10857587799446193
ACH-000336,-0.11570327648480044
ACH-000337,0.05225426087649596
ACH-000338,0.2077942249281076
ACH-000339,-0.11890212989438287
ACH-000341,0.13378378840595956
ACH-000348,-0.1173414998414664
ACH-000350,-0.03041122240277177
ACH-000352,0.008523863819433531
ACH-000356,-0.3611889873510067
ACH-000361,-0.1410616447109581
ACH-000362,0.07765465408228825
ACH-000363,-0.022807797739562825
