,PTPRU (10076)
ACH-000004,-0.3878471363774572
ACH-000005,-0.1679904948319991
ACH-000007,-0.3760224243736357
ACH-000009,-0.2427303798106999
ACH-000011,-0.056584807517684826
ACH-000012,-0.10567259484564803
ACH-000013,-0.25926470449228
ACH-000014,-0.3373459749359993
ACH-000015,-0.3933722664457302
ACH-000017,-0.28692778145091696
ACH-000018,-0.10370149027637383
ACH-000019,-0.13264607903600964
ACH-000021,-0.19930730028356328
ACH-000022,-0.14698289463409278
ACH-000025,-0.13660177589004324
ACH-000028,-0.1702314513295609
ACH-000030,-0.17981732937988698
ACH-000035,-0.33874676677790244
ACH-000036,-0.2301293652155913
ACH-000037,-0.21046687171946607
ACH-000039,-0.3510128987425628
ACH-000040,-0.3524332407431986
ACH-000041,-0.2680619547473365
ACH-000042,-0.2421746752247319
ACH-000045,-0.33368011155474125
ACH-000047,-0.08783391893878705
ACH-000052,-0.216125902230815
ACH-000053,-0.2783174034111828
ACH-000054,-0.2603314946212781
ACH-000055,-0.39891445424719296
ACH-000060,-0.2329135096173361
ACH-000067,-0.19433816839876009
ACH-000070,-0.4510809504617726
ACH-000075,-0.2285704260296303
ACH-000078,0.03253037475618899
ACH-000082,-0.2379508150583161
ACH-000085,-0.28809952883390666
ACH-000086,-0.1627199198767271
ACH-000087,-0.2035000059201812
ACH-000092,-0.2265611523718918
ACH-000095,-0.2648406511268829
ACH-000097,-0.2446305815377215
ACH-000098,-0.3173538419654328
ACH-000099,-0.19305883047538916
ACH-000108,-0.21848039682396692
ACH-000113,-0.3138810325634191
ACH-000116,-0.3581740860030216
ACH-000118,-0.2497534578988504
ACH-000120,-0.23055158639670426
ACH-000123,-0.2318858319604528
ACH-000127,-0.24617788281994615
ACH-000128,-0.3676598193626899
ACH-000132,-0.3160096220444897
ACH-000133,-0.18420845360562496
ACH-000137,-0.2603399750894929
ACH-000138,-0.2095697935153676
ACH-000142,-0.15212154056382135
ACH-000143,-0.2656584960917529
ACH-000146,-0.21908521492102134
ACH-000148,-0.40024090375390575
ACH-000150,-0.5941942319739731
ACH-000152,-0.27097595821022924
ACH-000153,-0.2722521007092013
ACH-000159,-0.3675271176765716
ACH-000160,-0.12470319267067688
ACH-000163,-0.2600021133215601
ACH-000167,-0.1946880781104425
ACH-000168,-0.4994922510623112
ACH-000169,-0.2407089832354654
ACH-000178,-0.29002880804108816
ACH-000183,-0.11324177962688267
ACH-000188,-0.21385881465325352
ACH-000189,0.12129369666084633
ACH-000190,-0.5933387590431042
ACH-000198,-0.33739775814581296
ACH-000203,-0.2430642794497061
ACH-000204,-0.07586412161803541
ACH-000206,-0.21359031318093236
ACH-000207,-0.3665561835732795
ACH-000208,-0.1809893122161796
ACH-000210,-0.5264551969705641
ACH-000211,-0.21510602376602644
ACH-000215,-0.36216145164089203
ACH-000221,-0.41031036051401204
ACH-000222,-0.2428050569143333
ACH-000223,-0.2988757961197242
ACH-000226,-0.08616332483350869
ACH-000227,-0.4645971315662525
ACH-000228,-0.2629855889902609
ACH-000231,-0.14704826090676126
ACH-000232,-0.2265474835715221
ACH-000233,-0.21107626231878326
ACH-000234,-0.16846328910757424
ACH-000235,-0.25432292436067605
ACH-000237,-0.2664494045655169
ACH-000238,-0.27237109381290386
ACH-000242,-0.2704258703630236
ACH-000243,-0.1781304800031999
ACH-000244,0.06013940058174914
ACH-000246,-0.4159471074620625
ACH-000248,-0.13580230890001027
ACH-000250,-0.283908038666495
ACH-000251,-0.2513609680561959
ACH-000252,-0.09231637785587786
ACH-000253,-0.2206673574560574
ACH-000255,-0.3023695579270711
ACH-000256,-0.2949353669027725
ACH-000257,-0.3885557459018541
ACH-000258,-0.2564906122225125
ACH-000259,-0.28151407937046685
ACH-000260,-0.2672052190624886
ACH-000261,-0.17765569088776384
ACH-000262,-0.29537584667978145
ACH-000263,-0.5535113112485818
ACH-000264,-0.2423721641790399
ACH-000265,-0.2687838642759017
ACH-000266,-0.2076075612368672
ACH-000272,-0.3842497463443552
ACH-000274,-0.3302772787381965
ACH-000277,-0.2627829373054391
ACH-000278,-0.2264180896083304
ACH-000279,-0.3199829441437163
ACH-000280,-0.2411072276179753
ACH-000281,-0.5674546486801209
ACH-000288,-0.3199070234174692
ACH-000291,-0.3005921070637696
ACH-000293,-0.2807890694543479
ACH-000294,-0.4342153903309615
ACH-000295,-0.5041634392320024
ACH-000296,-0.21679545870244396
ACH-000302,-0.2813744270380773
ACH-000304,-0.07816341502976992
ACH-000307,-0.2775721330487717
ACH-000308,-0.21402344394700448
ACH-000310,-0.4309124143277456
ACH-000311,-0.17367040874262485
ACH-000312,-0.3306107337439333
ACH-000315,-0.16681969617477174
ACH-000316,-0.4868243561705756
ACH-000317,-0.4582120123840931
ACH-000318,-0.17591718042539378
ACH-000319,-0.2302710799096835
ACH-000320,-0.08606696336613613
ACH-000322,-0.0924141549573676
ACH-000323,-0.3280816534830717
ACH-000324,-0.2670375329173869
ACH-000329,-0.28952329131631993
ACH-000330,-0.1994802679545488
ACH-000331,-0.2814673771254597
ACH-000332,-0.2566704798860681
ACH-000334,-0.22824225353762195
ACH-000335,-0.0283967362419777
ACH-000336,-0.4385682686888637
ACH-000337,-0.2300951405632068
ACH-000338,0.11836087806077752
ACH-000339,-0.1749666545779746
ACH-000341,-0.16817793641396486
ACH-000348,-0.2169007312654886
ACH-000350,-0.2646809631006273
ACH-000352,-0.24823665967946296
ACH-000356,-0.2979694210180294
ACH-000361,-0.30278343972401944
ACH-000362,-0.17653567534302667
ACH-000363,-0.21961404612959626
ACH-000364,-0.25605422460149746
ACH-000365,-0.30555568494555924
ACH-000366,-0.2989328067536502
ACH-000368,-0.3215505208059957
ACH-000374,-0.2739307116924219
ACH-000375,-0.16773317597072684
ACH-000376,-0.21473978421349524
ACH-000381,-0.18572009887507207
ACH-000383,-0.2625143684993344
ACH-000387,-0.31563201377585404
ACH-000389,-0.3210424297759628
ACH-000390,-0.30211385082362463
ACH-000393,-0.23130757071403416
ACH-000395,-0.28473329615509857
ACH-000396,-0.02137090292466635
ACH-000397,-0.3185156395121088
ACH-000401,-0.2847987627934685
ACH-000402,-0.2298731815505804
ACH-000403,-0.2938226555042714
ACH-000404,0.09524530192696458
ACH-000406,-0.3576855696794624
ACH-000407,-0.1657435297815546
ACH-000408,-0.2570467986927133
ACH-000410,-0.18153896623447766
ACH-000411,-0.4178451326266573
ACH-000414,-0.3029995265274408
ACH-000415,-0.2761211778997372
ACH-000416,-0.18837955731049652
ACH-000420,-0.3657159846957977
ACH-000421,-0.2454664681218061
ACH-000424,-0.4852815110986943
ACH-000425,-0.34252991731109755
ACH-000426,-0.22966388187974546
ACH-000427,-0.2186573725833172
ACH-000433,-0.17403652752857454
ACH-000435,-0.2604086077505651
ACH-000436,-0.3879760870820623
ACH-000444,-0.17809703746348188
ACH-000445,-0.13812586540541252
ACH-000448,-0.23020828396918716
ACH-000450,-0.24402638274545066
ACH-000452,-0.21536146110539325
ACH-000454,-0.20157738807533265
ACH-000458,-0.08593718860744592
ACH-000459,-0.09827798839449392
ACH-000460,-0.26588959719493666
ACH-000461,-0.1874214429354193
ACH-000463,-0.2786840818118172
ACH-000464,-0.2978252910119269
ACH-000466,-0.295469853600461
ACH-000467,-0.06768995928979102
ACH-000468,-0.29071747751746746
ACH-000469,-0.5202360975019714
ACH-000470,-0.2837199834783863
ACH-000471,-0.3336269016774729
ACH-000472,-0.21716248108098404
ACH-000473,-0.2351228568284493
ACH-000475,-0.2722773692536733
ACH-000476,-0.5080697410655238
ACH-000477,-0.4360915173698173
ACH-000479,-0.17354533698561114
ACH-000480,-0.22527737404223844
ACH-000481,-0.3588461136680056
ACH-000483,-0.1998010090330419
ACH-000484,-0.2177859005647753
ACH-000485,-0.17811517597726814
ACH-000486,-0.020543996617009244
ACH-000487,-0.4623171458487429
ACH-000488,-0.11871915512408195
ACH-000490,-0.1365604489764961
ACH-000491,-0.2985071156252396
ACH-000495,-0.5215652290073274
ACH-000496,-0.2523974071047293
ACH-000499,-0.1737485510109523
ACH-000500,-0.3170913711030576
ACH-000502,-0.13174255629993653
ACH-000503,-0.2723038043116293
ACH-000505,-0.32798606518169193
ACH-000507,-0.28643770507141114
ACH-000510,-0.2080008220275
ACH-000511,-0.4143202802242527
ACH-000512,-0.4301040582141838
ACH-000516,-0.18855415795677066
ACH-000517,-0.3304053644136423
ACH-000518,-0.2784911556677254
ACH-000520,-0.3437805441018493
ACH-000521,-0.2402030311676169
ACH-000522,-0.17110853947793975
ACH-000524,-0.3052171616579345
ACH-000527,-0.21116637832847046
ACH-000528,-0.10854654042546848
ACH-000537,-0.2587951139003657
ACH-000541,-0.2795602930414362
ACH-000542,-0.18903476378652626
ACH-000544,-0.0934278375918588
ACH-000545,-0.3436600270581225
ACH-000547,0.06554995808346609
ACH-000548,-0.1718744009970754
ACH-000549,-0.22151244685125251
ACH-000550,-0.4313791186757048
ACH-000552,-0.1910497978916437
ACH-000556,-0.18484316677763016
ACH-000557,-0.4722962931359892
ACH-000569,-0.3539992505441392
ACH-000570,-0.3204512885654495
ACH-000571,-0.2857467688046861
ACH-000573,-0.2701849316593077
ACH-000576,-0.19504124805447626
ACH-000579,-0.15752128230421747
ACH-000580,-0.2715225736118698
ACH-000584,-0.2930973114081267
ACH-000585,-0.2217825582122179
ACH-000588,-0.388237858383778
ACH-000589,-0.19745516332349128
ACH-000591,-0.1861161757967348
ACH-000593,-0.1945719610109909
ACH-000600,-0.4532264097546296
ACH-000601,-0.22000582813053174
ACH-000605,-0.4035710711999527
ACH-000606,-0.2917208292634356
ACH-000608,-0.2338357838371109
ACH-000614,-0.3808723047917385
ACH-000616,-0.32181734308446835
ACH-000618,-0.1001226210149899
ACH-000619,-0.1753367656505595
ACH-000620,-0.33263822741938714
ACH-000621,-0.3230132360502324
ACH-000622,-0.36625225788218013
ACH-000623,-0.2673742635770443
ACH-000624,-0.21014883523752065
ACH-000627,-0.364048955790508
ACH-000630,-0.17405438365074727
ACH-000631,-0.09062026789612714
ACH-000632,-0.4098738307612935
ACH-000633,-0.2379109791236869
ACH-000637,-0.3203743812464905
ACH-000638,-0.3103608780354193
ACH-000646,-0.2392065099037605
ACH-000647,-0.1458990412701346
ACH-000648,-0.16925599050155268
ACH-000649,-0.24839036837902864
ACH-000651,-0.33647185648072275
ACH-000652,-0.3073721180795804
ACH-000653,-0.3044982495408225
ACH-000657,-0.2561465531848005
ACH-000658,-0.37635124837821854
ACH-000661,-0.12912588136215689
ACH-000662,-0.14173699185807725
ACH-000663,-0.27709941573132485
ACH-000665,-0.22074417921490835
ACH-000671,-0.2962929147038191
ACH-000672,-0.22797112782317705
ACH-000673,-0.1762846177484773
ACH-000676,-0.36415444436228217
ACH-000677,-0.3247040627385853
ACH-000681,-0.3014640838531669
ACH-000683,-0.4207815936973213
ACH-000684,-0.12310399877987176
ACH-000688,-0.18197384646723308
ACH-000693,-0.10871948602553536
ACH-000694,-0.18832322877098925
ACH-000695,-0.4059026868138461
ACH-000696,-0.2107320698276581
ACH-000697,-0.6094454153931232
ACH-000699,-0.2698660374641009
ACH-000701,-0.24330794699067435
ACH-000706,-0.2486990147553874
ACH-000711,-0.2598650530936153
ACH-000713,-0.14606363863433974
ACH-000714,-0.2680357599173566
ACH-000718,-0.27693461508961137
ACH-000720,-0.33897793149646444
ACH-000721,-0.21509987201552985
ACH-000724,-0.014629701541685719
ACH-000725,-0.2115497145302508
ACH-000732,-0.2642148080465439
ACH-000734,-0.190681618889646
ACH-000735,-0.2307626122533764
ACH-000736,-0.07160127256008908
ACH-000738,-0.16199885769289918
ACH-000746,-0.4633178961100896
ACH-000747,-0.1920654196603709
ACH-000748,-0.2674490257857865
ACH-000753,-0.2658130258069929
ACH-000756,-0.5889990269295027
ACH-000757,-0.19169487051366926
ACH-000758,-0.09718461168645648
ACH-000760,-0.34351382085421683
ACH-000762,-0.0169485703716779
ACH-000763,-0.4613209673494455
ACH-000764,-0.21516207916812444
ACH-000765,-0.3768696005171209
ACH-000766,-0.13767204623889154
ACH-000767,-0.3520929926029319
ACH-000768,-0.04716481933733077
ACH-000769,-0.35144694336059323
ACH-000770,-0.2297554687216584
ACH-000771,-0.21870381970335034
ACH-000773,-0.3181134298498479
ACH-000776,-0.3020547678203951
ACH-000777,-0.14311134036335796
ACH-000778,-0.3081207806072049
ACH-000781,-0.1729247159527074
ACH-000782,-0.43138554352890135
ACH-000783,-0.2410055871005677
ACH-000784,-0.19805356729864992
ACH-000785,-0.4374092664417849
ACH-000787,-0.2003362860333956
ACH-000788,-0.1969098450770851
ACH-000791,-0.25164923038421777
ACH-000792,-0.12741563876182252
ACH-000794,-0.22212822940218893
ACH-000796,-0.16557634075380367
ACH-000798,-0.06158019699137439
ACH-000799,-0.1983426041530531
ACH-000800,-0.0446921248459648
ACH-000802,-0.3154089305802641
ACH-000804,-0.19416139449383416
ACH-000805,-0.2076440818219023
ACH-000809,-0.1628542967309098
ACH-000810,-0.21850667409427915
ACH-000811,-0.25173012984791704
ACH-000817,-0.16469304279310162
ACH-000819,-0.24239045364079306
ACH-000820,-0.4011477816066236
ACH-000821,-0.2944149453849087
ACH-000822,-0.21902007528546885
ACH-000823,-0.2677785784845269
ACH-000824,-0.289442478832666
ACH-000827,-0.2897526874797269
ACH-000829,-0.053017716318091726
ACH-000831,-0.4125560715830278
ACH-000832,-0.28127434013796737
ACH-000833,-0.15973232571132373
ACH-000834,-0.28620066245195697
ACH-000835,-0.2726384860404336
ACH-000836,-0.12664863150137246
ACH-000837,-0.2265940828821825
ACH-000838,-0.1512218799262041
ACH-000839,-0.2728446587006733
ACH-000840,-0.46534925944700106
ACH-000841,-0.2850627792827375
ACH-000843,-0.2941465026657955
ACH-000846,-0.09908887457371922
ACH-000847,-0.3199407732919056
ACH-000848,0.007776906538313978
ACH-000849,-0.2604987263835005
ACH-000851,-0.3236576493148259
ACH-000855,-0.2670099499772911
ACH-000856,-0.4060674409018855
ACH-000858,-0.23761427093471785
ACH-000859,-0.041430261562660865
ACH-000861,-0.2928654541652788
ACH-000862,-0.19439824697370472
ACH-000865,-0.22750510858274156
ACH-000866,-0.2782894369679022
ACH-000867,-0.16804465051998674
ACH-000869,-0.37741538162934735
ACH-000872,-0.35039559395014164
ACH-000873,-0.21158332132719224
ACH-000876,-0.1756263197126354
ACH-000878,-0.2727273490129718
ACH-000880,-0.2861381731728682
ACH-000881,-0.193773172184282
ACH-000882,-0.21087072063073864
ACH-000884,-0.2790496020776915
ACH-000885,-0.2321159352838523
ACH-000887,-0.3674425582409838
ACH-000889,-0.2786032435863825
ACH-000896,-0.10506206862000612
ACH-000898,-0.3064976906906053
ACH-000900,-0.19108885297926545
ACH-000901,-0.3776135458518712
ACH-000905,-0.16527206238113673
ACH-000906,-0.2443121945443925
ACH-000907,-0.2651601863374713
ACH-000910,-0.2799884567709531
ACH-000911,-0.1132208026755206
ACH-000912,-0.2655072980276101
ACH-000913,-0.3881087610522619
ACH-000915,-0.12488481546730668
ACH-000916,0.0005618980604180208
ACH-000917,-0.1299202448806068
ACH-000920,-0.3984379392984346
ACH-000921,-0.15738323329786766
ACH-000924,-0.260298667544725
ACH-000926,-0.3763452090935132
ACH-000928,-0.34570387409293113
ACH-000929,0.0507574265324542
ACH-000932,-0.18994867980146374
ACH-000935,-0.16782567846766366
ACH-000936,-0.23314906435776725
ACH-000937,-0.16206123218052296
ACH-000938,-0.3304979406685515
ACH-000939,-0.18677558874335445
ACH-000941,-0.1382333326625203
ACH-000943,-0.2396459874871997
ACH-000946,-0.2657497099327441
ACH-000947,-0.35286704044367084
ACH-000948,-0.2126146295241808
ACH-000950,-0.3673919692925775
ACH-000953,-0.34874377605556545
ACH-000954,-0.3772388279655904
ACH-000957,-0.04769525074190677
ACH-000958,-0.19949007806494184
ACH-000960,-0.2355208248894761
ACH-000963,-0.1349376704625395
ACH-000968,-0.2028914112320041
ACH-000969,-0.3598848508257088
ACH-000972,-0.05313827665471227
ACH-000973,-0.2225598335709645
ACH-000974,-0.21124514941690725
ACH-000978,0.048786786526123005
ACH-000984,-0.27255418396512043
ACH-000986,-0.2608299544199924
ACH-000988,-0.4160432484759872
ACH-000993,-0.2970049687730135
ACH-000994,-0.20159562909904874
ACH-000996,-0.25686113175523845
ACH-001001,-0.08560137464503118
ACH-001020,-0.25914001913006696
ACH-001028,-0.2496312346043702
ACH-001031,-0.2284820292594219
ACH-001038,-0.2950065551961455
ACH-001048,-0.10892258534407093
ACH-001050,-0.2738430325560322
ACH-001053,-0.28254372097884
ACH-001054,-0.301123598286495
ACH-001061,-0.2646561055307753
ACH-001067,-0.13691310493883918
ACH-001075,-0.1910625158389616
ACH-001096,-0.252731107500518
ACH-001111,-0.5422490763417682
ACH-001119,-0.30758302021368805
ACH-001128,-0.09710448895877223
ACH-001134,-0.17527578180217726
ACH-001151,-0.33325437842103633
ACH-001163,-0.1815001337576999
ACH-001164,-0.23096966744382186
ACH-001183,-0.28233249221777856
ACH-001192,-0.3862181060155958
ACH-001193,-0.3091920062362759
ACH-001196,-0.3834952005755665
ACH-001197,-0.2079860166868408
ACH-001205,-0.2729276244349323
ACH-001211,-0.3238844785200965
ACH-001212,-0.17395215088023092
ACH-001228,-0.1829916070128509
ACH-001232,-0.22298588219696944
ACH-001239,-0.3747331311501397
ACH-001270,-0.454898026397583
ACH-001274,-0.28715239314298313
ACH-001275,-0.4995409728790483
ACH-001277,-0.6041277972063241
ACH-001278,-0.28692131269978705
ACH-001280,-0.17070016278956465
ACH-001283,-0.19780598865315546
ACH-001289,-0.30967719679706457
ACH-001300,-0.4802737145855852
ACH-001301,-0.08255282512517438
ACH-001302,-0.2397017409269085
ACH-001306,-0.3335689529719545
ACH-001318,-0.29534120315927176
ACH-001322,-0.4959841585794965
ACH-001328,-0.2626139774435909
ACH-001332,-0.11101238641423701
ACH-001336,-0.12932281068478454
ACH-001346,-0.17105921625861292
ACH-001353,-0.3081493428836873
ACH-001354,-0.14339293574162273
ACH-001367,-0.08008102120813182
ACH-001368,-0.13071472761537262
ACH-001374,-0.273954453105768
ACH-001377,-0.25575332422386954
ACH-001380,-0.4831194879388858
ACH-001391,-0.4018623837105305
ACH-001408,-0.15317475260531024
ACH-001430,-0.2169329481155672
ACH-001431,-0.5524786291665338
ACH-001450,-0.33570004649679
ACH-001496,-0.2905457249298703
ACH-001500,-0.2691677407598559
ACH-001523,-0.18740191487191388
ACH-001532,-0.2301530803511981
ACH-001550,-0.14617146660282773
ACH-001552,-0.38141017194201626
ACH-001554,-0.3465674877236891
ACH-001654,-0.3012007479173863
ACH-001735,-0.2688067357489418
ACH-001736,-0.30969800181469553
ACH-001737,-0.3120279124959493
ACH-001740,-0.2788883996071907
ACH-001745,-0.3355470582423838
ACH-001765,-0.21622966456018666
