,PMEPA1 (56937)
ACH-000004,0.06096232444120131
ACH-000005,0.2222855988232042
ACH-000007,0.06571000699641473
ACH-000009,0.02606325802477781
ACH-000011,-0.11813799997206363
ACH-000012,0.12623460390014593
ACH-000013,-0.020670696052194425
ACH-000014,-0.044207803184943516
ACH-000015,-0.0141564647384759
ACH-000017,-0.23750315512123815
ACH-000018,-0.0408448460731888
ACH-000019,-0.2875088457818109
ACH-000021,0.06776196117646789
ACH-000022,-0.050459583998121435
ACH-000025,-0.012300189737121
ACH-000028,-0.28195522494986425
ACH-000030,-0.11511496513579222
ACH-000035,0.08082184462368143
ACH-000036,-0.07395685231183374
ACH-000037,-0.12006595133242112
ACH-000039,0.021898179976609908
ACH-000040,0.08582223315874472
ACH-000041,-0.047028444451273285
ACH-000042,-0.04877246260736174
ACH-000045,-0.0304723341846764
ACH-000047,0.08943235645182436
ACH-000052,-0.06456961715616079
ACH-000053,-0.03753469809727585
ACH-000054,0.019600766985973347
ACH-000055,0.14245009823853902
ACH-000060,-0.04039952163989552
ACH-000067,0.012951509733888202
ACH-000070,0.08481396280114313
ACH-000075,0.09714456447763198
ACH-000078,0.1503706068288204
ACH-000082,-0.01870166720222492
ACH-000085,-0.1344577720406408
ACH-000086,0.07312006449518099
ACH-000087,-0.03249511936333483
ACH-000092,0.08682255826514862
ACH-000095,-0.007061737248911354
ACH-000097,-0.27796295434262946
ACH-000098,0.004454191948057973
ACH-000099,0.0466895424199038
ACH-000108,0.01760110509179717
ACH-000113,-0.09756226687137176
ACH-000116,0.11965204985349168
ACH-000118,0.030249721547845543
ACH-000120,-0.113730380130744
ACH-000123,-0.016301859359674622
ACH-000127,0.0232258725977219
ACH-000128,-0.031774039313576065
ACH-000132,-0.007166922326868194
ACH-000133,0.040253077267086455
ACH-000137,0.02537962461901009
ACH-000138,0.06174503619690488
ACH-000142,0.09624909879771176
ACH-000143,0.05650555038178135
ACH-000146,0.0147797498870784
ACH-000148,-0.09590013333294084
ACH-000150,-0.00953563204680435
ACH-000152,-0.20305187298502644
ACH-000153,-0.040900309782747085
ACH-000159,-0.12954073470771213
ACH-000160,-0.01805154184507121
ACH-000163,-0.08686717050478485
ACH-000167,0.11337129443063285
ACH-000168,-0.0075696448857293375
ACH-000169,0.09439148684350414
ACH-000178,-0.002543199657755211
ACH-000183,-0.11386970383700545
ACH-000188,0.07087914621354494
ACH-000189,0.027925821109248482
ACH-000190,0.14431975413471385
ACH-000198,-0.012192302894256258
ACH-000203,0.013236381106688136
ACH-000204,-0.01953821661866444
ACH-000206,-0.09428284968348133
ACH-000207,-0.06754239916259895
ACH-000208,-0.07994309631818894
ACH-000210,-0.20454199227144204
ACH-000211,0.05928785559976585
ACH-000215,0.014447558828814962
ACH-000221,-0.05261754239706716
ACH-000222,0.04740723724502294
ACH-000223,-0.04824984504205955
ACH-000226,-0.02617337094447102
ACH-000227,0.1960075619997114
ACH-000228,0.133880888616464
ACH-000231,-0.09945756844235187
ACH-000232,-0.038941605711874966
ACH-000233,0.01835389917502003
ACH-000234,-0.055962753398660164
ACH-000235,-0.05661105878052883
ACH-000237,0.0841239265473876
ACH-000238,-0.009555918395924463
ACH-000242,-0.13411630919698386
ACH-000243,-0.0046112069185792574
ACH-000244,0.02310504772788174
ACH-000246,-0.10685077576867097
ACH-000248,-0.180328812946892
ACH-000250,0.009444895765404065
ACH-000251,0.09715183345186862
ACH-000252,-0.2130685141105717
ACH-000253,0.025114016164504552
ACH-000255,0.045359950949126336
ACH-000256,-0.05351873824849306
ACH-000257,0.05643252182447318
ACH-000258,-0.2671319992479808
ACH-000259,-0.050759586687065886
ACH-000260,-0.003323686633000989
ACH-000261,0.03059136625393992
ACH-000262,-0.09299150804738808
ACH-000263,-0.09347732972412227
ACH-000264,-0.11397327791443712
ACH-000265,-0.010856269743943638
ACH-000266,-0.024580981174738056
ACH-000272,0.018364313017421544
ACH-000274,-0.01451962443104381
ACH-000277,-0.20364425239451675
ACH-000278,0.004422342378961221
ACH-000279,-0.015544357986852685
ACH-000280,-0.05713641972331252
ACH-000281,0.03245691644069248
