,PTPRH (5794)
ACH-000004,0.0271941179439938
ACH-000005,-0.044304576442526465
ACH-000007,0.07286648698816163
ACH-000009,-0.04407375703286085
ACH-000011,0.0395658007686781
ACH-000012,-0.016054253206709376
ACH-000013,-0.05629197078895439
ACH-000014,0.05681679425314703
ACH-000015,0.004601988565034004
ACH-000017,0.0001611941089797277
ACH-000018,0.1098955177919012
ACH-000019,0.04942888018052507
ACH-000021,-0.07765884410385954
ACH-000022,-0.07851754773916816
ACH-000025,0.0698452476126929
ACH-000028,-0.000449281733108197
ACH-000030,-0.3023033931343855
ACH-000035,0.08988422710253294
ACH-000036,-0.03363911492544265
ACH-000037,0.03528839535392633
ACH-000039,0.016535111459646378
ACH-000040,0.04157263694642657
ACH-000041,0.017517666555201667
ACH-000042,-0.002259189423715465
ACH-000045,-0.05566306451072532
ACH-000047,-0.029003132332839382
ACH-000052,-0.005292586749734326
ACH-000053,-0.006813144470177514
ACH-000054,0.07675530050427885
ACH-000055,0.11727111361462401
ACH-000060,0.18491759128039414
ACH-000067,-0.05599960700461098
ACH-000070,0.2386721887775983
ACH-000075,0.13866670861272554
ACH-000078,-0.06801699000663873
ACH-000082,0.08333342611089951
ACH-000085,-0.0032274735997657807
ACH-000086,-0.02857991108529165
ACH-000087,-0.040145200341413945
ACH-000092,-0.04635581176261931
ACH-000095,0.01818967516940214
ACH-000097,0.005754061339668239
ACH-000098,-0.022111716334101902
ACH-000099,-0.0896821167058879
ACH-000108,0.14210281732403893
ACH-000113,0.03852957732975625
ACH-000116,-0.011500177765470009
ACH-000118,0.06172572882674019
ACH-000120,0.037116356355001656
ACH-000123,-0.01959473881987049
ACH-000127,-0.031510483201432
ACH-000128,-0.030239006270143157
ACH-000132,-0.005242050631862465
ACH-000133,0.0028153095861404897
ACH-000137,-0.00046140104093998215
ACH-000138,-0.045099895517591054
ACH-000142,-0.06084063761206095
ACH-000143,-0.012331854442429726
ACH-000146,-0.09369627838596452
ACH-000148,0.059855448773591786
ACH-000150,0.014864612626364997
ACH-000152,0.05773474973272129
ACH-000153,-0.07748080465094066
ACH-000159,-0.050379262194635926
ACH-000160,-0.0001961252815708791
