,TSSK3 (81629)
ACH-000004,-0.23095210423427215
ACH-000005,-0.06928640239274061
ACH-000007,-0.3897054493713971
ACH-000009,-0.25815579124029525
ACH-000011,-0.27971661796438513
ACH-000012,-0.3334944609678376
ACH-000013,-0.523801698343913
ACH-000014,-0.32515976684429226
ACH-000015,-0.3325429449382286
ACH-000017,-0.18930187616590635
ACH-000018,-0.2619364011655391
ACH-000019,-0.4012810222770646
ACH-000021,-0.36372173020331616
ACH-000022,-0.2716204447779749
ACH-000025,-0.3131254366317841
ACH-000028,-0.2669455801266121
ACH-000030,-0.2422899067791826
ACH-000035,-0.3533089069911406
ACH-000036,-0.247415163489677
ACH-000037,-0.2738627687440217
ACH-000039,-0.2781297798724381
ACH-000040,-0.40877031703594136
ACH-000041,-0.3102961478993707
ACH-000042,-0.24590202084564736
ACH-000045,-0.20049631005568955
ACH-000047,-0.3361087066700389
ACH-000052,-0.3827465877764244
ACH-000053,-0.2617187057385945
ACH-000054,-0.1788488775203703
ACH-000055,-0.2478304408399981
ACH-000060,-0.26910389758107073
ACH-000067,-0.4062148643997376
ACH-000070,-0.36561720418940297
ACH-000075,-0.34023891646257104
ACH-000078,-0.2898115406479021
ACH-000082,-0.29299223013609765
ACH-000085,-0.4608148955899814
ACH-000086,-0.3995268463930639
ACH-000087,-0.3999898175562221
ACH-000092,-0.4758433245964647
ACH-000095,-0.23567446399743425
ACH-000097,-0.2569003626499408
ACH-000098,-0.4979903468780516
ACH-000099,-0.29850097116252505
ACH-000108,-0.46217778536498905
ACH-000113,-0.2261090231095105
ACH-000116,-0.35414647404609706
ACH-000118,-0.28993642999837993
ACH-000120,-0.279141010925678
ACH-000123,-0.2884696026087924
ACH-000127,-0.26163596326197075
ACH-000128,-0.3669775508906123
ACH-000132,-0.3365413289582785
ACH-000133,-0.4658228476060665
ACH-000137,-0.4325649638550274
ACH-000138,-0.2593266508860507
ACH-000142,-0.31842718717154833
ACH-000143,-0.36799466405174375
ACH-000146,-0.2289293754069678
ACH-000148,-0.3427593012693784
ACH-000150,-0.4675594663154938
ACH-000152,-0.4241877330451816
ACH-000153,-0.3447993617534502
ACH-000159,-0.3473573315595925
ACH-000160,-0.3212218339131596
ACH-000163,-0.0961817280632033
