,SCARA5 (286133)
ACH-000004,0.08794427331521976
ACH-000005,0.08594255464081864
ACH-000007,-0.030173633924125882
ACH-000009,0.10474537322268417
ACH-000011,0.21848235758287296
ACH-000012,0.05118484202762513
ACH-000013,0.12588208343688756
ACH-000014,0.08709535517451664
ACH-000015,0.11060013692036498
ACH-000017,0.2778385063580677
ACH-000018,0.6065941707145762
ACH-000019,0.05893498862525295
ACH-000021,0.18481629102995373
ACH-000022,0.10901124397870496
ACH-000025,0.09523436713049037
ACH-000028,0.09869891064755784
ACH-000030,0.14550768515259566
ACH-000035,-0.01045810486031585
ACH-000036,0.15716027528443552
ACH-000037,0.10426567790467714
ACH-000039,-0.017464330777160697
ACH-000040,0.11872374017836115
ACH-000041,-0.04245895188970772
ACH-000042,0.13540896381180545
ACH-000045,0.04734428279765522
ACH-000047,0.041903812926674285
ACH-000052,-0.13508306070632756
ACH-000053,-0.017698363822580443
ACH-000054,0.2288819657031306
ACH-000055,-0.08204428755179312
ACH-000060,0.057544966455927625
ACH-000067,0.14900641730653907
ACH-000070,0.08323436037510354
ACH-000075,0.4113936603987415
ACH-000078,0.142401011007824
ACH-000082,0.10370956534984292
ACH-000085,-0.2511387476884689
ACH-000086,0.0718081725163741
ACH-000087,0.16126888724161406
ACH-000092,0.09448037256327356
ACH-000095,0.14998602425878846
ACH-000097,0.05489055197613306
ACH-000098,0.16330010878676068
ACH-000099,0.04940898995470333
ACH-000108,0.02142809082624963
ACH-000113,0.06644607129681879
ACH-000116,0.1042874842819225
ACH-000118,0.05215309344200567
ACH-000120,-0.020496418517637657
ACH-000123,0.13058655913760078
ACH-000127,0.04938766568679439
ACH-000128,0.0405785343135465
ACH-000132,0.1722408613583548
ACH-000133,0.11266249728876265
ACH-000137,0.19091291511785105
ACH-000138,0.08778848783162391
ACH-000142,0.16779470357947404
ACH-000143,0.07636162911750674
ACH-000146,0.08299885869473997
ACH-000148,0.11255771580191226
ACH-000150,0.12399106613525282
ACH-000152,0.1788376525267369
ACH-000153,-0.03481942642388133
ACH-000159,0.0688501062058261
ACH-000160,0.11541254340370148
ACH-000163,-0.021264865247150804
ACH-000167,0.3937563250186349
ACH-000168,0.2380070675967571
