,RHOF (54509)
ACH-000004,-0.4653293318522935
ACH-000005,-0.41416546623201145
ACH-000007,-0.3145081032891533
ACH-000009,-0.35998812008698644
ACH-000011,-0.18993661346987967
ACH-000012,-0.2234655268893176
ACH-000013,-0.1551464061784289
ACH-000014,-0.0457282413898712
ACH-000015,-0.21085777266701106
ACH-000017,-0.1588779692474199
ACH-000018,-0.11999959357211346
ACH-000019,-0.3555587456235783
ACH-000021,-0.2649570422180543
ACH-000022,-0.3004100624848325
ACH-000025,-0.39823924986410253
ACH-000028,-0.14425754841696178
ACH-000030,-0.2354580658379867
ACH-000035,-0.2095430460989704
ACH-000036,-0.010556952457326772
ACH-000037,-0.4962930032200501
ACH-000039,-0.28524974092531125
ACH-000040,-0.13752211619495086
ACH-000041,-0.5568025867583574
ACH-000042,-0.4356021278136639
ACH-000045,-0.3906257436077313
ACH-000047,-0.1618831178187282
ACH-000052,-0.2694845578750223
ACH-000053,-0.2315666406470725
ACH-000054,-0.3266135553911501
ACH-000055,-0.1817946419141732
ACH-000060,-0.20076130998985595
ACH-000067,-0.2812193568691435
ACH-000070,-0.2426386524326136
ACH-000075,-0.013689706808184734
ACH-000078,-0.2911121554466459
ACH-000082,-0.3077991663744029
ACH-000085,-0.2237608205496458
ACH-000086,-0.30233198471960426
ACH-000087,-0.19972508988753773
ACH-000092,-0.22968699684725866
ACH-000095,-0.3317364434040217
ACH-000097,-0.1719012482265036
ACH-000098,-0.3238642392002599
ACH-000099,-0.2821489253965761
ACH-000108,-0.3524597296072967
ACH-000113,-0.2427433322681768
ACH-000116,-0.1784255805931148
ACH-000118,-0.3431083333028647
ACH-000120,-0.09322770213954078
ACH-000123,-0.09257841763750888
ACH-000127,-0.3326498891544405
ACH-000128,-0.14648126890456575
ACH-000132,-0.2996513462947707
ACH-000133,-0.3604235582359237
ACH-000137,-0.4132546237947998
ACH-000138,-0.15834315377263725
ACH-000142,-0.2711959737381838
ACH-000143,-0.21658003437926188
ACH-000146,-0.2532031974627601
ACH-000148,-0.15274426786318768
ACH-000150,-0.35669405555286826
ACH-000152,-0.3895997989237066
ACH-000153,-0.12583578637107976
ACH-000159,-0.3023889140503339
ACH-000160,-0.30226204973674475
ACH-000163,-0.19091405771254613
ACH-000167,-0.3144721799641184
ACH-000168,-0.4153595197155441
ACH-000169,-0.3335619455142828
ACH-000178,-0.1088361374275857
ACH-000183,-0.2998458409583159
ACH-000188,-0.3966004738637881
ACH-000189,-0.2824420261929059
ACH-000190,-0.0996018278104647
ACH-000198,-0.13353435033171265
ACH-000203,-0.35999591441798257
ACH-000204,-0.2110645357283524
ACH-000206,-0.03227904462523065
ACH-000207,-0.22416692625772205
ACH-000208,-0.2942731922770105
ACH-000210,-0.005344321603424028
ACH-000211,-0.2519073433585516
ACH-000215,-0.37812152695816653
ACH-000221,-0.17191274064208933
ACH-000222,-0.24153113263664164
ACH-000223,-0.2345601983741853
ACH-000226,-0.2788418776406369
ACH-000227,-0.2990183749779075
ACH-000228,0.07817984630928061
ACH-000231,-0.2893376735048354
ACH-000232,-0.26781947010301016
ACH-000233,-0.21450139502986834
ACH-000234,-0.36672475037290014
ACH-000235,-0.2781868186035001
ACH-000237,-0.2455746012677001
ACH-000238,-0.23792095796309665
ACH-000242,-0.4725041135626601
ACH-000243,-0.270519988138899
ACH-000244,-0.15727363451603674
ACH-000246,-0.11462472392896872
ACH-000248,-0.015952137265222315
ACH-000250,-0.2591116134618528
ACH-000251,-0.5614581901045561
ACH-000252,-0.3480728951136299
ACH-000253,-0.19811987282666724
ACH-000255,-0.2987255617431309
ACH-000256,-0.21494102661814676
ACH-000257,-0.3241251500559699
ACH-000258,-0.29427847328300194
ACH-000259,-0.223107702904974
ACH-000260,-0.17374599640064706
ACH-000261,-0.16300302110035006
ACH-000262,-0.3070655593858425
ACH-000263,-0.3761955378631739
ACH-000264,-0.35238702489791723
ACH-000265,-0.2624628191144042
ACH-000266,-0.3163928120535743
ACH-000272,-0.2035194713060232
ACH-000274,-0.3572404910802631
ACH-000277,-0.09709140165914963
ACH-000278,-0.34800509125693885
ACH-000279,-0.2939017721000841
ACH-000280,-0.20028973313910187
ACH-000281,-0.3147549368038401
ACH-000288,-0.2483575167844989
ACH-000291,-0.11997690417981595
ACH-000293,-0.17515160558025422
ACH-000294,-0.6197943102677402
ACH-000295,-0.11715807011471395
ACH-000296,-0.37846248675444455
ACH-000302,-0.2384107303546443
ACH-000304,0.04140727423087299
ACH-000307,-0.379058691038588
ACH-000308,-0.2525366505766634
ACH-000310,-0.28014188803396817
ACH-000311,-0.2426103093439728
ACH-000312,-0.2235534322589759
ACH-000315,-0.0995399277745963
ACH-000316,-0.4278104064069145
ACH-000317,-0.34957495253164217
ACH-000318,-0.29362272062986033
ACH-000319,-0.26510857404134713
ACH-000320,-0.06515931473693462
ACH-000322,-0.18747128828725107
ACH-000323,-0.047390826541180715
ACH-000324,-0.11984408365154095
ACH-000329,-0.27027234492989993
ACH-000330,-0.11044456411000493
ACH-000331,-0.2453398403368265
ACH-000332,-0.3597906821618394
ACH-000334,-0.059740360980242574
ACH-000335,-0.2280453381663889
