,CTU1 (90353)
ACH-000004,-0.3394014479334612
ACH-000005,-0.08333777536211552
ACH-000007,-0.477121677180453
ACH-000009,-0.11481303121376225
ACH-000011,-0.5526990519816852
ACH-000012,-0.1801094588540857
ACH-000013,-0.490491738806877
ACH-000014,-0.41348033721131067
ACH-000015,-0.5480677965640378
ACH-000017,-0.6340422084394991
ACH-000018,-0.3920007383322168
ACH-000019,-0.17109387971111267
ACH-000021,-0.4236152774817644
ACH-000022,-0.2394115902916061
ACH-000025,-0.5290245117619482
ACH-000028,-0.3417273000860953
ACH-000030,-0.4684451481885852
ACH-000035,-0.4772250423939337
ACH-000036,-0.475034116969964
ACH-000037,-0.30533346008529216
ACH-000039,-0.3815470076220624
ACH-000040,-0.4679348896728702
ACH-000041,-0.5815025759563038
ACH-000042,-0.2314706967977937
ACH-000045,-0.4694084018829666
ACH-000047,-0.2700494471792727
ACH-000052,-0.3584300945753716
ACH-000053,-0.5319477305683202
ACH-000054,-0.39295228358364
ACH-000055,-0.5209481368818494
ACH-000060,-0.4254779645025497
ACH-000067,0.23644696185280234
ACH-000070,-0.8216877677457289
ACH-000075,-0.3297184347166428
ACH-000078,-0.1141621830323965
ACH-000082,-0.28041707316409537
ACH-000085,-0.6837323019619123
ACH-000086,-0.6277841808397819
ACH-000087,-0.8204737948830194
ACH-000092,-0.5813811524171568
ACH-000095,-0.4927533656672127
ACH-000097,-0.14303134645985602
ACH-000098,-0.6020894786196249
ACH-000099,-0.2878986075546513
ACH-000108,-0.29376550132528445
ACH-000113,-0.364204785139152
ACH-000116,-0.16400539955456847
ACH-000118,-0.10529311308928717
ACH-000120,-0.37659201743080173
ACH-000123,-0.5323650354397887
ACH-000127,-0.4518713966605107
ACH-000128,-0.09558418292037678
ACH-000132,-0.3886287402555505
ACH-000133,-0.5411715749873728
ACH-000137,-0.4339441418732539
ACH-000138,-0.5205588310580443
ACH-000142,-0.3773079511244513
ACH-000143,-0.3253506054759275
ACH-000146,-0.01741272543589199
ACH-000148,-0.39179537220829597
ACH-000150,-0.3778491936878095
ACH-000152,-0.2372382626882242
ACH-000153,-0.4207119270682183
ACH-000159,-0.3462102391899531
ACH-000160,-0.3187183588342873
ACH-000163,-0.3974708424109516
ACH-000167,-0.7326662065631248
ACH-000168,-0.6590751248359361
ACH-000169,-0.29672499994889784
ACH-000178,-0.4057442873203541
ACH-000183,-0.4102472485689068
ACH-000188,-0.17829696825854335
ACH-000189,-0.27154991103328796
ACH-000190,-0.7607654116747018
ACH-000198,-0.2593679656267913
ACH-000203,-0.07120931558342301
ACH-000204,0.04109390153961992
ACH-000206,-0.3671913282593788
ACH-000207,-0.4499399145369001
ACH-000208,-0.34193466288605456
ACH-000210,-0.5366403929700954
ACH-000211,-0.5196505735485732
ACH-000215,-0.4243149996540591
ACH-000221,-0.6587658790142707
ACH-000222,-0.2286638833387791
ACH-000223,-0.2300878509310009
ACH-000226,-0.16274617454543772
ACH-000227,-0.311272671019653
ACH-000228,-0.2728776375532277
ACH-000231,-0.4856789725865752
ACH-000232,-0.5027054211064043
ACH-000233,-0.3672089881449921
ACH-000234,-0.4119233909373887
ACH-000235,-0.2922587639868898
