,SQSTM1 (8878)
ACH-000331,-0.15691997102332264
ACH-000332,-0.3292744244418725
ACH-000334,-0.2265414678013779
ACH-000335,-0.12075674962727966
ACH-000336,-0.33418993774373745
ACH-000337,-0.2413359846225402
ACH-000338,-0.4622540581258923
ACH-000339,-0.08091260664117125
ACH-000341,-0.11727364773428835
ACH-000348,-0.11664992820994635
ACH-000350,-0.33608197887337793
ACH-000352,0.022403653147136427
ACH-000356,-0.02693436947828026
ACH-000361,-0.1101510880214978
ACH-000362,-0.16920973322426608
ACH-000363,-0.2063619401477325
ACH-000364,-0.0026015888706314642
ACH-000365,-0.19826692305686636
ACH-000366,-0.28279508751401816
ACH-000368,-0.15837990787334472
ACH-000374,0.04344336401318848
ACH-000375,-0.2113232043842489
ACH-000376,-0.26475074101392265
ACH-000381,-0.1633724321596469
ACH-000383,-0.2292107417823398
ACH-000387,-0.06731427687264728
ACH-000389,-0.2330899244871836
ACH-000390,-0.193867875738034
ACH-000393,-0.2018695267377792
ACH-000395,-0.22152471998573914
ACH-000396,0.07911469071503231
ACH-000397,-0.3032306942482791
ACH-000401,-0.044805357394027474
ACH-000402,0.1114267829373426
ACH-000403,-0.2069856156347572
ACH-000404,-0.4246936903261353
ACH-000406,-0.10589226723538367
ACH-000407,-0.1589011218450774
ACH-000408,-0.03464712274298619
ACH-000410,-0.019701202580576498
ACH-000411,-0.18110654748146526
ACH-000414,-0.02924639805952635
ACH-000415,0.03744146650067464
ACH-000416,-0.17920064472487615
ACH-000420,-0.2611833172638838
ACH-000421,-0.16379097005245358
ACH-000424,0.036340577976043995
ACH-000425,-0.1928464584624108
ACH-000426,-0.20686724904062212
ACH-000427,-0.0822708497939017
ACH-000433,-0.4053381412991045
ACH-000435,-0.4140120610780459
ACH-000436,-0.09619373724804836
ACH-000444,-0.2074315805543136
ACH-000445,0.08416710222084732
ACH-000448,-0.10255288507911726
ACH-000450,-0.4229091324961404
ACH-000452,-0.09236320157170136
ACH-000454,-0.3457821928046029
ACH-000458,-0.17843713037941014
ACH-000459,-0.34602777452290856
ACH-000460,-0.20885871667013492
ACH-000461,0.03040681587503248
ACH-000463,-0.10785589407298636
ACH-000464,-0.12352659678340455
ACH-000466,-0.11222580448021233
ACH-000467,-0.12955137872702638
ACH-000468,-0.1539426653779292
ACH-000469,-0.199275804194972
ACH-000470,-0.15556996117111033
ACH-000471,-0.7507055948255249
ACH-000472,-0.09951748777774874
ACH-000473,0.024006306358917172
ACH-000475,-0.4850724430292446
ACH-000476,-0.0107854043376376
ACH-000477,-0.2295361436101697
ACH-000479,-0.1853622772238966
ACH-000480,-0.18994927949911225
ACH-000481,-0.0382131330684891
ACH-000483,-0.07407838926829545
ACH-000484,-0.17320756027405088
ACH-000485,-0.0798254962006013
ACH-000486,-0.13525449443498014
ACH-000487,-0.09375114943885073
ACH-000488,-0.115789101048203
ACH-000490,-0.1867737345232039
ACH-000491,0.05271731828546152
ACH-000495,-0.28131335740738905
ACH-000496,-0.011526815040287046
ACH-000499,-0.14827526733543295
ACH-000500,-0.11402933193463215
ACH-000502,-0.04919590036899256
ACH-000503,-0.10120131844245923
ACH-000505,-0.04511546937001578
ACH-000507,-0.22079566814181112
ACH-000510,-0.1342219211206064
ACH-000511,-0.16642484835251814
ACH-000512,-0.27006654894523635
ACH-000516,0.0022705359743757946
ACH-000517,-0.1320401037895666
ACH-000518,-0.16288557843685475
ACH-000520,-0.1510565347801585
ACH-000521,-0.01989119750516065
ACH-000522,-0.1828422136669732
ACH-000524,-0.1523113311268904
ACH-000527,-0.07686663538819193
ACH-000528,-0.19652860167797712
ACH-000537,-0.09415128638116227
ACH-000541,0.03637645439568082
ACH-000542,-0.19068519486973007
ACH-000544,-0.0708422678627718
ACH-000545,-0.16195967634589345
ACH-000547,0.02298186859239345
ACH-000548,-0.113042746359175
ACH-000549,-0.1887726198447385
ACH-000550,-0.1512281133536731
ACH-000552,-0.11460875887713325
ACH-000556,-0.0638325783404624
ACH-000557,-0.05054962317546164
ACH-000569,-0.30603906421989296
ACH-000570,-0.22684731476612874
ACH-000571,-0.2866998918300751
ACH-000573,-0.3338624078669
ACH-000576,-0.14059582660776446
ACH-000579,-0.19645212055735792
ACH-000580,-0.15012748133347525
ACH-000584,-0.2260370763094969
ACH-000585,-0.1336410273086435
ACH-000588,-0.0696186493667155
ACH-000589,-0.2941640821029261
ACH-000591,-0.3186563942813194
ACH-000593,-0.1519919421878246
ACH-000600,-0.19098959716714484
ACH-000601,-0.2815307803756621
ACH-000605,-0.06600754431589674
ACH-000606,-0.06454729499951685
ACH-000608,-0.029411574048255937
ACH-000614,-0.1954479614646251
ACH-000616,-0.13763148998763033
ACH-000618,-0.12645594809315966
ACH-000619,-0.0734895411514899
ACH-000620,-0.15871076857180524
ACH-000621,-0.12780558725413865
ACH-000622,-0.1347762915751729
ACH-000623,-0.23149436783006516
ACH-000624,-0.09085284136628996
ACH-000627,-0.25308671150831685
ACH-000630,-0.15102661890339228
ACH-000631,-0.25097491384403936
ACH-000632,-0.32503824660063896
ACH-000633,-0.2579760866342837
ACH-000637,-0.039431252208067605
ACH-000638,-0.10402768885027694
ACH-000646,-0.24967206920582696
ACH-000647,-0.07183260987168189
ACH-000648,-0.9059247315793754
ACH-000649,-0.1021729977291723
ACH-000651,0.0041144222414441845
ACH-000652,-0.2946167635551463
ACH-000653,0.10196727785095587
ACH-000657,-0.17989438455632645
ACH-000658,-0.06219634711415557
ACH-000661,-0.17434327781605394
ACH-000662,-0.3074340656282061
ACH-000663,-0.13740491179192954
ACH-000665,-0.10510282932456384
ACH-000671,-0.2363657860617541
ACH-000672,-0.31205732754609034
ACH-000673,-0.05147329994948755
ACH-000676,-0.1398501471407956
ACH-000677,-0.05486268403727109
ACH-000681,-0.200967747276684
ACH-000683,-0.09697722279301617
ACH-000684,-0.0646351777530669
ACH-000688,-0.16698061245792606
ACH-000693,-0.04725604439386728
ACH-000694,-0.08085734210611233
ACH-000695,-0.4087024236330701
ACH-000696,-0.15799710894150693
ACH-000697,-0.04465330291841445
ACH-000699,-0.07782829822739132
ACH-000701,-0.182204753635578
ACH-000706,-0.2598577713957029
ACH-000711,-0.08518576928459153
ACH-000713,-0.4032496338723057
ACH-000714,-0.25848625774048345
ACH-000718,-0.11206136792494444
ACH-000720,-0.14682762773657226
ACH-000721,-0.1113956129225167
ACH-000724,-0.0010263481917593047
ACH-000725,-0.06270816243881874
ACH-000732,-0.11934860320569067
ACH-000734,-0.13810843619108296
ACH-000735,-0.15520812097808867
ACH-000736,-0.172984928981268
ACH-000738,-0.033845699835657994
ACH-000746,-0.20333212617615806
ACH-000747,-0.16288701656934795
ACH-000748,-0.1929706035813793
ACH-000753,-0.13069869488041874
ACH-000756,-0.28399455931909945
ACH-000757,-0.009229841492454243
ACH-000758,-0.2415729803694792
ACH-000760,-0.1345221650818579
ACH-000762,0.06326414391367338
ACH-000763,-0.047345952725949096
ACH-000764,-0.011110115235988193
ACH-000765,-0.2114024450810041
ACH-000766,-0.2210700328047909
ACH-000767,-0.17198339749134411
ACH-000768,-0.1512151104387324
ACH-000769,-0.2495304946580211
ACH-000770,-0.1674548056898878
ACH-000771,-0.0686593747223894
ACH-000773,-0.2356224463134237
ACH-000776,-0.24013272950538786
ACH-000777,-0.09366012033362082
ACH-000778,0.059394394971987625
ACH-000781,-0.050576672056922505
ACH-000782,-0.1677323049226363
ACH-000783,-0.3901572372749635
ACH-000784,-0.2353673695020988
ACH-000785,-0.1697045466135267
ACH-000787,-0.10251689182987772
ACH-000788,-0.0825177144037864
ACH-000791,-0.2283895629868652
ACH-000792,-0.11001329386707052
ACH-000794,-0.15583355105150934
ACH-000796,-0.10166904613242073
ACH-000798,-0.0680353405234656
ACH-000799,-0.2373358604748662
ACH-000800,-0.08760594954645384
ACH-000802,-0.20394154955629687
ACH-000804,-0.07232718116753953
ACH-000805,-0.34244435344529034
ACH-000809,-0.16450802327918754
ACH-000810,-0.28200392788491224
ACH-000811,-0.013884174576796596
ACH-000817,-0.046465631463127016
ACH-000819,-0.10062837522212467
ACH-000820,-0.20725731088982347
ACH-000821,0.06382139145478863
ACH-000822,0.1046516493358844
ACH-000823,-0.1441151458280913
ACH-000824,-0.17435505911054708
ACH-000827,-0.16918922558058985
ACH-000829,-0.3059797061623638
ACH-000831,-0.13955566381773193
ACH-000832,-0.07816190559089818
ACH-000833,-0.2316342932569697
ACH-000834,-0.12172010999417054
ACH-000835,-0.11597146420885075
ACH-000836,-0.10294120485426198
ACH-000837,-0.1618297134806747
ACH-000838,-0.146555885339263
ACH-000839,-0.21003518554088985
ACH-000840,-0.17346628251519308
ACH-000841,-0.31726323010881485
ACH-000843,-0.19286160915634948
ACH-000846,-0.18405092275249815
ACH-000847,-0.1823747474240802
ACH-000848,-0.2421831230806895
ACH-000849,-0.286795177343594
ACH-000851,-0.20728512310526254
ACH-000855,-0.1446209109231366
ACH-000856,-0.24270591863124574
ACH-000858,-0.24710613710486795
ACH-000859,-0.2061810001327611
ACH-000861,-0.13399115057453095
ACH-000862,-0.0958096325807609
ACH-000865,-0.1066488784999959
ACH-000866,-0.10751219736565548
ACH-000867,-0.10165537414322487
ACH-000869,-0.031906721552400805
ACH-000872,-0.18166583102908196
ACH-000873,0.018637649998671124
ACH-000876,0.01218641918743953
ACH-000878,-0.06253615306219226
ACH-000880,-0.07330159681120209
ACH-000881,-0.3391351244638815
ACH-000882,-0.2695576302827077
ACH-000884,-0.25839578638022204
ACH-000885,-0.12697668223988956
ACH-000887,-0.11580861904479038
ACH-000889,-0.14391436176098402
ACH-000896,-0.049547078588388055
ACH-000898,-0.13228208954271553
ACH-000900,-0.1555981382938822
ACH-000901,-0.06933838300176877
ACH-000905,-0.08394692140283047
ACH-000906,-0.1106035618923633
ACH-000907,-0.15293155107111214
ACH-000910,-0.14758635855594246
ACH-000911,-0.07979444843101148
ACH-000912,-0.05144926719304204
ACH-000913,-0.21294186063929896
ACH-000915,-0.11341723599471347
ACH-000916,-0.07193018836402719
ACH-000917,-0.07140076365880435
ACH-000920,-0.2058160215825583
ACH-000921,-0.08818487104058056
ACH-000924,-0.05968166287879869
ACH-000926,-0.06580483896284371
ACH-000928,-0.20857064529656108
ACH-000929,-0.08480980256462467
ACH-000932,-0.059465517712509075
ACH-000935,-0.3086495293693868
ACH-000936,-0.08785008555644032
ACH-000937,-0.1057151100227452
ACH-000938,-0.08606935599375998
ACH-000939,-0.16459326693368773
ACH-000941,-0.09316816709851716
ACH-000943,-0.11688427272894232
ACH-000946,-0.27331835586674624
ACH-000947,-0.14670202312282066
ACH-000948,-0.17930137497109902
ACH-000950,0.0859451102692995
ACH-000953,-0.20443234800734886
ACH-000954,-0.25954488791524394
ACH-000957,-0.2987069737220201
ACH-000958,-0.21257805601808666
ACH-000960,-0.06960990453032123
ACH-000963,0.006376360103799556
ACH-000968,-0.1959059664166272
ACH-000969,-0.1320189905878304
ACH-000972,-0.1946357683659207
ACH-000973,-0.08767345182597032
ACH-000974,-0.15568383772055708
ACH-000978,-0.01927154556093464
ACH-000984,-0.2253792930835857
ACH-000986,-0.17698753559194635
ACH-000988,0.013560386840663423
ACH-000993,-0.2765537226507704
ACH-000994,-0.24539437508479855
ACH-000996,-0.09593240205358597
ACH-001001,-0.15041682050410302
ACH-001020,0.035896529298186416
ACH-001028,-0.1168595924612988
ACH-001031,-0.11797350266860247
ACH-001038,-0.1367044433270168
ACH-001048,-0.10743989548843316
ACH-001050,-0.1801965081082688
ACH-001053,-0.02322322145201337
ACH-001054,-0.18850503507295552
ACH-001061,0.028673136652173487
ACH-001067,-0.2316781726189256
ACH-001075,-0.22874034344852195
ACH-001096,-0.12570437621243527
ACH-001111,-0.10764745034067084
ACH-001119,0.03660397524285343
ACH-001128,-0.149963285256809
ACH-001134,-0.2774253588144621
ACH-001151,-0.24369426922376394
ACH-001163,-0.2547736236841753
ACH-001164,-0.3312110974162269
ACH-001183,-0.07402515608895582
ACH-001192,-0.20685914912953
ACH-001193,-0.11916790200678005
ACH-001196,-0.17344131532032184
ACH-001197,-0.11349226806091353
ACH-001205,-0.1926173915930577
ACH-001211,-0.14496724717013526
ACH-001212,0.15526298929409674
ACH-001228,-0.014530550738310038
ACH-001232,-0.2788424989883037
ACH-001239,-0.21829774619931694
ACH-001270,-0.4635174021480655
ACH-001274,-0.23287718377262245
ACH-001275,-0.09611021106413184
ACH-001277,-0.12073524668269972
ACH-001278,0.0006332158756894963
ACH-001280,-0.35898485300194594
ACH-001283,-0.14066174466797096
ACH-001289,-0.1913020956096428
ACH-001300,-0.2258962930588211
ACH-001301,-0.30252673322632617
ACH-001302,-0.4047336942716876
ACH-001306,-0.06804926551138014
ACH-001318,-0.3649376266549656
ACH-001322,0.11280228876503615
ACH-001328,-0.07598336095775131
ACH-001332,0.06451058447626673
ACH-001336,-0.08187990935122118
ACH-001346,-0.07153676374246387
ACH-001353,-0.10036985065325614
ACH-001354,0.05579477506447236
ACH-001367,-0.1171851825680255
ACH-001368,-0.08408492998310074
ACH-001374,-0.08279068537324445
ACH-001377,-0.2778033659076088
ACH-001380,-0.188452934738774
ACH-001391,-0.18187290797920536
ACH-001408,-0.20255883214127202
ACH-001430,-0.08608228073522334
ACH-001431,-0.2885999002324014
ACH-001450,0.04375980163787687
ACH-001496,-0.12030492699800625
ACH-001500,-0.2775903879330548
ACH-001523,-0.14647134169612974
ACH-001532,-0.2304365185628007
ACH-001550,-0.06119212080064027
ACH-001552,0.04463256099353696
ACH-001554,-0.1660168214966522
ACH-001654,-0.04464589833653314
ACH-001735,-0.10882004251878637
ACH-001736,-0.0010768524373540116
ACH-001737,-0.30575570145779885
ACH-001740,-0.2518610262261959
ACH-001745,-0.0809687820259804
ACH-001765,-0.20045895396003705
