,RAB6C (84084)
ACH-000004,0.017414326236607894
ACH-000005,-0.18778868280359426
ACH-000007,-0.28242140714632386
ACH-000009,0.025183639726241398
ACH-000011,-0.09254487952427354
ACH-000012,-0.031894113013408866
ACH-000013,-0.09792530438028567
ACH-000014,-0.22760974753519356
ACH-000015,-0.06388059639591077
ACH-000017,0.01623256914310996
ACH-000018,-0.12709487269871114
ACH-000019,-0.09174053754829946
ACH-000021,0.0602444267048816
ACH-000022,-0.09269100698015366
ACH-000025,-0.07541801137561359
ACH-000028,-0.00810418689661543
ACH-000030,-0.08556200064565013
ACH-000035,-0.09065147541262984
ACH-000036,-0.12323126098646013
ACH-000037,-0.12025757410624592
ACH-000039,-0.02761736721527288
ACH-000040,-0.16565228159692416
ACH-000041,0.2849080269742343
ACH-000042,-0.07688083007013592
ACH-000045,-0.03327929659992924
ACH-000047,-0.1411905669937316
ACH-000052,-0.03923512638326113
ACH-000053,-0.09411559795025948
ACH-000054,-0.07619882843119709
ACH-000055,-0.04408561193289321
ACH-000060,-0.0292140962181835
ACH-000067,-0.2414677075787865
ACH-000070,-0.07252366255423902
ACH-000075,0.08972591105911998
ACH-000078,-0.0510906454090139
ACH-000082,-0.056151497433292896
ACH-000085,-0.06321608250823553
ACH-000086,-0.270330790158594
ACH-000087,0.048728273589435565
ACH-000092,-0.14413134069214273
ACH-000095,-0.056467644199598564
ACH-000097,-0.1057346597097554
ACH-000098,-0.12031164009640928
ACH-000099,-0.02094774515879278
ACH-000108,-0.0633010990784493
ACH-000113,-0.14912791829046787
ACH-000116,0.05095583599365277
ACH-000118,-0.17221163299689402
ACH-000120,-0.03081705129625104
ACH-000123,-0.24317434499238505
ACH-000127,-0.14775324608957816
ACH-000128,-0.10372407840673548
ACH-000132,-0.08200872978188295
ACH-000133,-0.12105820394032127
ACH-000137,-0.13348706117509565
ACH-000138,-0.06075600846439785
ACH-000142,0.15146591266461326
ACH-000143,-0.0956290285862912
ACH-000146,-0.08060186488546192
ACH-000148,-0.11957415231691193
ACH-000150,-0.26741923071694274
ACH-000152,-0.3188325959774793
ACH-000153,0.00603744539147597
ACH-000159,-0.15455418395268247
ACH-000160,0.09018404231406783
ACH-000163,-0.17825068174467726
ACH-000167,-0.3495606995769537
ACH-000168,-0.031673745675696766
ACH-000169,-0.13923013896990413
ACH-000178,-0.3048994540275876
ACH-000183,-0.23902419461682897
ACH-000188,-0.07946828618940177
ACH-000189,-0.08462098754126225
ACH-000190,-0.047873241455515414
ACH-000198,-0.1336721009868369
ACH-000203,-0.6718781220141765
ACH-000204,-0.046051079114886526
ACH-000206,-0.08791820910379837
ACH-000207,-0.01786970615765826
ACH-000208,0.008015878997187661
ACH-000210,-0.12524188433874436
ACH-000211,-0.17672205613171504
ACH-000215,-0.14239963429215838
ACH-000221,0.002887825256739465
ACH-000222,-0.3085973764153245
ACH-000223,-0.2684047846183322
ACH-000226,-0.09886118225453074
ACH-000227,-0.029625192222075374
ACH-000228,0.0022843785632883588
ACH-000231,-0.09322123312902282
ACH-000232,-0.1846583258917129
ACH-000233,-0.036371965491126895
ACH-000234,-0.16865858256223398
ACH-000235,-0.1089075950043294
ACH-000237,-0.16012795752162232
ACH-000238,0.040865455384438136
ACH-000242,-0.320254452042146
ACH-000243,-0.17889068587184764
ACH-000244,-0.15031691166873332
ACH-000246,-0.0577177525074384
ACH-000248,0.048619471823710805
ACH-000250,-0.11313555657524875
ACH-000251,-0.18432358416444666
ACH-000252,-0.0076956833548108014
ACH-000253,-0.047380881451408535
ACH-000255,-0.1725571727293895
ACH-000256,-0.029322036043011174
ACH-000257,0.16157656283198865
ACH-000258,-0.01246153795647534
ACH-000259,-0.1583745181007329
ACH-000260,-0.0542147908513006
ACH-000261,-0.052271153255578816
ACH-000262,0.08954408187264652
ACH-000263,-0.22232012960183314
ACH-000264,-0.09330329147521177
ACH-000265,-0.01594560857761906
ACH-000266,-0.09637943862510827
ACH-000272,-0.08830361003453792
ACH-000274,-0.13037094021400608
ACH-000277,0.0629605595230133
ACH-000278,0.028848930461352864
ACH-000279,-0.11247082712119114
ACH-000280,-0.11121730680327896
ACH-000281,-0.04018651257632259
ACH-000288,-0.3390074015845541
ACH-000291,-0.13996263555722052
ACH-000293,-0.0766391906286913
ACH-000294,-0.27178840328005555
ACH-000295,-0.20987930473928412
ACH-000296,-0.15755246785923835
ACH-000302,-0.0488334674559989
ACH-000304,-0.07850504637004772
ACH-000307,-0.13223903660046693
ACH-000308,-0.2323785733206471
ACH-000310,-0.102193433828104
ACH-000311,-0.14222399920136475
ACH-000312,0.10330370211051293
ACH-000315,-0.12117389514564267
ACH-000316,-0.14679964115109756
ACH-000317,-0.3017284193867612
ACH-000318,-0.21959360879017706
ACH-000319,-0.2090047543823051
ACH-000320,-0.13578317691730854
ACH-000322,-0.2809628810913097
ACH-000323,-0.2676941056128481
ACH-000324,-0.28030765733670804
ACH-000329,-0.27167141993514904
