,PLCXD3 (345557)
ACH-000004,0.01013273868109116
ACH-000005,0.08352657402958563
ACH-000007,0.20431781460051526
ACH-000009,0.1670705475144455
ACH-000011,-0.05142055357993189
ACH-000012,0.12971255545616195
ACH-000013,0.03588352709411013
ACH-000014,-0.11669926067407645
ACH-000015,0.18247945612739203
ACH-000017,0.08613564174520022
ACH-000018,0.19284088017440867
ACH-000019,-0.053610815355344586
ACH-000021,0.15167742849899862
ACH-000022,0.17105681497916714
ACH-000025,0.2912171212591529
ACH-000028,-0.006890315064155717
ACH-000030,0.20474101893201027
ACH-000035,0.10858657757586013
ACH-000036,0.11862126295084433
ACH-000037,0.03408437723474307
ACH-000039,0.2681816463016401
ACH-000040,0.04546024706181477
ACH-000041,0.08557485090264852
ACH-000042,0.01238098756196518
ACH-000045,0.26245150069655593
ACH-000047,0.04156087015045039
ACH-000052,0.06724035793838115
ACH-000053,0.08963560875501353
ACH-000054,0.18075242603923114
ACH-000055,0.14490053050783794
ACH-000060,0.12813937420130025
ACH-000067,0.12242980135481993
ACH-000070,0.15829498009047924
ACH-000075,0.03244265402235552
ACH-000078,0.05390483522799623
ACH-000082,0.12323940129837015
ACH-000085,0.11646527750602563
ACH-000086,0.09650793736420923
ACH-000087,0.13827670207059745
ACH-000092,0.1153552729537247
ACH-000095,0.1157869891770858
ACH-000097,-0.010474736633896307
ACH-000098,0.043937842385573016
ACH-000099,0.01398465046708461
ACH-000108,0.07331323173798461
ACH-000113,0.09522929315675804
ACH-000116,-0.0073661074481853875
ACH-000118,0.17916926159175234
ACH-000120,0.09260303107531287
ACH-000123,0.1948022856423627
ACH-000127,0.13461357986145794
ACH-000128,0.10637404420334867
ACH-000132,0.06987441597710774
ACH-000133,0.10083875328312412
ACH-000137,0.10448594283836518
ACH-000138,0.11607930879142846
ACH-000142,0.0242633259606416
ACH-000143,0.3033613280709733
ACH-000146,0.0664864566411243
ACH-000148,0.055782065986066214
ACH-000150,0.33490308189176005
ACH-000152,0.17810229825572516
ACH-000153,-0.13001937841150088
ACH-000159,0.1704464299873372
ACH-000160,0.16596169160981114
ACH-000163,0.08555200520139666
ACH-000167,0.3088036190642345
ACH-000168,0.1324074479018237
ACH-000169,0.1357242054563327
ACH-000178,0.042259161090230035
ACH-000183,0.20889185037438315
ACH-000188,0.18615786944606627
ACH-000189,0.17343735892619125
ACH-000190,0.09901519745117332
ACH-000198,0.19964548058856835
ACH-000203,-0.033666738595354656
ACH-000204,0.19744391101878914
ACH-000206,0.1638547312005386
ACH-000207,0.17241437209869528
ACH-000208,0.17803447772468012
ACH-000210,0.010881438813313368
ACH-000211,0.1087739609300796
ACH-000215,0.09352878094795353
ACH-000221,0.02508848159925744
ACH-000222,0.1308795223067972
ACH-000223,0.15008101374089736
ACH-000226,0.12603010262043313
ACH-000227,0.13713675749630128
ACH-000228,0.028790241204292417
ACH-000231,0.08019946852633028
ACH-000232,0.019241718920774926
ACH-000233,0.055723571050173434
ACH-000234,0.12704614501094585
ACH-000235,0.10258398169080436
ACH-000237,0.00869852934844159
ACH-000238,0.15210686907943433
ACH-000242,0.20740920780163355
ACH-000243,0.04313561438769063
ACH-000244,0.030237302937801826
ACH-000246,0.09329609897859542
ACH-000248,0.2752005407836024
ACH-000250,0.1569109933543796
ACH-000251,0.1107190126850244
ACH-000252,0.03562795470080668
ACH-000253,0.17393233921515516
ACH-000255,0.20801440613874247
ACH-000256,0.24711883106697954
ACH-000257,-0.217645852026955
ACH-000258,0.06655262366002297
ACH-000259,0.06452641732531712
ACH-000260,0.06529762730212234
ACH-000261,0.12527857045144264
ACH-000262,0.10646538043671948
ACH-000263,0.1199851662842438
ACH-000264,0.09319031955717004
ACH-000265,0.16023214471643274
ACH-000266,0.08996958203697966
ACH-000272,0.0800733716499484
ACH-000274,0.2346827457114189
ACH-000277,-0.03924002902980511
ACH-000278,0.02200819138277957
ACH-000279,0.08287930598727537
ACH-000280,0.12723810551533735
ACH-000281,0.13830218999796118
ACH-000288,0.05993241354594826
ACH-000291,0.0968146358810444
ACH-000293,0.14486409537990028
ACH-000294,0.05499919900407766
ACH-000295,0.14416640096490305
ACH-000296,0.1960014180911132
ACH-000302,0.1511591054256044
ACH-000304,0.3142761419916212
ACH-000307,0.17161276848040666
ACH-000308,0.10631029868640043
ACH-000310,0.08517590117714187
ACH-000311,0.07098491175860946
ACH-000312,0.0496375614245943
ACH-000315,0.1233729523930107
ACH-000316,0.1713185682028502
ACH-000317,0.20391746030291116
ACH-000318,0.16147484291156805
ACH-000319,0.12917960386753866
ACH-000320,0.11438293280400333
ACH-000322,0.1184235311993393
ACH-000323,0.1503396714878136
ACH-000324,0.1371536496432504
ACH-000329,0.09789291988053844
ACH-000330,0.2127054941080412
ACH-000331,0.058614999943902076
ACH-000332,0.0522996510528909
ACH-000334,0.047999857520135344
ACH-000335,-0.02839704978446117
ACH-000336,-0.1163409747173742
ACH-000337,0.19304968344348056
ACH-000338,0.21487385654086646
ACH-000339,0.12694895464154793
ACH-000341,0.2219917214973944
ACH-000348,0.12302535484170622
ACH-000350,0.003235157786726806
ACH-000352,0.01755701663248769
ACH-000356,0.16402191962981255
ACH-000361,-0.08826170939875548
ACH-000362,0.08019000489351387
ACH-000363,0.015008566117616194
ACH-000364,-0.06781521725274223
ACH-000365,0.2258114608262203
ACH-000366,0.1350815735225827
ACH-000368,0.04706897766054961
ACH-000374,0.2151782847017453
ACH-000375,0.2391609471826231
ACH-000376,0.1311323781452124
ACH-000381,0.12112116562394495
ACH-000383,0.13796692319783402
ACH-000387,0.15537813687783356
ACH-000389,0.037965876037187415
ACH-000390,-0.12735526050911872
ACH-000393,0.019137084633834397
ACH-000395,0.13468074411621167
ACH-000396,0.2916043304843527
ACH-000397,0.0715512180933339
ACH-000401,-0.032451007925307994
ACH-000402,0.2673340481543578
ACH-000403,0.1558160726876337
ACH-000404,0.10270709886982676
ACH-000406,0.0721149742248706
ACH-000407,0.10280173740871623
ACH-000408,0.0445321679555476
ACH-000410,0.030619690941004613
ACH-000411,0.1246325036984153
ACH-000414,0.11408591854015833
ACH-000415,0.05056952706113672
ACH-000416,0.15973416054516354
ACH-000420,0.11789069776180056
ACH-000421,0.08018195547491441
ACH-000424,-0.15326640647266246
ACH-000425,0.0746414477000441
ACH-000426,0.07107291134454302
ACH-000427,0.12613671695606846
ACH-000433,0.06505334507181662
ACH-000435,0.2084750540024044
ACH-000436,0.04832419927498111
ACH-000444,0.06820737295979619
ACH-000445,0.1191727176115692
ACH-000448,0.03621921664922434
ACH-000450,0.05297754902747892
ACH-000452,0.1237225150195325
ACH-000454,0.3090311558339026
ACH-000458,0.0639001539076526
ACH-000459,0.0885741419488463
ACH-000460,0.08411771571216535
ACH-000461,0.1051378330021873
ACH-000463,0.06864410793392729
ACH-000464,0.1710180511629742
ACH-000466,0.17414633679241456
ACH-000467,0.16563465420182488
ACH-000468,0.2224212180395175
ACH-000469,0.029451669512242862
ACH-000470,0.16711244164952335
ACH-000471,0.160178358750346
ACH-000472,0.10928773706694793
ACH-000473,0.14753691456062804
ACH-000475,-0.003645932289128057
ACH-000476,0.06882163306509342
ACH-000477,0.0018652497930725363
ACH-000479,-0.10949776108736592
ACH-000480,-0.2145166229410321
ACH-000481,0.057269405901818664
