,PIK3R1 (5295)
ACH-000004,0.024830465541629373
ACH-000005,0.018296066330905643
ACH-000007,0.6127326522007421
ACH-000009,0.061637192864399726
ACH-000011,0.10453223263246536
ACH-000012,0.040698857151702385
ACH-000013,-0.5177408322998654
ACH-000014,0.4756418763050568
ACH-000015,0.08541214034217119
ACH-000017,-0.02661409266474653
ACH-000018,0.059043379051241324
ACH-000019,-0.15058766025247525
ACH-000021,0.10171878831306286
ACH-000022,0.07101369091749246
ACH-000025,0.12061940273364885
ACH-000028,-0.07822464501157199
ACH-000030,0.0614316798137574
ACH-000035,0.177561879103755
ACH-000036,0.24279334030811614
ACH-000037,-0.13452745957073092
ACH-000039,0.049818821695704577
ACH-000040,0.2618430067609916
ACH-000041,0.11324292205515304
ACH-000042,-0.026197011872784167
ACH-000045,0.029261888560806436
ACH-000047,0.16316063071081832
ACH-000052,0.22325719601746116
ACH-000053,-0.06072849022525857
ACH-000054,0.014591979214300978
ACH-000055,-0.3661212627652026
ACH-000060,0.10098712504822442
ACH-000067,0.3333891564126026
ACH-000070,-0.3659341551553039
ACH-000075,-0.06622709133128153
ACH-000078,0.14893852726153808
ACH-000082,0.006387277032662875
ACH-000085,0.2475339248624227
ACH-000086,-0.1836030845422866
ACH-000087,0.17741769231478513
ACH-000092,-0.04337764841588286
ACH-000095,0.06784551189690384
ACH-000097,0.21646271766190425
ACH-000098,-0.7662122823231899
ACH-000099,0.0619743767052366
ACH-000108,-0.1471907717874648
ACH-000113,0.03716991173021655
ACH-000116,-0.06164163630688934
ACH-000118,0.00356252545208373
ACH-000120,0.1726181237118031
ACH-000123,0.0382379370885558
ACH-000127,0.042304375498873226
ACH-000128,0.04933182167172239
ACH-000132,-0.03023266085348068
ACH-000133,-0.03145393066860717
ACH-000137,-0.07637658807611374
ACH-000138,0.062062759993304635
ACH-000142,-0.12033467145197008
ACH-000143,0.3569536109502134
ACH-000146,-0.038066641314033325
ACH-000148,-0.4227939632902471
ACH-000150,-0.08640986028527002
ACH-000152,0.16392974565477195
ACH-000153,-0.06858016007907973
ACH-000159,-0.01878825039627768
ACH-000160,-0.007755451607078331
ACH-000163,-0.08167394694815769
ACH-000167,-0.27224042733459164
ACH-000168,0.0356567252617681
ACH-000169,0.12570769076451913
ACH-000178,0.09326699404921307
ACH-000183,-0.5830376141421468
ACH-000188,-0.11147627794218297
ACH-000189,-0.19250347941954926
ACH-000190,-0.1438650847767658
ACH-000198,-0.3385494520523171
ACH-000203,0.006002608074803868
ACH-000204,-0.012489500412180258
ACH-000206,0.04928348028196998
ACH-000207,0.011195230303030334
ACH-000208,-0.11834992522532925
ACH-000210,0.2912475614978487
ACH-000211,-0.6386977402366536
ACH-000215,0.10936601740793164
ACH-000221,0.19227825907425133
ACH-000222,0.07248639996408471
ACH-000223,0.08631305425657856
ACH-000226,-0.10853286025182626
ACH-000227,-0.20921457065048216
ACH-000228,-0.09007030150034287
ACH-000231,-0.02568394024974647
ACH-000232,0.4691547693966642
ACH-000233,0.03430615073854279
ACH-000234,-0.02420270182054108
ACH-000235,0.05859530907705349
ACH-000237,0.003135875543574285
ACH-000238,-0.007316886339813011
ACH-000242,0.4029686313840773
ACH-000243,-0.020858720540172862
ACH-000244,-0.0074692587216149044
ACH-000246,-0.0016883790247388568
ACH-000248,-0.10043115931396944
ACH-000250,-0.03971714793219685
ACH-000251,0.028734675833615737
ACH-000252,0.104596792213725
ACH-000253,0.03296577824496645
