,ANTXRL (195977)
ACH-000004,-0.2420106310606739
ACH-000005,-0.17901293708103508
ACH-000007,-0.0830959343514769
ACH-000009,-0.253568153985331
ACH-000011,-0.2692446791718848
ACH-000012,-0.20254301634091906
ACH-000013,-0.1639775538185284
ACH-000014,-0.2707463502793427
ACH-000015,-0.21762778436690555
ACH-000017,-0.2861398776031608
ACH-000018,-0.14428392944013524
ACH-000019,-0.2783010395386335
ACH-000021,-0.0941731384212326
ACH-000022,-0.2290740088991976
ACH-000025,-0.16522931221088258
ACH-000028,-0.16531150271915435
ACH-000030,-0.4190628961841512
ACH-000035,-0.331784243002785
ACH-000036,-0.2544494310173225
ACH-000037,-0.03409048424229804
ACH-000039,-0.15772897166741398
ACH-000040,-0.2666689062685959
ACH-000041,-0.27133144136618226
ACH-000042,-0.2784937990285889
ACH-000045,-0.21107135429336346
ACH-000047,-0.2358228224880761
ACH-000052,-0.3022838923216169
ACH-000053,-0.17304868741497895
ACH-000054,-0.25958724909170383
ACH-000055,-0.1482783821798129
ACH-000060,-0.271661979938209
ACH-000067,-0.3746950509630013
ACH-000070,-0.23823653013124785
ACH-000075,-0.1861837817757261
ACH-000078,-0.2861098566827535
ACH-000082,-0.1979658415179335
ACH-000085,-0.2467750647840683
ACH-000086,-0.24293371022162816
ACH-000087,-0.16551498549608928
ACH-000092,-0.31481183381556466
ACH-000095,-0.2530982531752495
ACH-000097,-0.2652092033456824
ACH-000098,-0.2185054694606667
ACH-000099,-0.19804590129543773
ACH-000108,-0.2070887965318773
ACH-000113,-0.2216843762002445
ACH-000116,-0.1925392981722441
ACH-000118,-0.11521672597022704
ACH-000120,-0.1545736915071089
ACH-000123,-0.2544195718930525
ACH-000127,-0.2032336213702872
ACH-000128,-0.15979838420168305
ACH-000132,-0.25986351678757713
ACH-000133,-0.1556602608956972
ACH-000137,-0.09726731520631143
ACH-000138,-0.06876224012216955
ACH-000142,-0.15895349800642264
ACH-000143,-0.13392839707027313
ACH-000146,-0.18111607192695603
ACH-000148,-0.3297973561500209
ACH-000150,-0.1816208296522808
ACH-000152,-0.3294298036595448
ACH-000153,-0.12192051352183335
ACH-000159,-0.19380248031490602
ACH-000160,-0.14687562951052294
ACH-000163,-0.17484030996442024
ACH-000167,-0.2707014701830888
ACH-000168,-0.30612114505428945
ACH-000169,-0.1524585760068311
ACH-000178,-0.180231704128566
ACH-000183,-0.12647631558594746
ACH-000188,-0.14599136601473334
ACH-000189,-0.3804476384084461
ACH-000190,-0.13083040977444393
ACH-000198,-0.2580803366315164
ACH-000203,-0.4621800041276292
ACH-000204,-0.027893952940490702
ACH-000206,-0.16643266385144884
ACH-000207,-0.3135394135841145
ACH-000208,-0.4161475800195525
ACH-000210,-0.19614099000815852
ACH-000211,-0.17819677003145545
ACH-000215,-0.18660720923368546
ACH-000221,-0.04171185936188635
ACH-000222,-0.22001335108352632
ACH-000223,-0.2702436877954785
ACH-000226,-0.25114219452205605
ACH-000227,-0.19874958322335493
ACH-000228,-0.4138406894416177
ACH-000231,-0.218118724528302
ACH-000232,-0.2692542841517543
ACH-000233,-0.3609732414362639
ACH-000234,-0.2310915866154822
ACH-000235,-0.19869801657967015
ACH-000237,-0.21064625474432175
ACH-000238,-0.29396658270128834
ACH-000242,-0.4193238157714331
ACH-000243,-0.22672650500454256
ACH-000244,-0.1997453348460564
ACH-000246,-0.16368740148983732
ACH-000248,-0.20631641798939232
ACH-000250,-0.3076670969229809
ACH-000251,-0.3119673531816647
ACH-000252,-0.05909444385244995
ACH-000253,-0.3044086961302716
ACH-000255,-0.05634979975530632
ACH-000256,-0.0839218879433359
ACH-000257,-0.4389316846130302
ACH-000258,-0.4777302582221576
ACH-000259,-0.2727691371919043
ACH-000260,-0.100957020815523
ACH-000261,-0.3916314193467538
ACH-000262,-0.2623857792819503
ACH-000263,-0.23606561060474995
ACH-000264,-0.2798430504128357
ACH-000265,-0.1883190542530096
ACH-000266,-0.19298359987345576
ACH-000272,-0.2756694811972541
ACH-000274,-0.2044831196312482
ACH-000277,-0.2811067240379141
ACH-000278,-0.1266504888128714
ACH-000279,-0.15082790036923266
ACH-000280,-0.3744151772085539
ACH-000281,-0.367544210990406
ACH-000288,-0.2450079865567313
ACH-000291,-0.3515783625753326
ACH-000293,-0.3294687342722885
ACH-000294,-0.5382608974889722
ACH-000295,-0.2559228110008537
ACH-000296,-0.10146851816615747
ACH-000302,-0.1603539435230005
ACH-000304,-0.13504293876642853
ACH-000307,-0.2160215847979972
ACH-000308,-0.21466161355715851
ACH-000310,-0.3818487204803904
ACH-000311,-0.28500190585779456
ACH-000312,-0.3421306023194449
ACH-000315,-0.28522011329905195
ACH-000316,-0.29861320702010685
ACH-000317,-0.17081535984886234
