,MTA2 (9219)
ACH-000004,-0.2345501901297269
ACH-000005,0.17060206224359695
ACH-000007,-0.4755765091220499
ACH-000009,-0.0676186428280338
ACH-000011,-0.229244439672222
ACH-000012,-0.054310150503520296
ACH-000013,-0.11844244651561885
ACH-000014,-0.07067802844126295
ACH-000015,0.09953089792328336
ACH-000017,-0.1628477826673846
ACH-000018,-0.1476217786625947
ACH-000019,-0.118267073766283
ACH-000021,-0.11844534514033064
ACH-000022,-0.07004148471804049
ACH-000025,-0.09524580566820197
ACH-000028,-0.2734675360004252
ACH-000030,0.14495173022589544
ACH-000035,-0.1741904243612051
ACH-000036,-0.4171082151057249
ACH-000037,-0.3848840659258936
ACH-000039,-0.09427050453700528
ACH-000040,-0.525354137556455
ACH-000041,-0.18225925409230787
ACH-000042,-0.061508816991063565
ACH-000045,-0.1642567598749988
ACH-000047,-0.19367966282545415
ACH-000052,-0.36878363251678464
ACH-000053,-0.5871846002472874
ACH-000054,0.029956660632733407
ACH-000055,-0.3254401497385884
ACH-000060,-0.2820800235607549
ACH-000067,-0.3278456370568541
ACH-000070,-0.09211327956889356
ACH-000075,-0.3060001330825081
ACH-000078,-0.07973150089046216
ACH-000082,-0.3363038099536623
ACH-000085,-0.1863886045520643
ACH-000086,-0.3178375452859592
ACH-000087,-0.13350127446509755
ACH-000092,-0.4454229579190837
ACH-000095,-0.2137507158375134
ACH-000097,-0.1472668086394155
ACH-000098,-0.19096459420679146
ACH-000099,-0.2547842588693452
ACH-000108,-0.17777270459324876
ACH-000113,-0.4146782156665642
ACH-000116,-0.3112565047061042
ACH-000118,-0.17808027619682826
ACH-000120,0.007151977138463103
ACH-000123,-0.2002028633775596
ACH-000127,-0.14872132348203862
ACH-000128,-0.12981259606262455
ACH-000132,-0.2796068953357646
ACH-000133,-0.2798093699548573
ACH-000137,-0.2377319265653857
ACH-000138,-0.08811694301974525
ACH-000142,-0.24184901904539655
ACH-000143,-0.1584472007695693
ACH-000146,-0.18895561161448005
ACH-000148,-0.2803738753636756
ACH-000150,-0.17748050183218775
ACH-000152,-0.22353816352564476
ACH-000153,-0.22473988459042465
ACH-000159,0.0007197552966894662
ACH-000160,0.036837889625996635
ACH-000163,-0.2405860277710035
ACH-000167,0.1109725484689858
ACH-000168,-0.40290271322754256
ACH-000169,-0.2739928922607823
ACH-000178,0.16809681775123198
ACH-000183,-0.8709706111710048
ACH-000188,0.003989010441771052
ACH-000189,-0.2037004607840139
ACH-000190,0.2964130145164235
ACH-000198,-0.7242032613198538
ACH-000203,-0.1124630558517636
ACH-000204,-0.3841339247653255
ACH-000206,0.02360689705292346
ACH-000207,-0.3639554641003204
ACH-000208,-0.18897702112413767
ACH-000210,-0.2822070138177821
ACH-000211,-0.29448504545826376
ACH-000215,-0.02286501226767728
ACH-000221,0.09614541636047744
ACH-000222,0.05381214641494339
ACH-000223,-0.14868016193536973
ACH-000226,-0.421350374261362
ACH-000227,-0.13258109113241462
ACH-000228,-0.4574782703805223
ACH-000231,-0.1907258432802412
ACH-000232,-0.0702546105881306
