,GJD4 (219770)
ACH-000004,-0.08021920089274298
ACH-000005,-0.2984520122914733
ACH-000007,-0.2504215777462323
ACH-000009,-0.2559079551388329
ACH-000011,-0.35705722353359737
ACH-000012,-0.375276872595832
ACH-000013,-0.1941319968079508
ACH-000014,-0.06698584708710596
ACH-000015,-0.22690226062797125
ACH-000017,-0.2560556854242161
ACH-000018,-0.2674423572486228
ACH-000019,-0.10782438036362127
ACH-000021,-0.5303780185618848
ACH-000022,-0.18609203064461305
ACH-000025,-0.18357277732228086
ACH-000028,-0.21076622500523864
ACH-000030,-0.28820355154390304
ACH-000035,-0.18586400791451788
ACH-000036,-0.2761673682675896
ACH-000037,-0.2860310643447299
ACH-000039,-0.3455081064588681
ACH-000040,-0.3317631176162389
ACH-000041,-0.32249945166009664
ACH-000042,-0.3073236920234786
ACH-000045,-0.10541792712256336
ACH-000047,-0.1273811426392222
ACH-000052,-0.1982442819721701
ACH-000053,-0.2045611432224176
ACH-000054,-0.15670335004795385
ACH-000055,-0.1838315554723936
ACH-000060,-0.3006478528265218
ACH-000067,-0.06863497369631535
ACH-000070,-0.17007844065329109
ACH-000075,-0.36687839108375053
ACH-000078,-0.29420407210838256
ACH-000082,-0.3501820979666319
ACH-000085,-0.5824645394606297
ACH-000086,-0.13315943092126187
ACH-000087,-0.1540002871932397
ACH-000092,-0.28077576264332704
ACH-000095,-0.3347594967233847
ACH-000097,-0.2349744264532968
ACH-000098,-0.19113513364959508
ACH-000099,-0.18678212038485045
ACH-000108,-0.07816202308745236
ACH-000113,-0.08255985971321073
ACH-000116,-0.3438903696413783
ACH-000118,-0.23403858179240256
ACH-000120,-0.3199220732043457
ACH-000123,-0.2486117750132211
ACH-000127,-0.3701240118917485
ACH-000128,-0.2570886116502913
ACH-000132,-0.40917454707011536
ACH-000133,-0.19057538703854887
ACH-000137,-0.2291172401480712
ACH-000138,-0.2162714716641471
ACH-000142,-0.3419207028129491
ACH-000143,-0.18400583495135053
ACH-000146,-0.2075778449492348
ACH-000148,-0.3217409897773378
ACH-000150,-0.1995406980999544
ACH-000152,-0.13654186095074525
ACH-000153,-0.1461017675873591
ACH-000159,-0.13922345812706713
ACH-000160,-0.20930638655895226
ACH-000163,-0.0770644469394924
ACH-000167,-0.5651026447917294
ACH-000168,-0.3911802881783708
ACH-000169,-0.270896207584686
ACH-000178,-0.29783704814000644
ACH-000183,-0.32264359154745204
ACH-000188,-0.3943844054525496
ACH-000189,-0.3096516887104982
ACH-000190,0.11997724379703135
ACH-000198,-0.2313821322761706
ACH-000203,0.3610286083652345
ACH-000204,-0.16908057860089998
ACH-000206,-0.16500643831011982
ACH-000207,-0.5734344198592316
ACH-000208,-0.3896527376449534
ACH-000210,-0.33099945123875385
ACH-000211,-0.2363850545408429
ACH-000215,-0.2738662385257565
ACH-000221,-0.41898770779993705
ACH-000222,-0.1215645154504292
ACH-000223,-0.4197080879590357
ACH-000226,-0.2312444352087007
ACH-000227,-0.13599184812871176
ACH-000228,-0.2606225751436251
ACH-000231,-0.2776889023039627
ACH-000232,-0.2256297638258632
ACH-000233,-0.2660751128577859
ACH-000234,-0.2495468069032421
ACH-000235,-0.30322528139195065
ACH-000237,-0.293147117374484
ACH-000238,-0.1870310205612008
ACH-000242,-0.04490480946580935
ACH-000243,-0.2385509610601143
ACH-000244,-0.4651626518059418
ACH-000246,-0.1050380512916855
ACH-000248,-0.1745807456253107
ACH-000250,-0.16852702178439685
ACH-000251,-0.12337378329432712
ACH-000252,-0.14162925208056967
ACH-000253,-0.2273449069142145
ACH-000255,-0.23039981306473015
ACH-000256,-0.22464880423945027
ACH-000257,-0.3912664332342373
ACH-000258,-0.30014987673330434
ACH-000259,-0.3241241455747164
ACH-000260,-0.2813335671547511
ACH-000261,-0.3817826148755616
ACH-000262,-0.3507935281085404
ACH-000263,0.053113120447242715
ACH-000264,-0.3549982042058485
ACH-000265,-0.21408196994535966
ACH-000266,-0.24737903098284114
ACH-000272,-0.2020756855762152
ACH-000274,-0.2403309630623995
ACH-000277,-0.14209546752694086
ACH-000278,-0.2471585076594221
ACH-000279,-0.22188000404087246
ACH-000280,-0.12156151076726605
ACH-000281,-0.05821710990248976
ACH-000288,-0.19266774919271876
ACH-000291,-0.2027547784477702
ACH-000293,-0.20218605651096166
ACH-000294,-0.15379201793088526
ACH-000295,-0.21054203157672308
ACH-000296,-0.37912470310957136
ACH-000302,-0.29494210343120153
ACH-000304,-0.045918622242601966
ACH-000307,-0.1397848501093639
ACH-000308,-0.12560928442767486
ACH-000310,-0.3564357746530317
ACH-000311,-0.2412741544008197
ACH-000312,-0.1596627813092309
ACH-000315,-0.14222492498206046
ACH-000316,-0.3228830074873866
ACH-000317,-0.3481562368850975
ACH-000318,-0.4192678768813624
ACH-000319,-0.3037200748966134
ACH-000320,-0.2272785918502329
ACH-000322,-0.33531479652953805
ACH-000323,-0.3831527573428585
ACH-000324,-0.23416748210107685
ACH-000329,-0.1403525532581092
ACH-000330,-0.35568131953387544
ACH-000331,-0.3835019978348065
ACH-000332,-0.2903880838945999
ACH-000334,-0.24694005361115445
ACH-000335,-0.31282574180687056
ACH-000336,-0.3478850180431529
ACH-000337,-0.3004833108688586
ACH-000338,-0.15866072585833332
ACH-000339,-0.33443873470380564
ACH-000341,-0.34450110311356696
ACH-000348,-0.2434206256580579
