,FXR2 (9513)
ACH-000004,0.12266224915435453
ACH-000005,0.3138733637267782
ACH-000007,-0.05336134903251128
ACH-000009,-0.1408288835544912
ACH-000011,0.026227175748330053
ACH-000012,0.060875676146981736
ACH-000013,0.04005621696357493
ACH-000014,0.0421798269221548
ACH-000015,-0.10131275856396413
ACH-000017,0.053720304563933056
ACH-000018,-0.06099159597824259
ACH-000019,0.0039959415379618715
ACH-000021,-0.043104850244311856
ACH-000022,0.04428182972425749
ACH-000025,-0.06558591140781801
ACH-000028,-0.04718711824526671
ACH-000030,0.05052403864647166
ACH-000035,0.08676979716293076
ACH-000036,-0.2648305586507993
ACH-000037,0.15296584972907418
ACH-000039,0.1968681595951864
ACH-000040,0.12654902031716395
ACH-000041,-0.1528781031387426
ACH-000042,-0.008432477490437884
ACH-000045,-0.11905362204488405
ACH-000047,0.09823898683328604
ACH-000052,-0.02203433066627793
ACH-000053,0.002617335991590993
ACH-000054,0.06379682010524933
ACH-000055,0.053789027235955286
ACH-000060,-0.013087969486567132
ACH-000067,-0.22372909886205145
ACH-000070,0.2174121152807563
ACH-000075,0.208619424729684
ACH-000078,0.1873406633372279
ACH-000082,-0.026406966287463238
ACH-000085,-0.0833164580457068
ACH-000086,-0.0402395926664362
ACH-000087,0.07148365598933651
ACH-000092,0.15005569161719706
ACH-000095,0.1023352598975498
ACH-000097,-0.04447953610129462
ACH-000098,-0.09255408667840276
ACH-000099,0.1953668494679905
ACH-000108,0.0012626358280148663
ACH-000113,-0.030184055786668086
ACH-000116,-0.12113460141668793
ACH-000118,-0.11540130859405914
ACH-000120,0.01165043518025116
ACH-000123,0.03760520811127496
ACH-000127,0.04038242062468637
ACH-000128,0.03954890232962231
ACH-000132,-0.0993830685032969
ACH-000133,-0.1904538324605091
ACH-000137,0.004442573182948339
ACH-000138,-0.1494776732494689
ACH-000142,-0.08576068478393939
ACH-000143,0.12099741515873172
ACH-000146,0.19683595392410472
ACH-000148,0.057094740259178864
ACH-000150,0.01693793602371587
ACH-000152,0.05588266646053396
ACH-000153,0.062350857995238824
ACH-000159,0.04490685794894835
ACH-000160,-0.05059389993227168
ACH-000163,0.055578576933901336
ACH-000167,-0.3889065537240355
ACH-000168,0.16269294330095654
ACH-000169,0.12886199269860565
ACH-000178,0.05233546775909336
ACH-000183,-0.1310784494137625
ACH-000188,-0.10012986122348283
ACH-000189,0.001582749699893939
ACH-000190,-0.22447274456370145
ACH-000198,0.010487305483873643
ACH-000203,0.27261251080002824
ACH-000204,0.047310837734528786
ACH-000206,0.1283462561240135
ACH-000207,-0.01971776422140076
ACH-000208,0.08158104322452517
ACH-000210,0.1931557474333947
ACH-000211,-0.0015194763998968885
ACH-000215,0.0016039856379956856
ACH-000221,-0.12285943990144806
ACH-000222,-0.0976070185922326
ACH-000223,0.002933502655581565
ACH-000226,0.009348493179597371
ACH-000227,0.10090852541892817
ACH-000228,0.033474425385044
ACH-000231,-0.09045405373281236
ACH-000232,0.12194166843434133
ACH-000233,0.21626606154458186
ACH-000234,-0.06507383094181063
ACH-000235,-0.0050780109863835755
ACH-000237,0.12116929528881801
ACH-000238,-0.010486554483496596
ACH-000242,0.03743414997828317
ACH-000243,-0.11703527971423135
ACH-000244,-0.11133548085850856
ACH-000246,-0.016546607598677134
ACH-000248,0.2033048899834957
ACH-000250,-0.0065009257388996605
ACH-000251,0.09901878552563237
ACH-000252,0.04216922383185854
ACH-000253,0.04967258674531794
ACH-000255,0.03330628813603535
ACH-000256,-0.08402227521882379
ACH-000257,0.24895847366385385
ACH-000258,0.03382271881417489
ACH-000259,-0.09705808601881356
ACH-000260,0.05863546086532913
ACH-000261,0.012212758262840193
ACH-000262,-0.07454061443441545
ACH-000263,0.08155928156235076
ACH-000264,-0.03332324313517724
ACH-000265,0.10953696975406517
ACH-000266,-0.07462006879562877
ACH-000272,0.1301182601315335
ACH-000274,0.048630097610182936
ACH-000277,-0.24985675707377036
ACH-000278,0.02978714111124216
ACH-000279,-0.04123914586650595
ACH-000280,0.010840168906502905
ACH-000281,0.04155693202045569
ACH-000288,-0.11936941112261774
ACH-000291,0.07272995704914073
ACH-000293,-0.08921618570472087
ACH-000294,0.06863616838778322
ACH-000295,0.028255856780083945
