,CENPM (79019)
ACH-000004,0.15324200994443926
ACH-000005,0.1369599963350398
ACH-000007,0.15263131424192744
ACH-000009,0.3862097276532345
ACH-000011,0.21957101402708065
ACH-000012,0.2908005741054085
ACH-000013,0.2095458765311371
ACH-000014,0.35054293042192325
ACH-000015,0.21003641011748556
ACH-000017,0.25374193064379
ACH-000018,-0.027631924991826567
ACH-000019,0.19035483647371496
ACH-000021,0.11704334713090432
ACH-000022,0.1642452565331171
ACH-000025,0.1903779020718729
ACH-000028,0.2192369811566628
ACH-000030,0.20817766368160373
ACH-000035,0.3261388802984976
ACH-000036,0.15704556102189013
ACH-000037,0.1798317667835715
ACH-000039,0.3503971771114289
ACH-000040,0.3316315243319079
ACH-000041,0.2493035075825846
ACH-000042,0.21984450670264005
ACH-000045,0.3522038806631339
ACH-000047,0.36402101989007424
ACH-000052,0.12712628664921247
ACH-000053,0.2822271191169982
ACH-000054,0.2988035523012219
ACH-000055,0.17323011458136425
ACH-000060,0.2451391376742397
ACH-000067,0.1569495130120782
ACH-000070,0.3119735685188593
ACH-000075,0.06150086564749846
ACH-000078,0.2624204330010608
ACH-000082,0.20143206414862155
ACH-000085,0.4384075508239227
ACH-000086,0.3098191577957736
ACH-000087,0.028473474826646344
ACH-000092,0.2840517482897581
ACH-000095,0.21816371827460326
ACH-000097,0.3817612410857934
ACH-000098,0.2721253719267527
ACH-000099,0.3246169636768384
ACH-000108,0.11843001162651598
ACH-000113,0.1804004586237207
ACH-000116,0.20455206657896172
ACH-000118,0.1191150797436811
ACH-000120,0.30271073487102435
ACH-000123,0.31702570090893606
ACH-000127,0.2972416247451947
ACH-000128,0.15671812890078562
ACH-000132,0.3246230981933775
ACH-000133,0.3115140875196798
ACH-000137,0.2341894094746235
ACH-000138,0.32164391924857605
ACH-000142,0.30888538083971817
ACH-000143,0.3955070120217962
ACH-000146,0.316187807479109
ACH-000148,0.2340272514011729
ACH-000150,0.3945031909854479
ACH-000152,0.1008966928945398
ACH-000153,0.24072640271803286
ACH-000159,0.23933616663341545
ACH-000160,0.5761277363416639
ACH-000163,0.2294750157339161
ACH-000167,0.6708645439107881
ACH-000168,0.5446326002390647
ACH-000169,0.10521900046732162
ACH-000178,0.22902726871864065
ACH-000183,0.17565664437439385
ACH-000188,0.1683282435320128
ACH-000189,0.2708780541054416
ACH-000190,0.6925321286874053
ACH-000198,0.2837140816594117
ACH-000203,-0.008936529613853285
ACH-000204,0.3271866019918902
ACH-000206,0.23759100671447025
ACH-000207,0.26794605930375426
ACH-000208,0.13041990668212702
ACH-000210,0.3472285735933907
ACH-000211,0.21833307456796236
ACH-000215,0.2553377131342741
ACH-000221,0.09656135766872442
ACH-000222,0.2359042880259808
ACH-000223,0.30925271903625834
ACH-000226,0.3438680361263938
ACH-000227,0.09489681433913184
ACH-000228,0.0592666024101121
ACH-000231,0.3003977832251993
ACH-000232,0.23433404716708764
ACH-000233,0.34384736703571306
ACH-000234,0.14218125664533246
ACH-000235,0.23073365260105
ACH-000237,0.2301638659996105
ACH-000238,0.3874490370399427
ACH-000242,0.2368385861003635
ACH-000243,0.272479556211991
ACH-000244,0.3275105405826756
ACH-000246,0.2519629044385588
ACH-000248,0.30528081838656884
ACH-000250,0.3316424640311953
ACH-000251,0.16792728659967246
ACH-000252,0.2572653846661043
ACH-000253,0.27849232003921554
ACH-000255,0.18355482618975535
ACH-000256,0.022038611919794185
ACH-000257,0.1542526038940315
ACH-000258,0.19221455955095507
ACH-000259,0.33163619530524485
ACH-000260,0.24831367111180605
ACH-000261,0.2546544608683967
ACH-000262,0.4470221067784427
ACH-000263,0.6037093813370592
ACH-000264,0.19018905409757195
ACH-000265,0.2322161792546341
ACH-000266,0.27414713742691565
ACH-000272,0.17894150906299236
ACH-000274,0.2894311444273284
ACH-000277,0.2349138199053481
ACH-000278,0.173717353791443
ACH-000279,0.27228954367214964
ACH-000280,0.163587245076344
ACH-000281,0.19099099692665114
ACH-000288,0.4216414291178451
ACH-000291,0.21566687913251745
ACH-000293,0.3551556245507168
ACH-000294,0.2550961449479302
ACH-000295,0.38384623761312014
ACH-000296,0.5129867381346692
ACH-000302,0.25411356648872
ACH-000304,0.10304640513001527
ACH-000307,0.25716482990640543
ACH-000308,0.39703258682767584
ACH-000310,0.463408770689137
ACH-000311,0.21286673870784198
ACH-000312,0.3024151475771466
ACH-000315,0.1752572818338048
ACH-000316,0.3452350925338216
ACH-000317,0.3584019956535092
ACH-000318,0.21190193810708344
ACH-000319,0.19764407435012266
ACH-000320,0.3651273242941802
ACH-000322,0.03385514725279419
ACH-000323,0.15892641714137615
ACH-000324,0.2474114383469873
ACH-000329,0.2465777950314617
ACH-000330,0.18010163234480914
ACH-000331,0.317780736309252
ACH-000332,0.23266957839033456
ACH-000334,0.20442843437542207
ACH-000335,0.10591411662270003
ACH-000336,0.265654281788585
ACH-000337,0.4601881195189884
ACH-000338,0.0795877166979718
ACH-000339,0.30519731782587123
ACH-000341,0.5352687749854418
ACH-000348,0.2208432614807904
ACH-000350,0.18456793137478456
ACH-000352,0.29975616241672903
ACH-000356,0.26764289564689425
ACH-000361,0.5699139653768834
ACH-000362,0.2503757620109258
ACH-000363,0.26671558375455057
ACH-000364,0.2873842624761918
ACH-000365,0.3045130730119233
ACH-000366,0.338383768446628
ACH-000368,0.17603544191356432
ACH-000374,0.2810032358449941
ACH-000375,0.2905685762994085
ACH-000376,0.438999566261016
ACH-000381,0.27574054884235416
ACH-000383,0.4030517534879144
ACH-000387,0.34835257676147435
ACH-000389,0.1209414528714192
ACH-000390,0.3794173809447192
ACH-000393,0.33098223478432204
ACH-000395,0.3215072276259762
ACH-000396,0.21650539226789986
ACH-000397,0.3662230318714492
ACH-000401,0.2798338273947451
ACH-000402,0.061833268990330266
ACH-000403,0.2686816225180764
ACH-000404,0.3348773811802888
ACH-000406,0.2415316334901068
ACH-000407,0.2592330931910276
ACH-000408,0.0955622463227814
ACH-000410,0.24229597616134504
ACH-000411,0.19700548387599584
ACH-000414,0.2781873864924639
ACH-000415,0.24951705323288395
ACH-000416,0.21644668385866173
ACH-000420,0.3189772506264488
ACH-000421,0.1967893098430276
ACH-000424,0.3405478841355114
ACH-000425,0.2390833400188648
ACH-000426,0.08951977392836186
ACH-000427,0.2386977527299255
ACH-000433,0.0938694918721744
ACH-000435,0.28026863288946896
ACH-000436,0.3306700483493221
ACH-000444,0.2948355405057272
ACH-000445,0.1983148239472826
ACH-000448,0.2254128447668679
ACH-000450,0.30430889258791183
ACH-000452,0.21881970408110846
ACH-000454,0.25409181904998546
ACH-000458,0.35287616976521485
ACH-000459,0.29320984021724905
ACH-000460,0.3251766125783069
ACH-000461,0.23612326944610704
ACH-000463,0.13705042245837515
ACH-000464,0.3884569736888582
ACH-000466,0.4050069592484209
ACH-000467,0.21833389578651044
ACH-000468,0.288833696163998
ACH-000469,0.2873478063679121
ACH-000470,0.20722915213897095
ACH-000471,0.2726431200474093
ACH-000472,0.287049738813635
ACH-000473,0.1145417436472492
ACH-000475,0.2928926376352157
ACH-000476,0.2850355169523049
ACH-000477,0.286434273649113
ACH-000479,0.3762222572482401
ACH-000480,0.3970203358243897
ACH-000481,0.2009029811387745
ACH-000483,0.26968264528294555
ACH-000484,0.20521103339729552
ACH-000485,0.10520048030414053
ACH-000486,0.17422237145905534
ACH-000487,0.2984966456432725
ACH-000488,0.2550922907150516
ACH-000490,0.2825355293895389
ACH-000491,0.24066077763800686
ACH-000495,0.4022391769882501
ACH-000496,0.2835743078877333
ACH-000499,0.2255375537906784
ACH-000500,0.19367566851069895
ACH-000502,0.3127917257089933
ACH-000503,0.5765514500211658
ACH-000505,0.31026643529468506
ACH-000507,0.1922660976830134
ACH-000510,0.25174307129748835
ACH-000511,0.28199483575358725
ACH-000512,0.3523042445863108
ACH-000516,0.3922197974324826
ACH-000517,0.3525064135927465
ACH-000518,0.3366213636478465
ACH-000520,0.2808628821320615
ACH-000521,0.20864869647731746
ACH-000522,0.3362845156055753
ACH-000524,0.2520586468627021
ACH-000527,0.1879882164910709
ACH-000528,0.2260212587379333
ACH-000537,0.2842664701809818
ACH-000541,0.03186159335773303
ACH-000542,0.1309538723676085
ACH-000544,0.2856153020029854
ACH-000545,0.3124602960244913
ACH-000547,0.44768518073517055
ACH-000548,0.2261243661253179
ACH-000549,0.2939470569047969
ACH-000550,0.3678596536264069
ACH-000552,0.2339125736122358
ACH-000556,0.18521459325207468
ACH-000557,0.3282614554801157
ACH-000569,0.11255678290676224
ACH-000570,0.18682928381614536
ACH-000571,0.2946354903141989
ACH-000573,0.3166663247831625
ACH-000576,0.2522180747444779
ACH-000579,0.4693881515924474
ACH-000580,0.40533374976796543
ACH-000584,0.20715631505548954
ACH-000585,0.2827873523414258
ACH-000588,0.297421870228831
ACH-000589,0.27145999247156954
ACH-000591,0.29687662466391784
