,LCE4A (199834)
ACH-000004,0.133464550023831
ACH-000005,-0.0634778127420714
ACH-000007,0.11398531406768793
ACH-000009,-0.10757627882325428
ACH-000011,0.1727425972338744
ACH-000012,0.007941258020101488
ACH-000013,0.04663681576674987
ACH-000014,0.02701732256306713
ACH-000015,-0.014881957181285882
ACH-000017,-0.2420715139144767
ACH-000018,-0.2408629900512048
ACH-000019,-0.06118280689421739
ACH-000021,-0.02100224399361216
ACH-000022,-0.0965779581010378
ACH-000025,0.013620248708962172
ACH-000028,0.08537405357515833
ACH-000030,0.06358885079809554
ACH-000035,-0.09985757198356462
ACH-000036,0.13762164874941174
ACH-000037,0.009701706644391605
ACH-000039,-0.014502791462425009
ACH-000040,-0.045138511165255135
ACH-000041,-0.06956755134095767
ACH-000042,-0.04543515063618167
ACH-000045,0.0033696120604345915
ACH-000047,0.016797569967336022
ACH-000052,-0.08397920972199001
ACH-000053,-0.053130609307532384
ACH-000054,0.03630715344829704
ACH-000055,-0.008612154538073659
ACH-000060,0.11374730586804485
ACH-000067,-0.08784650259594096
ACH-000070,0.05872957531760064
ACH-000075,0.11836650752215215
ACH-000078,-0.1415035855230456
ACH-000082,-0.07015868816097001
ACH-000085,-0.11057860887823504
ACH-000086,-0.22961576256192445
ACH-000087,0.09078517202012744
ACH-000092,-0.07795487466058396
ACH-000095,0.0035083105722453034
ACH-000097,-0.1265567941216484
ACH-000098,-0.09744885445844108
ACH-000099,0.018495501666616586
ACH-000108,0.033820973726324824
ACH-000113,-0.01344054538471427
ACH-000116,0.036906814234617884
ACH-000118,0.02020601353004011
ACH-000120,0.05324369297514585
ACH-000123,0.06907376106850799
ACH-000127,-0.01862980425259738
ACH-000128,0.04046076244608282
ACH-000132,-0.12053354416131327
ACH-000133,-0.1555577044769155
ACH-000137,-0.2349371717190729
ACH-000138,0.007935132310910194
ACH-000142,-0.17052727138404458
ACH-000143,0.00674403196386507
ACH-000146,-0.008042693643591165
ACH-000148,-0.016625644159909747
ACH-000150,0.1122926928987455
ACH-000152,-0.023069836235370882
ACH-000153,0.004860629393048396
ACH-000159,0.049741727030970746
ACH-000160,0.13877839076078485
ACH-000163,-0.058746730619027764
ACH-000167,0.38248959256726667
ACH-000168,-0.1049990286224941
ACH-000169,-0.03855454009096041
ACH-000178,-0.1215899408634234
ACH-000183,-0.11823177419688985
ACH-000188,-0.05161798733178995
ACH-000189,0.05806102938914499
ACH-000190,-0.0104860234013685
ACH-000198,-0.056212876846913305
ACH-000203,-0.1659337435144878
ACH-000204,-0.04725643890896275
ACH-000206,-0.1017170814508212
ACH-000207,-0.11315514948379587
ACH-000208,-0.08498932487263572
ACH-000210,-0.24049776815562154
ACH-000211,-0.03938710342068855
ACH-000215,-0.08148995419528349
ACH-000221,0.1598233040799293
ACH-000222,0.01806030656637414
ACH-000223,-0.1229700573777662
ACH-000226,-0.2891796106372169
ACH-000227,-0.04815262314424913
ACH-000228,-0.06475159937271319
ACH-000231,-0.06961247693514455
ACH-000232,-0.0607426500596339
ACH-000233,0.07476470719814021
ACH-000234,-0.060641842390273634
ACH-000235,-0.06589465232064476
ACH-000237,-0.042950721344148485
ACH-000238,-0.04996019554946208
ACH-000242,-0.055976158846165414
ACH-000243,-0.057009639422360925
ACH-000244,-0.06579458330844777
ACH-000246,-0.1351987989708951
ACH-000248,0.05505391910719981
ACH-000250,-0.07504057690803792
ACH-000251,-0.07288213507402178
ACH-000252,0.024093481254921213
ACH-000253,-0.0033162054044474872
ACH-000255,0.006226738338098978
ACH-000256,-0.2517576885523812
ACH-000257,-0.032754028307863885
ACH-000258,-0.0977230318842064
ACH-000259,0.0013773624732306546
ACH-000260,-0.01176739592927215
ACH-000261,0.06456656491344741
ACH-000262,0.13982715347314525
ACH-000263,-0.33916378734293473
ACH-000264,-0.04836862631257054
ACH-000265,-0.010624108004064443
ACH-000266,-0.05926727731122562
ACH-000272,-0.06032458289983229
ACH-000274,-0.0370372431563504
ACH-000277,-0.1025742488690511
