,PGBD1 (84547)
ACH-000004,0.06518815409514704
ACH-000005,-0.08990640446141318
ACH-000007,-0.023384072608954316
ACH-000009,-0.05399601353798835
ACH-000011,-0.08481188630448525
ACH-000012,-0.11087946378394103
ACH-000013,0.07225506418264611
ACH-000014,-0.08986495319631918
ACH-000015,0.06508903142972658
ACH-000017,-0.07388601620210651
ACH-000018,0.07199061888608846
ACH-000019,0.04471345239156724
ACH-000021,0.0544817695283553
ACH-000022,-0.011084040722078898
ACH-000025,0.03948366883674261
ACH-000028,0.07971054095662587
ACH-000030,-0.048749184392806136
ACH-000035,0.054901958300168224
ACH-000036,0.0632703215911918
ACH-000037,0.13108531650842073
ACH-000039,0.0052888307436432655
ACH-000040,-0.04553251812092685
ACH-000041,-0.048803381814063344
ACH-000042,-0.05078275549325605
ACH-000045,-0.07369242301773299
ACH-000047,0.08996399813207999
ACH-000052,-0.3355429508184262
ACH-000053,0.11565057730933627
ACH-000054,-0.032393325765079535
ACH-000055,0.03945224867919443
ACH-000060,-0.021485271399739214
ACH-000067,0.024913487147652687
ACH-000070,-0.12850730290101814
ACH-000075,0.24617138775001016
ACH-000078,0.00617644440015646
ACH-000082,0.06435547901640865
ACH-000085,0.1318934966934766
ACH-000086,0.053522897743359145
ACH-000087,0.1983692984718924
ACH-000092,0.09187515443031047
ACH-000095,0.047682191213439536
ACH-000097,-0.10577382665418196
ACH-000098,-0.05972903822001435
ACH-000099,-7.733398066833816e-05
ACH-000108,0.00797180909337846
ACH-000113,-0.04232968086176421
ACH-000116,0.08583350247395573
ACH-000118,-0.013891600660183414
ACH-000120,0.025309957440903048
ACH-000123,0.11977174299115913
ACH-000127,-0.1528112069876419
ACH-000128,0.017631927896893242
ACH-000132,0.011852834126657448
ACH-000133,-0.03064724612867196
ACH-000137,-0.08710462788661298
ACH-000138,0.0039520069051022675
ACH-000142,0.06706510670921947
ACH-000143,-0.006321729085964031
ACH-000146,0.09199788407895744
ACH-000148,0.08834941137982323
ACH-000150,-0.08024413939041522
ACH-000152,0.07090806600811053
ACH-000153,-0.09579892283503803
ACH-000159,0.06008986240465985
ACH-000160,0.0898646045136239
ACH-000163,0.05781592369014345
ACH-000167,0.06831392933348822
ACH-000168,-0.07769156299966241
ACH-000169,-0.02025199015232516
ACH-000178,0.02464283789062477
ACH-000183,-0.006038038228535425
ACH-000188,0.15176906946757265
ACH-000189,-0.08953276839078911
ACH-000190,0.022537310053241052
ACH-000198,-0.03266258749389712
ACH-000203,0.1893998505722699
ACH-000204,0.2545322075974812
ACH-000206,-0.21891095386772666
ACH-000207,-0.0203630270311811
ACH-000208,-0.0935130835412978
ACH-000210,-0.2368334174193543
ACH-000211,-0.004195855119892871
ACH-000215,0.0009759263312193264
ACH-000221,-0.06821486507886447
ACH-000222,0.1253250122600747
ACH-000223,-0.10483815486063901
ACH-000226,-0.004518982026142411
ACH-000227,-0.0917744275714614
ACH-000228,0.007942796438552072
ACH-000231,-0.04894595130308348
ACH-000232,0.06708462197062907
ACH-000233,0.011237029927095124
ACH-000234,-0.06845790948297863
ACH-000235,0.07463798837507304
ACH-000237,0.015117948502974453
ACH-000238,-0.034738788403147786
ACH-000242,0.07596536627852854
ACH-000243,0.031799002061548336
ACH-000244,0.17935506221033287
ACH-000246,-0.002521997832624587
ACH-000248,-0.037580763443305035
ACH-000250,0.016210559296050454
ACH-000251,-0.12676235657306392
ACH-000252,-0.1396756587146754
ACH-000253,-0.052450128399352224
ACH-000255,0.0541555085965846
ACH-000256,-0.0990012941133666
ACH-000257,0.009627683535763376
ACH-000258,-0.13177040945776253
ACH-000259,0.05091428425293679
ACH-000260,0.07144183279827973
ACH-000261,0.07901460340817779
ACH-000262,-0.08639151633480767
ACH-000263,-0.038166239469145664
ACH-000264,0.03379111066092362
ACH-000265,0.06024016083213221
ACH-000266,-0.032389289439037613
ACH-000272,-0.07232460813610747
ACH-000274,0.07722757063704012
ACH-000277,0.05610143411292397
ACH-000278,-0.08456016838168058
ACH-000279,-0.15838218400774445
ACH-000280,0.046989710664016866
ACH-000281,0.05870550271378015
ACH-000288,0.06494778212982817
ACH-000291,0.0049000315590993545
ACH-000293,-0.06599138837353387
ACH-000294,-0.07702063535476557
ACH-000295,0.04140876156584064
ACH-000296,0.050325107282798126
ACH-000302,0.02947040239948415
ACH-000304,-0.007110027405104677
ACH-000307,0.011051397632512549
ACH-000308,0.020366191093538467
ACH-000310,0.12772435465588033
ACH-000311,-0.10854608001893444
ACH-000312,0.0011072779669822053
ACH-000315,0.13306679859569068
ACH-000316,0.06927063231391406
ACH-000317,-0.15764468392298195
ACH-000318,0.05733876104476606
ACH-000319,-0.05392199078315351
ACH-000320,0.10054017878394564
ACH-000322,0.10986032772114447
ACH-000323,0.1139677522109781
ACH-000324,-0.12780622940180678
ACH-000329,-0.056700303208219775
ACH-000330,-0.10158741063099808
ACH-000331,0.03157405346856594
ACH-000332,-0.06823486618969228
ACH-000334,0.09975291243560436
ACH-000335,0.029315910698987306
ACH-000336,-0.02531630995154208
ACH-000337,-0.02083712008672502
ACH-000338,0.4918821418589386
ACH-000339,0.061327144646756315
ACH-000341,0.060560166638200616
ACH-000348,-0.017381812506129822
ACH-000350,0.17089194413510506
ACH-000352,-0.1478028229413979
ACH-000356,-0.0025198478880521357
ACH-000361,-0.0703446657494312
ACH-000362,-0.04622941640099228
ACH-000363,0.03387516709364221
ACH-000364,0.05664740103609856
ACH-000365,0.061468218338583264
ACH-000366,0.02912180807381517
ACH-000368,-0.05974395540169303
ACH-000374,-0.08662524936229622
ACH-000375,-0.051465577508129516
ACH-000376,-0.00445982247279287
ACH-000381,0.043720930176783385
ACH-000383,0.08346304142197666
ACH-000387,0.01122212135445545
ACH-000389,-0.034220206279287575
ACH-000390,-0.07064412828965702
ACH-000393,0.009539278831683772
ACH-000395,0.08005479309528869
ACH-000396,-0.08087628146368635
ACH-000397,0.014625460411312694
ACH-000401,-0.023204554490701097
ACH-000402,0.15206950088847593
ACH-000403,-0.09301265271512668
ACH-000404,-0.1773099383513958
ACH-000406,0.05179792928105464
ACH-000407,0.026082183387659764
ACH-000408,0.05313207466457117
ACH-000410,0.12454590395590028
