,MYO19 (80179)
ACH-000004,-0.15524048840502835
ACH-000005,-0.1799742346058984
ACH-000007,-0.037283108896738734
ACH-000009,-0.0266221634579244
ACH-000011,-0.1294149637569886
ACH-000012,0.06329788731643753
ACH-000013,-0.19232323956497974
ACH-000014,-0.05307196848819636
ACH-000015,-0.02206958084122454
ACH-000017,0.011795601936955237
ACH-000018,-0.028810814614080624
ACH-000019,0.16379862378929685
ACH-000021,-0.025397718717368418
ACH-000022,-0.07578133308548524
ACH-000025,-0.1404844032401371
ACH-000028,-0.25281450521978066
ACH-000030,-0.05110790510084784
ACH-000035,-0.042219756657132436
ACH-000036,-0.1828581577815141
ACH-000037,-0.08377966482090451
ACH-000039,-0.02908099193384205
ACH-000040,-0.147498148155932
ACH-000041,-0.17686698214997898
ACH-000042,0.10985765084406623
ACH-000045,-0.01845769130015847
ACH-000047,-0.2425987254738319
ACH-000052,0.042370478627048784
ACH-000053,-0.056473893179999214
ACH-000054,-0.1384975408904406
ACH-000055,0.0192240391166248
ACH-000060,-0.03957424944107862
ACH-000067,-0.15315478664466686
ACH-000070,-0.0645955936279553
ACH-000075,-0.0480342680821312
ACH-000078,-0.0651773845884848
ACH-000082,-0.13431108918530382
ACH-000085,-0.06955738346719065
ACH-000086,-0.07450172438814584
ACH-000087,0.06384099937570155
ACH-000092,-0.013911682342339726
ACH-000095,-0.273738835193501
ACH-000097,-0.037633061990232405
ACH-000098,-0.1341673262025446
ACH-000099,-0.09637301133096347
ACH-000108,-0.08902562481163682
ACH-000113,-0.10610110710351207
ACH-000116,-0.2044369662260768
ACH-000118,-0.031589915182134845
ACH-000120,-0.05506432543571997
ACH-000123,-0.17578066755521438
ACH-000127,-0.06009705877890111
ACH-000128,-0.04210774872133795
ACH-000132,-0.06273139191933247
ACH-000133,-0.06304545186972198
ACH-000137,-0.054748432608736526
ACH-000138,-0.11573247023271965
ACH-000142,-0.14240562998700293
ACH-000143,0.1158912778400487
ACH-000146,-0.0549563509189196
ACH-000148,-0.1007919075232791
ACH-000150,-0.12671042437941693
ACH-000152,-0.06893540217923305
ACH-000153,0.05829596888722548
ACH-000159,-0.07837583189656354
ACH-000160,-0.2923422962659838
ACH-000163,-0.0969593354076472
ACH-000167,-0.12581912259925826
ACH-000168,-0.2438123129275766
ACH-000169,-0.10166224857403908
