,CLN3 (1201)
ACH-000004,-0.2102822167431754
ACH-000005,-0.09237677848024836
ACH-000007,-0.07793611506168076
ACH-000009,-0.09104875092107922
ACH-000011,-0.19735999856856887
ACH-000012,-0.18947848932199127
ACH-000013,-0.24539922854276394
ACH-000014,-0.0846532662059919
ACH-000015,-0.20983632725033832
ACH-000017,-0.03913734048766422
ACH-000018,-0.20690077242215368
ACH-000019,-0.27305043165126475
ACH-000021,-0.26632313631844234
ACH-000022,-0.16104448691453002
ACH-000025,-0.2221987303244134
ACH-000028,-0.04808581518393538
ACH-000030,-0.08806533129340385
ACH-000035,-0.19866219289674664
ACH-000036,-0.14695702566500138
ACH-000037,-0.2448576455434061
ACH-000039,-0.2670204424089578
ACH-000040,-0.28055302494424944
ACH-000041,-0.2489374604634974
ACH-000042,-0.06468575002748908
ACH-000045,-0.3065443836671741
ACH-000047,-0.1576516314851693
ACH-000052,-0.11018952310666236
ACH-000053,-0.14185132975100587
ACH-000054,-0.1682164971552457
ACH-000055,-0.047582226451469936
ACH-000060,-0.07563653687942272
ACH-000067,-0.16141490996424065
ACH-000070,-0.10084657271107264
ACH-000075,0.001954044728420975
ACH-000078,-0.1138965335694717
ACH-000082,-0.3151540950677481
ACH-000085,-0.2655443971087104
ACH-000086,0.021950967579053977
ACH-000087,-0.3017914280802566
ACH-000092,-0.2666588687924592
ACH-000095,-0.2051403111037841
ACH-000097,-0.2813293767720575
ACH-000098,-0.270613339669039
ACH-000099,-0.14639199099815936
ACH-000108,-0.11797745751297048
ACH-000113,-0.14815884447109495
ACH-000116,-0.1885793590436633
ACH-000118,-0.10750356564216748
ACH-000120,-0.29477404310842226
ACH-000123,-0.27533681003690674
ACH-000127,-0.1912800302991514
ACH-000128,-0.23588135999249424
ACH-000132,-0.10992865576694016
ACH-000133,-0.19195930583835646
ACH-000137,-0.17983819573593976
ACH-000138,-0.028530829583807326
ACH-000142,-0.16430316374419016
ACH-000143,-0.050510320059330184
ACH-000146,-0.2271477364911639
ACH-000148,-0.15728232049927732
ACH-000150,-0.2554824460516068
ACH-000152,-0.10880365094831658
ACH-000153,-0.3150575538336887
ACH-000159,-0.2358593770274624
ACH-000160,-0.11041003385913492
ACH-000163,-0.16520960417330624
ACH-000167,0.014887400464893404
ACH-000168,-0.10265781633543833
ACH-000169,-0.14202930850064502
ACH-000178,-0.17866556540869438
ACH-000183,-0.16177874779781096
ACH-000188,-0.05420823704904018
ACH-000189,0.09963105034328744
ACH-000190,-0.06531533754706999
ACH-000198,-0.3411190878799593
ACH-000203,0.002781757643891484
ACH-000204,-0.5369089291378938
ACH-000206,-0.26507433143822445
ACH-000207,-0.06605461649916199
ACH-000208,-0.31021742130452257
ACH-000210,-0.07914038723239979
ACH-000211,-0.10964470189908176
ACH-000215,-0.07164669331624503
ACH-000221,-0.2116005045273181
ACH-000222,-0.1782442284872788
ACH-000223,-0.09887999770369776
ACH-000226,-0.12832802690671294
ACH-000227,-0.18411596825053173
ACH-000228,-0.1844494833817661
ACH-000231,-0.12021398964536467
ACH-000232,-0.15360272493313298
ACH-000233,-0.20024037848242635
ACH-000234,-0.13354849787536885
ACH-000235,-0.16655994232941915
ACH-000237,-0.10742753879541407
ACH-000238,-0.0011995318631301938
ACH-000242,0.1912313775366448
ACH-000243,-0.24237543526656094
ACH-000244,-0.2889777528728984
ACH-000246,-0.1392488609757278
ACH-000248,-0.006295950209631176
ACH-000250,-0.17947119057428634
ACH-000251,-0.2747691025317135
ACH-000252,-0.1077714510055607
ACH-000253,-0.14171766969055738
ACH-000255,-0.33163294957929323
ACH-000256,0.03153296537604843
ACH-000257,-0.1172817139078411
ACH-000258,-0.07864441512563082
ACH-000259,-0.13624445326048454
ACH-000260,-0.22361377779713387
ACH-000261,-0.2272852273237628
ACH-000262,-0.4158672680061191
ACH-000263,-0.23231120401495275
ACH-000264,-0.14834299223118091
ACH-000265,-0.2176645737373908
ACH-000266,-0.061701386277568826
ACH-000272,-0.3128413894211925
ACH-000274,-0.14079752669528067
ACH-000277,-0.17560702879602322
ACH-000278,-0.12315246548024113
ACH-000279,-0.2202632572728364
ACH-000280,-0.1315448696150528
ACH-000281,0.00040574309777521503
ACH-000288,-0.1450114670375562
ACH-000291,-0.19510257795698094
ACH-000293,-0.10896274225876937
ACH-000294,-0.2077832747598252
ACH-000295,-0.11228883972394778
ACH-000296,-0.3531075621469085
ACH-000302,-0.14010398365281965
ACH-000304,-0.16203763436979554
ACH-000307,-0.13686556436627467
ACH-000308,-0.1740071869001084
ACH-000310,-0.16719039723454687
ACH-000311,-0.16168941418582472
ACH-000312,-0.16225754149411165
ACH-000315,-0.14523417963904792
ACH-000316,-0.210653679900434
ACH-000317,0.010239527729559841
ACH-000318,-0.16192345005575756
ACH-000319,-0.2348736573865504
ACH-000320,0.018268418959989246
ACH-000322,-0.2512232851321304
ACH-000323,-0.10691198971640148
ACH-000324,-0.2807356888490605
ACH-000329,-0.2036213857961748
ACH-000330,-0.2645625417727541
ACH-000331,-0.32878741134935296
ACH-000332,-0.2372251815881853
ACH-000334,-0.09268536730592714
ACH-000335,0.1860413754469716
ACH-000336,-0.12897266684660566
ACH-000337,-0.27737922157208417
ACH-000338,0.4090354163315566
ACH-000339,-0.1460475578075249
ACH-000341,-0.22909076655622584
ACH-000348,-0.2449774367763444
ACH-000350,-0.11167955317920092
ACH-000352,-0.13144951645246591
ACH-000356,-0.202733320776576
ACH-000361,-0.22877036395295666
ACH-000362,-0.2701409558741025
ACH-000363,-0.16164878390497298
ACH-000364,-0.19932546295814352
ACH-000365,-0.2275932855651161
ACH-000366,-0.17291647986776473
ACH-000368,-0.027470010757122784
ACH-000374,-0.29912315777550874
ACH-000375,0.005137645963580857
ACH-000376,-0.07060819264513447
ACH-000381,-0.10610993933757404
ACH-000383,-0.1380136000423207
ACH-000387,-0.1507814478875617
ACH-000389,-0.22506368155213274
ACH-000390,-0.2987483165152938
ACH-000393,-0.18913510848747328
ACH-000395,-0.0040044418468264354
ACH-000396,-0.3450859209299993
ACH-000397,-0.1994208563632084
ACH-000401,-0.25113524443907176
ACH-000402,-0.3797401963413415
ACH-000403,-0.09097111583045377
ACH-000404,0.0946506804226976
ACH-000406,-0.2408865102531061
ACH-000407,-0.05716749695750493
ACH-000408,-0.1971095003191835
ACH-000410,-0.1316478186035504
ACH-000411,-0.1924948952885119
ACH-000414,-0.204270629969122
ACH-000415,-0.2914933520282924
ACH-000416,-0.16123614782518206
ACH-000420,-0.08896749561639057
ACH-000421,-0.19710217134459576
ACH-000424,-0.09910646490547684
ACH-000425,-0.2451664107320727
ACH-000426,-0.31146788506328754
ACH-000427,-0.0977163602113818
ACH-000433,-0.06904377963450976
ACH-000435,-0.9100423615442018
ACH-000436,-0.22272699071471252
ACH-000444,-0.07123212663937313
ACH-000445,-0.18043991084549646
ACH-000448,-0.29413019955359976
ACH-000450,-0.034769707449232815
ACH-000452,-0.1532698644692008
ACH-000454,-0.12783530060154666
ACH-000458,-0.20034762239764425
ACH-000459,-0.10683824689187793
ACH-000460,-0.20558592963313088
ACH-000461,-0.039056452679634084
ACH-000463,-0.22166207194166795
ACH-000464,-0.1413141437525784
ACH-000466,-0.14404321988651714
ACH-000467,-0.11712765990814016
ACH-000468,-0.1125919630576222
ACH-000469,-0.18573484992914086
ACH-000470,-0.07114784544004141
ACH-000471,-0.1323161017967019
ACH-000472,-0.22430444694313295
ACH-000473,-0.1413905572508453
ACH-000475,-0.15073529670903338
ACH-000476,-0.1429870702735672
ACH-000477,-0.17315229858553835
ACH-000479,0.20612970733613195
ACH-000480,-0.11869211913532622
ACH-000481,-0.2582340378427005
ACH-000483,-0.2903552091776025
ACH-000484,-0.16696612553081822
ACH-000485,-0.06918435971610258
ACH-000486,-0.2890924651397786
ACH-000487,-0.20351017143636735
ACH-000488,-0.19561800165511664
ACH-000490,-0.2421127709536675
ACH-000491,-0.2958804177483121
ACH-000495,-0.16205149537754368
ACH-000496,-0.3087823992827395
ACH-000499,-0.4149582650883436
ACH-000500,0.042143471262655975
ACH-000502,-0.07887832154541753
ACH-000503,-0.10583775025690777
ACH-000505,-0.2912949880002983
ACH-000507,-0.2052748175764536
ACH-000510,-0.3282911087086714
ACH-000511,-0.09008317025743834
ACH-000512,-0.012625729072348409
ACH-000516,-0.20431650101520107
ACH-000517,-0.22777367340262716
