,LCE2B (26239)
ACH-000004,0.09454714935740062
ACH-000005,0.04437461638396793
ACH-000007,-0.01245835002347284
ACH-000009,-0.008029046359916848
ACH-000011,0.04541694830548239
ACH-000012,0.14569366987680685
ACH-000013,0.04143787362078505
ACH-000014,0.034586420454202564
ACH-000015,0.2106578807204333
ACH-000017,0.14495758962131547
ACH-000018,0.08825284717979784
ACH-000019,0.05587630743696267
ACH-000021,0.07338878293123298
ACH-000022,0.10263169771490542
ACH-000025,0.08294581035281459
ACH-000028,-0.04195140513887596
ACH-000030,0.17622023893630348
ACH-000035,0.15022943115801893
ACH-000036,0.058541309207497325
ACH-000037,0.1088584538549182
ACH-000039,0.26888061584126344
ACH-000040,0.0648295989758754
ACH-000041,0.22330862175066432
ACH-000042,0.19828541258468715
ACH-000045,0.171172529535735
ACH-000047,0.13510591966298285
ACH-000052,0.05872454826925151
ACH-000053,0.14182655357854018
ACH-000054,0.022633844686661568
ACH-000055,0.0408827931319042
ACH-000060,0.1863054904197585
ACH-000067,0.08455511798680458
ACH-000070,0.20716504113762385
ACH-000075,-0.024720560543060162
ACH-000078,0.07533547852657614
ACH-000082,0.04133772223506243
ACH-000085,0.017319354232491584
ACH-000086,-0.053900039618666455
ACH-000087,-0.04992247258361681
ACH-000092,0.0986273670223797
ACH-000095,0.10224955809495424
ACH-000097,0.0007654707461612723
ACH-000098,-0.011646370486995213
ACH-000099,0.08040427219813177
ACH-000108,0.09708697619926036
ACH-000113,0.09999648005595638
ACH-000116,0.15964184723635633
ACH-000118,0.04206720525252824
ACH-000120,0.09521343737165612
ACH-000123,0.16927265035575728
ACH-000127,0.038868428623281936
ACH-000128,0.1459675970739831
ACH-000132,0.06563973973282321
ACH-000133,-0.009858960457095977
ACH-000137,0.09044641811950707
ACH-000138,0.14043052753744106
ACH-000142,0.019695190625857062
ACH-000143,-0.03068454323823063
ACH-000146,0.12517311644915172
ACH-000148,0.11656001446270242
ACH-000150,0.09050959076706676
ACH-000152,0.08272726365686417
ACH-000153,0.016613709735707225
ACH-000159,0.07941873065170063
ACH-000160,0.11627939228254038
ACH-000163,0.025037848612271936
ACH-000167,0.044261198594283235
ACH-000168,0.16234166260382138
ACH-000169,0.08829945663243516
ACH-000178,0.16008106072422204
ACH-000183,0.16645661446437707
ACH-000188,0.024863517493797973
ACH-000189,-0.015960581242403068
ACH-000190,0.18811558722507585
ACH-000198,0.16483295382676427
ACH-000203,-0.15962456753403556
ACH-000204,-0.2460338509967631
ACH-000206,0.009397124274977093
ACH-000207,0.23913064433793546
ACH-000208,0.2521159540852215
ACH-000210,0.07970227096728197
ACH-000211,0.09052473738510994
ACH-000215,0.027895846534906333
ACH-000221,0.08767565930217178
ACH-000222,-0.11423598800371625
ACH-000223,-0.011253407020566278
ACH-000226,0.06345678129696389
ACH-000227,0.27230799502275777
ACH-000228,-0.037174753904020495
ACH-000231,0.1364881489543271
ACH-000232,0.06204973441350956
ACH-000233,-0.0012481809891996968
ACH-000234,0.06324904428933059
ACH-000235,0.061006524490676214
ACH-000237,0.03682598727358869
ACH-000238,0.1442805192246374
ACH-000242,-0.14921856163945205
ACH-000243,0.0026803018936495324
ACH-000244,0.13876818270747046
ACH-000246,0.09510235315182196
ACH-000248,0.2011845308679805
ACH-000250,0.08692779060084084
ACH-000251,0.02739254522322085
ACH-000252,0.030869331101049526
ACH-000253,0.0690824139920891
ACH-000255,0.062348998866584376
ACH-000256,-0.044488501372606085
ACH-000257,0.359919000075796
ACH-000258,0.01059848515531542
ACH-000259,0.02279039322045197
