,FNBP4 (23360)
ACH-000004,-0.5596435497962781
ACH-000005,-0.7462526132907601
ACH-000007,-0.6473431539439692
ACH-000009,-0.4805403244726301
ACH-000011,-0.7959922074194348
ACH-000012,-0.6207707482433904
ACH-000013,-0.32721245077461897
ACH-000014,-0.4121936597602575
ACH-000015,-0.5120394717190154
ACH-000017,-0.4481154158191073
ACH-000018,-0.5446637425171197
ACH-000019,-0.8402248911719177
ACH-000021,-0.5773051874346782
ACH-000022,-0.19988455300801064
ACH-000025,-0.6031643022757243
ACH-000028,-0.6094067960905759
ACH-000030,-0.6597323390661679
ACH-000035,-0.5364386500690134
ACH-000036,-0.5134532661000945
ACH-000037,-0.4722595129769856
ACH-000039,-0.5814554573642894
ACH-000040,-0.5234636189873693
ACH-000041,-0.6648204012686263
ACH-000042,-0.443918040162102
ACH-000045,-0.35125875129910583
ACH-000047,-0.5699391905349032
ACH-000052,-0.5136853488446219
ACH-000053,-0.5414921421071835
ACH-000054,-0.3262822459133949
ACH-000055,-0.5377129849872025
ACH-000060,-0.518138484831366
ACH-000067,-0.7347008105035827
ACH-000070,-0.5708870875157217
ACH-000075,-0.5581658906952612
ACH-000078,-0.4486593404954939
ACH-000082,-0.7437080855370909
ACH-000085,-0.4415613376866931
ACH-000086,-0.5151384515021822
ACH-000087,-0.7288735918690561
ACH-000092,-0.6836496619539825
ACH-000095,-0.5141635949614222
ACH-000097,-0.6244200596978751
ACH-000098,-0.5814241565739661
ACH-000099,-0.31334924947412496
ACH-000108,-0.5417229968702878
ACH-000113,-0.3998468141538147
ACH-000116,-0.572545384182591
ACH-000118,-0.4887433534401712
ACH-000120,-0.6007114656622775
ACH-000123,-0.4482779227175727
ACH-000127,-0.4374130587205461
ACH-000128,-0.363785225185318
ACH-000132,-0.2278656191117515
ACH-000133,-0.5833724933806981
ACH-000137,-0.7038540051122334
ACH-000138,-0.5882636822724102
ACH-000142,-0.41803804589798493
ACH-000143,-0.51801652955274
ACH-000146,-0.39873352995211536
ACH-000148,-0.4372043772693514
ACH-000150,-0.5394373058545072
ACH-000152,-0.5068456601267136
ACH-000153,-0.5179147514896869
ACH-000159,-0.5115847447678914
ACH-000160,-0.4965395735224016
ACH-000163,-0.30016927580800923
ACH-000167,-0.5421203579226936
ACH-000168,-0.4269123059450343
ACH-000169,-0.4537666533522369
ACH-000178,-0.43134302687757214
ACH-000183,-0.4941240421213999
ACH-000188,-0.3785455993516315
ACH-000189,-0.6549241507619369
ACH-000190,-0.33448245553176875
ACH-000198,-0.6900266257104257
ACH-000203,-0.3974465914180304
ACH-000204,-0.3694300613105945
ACH-000206,-0.4246201648670592
ACH-000207,-0.5007507446292468
ACH-000208,-0.5187204860767706
ACH-000210,-0.7072138565420594
ACH-000211,-0.33420368737443906
ACH-000215,-0.5223176794099131
ACH-000221,-0.6008336490132979
ACH-000222,-0.3830310371997464
ACH-000223,-0.5147640484251896
ACH-000226,-0.5726003192390068
ACH-000227,-0.2460477407741115
ACH-000228,-0.4120085812631565
ACH-000231,-0.7984762585203471
ACH-000232,-0.4623445705949402
ACH-000233,-0.4519401886483378
ACH-000234,-0.27590447235909377
ACH-000235,-0.6741249834222263
ACH-000237,-0.6811523374309427
ACH-000238,-0.5195385448801604
ACH-000242,-0.3247560937230308
ACH-000243,-0.4117027834371851
ACH-000244,-0.9298171852085648
ACH-000246,-0.7305202968983694
ACH-000248,-0.3577400487121811
ACH-000250,-0.485261749116346
ACH-000251,-0.5713912032578111
ACH-000252,-0.42150660069933454
ACH-000253,-0.3847562378541357
ACH-000255,-0.5003642799303523
ACH-000256,-0.7783828196132465
ACH-000257,-0.5330519788331523
ACH-000258,-0.6593723829690346
ACH-000259,-0.5274316707069654
ACH-000260,-0.5926400948722663
ACH-000261,-0.5161687934054681
ACH-000262,-0.40359100187744895
ACH-000263,-0.3508191346042985
ACH-000264,-0.5783424864886277
ACH-000265,-0.6309010975767388
ACH-000266,-0.4907954465988717
ACH-000272,-0.45988251539912606
ACH-000274,-0.5659238284510023
ACH-000277,-0.3316810751481379
ACH-000278,-0.6882290461309769
ACH-000279,-0.3970971699699794
ACH-000280,-0.6868418205990826
ACH-000281,-0.3540706464208489
ACH-000288,-0.6272538020885412
ACH-000291,-0.3457870204486885
ACH-000293,-0.5795740388911357
ACH-000294,-0.2535860413693173
ACH-000295,-0.2355786975114009
ACH-000296,-0.6440899814057818
ACH-000302,-0.4550319759372327
ACH-000304,-0.2271332993825053
ACH-000307,-0.5436968829713991
ACH-000308,-0.5298776670131422
ACH-000310,-0.33530452184258597
ACH-000311,-0.3569548651795044
ACH-000312,-0.469426517212717
ACH-000315,-0.6240487592567119
ACH-000316,-0.6341302512555738
ACH-000317,-0.4055021898227749
ACH-000318,-0.6705791470627963
ACH-000319,-0.5756420866554217
ACH-000320,-0.5516140790162525
ACH-000322,-0.4958370612760283
ACH-000323,-0.5274502536978607
ACH-000324,-0.5222672429537251
ACH-000329,-0.4420322985960885
ACH-000330,-0.6275102897430141
ACH-000331,-0.7596207582636596
ACH-000332,-0.2795190599139084
ACH-000334,-0.4383839884696985
ACH-000335,-0.8543882670617661
ACH-000336,-0.2872374187926379
ACH-000337,-0.4080742428363787
ACH-000338,-0.2658099845806999
ACH-000339,-0.438728487524863
ACH-000341,-0.4398244169892596
ACH-000348,-0.5641808660401142
ACH-000350,-0.4018677807282342
ACH-000352,-0.39391208316583975
ACH-000356,-0.5057938205673279
ACH-000361,-0.4436069550538775
ACH-000362,-0.3682755342233465
ACH-000363,-0.4357116405422048
ACH-000364,-0.7175649492453994
ACH-000365,-0.4289979728359821
ACH-000366,-0.4928783404767635
ACH-000368,-0.7066177195222916
ACH-000374,-0.6085281096307427
ACH-000375,-0.5593773726492741
ACH-000376,-0.3345961537583896
ACH-000381,-0.5097037678718838
ACH-000383,-0.4458819648299726
ACH-000387,-0.532812262559736
ACH-000389,-0.4912000473562035
ACH-000390,-0.5848111618201092
ACH-000393,-0.5778885861778682
ACH-000395,-0.21250296581873998
ACH-000396,-0.8734653639300981
ACH-000397,-0.4875005928494772
ACH-000401,-0.4004084553082914
ACH-000402,-0.6363169182162882
ACH-000403,-0.5368511144079684
ACH-000404,-0.6357187844246229
ACH-000406,-0.4322164280085568
ACH-000407,-0.4055920272469185
ACH-000408,-0.4774831922799806
ACH-000410,-0.4754614990880553
ACH-000411,-0.5592447121943835
ACH-000414,-0.6112017287032501
ACH-000415,-0.7116696781192127
ACH-000416,-0.7267979532207645
ACH-000420,-0.2489052354647372
ACH-000421,-0.6882006221265945
ACH-000424,-0.6126485216438952
ACH-000425,-0.5633171892147539
ACH-000426,-0.6781243892666443
ACH-000427,-0.6357087476498858
ACH-000433,-0.6188857295222244
ACH-000435,-0.6270907844985593
ACH-000436,-0.3273176358996511
ACH-000444,-0.6005423688381986
ACH-000445,-0.7426986209123404
ACH-000448,-0.6430652111657141
ACH-000450,-0.4174365942152066
ACH-000452,-0.5060439788015162
ACH-000454,-0.7163968340513203
ACH-000458,-0.5298174415328631
ACH-000459,-0.4364140669785505
ACH-000460,-0.7028900048429648
ACH-000461,-0.5275412001667941
ACH-000463,-0.5232441148231272
ACH-000464,-0.5928552675575918
ACH-000466,-0.5851635149924511
ACH-000467,-0.3454888477904128
ACH-000468,-0.5289107969609199
ACH-000469,-0.3887159194397773
ACH-000470,-0.53889932016688
ACH-000471,-0.6569976829995858
ACH-000472,-0.4482842585455699
ACH-000473,-0.3607333794047183
ACH-000475,-0.5365304325543606
ACH-000476,-0.4631475051369727
ACH-000477,-0.5983726456010378
ACH-000479,-0.393231844219184
ACH-000480,-0.646760536259409
ACH-000481,-0.48096734163996796
ACH-000483,-0.4289131584222597
ACH-000484,-0.0916143767743718
ACH-000485,-0.5072586327169973
ACH-000486,-0.6734115925457959
ACH-000487,-0.5457800728221414
ACH-000488,-0.5044265100629637
ACH-000490,-0.4168451208400185
ACH-000491,-0.3306175072745058
ACH-000495,-0.6910805069368838
ACH-000496,-0.4685097055809732
ACH-000499,-0.6482301609230177
ACH-000500,-0.1811832785261832
ACH-000502,-0.3946691747256971
ACH-000503,-0.4528863522915019
ACH-000505,-0.4340536679308005
ACH-000507,-0.4780849398056623
ACH-000510,-0.6487299897202365
ACH-000511,-0.6210220766004807
ACH-000512,-0.3403394622404951
ACH-000516,-0.5854581546703841
ACH-000517,-0.4682391641803776
ACH-000518,-0.4986919673049994
ACH-000520,-0.2663224215533543
ACH-000521,-0.6514442407469729
ACH-000522,-0.5368394398924311
ACH-000524,-0.4651103539559999
ACH-000527,-0.4272158653601473
ACH-000528,-0.5115508887213281
ACH-000537,-0.4647158906822462
ACH-000541,-0.43291526167683797
ACH-000542,-0.4741684909760515
ACH-000544,-0.501426719807051
ACH-000545,-0.5899867242812076
ACH-000547,-0.7457130762908215
ACH-000548,-0.5033667125544569
ACH-000549,-0.5407589683262983
ACH-000550,-0.7240170880381708
ACH-000552,-0.2835129333178657
ACH-000556,-0.3446316728586038
ACH-000557,-0.20522661541278164
ACH-000569,-0.6385876844446378
ACH-000570,-0.5241541018199976
ACH-000571,-0.44965731678538057
ACH-000573,-0.4951674642773205
ACH-000576,-0.35267787899257513
ACH-000579,-0.4872646464580441
ACH-000580,-0.7429567418217627
ACH-000584,-0.43638961877485216
ACH-000585,-0.8601941291401816
ACH-000588,-0.5421395982379966
ACH-000589,-0.4539060002990402
ACH-000591,-0.5266016346884813
ACH-000593,-0.3455475396904443
ACH-000600,-0.5722195818015482
ACH-000601,-0.7122872869492374
ACH-000605,-0.4281227151298532
